사업장명,사업장부지용도구분명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지면적,지번주소,제조구분명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자
한양관광호텔,상업용,제조,,193216.526377146,457169.626220368,2026-04-22 23:08:26,I,01,영업중,2013-12-27 09:40:30,1989-06-09,,서울특별시 은평구 불광동 302-13,냉동,1989311009902200085,3110000,서울특별시 은평구 통일로 816 (불광동),,,01,영업/정상,,
서울도시가스-주,지정되지않음,제조,,189809.444580946,454489.310071304,2026-04-22 23:08:27,I,01,영업중,2002-05-10 00:00:00,2000-04-28,,서울특별시 은평구 수색동 414-1,충전,2000311008802200001,3110000,서울특별시 은평구 수색로24길 19  (수색동),,,01,영업/정상,,
서울시립서북병원,주거용,제조,,191428.12937323,455780.41102268,2026-04-22 23:08:27,I,01,영업중,2020-03-16 20:39:23,2001-10-17,,서울특별시 은평구 역촌동 산 31-1,일반,2001311008802200001,3110000,서울특별시 은평구 갈현로7길 49 (역촌동),,,01,영업/정상,,
서울씨엔지(주),위험시설,제조,,189809.444580946,454489.310071304,2026-04-22 23:08:28,I,01,영업중,2009-12-22 11:04:23,2009-12-22,,서울특별시 은평구 수색동 414-1,일반,2002311008802200001,3110000,서울특별시 은평구 수색로24길 19  (수색동),,,01,영업/정상,,
은평뉴타운CNG충전소,위험시설,제조,,,,2026-04-22 23:08:30,I,01,영업중,2010-08-11 14:35:38,2010-08-11,,서울특별시 은평구 진관동 36,충전,2008311012602100001,3110000,서울특별시 은평구 통일로 1190  (진관동),,,01,영업/정상,,
(주)한종산업개발(은평환경플랜트),주거기타,저장소,,,,2026-04-22 23:08:31,I,01,영업중,2025-05-08 14:44:33,2009-09-18,,서울특별시 은평구 진관동 83-6,,2009311012602100001,3110000,서울특별시 은평구 통일로 1053 (진관동),,,01,영업/정상,,
질병관리본부,지정되지않음,저장소,,194101.134591972,456224.94664771,2026-04-22 23:08:31,I,01,영업중,2010-12-07 14:40:35,2010-12-07,,서울특별시 은평구 녹번동 5 질병관리본부,,2010311012602100001,3110000,"서울특별시 은평구 통일로 684  (녹번동,질병관리본부)",,,01,영업/정상,,
청구성심병원,상업용,제조,,192828.601825992,457608.289925664,2026-04-22 23:08:32,I,01,영업중,2014-08-04 18:00:18,2014-08-04,1980.4,,냉동,2014311012602100001,3110000,서울특별시 은평구 통일로 873 (갈현동),,,01,영업/정상,,
롯데쇼핑(주) 롯데몰 은평점,상업용,제조,,192694.92374224,459461.236119623,2026-04-22 23:08:33,I,01,영업중,2026-04-14 17:04:56,2015-11-18,,서울특별시 은평구 진관동 79-15,냉동,2015311012602100001,3110000,서울특별시 은평구 통일로 1050 (진관동),,,01,영업/정상,,
은평소방서,,제조,,192876.501703077,458489.911938573,2026-04-22 23:08:34,I,01,영업중,2020-06-16 14:20:18,2017-12-19,,서울특별시 은평구 진관동 120 은평소방서,충전,2017311012602200002,3110000,"서울특별시 은평구 통일로 962, 은평소방서 (진관동)",03311,,01,영업/정상,,
가톨릭대학교 은평성모병원,,제조,,192525.587513982,459028.508907601,2026-04-22 23:08:35,I,01,영업중,2023-09-21 15:56:41,2018-01-12,,서울특별시 은평구 진관동 55 가톨릭대학교 은평성모병원,냉동,2018311012602100001,3110000,"서울특별시 은평구 통일로 1021, 가톨릭대학교 은평성모병원 (진관동)",03312,2019-11-08,01,영업/정상,,
은평소방서 수색119안전센터,,제조,,,,2026-04-22 23:08:35,I,01,영업중,2023-09-05 14:34:41,2018-01-05,,서울특별시 은평구 수색동 326-16,충전,2018311012602200001,3110000,"서울특별시 은평구 수색로 320, 수색119안전센터 (수색동)",03487,,01,영업/정상,,
