건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,올스,2006-11-28,,202833.261653939,440511.561175378,빙상장업,2026-04-22 22:31:00,I,03,폐업,0,2006-11-29 09:48:23,,2002-11-30,137-915,,서울특별시 서초구 양재동 202-0 서울교육문화회관 내,,CDFH3301242002000001,3210000,사립,"서울특별시 서초구 바우뫼로12길 70  (양재동,서울교육문화회관 내)",,03,폐업,,,
,,스노우파크,2008-02-25,,199423.101065865,444258.555255416,빙상장업,2026-04-22 22:31:00,I,03,폐업,0,2008-02-25 15:27:43,,2008-01-09,137-800,,서울특별시 서초구 반포동 15-2 반포종합운동장내,,CDFH3301242008000001,3210000,사립,"서울특별시 서초구 사평대로19길 11  (반포동,반포종합운동장내)",,03,폐업,,,
,,지엔지스포츠,2009-03-04,,199423.101065865,444258.555255416,빙상장업,2026-04-22 22:31:00,I,03,폐업,0,2009-03-04 15:52:47,,2008-12-26,137-800,1,서울특별시 서초구 반포동 15-2 반포종합운동장내,,CDFH3301242008000002,3210000,사립,"서울특별시 서초구 사평대로19길 11  (반포동,반포종합운동장내)",,03,폐업,,,
,,서초아이스링크,2020-03-06,,200554.74395758,444811.364826199,빙상장업,2026-04-22 22:31:00,I,03,폐업,,2020-03-06 09:45:47,,2019-12-17,,,서울특별시 서초구 반포동 19-4 강남고속버스터미널,,CDFH3301242019000001,3210000,사립,"서울특별시 서초구 신반포로 194, 강남고속버스터미널 (반포동)",06545,03,폐업,,,
,,한국체육산업개발(주),2010-03-02,,211073.35603022,446095.113429039,빙상장업,2026-04-22 22:31:00,I,03,폐업,,2010-03-02 15:46:49,,2009-12-07,138-829,,서울특별시 송파구 방이동 88-2 평화의문광장,,CDFH3301242009000001,3230000,사립,"서울특별시 송파구 올림픽로 424  (방이동,평화의문광장)",,03,폐업,,,
,,아이스가든,2012-11-20,,210986.460698452,441725.293491662,빙상장업,2026-04-22 22:31:00,I,03,폐업,Y,2012-11-20 17:46:46,,2010-12-08,138-888,1,서울특별시 송파구 문정동 516 가든파이브,,CDFH3301242010000001,3230000,사립,서울특별시 송파구 충민로 66 (문정동),,03,폐업,,,
,,한국체육산업개발주식회사,2011-02-24,,211073.35603022,446095.113429039,빙상장업,2026-04-22 22:31:00,I,03,폐업,Y,2011-02-24 17:58:00,,2010-12-09,138-829,1,서울특별시 송파구 방이동 88-2 올림픽공원내,,CDFH3301242010000002,3230000,사립,"서울특별시 송파구 올림픽로 424  (방이동,올림픽공원내)",,03,폐업,,,
,,올림픽스케이트장,2012-09-12,,211073.35603022,446095.113429039,빙상장업,2026-04-22 22:31:00,I,03,폐업,Y,2012-09-12 18:16:46,,2011-12-14,138-829,1,서울특별시 송파구 방이동 88-2 올림픽공원 내,,CDFH3301242011000001,3230000,사립,"서울특별시 송파구 올림픽로 424  (방이동,올림픽공원 내)",,03,폐업,,,02-410-1691
,,한국체육산업개발주식회사,2013-02-12,,211073.35603022,446095.113429039,빙상장업,2026-04-22 22:31:00,I,03,폐업,Y,2013-02-12 18:02:36,,2012-12-14,138-749,1,서울특별시 송파구 방이동 88-2 올림픽공원내,,CDFH3301242012000001,3230000,사립,서울특별시 송파구 올림픽로 424 (방이동),,03,폐업,,,
,,(주)알앤알트레이딩,2013-02-20,,210986.460698452,441725.293491662,빙상장업,2026-04-22 22:31:00,I,03,폐업,Y,2013-02-21 08:38:47,,2012-12-21,138-960,2,서울특별시 송파구 문정동 516 가든파이브라이프,,CDFH3301242012000002,3230000,사립,서울특별시 송파구 충민로 66 (문정동),,03,폐업,,,
,,아이스가든,2014-02-25,,210986.460698452,441725.293491662,빙상장업,2026-04-22 22:31:00,I,03,폐업,Y,2014-02-25 13:56:57,,2013-11-28,138-960,,서울특별시 송파구 문정동 634 1층,,CDFH3301242013000001,3230000,사립,"서울특별시 송파구 충민로 66, 1층 (문정동)",,03,폐업,,,
,,올림픽스케이트장,2014-02-17,,211073.35603022,446095.113429039,빙상장업,2026-04-22 22:31:00,I,03,폐업,Y,2014-02-17 16:21:53,,2013-12-18,138-749,2,서울특별시 송파구 방이동 88-2,,CDFH3301242013000002,3230000,사립,서울특별시 송파구 올림픽로 424 (방이동),,03,폐업,,,
,,케이씨 렌탈(아이스가든),2015-03-17,,210986.460698452,441725.293491662,빙상장업,2026-04-22 22:31:00,I,03,폐업,,2015-03-17 16:20:18,,2014-12-12,138-960,,서울특별시 송파구 문정동 634 가든파이브 라이프,,CDFH3301242014000001,3230000,사립,"서울특별시 송파구 충민로 66 (문정동, 가든파이브 라이프)",,03,폐업,,,21578866
,,올림픽스케이트장,2015-02-13,,210199.45921923,446539.279382444,빙상장업,2026-04-22 22:31:00,I,03,폐업,,2015-02-13 17:55:23,,2014-12-26,138-749,,서울특별시 송파구 방이동 88 올림픽공원,,CDFH3301242014000002,3230000,사립,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원)",,03,폐업,,,
,,올림픽스케이트장,2016-02-15,,210199.45921923,446539.279382444,빙상장업,2026-04-22 22:31:00,I,03,폐업,,2016-02-15 14:23:04,,2015-12-15,,,서울특별시 송파구 방이동 88,,CDFH3301242015000001,3230000,사립,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원)",05540,03,폐업,,,02-410-1691
,,올림픽스케이트장,2017-02-27,,210199.45921923,446539.279382444,빙상장업,2026-04-22 22:31:00,I,03,폐업,,2017-02-27 18:38:10,,2016-12-20,,1,,,CDFH3301242016000001,3230000,사립,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원)",05540,03,폐업,,,02-410-1691
,,올림픽스케이트장,2018-02-14,,210199.45921923,446539.279382444,빙상장업,2026-04-22 22:31:01,I,03,폐업,Y,2018-02-14 10:45:59,,2017-12-15,,1,서울특별시 송파구 방이동 88 올림픽공원,,CDFH3301242017000001,3230000,사립,"서울특별시 송파구 올림픽로 424, 올림픽공원 (방이동)",05540,03,폐업,,,02-410-1691
,,가든파이브 아이스링크,2019-02-26,,210986.460698452,441725.293491662,빙상장업,2026-04-22 22:31:01,I,03,폐업,Y,2019-02-26 10:11:05,,2018-12-21,,,서울특별시 송파구 문정동 634 가든파이브라이프,,CDFH3301242018000002,3230000,사립,"서울특별시 송파구 충민로 66, 가든파이브라이프 (문정동)",05838,03,폐업,,,02-477-1268
,,올림픽공원 스케이트장,2020-02-05,,210199.45921923,446539.279382444,빙상장업,2026-04-22 22:31:01,I,03,폐업,,2020-02-06 09:51:52,,2019-12-17,,,서울특별시 송파구 방이동 88 올림픽공원,,CDFH3301242019000001,3230000,사립,"서울특별시 송파구 올림픽로 424, 올림픽공원 (방이동)",05540,03,폐업,,,
