축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,주사육업종,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
6,가축사육업,경진목장,2024-04-15,168866.264610537,456951.856563626,2026-04-22 22:33:13,I,0002,폐업,2024-04-15 15:22:52,,2005-01-31,0,404-330,인천광역시 서구 금곡동 ***,356000003320050005,3560000,젖소,000,인천광역시 서구 봉수대로****번안길 ** (금곡동),,,03,폐업,,,
62,가축사육업,이명철농장,,171651.640129828,452531.592772049,2026-04-22 22:34:25,I,0000,정상,2020-01-30 10:01:47,,2013-12-11,,404-140,인천광역시 서구 백석동 **,356000003320130004,3560000,한우,000,인천광역시 서구 아라로**번길 **-** (백석동),,,01,영업/정상,,,
38,가축사육업,대왕농장,2011-08-05,,,2026-04-22 22:33:56,I,0002,폐업,2011-08-05 14:30:45,,2006-06-21,0,404-290,인천광역시 서구 왕길동 ***-*,356000003320060003,3560000,한우,000,인천광역시 서구 단봉로**번안길 *-* (왕길동),,,03,폐업,,,032-563-6716
9,가축사육업,웅지농장,2005-06-14,,,2026-04-22 22:33:15,I,0002,폐업,2005-06-14 13:05:49,,2005-02-15,0,404-310,인천광역시 서구 당하동 ***-**,356000003320050008,3560000,돼지,000,,,,03,폐업,,,
883,가축사육업,함영일농장,,268136.834166096,427189.367790812,2026-04-22 03:03:03,U,0000,정상,2026-04-21 09:22:10,,2014-01-21,,220-807,강원특별자치도 원주시 문막읍 취병리 ***-*,419000003320140087,4191000,한우,000,,,2026-04-17,01,영업/정상,,,
51,가축사육업,상두농장,2015-04-02,169168.095373046,458949.648872475,2026-04-22 22:34:12,I,0002,폐업,2015-04-02 15:25:14,,2009-11-08,0,404-280,인천광역시 서구 대곡동 **,356000003320090006,3560000,한우,000,인천광역시 서구 대곡로 ***-** (대곡동),,,03,폐업,,,
1,가축사육업,-,,197385.642934595,452116.01107605,2026-04-22 22:33:13,I,0004,말소,2013-09-25 18:01:02,,2012-09-04,,110-062,서울특별시 종로구 신문로*가 *-*** *층,300000003320120001,3000000,토끼,000,서울특별시 종로구 경희궁*길 **-* (신문로*가),03176,,04,취소/말소/만료/정지/중지,,,
56,가축사육업,삼지농장,2017-12-26,169418.810308319,458716.4675252,2026-04-22 22:34:17,I,0002,폐업,2017-12-27 10:31:12,,2011-08-23,,404-280,인천광역시 서구 대곡동 **,356000003320110003,3560000,육계,000,,,,03,폐업,,,
65,가축사육업,소나무농장,2019-09-30,,,2026-04-22 22:34:29,I,0002,폐업,2019-10-01 10:17:58,,2014-02-07,,404-280,인천광역시 서구 대곡동 **,356000003320140003,3560000,메추리,000,,,,03,폐업,,,
43,가축사육업,재영농장,,172543.756225626,451777.389654173,2026-04-22 22:34:02,I,0001,휴업,2015-04-09 16:02:34,,2008-04-02,0,404-150,인천광역시 서구 시천동 **-* *통*반,356000003320080002,3560000,한우,000,인천광역시 서구 꽃뫼길 *** (시천동),,,02,휴업,2015-04-09,2017-04-08,
21,가축사육업,화대목장,,171796.962087852,454223.944087535,2026-04-22 22:33:33,I,0003,행정처분,2025-02-24 17:46:16,,2005-06-13,0,404-819,인천광역시 서구 당하동 ***-**,356000003320050020,3560000,젖소,000,,,,04,취소/말소/만료/정지/중지,,,
44,가축사육업,재넘어목장,2009-01-12,169103.093457516,458930.58094516,2026-04-22 22:34:03,I,0002,폐업,2009-01-12 10:36:31,,2008-04-02,0,404-280,인천광역시 서구 대곡동 **-*,356000003320080003,3560000,한우,000,,,,03,폐업,,,
7,가축사육업,천안농장,2014-07-09,168329.098587487,454745.904468542,2026-04-22 22:33:13,I,0002,폐업,2014-07-10 10:27:14,,2005-01-31,0,404-290,인천광역시 서구 왕길동 ***,356000003320050006,3560000,종계/산란계,000,인천광역시 서구 검단로***번길 * (왕길동),,,03,폐업,,,
14,가축사육업,효성농장,2005-07-20,171420.52185524,456005.67020537,2026-04-22 22:33:23,I,0002,폐업,2005-08-11 11:41:19,,2005-04-25,0,404-820,인천광역시 서구 마전동 ***-*,356000003320050013,3560000,종계/산란계,000,,,,03,폐업,,,
