건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,벽산,2008-01-30,,202727.770917428,451824.598496233,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2008-01-31 15:24:59,,1997-07-31,133-854,,서울특별시 성동구 하왕십리동 258 벽산상가 (15) 120동 지하1층호,,CDFH3301051997000001,3030000,사립,,,03,폐업,,,
,,월드실내골프연습장,2025-06-27,,201669.803556903,449301.451523245,골프연습장업,2026-04-22 22:30:24,I,03,폐업,,2025-06-29 06:53:11,,2001-06-07,,,서울특별시 성동구 금호동4가 800 금호동 대우아파트 505호,,CDFH3301052001000004,3030000,사립,"서울특별시 성동구 독서당로 270, 금호동 대우아파트 505호 (금호동4가)",04738,03,폐업,,,
,,아름다운골프연습장,2009-08-28,,205281.337033148,450956.305912483,골프연습장업,2026-04-22 22:30:24,I,03,폐업,,2009-08-31 09:02:04,,2002-05-10,133-847,,서울특별시 성동구 용답동 227-10 (실외12),,CDFH3301052002000001,3030000,사립,"서울특별시 성동구 자동차시장3길 27  (용답동,(실외12))",,03,폐업,,,
1,,풀스윙골프클럽,2019-08-08,,204933.085786921,449461.978828746,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2019-08-08 17:28:49,,2004-01-19,133-830,,서울특별시 성동구 성수동2가 834 성수동아이파크 상가동 지하 101호 (15),,CDFH3301052004000001,3030000,사립,"서울특별시 성동구 성수이로 137  (성수동2가,성수동아이파크 상가동 지하 101호 (15))",,03,폐업,,,02-462-0077
1,6583,온그린골프&스크린,2011-11-01,,201462.251313062,448744.038108098,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2011-11-01 14:41:01,,2004-07-02,133-838,,서울특별시 성동구 옥수동 191-3 204호 (9),,CDFH3301052004000005,3030000,사립,"서울특별시 성동구 한림말길 56  (옥수동,204호 (9))",,03,폐업,,,22825722
1,338,선 골프,2011-11-18,,205017.047053155,448277.387756454,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2011-11-18 15:14:26,,2005-12-02,133-829,,서울특별시 성동구 성수동2가 573-7 지하1층,,CDFH3301052005000002,3030000,사립,"서울특별시 성동구 성덕정길 127  (성수동2가,지하1층)",,03,폐업,,,
1,827,에덴에있는휘트니스클럽,2007-12-31,,203182.593906872,451405.183612375,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2008-01-16 17:14:38,,2006-02-08,133-866,,"서울특별시 성동구 행당동 192-29 성동샤르망303호,304호 (7)",,CDFH3301052006000001,3030000,사립,"서울특별시 성동구 고산자로 284  (행당동,성동샤르망303호,304호 (7))",,03,폐업,,,22966813
1,,렉스골프,2009-02-09,,202988.299644972,450991.695797571,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2009-02-09 13:17:11,,2006-07-11,133-867,,서울특별시 성동구 행당동 287-15 왕십리역이스타빌 지하2층 (17),,CDFH3301052006000002,3030000,사립,"서울특별시 성동구 왕십리로 309  (행당동,왕십리역이스타빌 지하2층 (17))",,03,폐업,,,22811872
,,스타스크린골프연습장,2015-01-14,,204515.612206524,449256.33002989,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2015-01-14 14:52:24,,2008-03-19,133-835,,서울특별시 성동구 성수동2가 301-4 지층,,CDFH3301052008000002,3030000,사립,"서울특별시 성동구 연무장3길 21  (성수동2가,지층)",,03,폐업,,,
,,시티짐,2018-10-29,,204722.109659204,451439.816099616,골프연습장업,2026-04-22 22:30:24,I,03,폐업,0,2018-10-29 17:12:55,,2008-07-15,133-848,,서울특별시 성동구 용답동 62-2 인암빌딩(지하2층),,CDFH3301052008000012,3030000,사립,"서울특별시 성동구 천호대로 308, 지하2층 (용답동, 인암빌딩)",,03,폐업,,,
