영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,들랑,2019-10-25,174465.863492185,447565.307163561,2026-04-22 23:13:45,I,02,폐업,0,,,,,,,,,2019-10-25 15:31:30,2017-02-14,,407-826,인천광역시 계양구 효성동 **-* 대신아파트 ***호,N,,3550000-134-2017-00010,,3550000,"인천광역시 계양구 안남로 ***, ***호 (효성동, 대신아파트)",21109,03,폐업,전자상거래(통신판매업),,,,
,자가,나노코리아,2009-03-02,176710.723522342,448198.017666271,2026-04-22 23:13:11,I,02,폐업,0,,,,,,,,,2008-12-04 11:38:00,2008-12-04,609.01,407-813,인천광역시 계양구 계산동 ****-* *층,N,,3550000-134-2008-00041,,3550000,,,03,폐업,방문판매,032-556-6460,,,
,,뻔Fun샵 콕테이크,2021-09-27,176977.522217005,448321.566053257,2026-04-22 23:13:52,I,02,폐업,0,,,,,,,,,2021-09-27 16:25:10,2019-10-21,,407-813,인천광역시 계양구 계산동 ****-* 은행마을강북.삼보아파트,N,,3550000-134-2019-00085,,3550000,"인천광역시 계양구 계산새로 ***, ***동 ****호 (계산동, 은행마을강북.삼보아파트)",21070,03,폐업,전자상거래(통신판매업),,,,
,,마초맨,2017-09-05,175548.864058556,449228.113968117,2026-04-22 23:13:34,I,02,폐업,0,,,,,,,,,2017-09-05 17:49:17,2013-06-25,,407-805,인천광역시 계양구 계산동 *** 삼환아파트 ***동 ***호,N,,3550000-134-2013-00075,,3550000,"인천광역시 계양구 하느재로 **, ***동 ***호 (계산동)",21038,03,폐업,통신판매,,,,
,,인셀덤인라이프,2024-12-06,175776.401809385,449436.663905514,2026-04-22 23:13:58,I,02,폐업,0,,,,,,,,,2024-12-06 14:13:44,2022-03-31,,407-804,인천광역시 계양구 계산동 ***-* 계양파크빌라,N,,3550000-134-2022-00055,,3550000,"인천광역시 계양구 계양산로***번길 **, ***호 (계산동, 계양파크빌라)",21040,03,폐업,방문판매,,,,
,,(주)고려한백인터내셔날,2015-09-24,178250.704914357,450816.141074104,2026-04-22 23:13:30,I,02,폐업,0,0,0,0,,,,0,www.khbi.co.kr,2015-05-29 10:53:52,2011-11-11,,407-724,인천광역시 계양구 동양동 *** 주공아파트 ***동 ****호,N,,3550000-134-2011-00114,,3550000,"인천광역시 계양구 양지로 *, ***동 ****호 (동양동, 주공아파트)",21013,03,폐업,방문판매,,,,
,임대,알로에마임 작전지사,2007-05-02,175368.936021666,447426.792821725,2026-04-22 23:12:28,I,02,폐업,0,0,0,0,,,0,0,,2004-06-17 00:00:00,2004-06-17,4.00,407-824,인천광역시 계양구 작전동 ***-**,N,,3550000-134-2004-00036,0,3550000,,,03,폐업,방문판매,032-551-8418,,,상수도전용
,임대,자연드림 계산점,,176781.442643122,448092.095942353,2026-04-22 23:13:32,I,01,영업,85,0,0,0,,,,0,,2025-05-21 16:27:25,2013-03-18,85.00,407-813,인천광역시 계양구 계산동 ****-* 유진빌딩 ***호,N,,3550000-134-2013-00019,,3550000,"인천광역시 계양구 오조산로**번길 *, ***호 (계산동, 유진빌딩)",21069,01,영업/정상,영업장판매,032-541-5996,,,
,,위즈바이,,173447.886989487,447673.054479066,2026-04-22 23:14:00,I,01,영업,0,,,,,,,,,2024-06-13 16:02:59,2023-06-08,,407-719,인천광역시 계양구 효성동 ***-** 태산아파트,N,,3550000-134-2023-00067,,3550000,"인천광역시 계양구 봉오대로***번길 **, ***동 **층 ****호 (효성동, 태산아파트)",21100,01,영업/정상,전자상거래(통신판매업),,,,
,,(주)한국도매물류,,176205.349495699,447018.031648493,2026-04-22 23:13:32,I,01,영업,0,,,,,,,,,2015-10-28 15:16:31,2012-10-26,,407-821,인천광역시 계양구 작전동 ***-*,N,,3550000-134-2012-00125,,3550000,인천광역시 계양구 아나지로 *** (작전동),21123,01,영업/정상,영업장판매,032-361-8700,,,
,,이에스컴퍼니,2021-01-27,176785.368523779,448494.574806493,2026-04-22 23:13:52,I,02,폐업,0,,,,,,,,,2021-01-27 14:31:16,2020-03-06,,407-310,인천광역시 계양구 용종동 ***-* 레드몰 ***호,N,,3550000-134-2020-00026,,3550000,"인천광역시 계양구 계산새로**번길 *, 레드몰 *층 ***호 (용종동)",21065,03,폐업,전자상거래(통신판매업),032-547-1708,,,
,자가,지쿱케어셀라,2019-12-03,174976.26649403,447319.723388697,2026-04-22 23:13:46,I,02,폐업,30.42,,,,,,,,,2019-12-03 10:44:16,2017-04-12,30.42,407-830,인천광역시 계양구 효성동 ***-* *층 일부,N,,3550000-134-2017-00026,,3550000,"인천광역시 계양구 효서로 ***, *층 일부호 (효성동)",21111,03,폐업,영업장판매,,,,
,,선우코퍼,2025-12-05,176140.857441986,449377.672817146,2026-04-22 23:13:55,I,02,폐업,0,,,,,,,,,2025-12-05 16:31:56,2021-02-23,,407-804,인천광역시 계양구 계산동 ***-* 인우빌라,N,,3550000-134-2021-00040,,3550000,"인천광역시 계양구 계양산로***번길 **, 가동 *층 ***호 (계산동, 인우빌라)",21030,03,폐업,전자상거래(통신판매업),,,,
,,클럽밸런스5 경인교대점,2016-12-06,175386.49173535,448798.755625144,2026-04-22 23:13:38,I,02,폐업,0,,,,,,,,,2014-11-19 11:39:26,2014-11-19,,407-806,인천광역시 계양구 계산동 ***-** *층 일부,N,,3550000-134-2014-00094,,3550000,"인천광역시 계양구 계양대로 ***, *층 (계산동, *층 일부)",21048,03,폐업,영업장판매,,,,
,자가,건강백세,2024-09-26,175658.735250953,453822.401244757,2026-04-22 23:13:52,I,02,폐업,0,,,,,,,,,2024-09-26 11:30:18,2020-02-25,3.99,407-420,인천광역시 계양구 오류동 ***,N,,3550000-134-2020-00020,,3550000,"인천광역시 계양구 장제로 ****-*, *동 *층 일부호 (오류동)",21003,03,폐업,영업장판매,,,,
,,루리인셀덤,2023-09-22,178385.287778869,450930.038371504,2026-04-22 23:13:59,I,02,폐업,0,,,,,,,,,2023-09-22 15:03:10,2022-09-06,,407-340,인천광역시 계양구 동양동 ***-* 미래아트빌,N,,3550000-134-2022-00186,,3550000,"인천광역시 계양구 당미*길 *, C동 ***호 (동양동, 미래아트빌)",21012,03,폐업,전자상거래(통신판매업),,,,
,,점핑하이,2019-04-15,176081.350700296,447296.440366233,2026-04-22 23:13:23,I,02,폐업,111.03,,,,,,,,,2019-04-15 17:24:43,2010-12-02,111.03,407-818,인천광역시 계양구 작전동 ***-* *층 일부,N,,3550000-134-2010-00092,,3550000,"인천광역시 계양구 주부토로 *** (작전동, *층 일부)",21118,03,폐업,영업장판매,,,,
,,엘리펀트마켓,2024-01-02,176594.56,447366.94,2026-04-22 23:13:52,I,02,폐업,0,,,,,,,,,2024-01-02 10:26:48,2019-10-18,,407-825,인천광역시 계양구 작전동 ***-*,N,,3550000-134-2019-00083,,3550000,"인천광역시 계양구 까치말로**번길 *, *층 *호 (작전동)",21124,03,폐업,전자상거래(통신판매업),,,,
,,이마트계양점LG,,176674.935225112,447677.795056986,2026-04-22 23:13:29,I,01,영업,0,,,,,,,,,2025-11-26 13:48:02,2011-06-13,,407-825,인천광역시 계양구 작전동 ***-* *층 일부,N,,3550000-134-2011-00052,,3550000,"인천광역시 계양구 봉오대로 *** (작전동,*층 일부)",21080,01,영업/정상,영업장판매,032-548-9737,,,
,,썬 바이오 의료기,2014-03-07,175628.699451147,448497.837002762,2026-04-22 23:13:29,I,02,폐업,0,,,,,,,,,2011-12-22 14:29:28,2011-09-15,,407-807,인천광역시 계양구 계산동 ***-** *층 일부,N,,3550000-134-2011-00091,,3550000,"인천광역시 계양구 계산천동로 ** (계산동,*층 일부)",21052,03,폐업,영업장판매,032-572-8336,,,
,,100라이프,2016-03-02,176730.834908722,449307.315170457,2026-04-22 23:13:36,I,02,폐업,173.64,0,0,0,,,,0,,2016-01-12 16:47:57,2013-10-22,173.64,407-814,인천광역시 계양구 임학동 **-* 지하*호,N,,3550000-134-2013-00130,,3550000,"인천광역시 계양구 장제로***번길 **, 지하*층 (임학동)",21034,03,폐업,영업장판매,,,,
,,날라리아,2017-12-27,177024.763373196,447243.373218603,2026-04-22 23:13:41,I,02,폐업,0,,,,,,,,,2017-12-27 18:42:02,2015-07-29,,407-821,인천광역시 계양구 작전동 ***-* 성웅산호타운 ***동 ***호,N,,3550000-134-2015-00044,,3550000,"인천광역시 계양구 효서로 ***-*, ***동 ***호 (작전동, 성웅산호타운)",21126,03,폐업,전자상거래(통신판매업),,,,
,,필로스(Philos),2023-09-22,177073.962112517,449747.395885021,2026-04-22 23:14:00,I,02,폐업,0,,,,,,,,,2023-09-22 11:13:20,2023-04-12,,407-480,인천광역시 계양구 방축동 *** 계양산 대창센시티 아파트,N,,3550000-134-2023-00045,,3550000,"인천광역시 계양구 장제로***번길 *, ***동 ****호 (방축동, 계양산 대창센시티 아파트)",21026,03,폐업,전자상거래(통신판매업),,,,
,,암웨이I·B·O,2008-01-23,176356.460258491,448100.652455321,2026-04-22 23:12:48,I,02,폐업,0,,,,,,,,,2004-06-19 00:00:00,2004-06-19,,407-817,인천광역시 계양구 작전동 **-* 뉴서울*차(아) ***/***,N,,3550000-134-2004-00084,,3550000,,,03,폐업,다단계판매,,,,
,,(주)아모레퍼시픽,2014-12-23,176599.816295302,448767.427225648,2026-04-22 23:13:31,I,02,폐업,3.3,0,0,0,,,,0,www.amorepacific.com,2014-05-29 13:55:56,2012-09-18,3.30,407-813,인천광역시 계양구 계산동 ****-* 롯데마트 계양점 *층 아이오페,N,,3550000-134-2012-00087,,3550000,"인천광역시 계양구 장제로 ***, *층 일부호 (계산동, 롯데마트 계양점 아이오페)",,03,폐업,영업장판매,02-879-3289,,,
,,맘스굿즈,2022-06-13,175335.28048051,447953.366089024,2026-04-22 23:13:55,I,02,폐업,0,,,,,,,,,2022-06-13 09:39:44,2021-01-11,,407-822,인천광역시 계양구 작전동 ***-**,N,,3550000-134-2021-00006,,3550000,"인천광역시 계양구 계양대로***번길 *-**, *층 (작전동)",21047,03,폐업,전자상거래(통신판매업),,,,
,임대,아름다운 옷 수선,2025-06-30,176358.583906724,449115.164114751,2026-04-22 23:14:02,I,02,폐업,3.3,0,0,0,,,,0,,2025-06-30 13:40:28,2024-06-28,3.30,407-804,인천광역시 계양구 계산동 *** *층 일부호,N,,3550000-134-2024-00060,,3550000,"인천광역시 계양구 임학서로 **, *층 일부호 (계산동)",21031,03,폐업,영업장판매,,,,
