사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
영동인력,2025-12-24,개인,207161.455859795,450484.386089347,2026-04-22 22:33:00,I,40,폐업,2025-12-24 13:44:10,2019-08-06,,서울특별시 광진구 중곡동 341번지 7호,2019304019114500012,3040000,"서울특별시 광진구 천호대로 573, 302호 (중곡동)",04929,03,폐업,유료,02-464-9600
산들인력,2025-12-31,개인,207714.29745342,450297.069528673,2026-04-22 22:33:00,I,40,폐업,2026-01-07 12:22:23,2020-03-25,,서울특별시 광진구 중곡동 117번지 33호,2020304019114500005,3040000,서울특별시 광진구 용마산로 13 (중곡동),04931,03,폐업,유료,02-6952-0330
주식회사 인써치,2026-01-14,법인,206057.580556153,449873.103684412,2026-04-22 22:33:00,I,40,폐업,2026-01-15 10:43:21,2020-12-08,,서울특별시 광진구 군자동 349-3 제이와이타워,2020304019114500017,3040000,"서울특별시 광진구 동일로 218, 제이와이타워 2층 (군자동)",05002,03,폐업,유료,02-6949-1008
주식회사 휴비즈솔루션,2026-02-02,법인,207388.308848516,448313.517465433,2026-04-22 22:33:01,I,40,폐업,2026-02-02 10:33:44,2020-12-23,,서울특별시 광진구 구의동 246-14 크레신타워3차,2020304019114500021,3040000,"서울특별시 광진구 아차산로 375, 크레신타워3차 512호 (구의동)",05044,03,폐업,유료,02-444-3362
주식회사 내일능력개발원,2021-03-02,법인,202333.749641653,455996.548745003,2026-04-22 22:32:58,I,20,영업중,2025-10-27 13:38:56,2010-11-05,,서울특별시 성북구 길음동 518-8,2010307017314500003,3070000,"서울특별시 성북구 동소문로 289, 4층 (길음동)",02732,01,영업/정상,유료,02-3292-0101
대림인력공사,,개인,195088.215428332,428077.176891022,2026-04-22 22:00:41,I,70,등록취소,2003-05-20 10:04:09,2000-09-30,,경기도 군포시 당동 744번지 3호 7통 3반,2002538001011500003,5380000,경기도 군포시 당산로36번길 10 (당동),,04,취소/말소/만료/정지/중지,유료,
광진인력,,개인,207756.217759831,450076.132747496,2026-04-22 22:33:03,I,20,영업중,2024-09-30 13:16:59,2023-03-22,,서울특별시 광진구 능동 256-3 능동나이스빌딩,2023304023414500004,3040000,"서울특별시 광진구 천호대로 646, 능동나이스빌딩 4층 401-1호 (능동)",04987,01,영업/정상,유료,
비전서치,,개인,206150.655471501,448076.720689255,2026-04-22 22:33:03,I,20,영업중,2026-03-23 13:37:50,2007-01-08,,서울특별시 광진구 자양동 553-588,2023304023414500005,3040000,"서울특별시 광진구 뚝섬로 541, 4층 402호 (자양동)",05070,01,영업/정상,유료,
엔젤 직업소개소,,개인,206927.658048694,447725.419147742,2026-04-22 22:33:03,I,20,영업중,2024-10-04 17:33:55,2023-04-27,,서울특별시 광진구 자양동 606-29,2023304023414500006,3040000,"서울특별시 광진구 뚝섬로50길 7-17, 1층 (자양동)",05099,01,영업/정상,유료,02-515-2196
드림간병협회,,개인,207580.263020652,450283.789375556,2026-04-22 22:33:03,I,20,영업중,2023-05-31 09:41:30,2023-05-31,,서울특별시 광진구 중곡동 119-33,2023304023414500007,3040000,"서울특별시 광진구 천호대로 619, 2층 203호 (중곡동)",04931,01,영업/정상,유료,
팔도인력,,개인,207144.027243747,450534.270297149,2026-04-22 22:33:03,I,20,영업중,2025-06-17 10:14:20,2023-06-08,,서울특별시 광진구 중곡동 341-2,2023304023414500008,3040000,"서울특별시 광진구 능동로38길 34, 지1층 (중곡동)",04929,01,영업/정상,유료,
