건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 온누리시디,2017-11-17,207100.112796157,451016.750539629,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:45,I,03,폐업,,,,2017-11-17 14:10:05,,2000-05-18,,서울특별시 광진구 중곡동 ***-** *층,CDFF3241062000000001,3040000,,"서울특별시 광진구 긴고랑로**길 **  (중곡동,*층)",,03,폐업,,,,,,
,(주) 리틀송(Little Song),2020-04-09,207908.583616035,449665.080993317,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:46,I,03,폐업,"음반, 음악 영상물",,,2020-04-11 20:01:56,,2011-10-19,,서울특별시 광진구 구의동 **-*,CDFF3241062011000002,3040000,,"서울특별시 광진구 자양로 ***, *,*층 (구의동)",04975,03,폐업,,,,02447411,,
,엘제이 프로젝트,2013-12-05,207275.877522972,447490.447996865,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:46,I,03,폐업,음반영상,,,2013-12-06 08:41:28,,2012-10-05,,서울특별시 광진구 자양동 ***-** ***호,CDFF3241062012000003,3040000,,서울특별시 광진구 자양로*길 ** (자양동),,03,폐업,,,,,,
,유니콘미디어,2021-12-31,205687.675941036,448867.440516076,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:47,I,03,폐업,"CD, DVD 외",95.86,,2021-12-31 17:34:49,,2014-09-18,,서울특별시 광진구 화양동,CDFF3241062014000002,3040000,,"서울특별시 광진구 아차산로 ***, *층 ***호 (화양동)",05020,03,폐업,,,,,,
,케이티문예협동조합,2019-12-30,,,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:47,I,03,폐업,음원(음반),20,,2019-12-30 16:24:53,,2015-01-06,,서울특별시 광진구 자양동,CDFF3241062015000001,3040000,,서울특별시 광진구 아차산로 *** (자양동),05050,03,폐업,,,,02-755-2246,,
,에이티브 스튜디오,2018-08-20,206206.670693238,449197.252426961,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:47,I,03,폐업,"오디오, 영상물",,,2018-08-20 15:08:15,,2017-03-21,,서울특별시 광진구 화양동 **-*,CDFF3241062017000001,3040000,,서울특별시 광진구 군자로 ** (화양동),05012,03,폐업,,,,,,1
,티라노 사운드,2024-01-25,206032.830348206,449470.093595168,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:48,I,03,폐업,음반,,,2024-01-29 15:29:53,,2019-10-16,,서울특별시 광진구 화양동 **-*,CDFF3241062019000003,3040000,,"서울특별시 광진구 동일로**길 **, 지하층 (화양동)",05008,03,폐업,,,,,,
,라온스튜디오,2024-10-07,206825.598900132,447640.625752012,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:49,I,03,폐업,음악 및 기타 오디오물,,,2024-10-07 15:09:22,,2021-01-28,,서울특별시 광진구 자양동 ***,CDFF3241062021000003,3040000,,"서울특별시 광진구 뚝섬로**길 **, 지층 (자양동)",05099,03,폐업,,,,,,
,아라라.위엔이(Arara圓一),2022-12-29,206985.578511863,451592.348279748,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,"배경음악, 동영상, 더빙, 음악창작품 등",,,2022-12-29 19:57:35,,2021-12-23,,서울특별시 광진구 중곡동 ***-** 위드**,CDFF3241062021000009,3040000,,"서울특별시 광진구 동일로**길 **, ***호 (중곡동, 위드**)",04907,03,폐업,,,,,,
,이디어츠,2024-11-07,207110.892985251,451328.094361787,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:51,I,03,폐업,미발매음원,,,2024-11-07 17:33:07,,2024-11-06,,서울특별시 광진구 중곡동 ***-**,CDFF3241062024000009,3040000,,"서울특별시 광진구 긴고랑로*길 **-*, *층 ***호 (중곡동)",04910,03,폐업,,,,,,
,본뮤직,2011-12-23,188584.345447275,447255.070457495,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:44,I,03,폐업,음반CD,36,,2011-12-23 15:05:54,,2002-11-29,,서울특별시 양천구 목동 ***-** 현대드림타워 ***호,CDFF3241062002000001,3140000,,"서울특별시 양천구 목동동로 ***-*,  ***호 (목동,현대드림타워)",,03,폐업,,,,,,
,민족영상,2016-05-20,188584.345447275,447255.070457495,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:44,I,03,폐업,,,,2016-05-23 09:15:00,,2006-02-23,,서울특별시 양천구 목동 ***-** 현대드림타워 ****호,CDFF3241062006000001,3140000,,"서울특별시 양천구 목동동로 ***-*  (목동,현대드림타워 ****호)",07995,03,폐업,,,,26537993,,
,필름 더 데이즈,2009-06-12,189519.862506193,448282.256149224,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:45,I,03,폐업,"음반,음악영상물",,,2009-06-12 16:11:51,,2008-11-24,158-050,서울특별시 양천구 목동 ***-** 부영그린타운*차 지하 ***호,CDFF3241062008000002,3140000,,"서울특별시 양천구 목동동로 ***,  ***호 (목동,부영그린타운*차 지하)",,03,폐업,,,,,,
,인이레(주),2019-12-26,188585.854107151,447573.303575146,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:45,I,03,폐업,"문화영상콘텐츠, 홍보비디오 외",48.06,,2019-12-26 17:56:49,,2010-04-01,,서울특별시 양천구 목동 *** 목동성우네트빌 *층 ***호,CDFF3241062010000001,3140000,,"서울특별시 양천구 목동서로 ***,  ***호 (목동,목동성우네트빌 *층)",07992,03,폐업,,,,26422859,,
,(주)부영엔터테인먼트,2012-11-09,189519.862506193,448282.256149224,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:45,I,03,폐업,음반기획 및 제작,,,2012-11-09 17:10:40,,2011-05-20,,"서울특별시 양천구 목동 ***-** 부영그린타운*차  *층 ***호, ***호",CDFF3241062011000001,3140000,,"서울특별시 양천구 목동동로 ***  (목동,부영그린타운*차  *층 ***호, ***호)",,03,폐업,,,,34452057,,
,포르틴유니아 사운드,2017-01-13,187557.747799461,446789.455292404,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:46,I,03,폐업,"영상물, 음원물, 디자인 제작물 및 미디어 창작물",,,2017-01-13 10:49:37,,2013-05-02,,서울특별시 양천구 신정동 ***,CDFF3241062013000004,3140000,,"서울특별시 양천구 목동로**길 ** (신정동, 서울영상고등학교 인큐베이팅 센터)",08021,03,폐업,,,,070-4203-5875,,
,비엠컴퍼니,2019-06-24,189042.496526196,447777.835760268,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:46,I,03,폐업,"음반,영상물제작",,,2019-06-25 16:14:34,,2016-01-12,,서울특별시 양천구 목동 ***-** 목동트윈빌B ****호,CDFF3241062016000001,3140000,,"서울특별시 양천구 목동동로 ***, ****호 (목동, 목동트윈빌)",07988,03,폐업,,,,,,
,유니크뮤직,2025-04-24,188598.016776019,449065.113834478,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:46,I,03,폐업,"영상제작,음반제작",,,2025-04-24 17:47:53,,2009-03-30,,서울특별시 양천구 목동 ***-** 우스빌 ***호,CDFF3241062016000002,3140000,,"서울특별시 양천구 목동중앙본로**길 **-*, ***호 (목동, 우스빌)",07973,03,폐업,,,,,,
,M.bridge,2019-12-31,187911.038588523,446792.720633767,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:47,I,03,폐업,"음반제작,공연기획",85.52,,2020-01-06 16:47:41,,2017-05-02,,서울특별시 양천구 신정동 ****-** 지***호,CDFF3241062017000002,3140000,,"서울특별시 양천구 목동로**길 *, 지층 ***호 (신정동, 아르떼빌딩)",08023,03,폐업,,,,,,
,앨리스미디어,2023-05-11,199476.85346643,454104.538438739,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:47,I,03,폐업,"광고 영화,비디오물 및 방송프로그램 제작 관련",89.76,,2023-05-12 09:01:56,,2017-07-28,,서울특별시 종로구 명륜*가 *-**,CDFF3241062017000003,3140000,,"서울특별시 종로구 명륜*길 *, 지하*층 (명륜*가)",03070,03,폐업,,,,,,
,부띠끄뮤직,2020-07-30,187766.276177683,446265.890841351,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:48,I,03,폐업,"음원, 음반제작",,,2020-08-03 09:39:01,,2018-05-02,,서울특별시 양천구 신정동 *** 목동신시가지아파트*단지 ***동 ***호,CDFF3241062018000003,3140000,,"서울특별시 양천구 목동서로 *** (신정동, 목동신시가지아파트*단지)",08089,03,폐업,,,,,,
,해나라 컴퍼니,2025-12-03,186399.630008065,446925.645125986,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:49,I,03,폐업,,,,2025-12-04 08:44:51,,2022-08-22,,서울특별시 양천구 신월동 ***-**,CDFF3241062022000004,3140000,일반주거지역,서울특별시 양천구 중앙로**길 ** (신월동),07934,03,폐업,,,,,,
,관음음향연구원,2013-01-30,188979.225789508,442035.622560657,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:46,I,03,폐업,음반제작업,,,2013-01-30 10:09:49,,2000-09-02,153-803,서울특별시 금천구 가산동 *** 대륭테크노타운 *차 ***호,CDFF3241062000000001,3170000,,"서울특별시 금천구 서부샛길 ***  (가산동,대륭테크노타운 *차 ***호)",,03,폐업,,,,,,
,수미디어,2013-02-19,189603.222916543,441801.135064157,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:47,I,03,폐업,,,,2013-02-19 20:45:56,,2006-11-06,,서울특별시 금천구 가산동 ***-**,CDFF3241062006000002,3170000,,서울특별시 금천구 가산디지털*로 ***  (가산동),,03,폐업,,,,,,
,마더텅엘,2010-12-16,188979.225789508,442035.622560657,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:48,I,03,폐업,"테이프,cd,영상물",,,2010-12-16 11:09:31,,2010-02-23,,서울특별시 금천구 가산동 *** 대륭테크노타운*차 ***-*호,CDFF3241062010000001,3170000,,"서울특별시 금천구 서부샛길 ***,  ***-*호 (가산동,대륭테크노타운*차)",,03,폐업,,,,070-8260-8223,,
,(주)온누리도서유통,2020-04-23,189089.927764903,442569.300676147,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:48,I,03,폐업,,92.6,,2020-04-23 09:44:18,,2010-02-25,,서울특별시 금천구 가산동 ***-**,CDFF3241062012000001,3170000,,"서울특별시 금천구 가마산로 **, ****-*호 (가산동, 대륭테크노타운*차)",08501,03,폐업,,,,070-8260-8625,,
,탑 노래뮤비방,2021-08-03,191031.986587614,439209.588198806,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,"노래영상물제작,노래음악영상파일,SD카드",230,,2021-08-03 18:00:48,,2017-02-09,,서울특별시 금천구 시흥동 ***-**,CDFF3241062017000001,3170000,,서울특별시 금천구 시흥대로**길 ** (시흥동),08614,03,폐업,,,,,,1
근린생활시설,빈티지 노래뮤비방,2019-05-14,191227.12066739,439169.359799687,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,"노래영상물제작,노래음악영상파일,SD카드",109.42,,2019-05-14 18:43:03,,2017-06-16,,서울특별시 금천구 시흥동 ***-**,CDFF3241062017000002,3170000,공업지역,서울특별시 금천구 금하로 *** (시흥동),08628,03,폐업,,,,,1,1
,시샵미디어,2024-04-04,189504.258704224,441390.738560411,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,,,,2024-04-04 17:47:05,,2005-03-23,,서울특별시 금천구 가산동 ***-** 대륭테크노타운**차,CDFF3241062017000003,3170000,,"서울특별시 금천구 가산디지털*로 **, 대륭테크노타운**차 ****호 (가산동)",08589,03,폐업,,,,,,
,무드크리에이션,2018-12-21,189202.600232089,441848.24299943,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,음반(인디밴드),4,10,2018-12-28 14:11:23,,2018-02-06,,서울특별시 금천구 가산동 ***-* 월드메르디앙*차,CDFF3241062018000001,3170000,상업지역,"서울특별시 금천구 가산디지털*로 ***, 월드메르디앙*차 **층 ****-***호 (가산동)",08505,03,폐업,,,,,10,
,(주)얼라이브플랫,2025-04-01,190185.054136417,441381.452926959,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:51,I,03,폐업,,,,2025-04-01 17:59:43,,2019-03-29,,서울특별시 금천구 가산동 ***-* 가산테라타워,CDFF3241062021000001,3170000,,"서울특별시 금천구 디지털로**길 **, 가산테라타워 ****호 (가산동)",08517,03,폐업,,,,070-4353-2147,,
,페이니티 컴퍼니,2023-06-02,191604.779985418,441031.953747639,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:52,I,03,폐업,뮤직비디오,91.02,,2023-06-02 17:51:23,,2022-05-31,,서울특별시 금천구 독산동 ***-*** 별담채,CDFF3241062022000004,3170000,,"서울특별시 금천구 독산로**길 **, 별담채 ***호 (독산동)",08555,03,폐업,,,,,,
,마코뮤직,2015-08-17,202481.661169413,442563.269271521,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,음반,,,2015-08-17 17:11:41,,1999-09-21,,서울특별시 서초구 서초동 ****-*,CDFF3241061999000004,3210000,,서울특별시 서초구 서운로 ** (서초동),,03,폐업,,,,34714150,,
,라스미디어,2006-07-25,198682.690482636,443325.950294871,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,음반,,,2006-07-31 11:14:39,,1999-09-06,137-830,서울특별시 서초구 방배동 ***-** ***호,CDFF3241061999000007,3210000,,"서울특별시 서초구 동광로**길 **,  ***호 (방배동)",,03,폐업,,,,34811225,,
,쎄텍(주),2006-10-30,203394.59,441580.695,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,음반,,,2006-11-01 11:46:06,,1999-09-07,137-890,서울특별시 서초구 양재동 **-** 정우빌딩 *층,CDFF3241061999000008,3210000,,"서울특별시 서초구 양재천로**길 **  (양재동,정우빌딩 *층)",,03,폐업,,,,,,
,한솔텔레컴(주),2007-06-07,202152.435828986,443826.911881224,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,비디오물제작업,,,2007-06-07 16:33:27,,1999-04-01,137-857,서울특별시 서초구 서초동 ****-**,CDFF3241061999000009,3210000,,서울특별시 서초구 서초대로 ***  (서초동),,03,폐업,,,,,,
,(주)오콘,2012-12-04,201023.448281659,442624.173963943,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:50,I,03,폐업,음반,,,2012-12-04 17:02:42,,2000-01-12,137-876,서울특별시 서초구 서초동 ****-* 탑스벤처타워 *층,CDFF3241062000000001,3210000,,"서울특별시 서초구 반포대로**길 **  (서초동,탑스벤처타워 *층)",,03,폐업,,,,34444411,,
,(주)현대문학북스,2018-12-28,201501.592326256,443399.396754796,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:52,I,03,폐업,음반,,,2018-12-28 14:23:59,,2001-05-22,137-881,서울특별시 서초구 서초동 ****-** 진빈빌딩 *층,CDFF3241062001000014,3210000,,"서울특별시 서초구 사임당로**길 **  (서초동,진빈빌딩 *층)",,03,폐업,,,,,,
,(주)로이코리아,2010-04-05,203417.706338049,441113.350026051,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:52,I,03,폐업,음반,,,2010-04-06 08:47:31,,2001-05-24,137-894,서울특별시 서초구 양재동 ***-* 산호빌딩 *층,CDFF3241062001000015,3210000,,"서울특별시 서초구 마방로*길 **  (양재동,산호빌딩 *층)",,03,폐업,,,,,,
,자바뮤직,2010-04-07,200403.337741775,442170.676710233,유통관련업,음반.음악영상물제작업,2026-04-22 22:11:52,I,03,폐업,음반,,,2010-04-07 15:54:29,,2002-06-21,137-869,서울특별시 서초구 서초동 ****-* 서신상가 지층,CDFF3241062002000006,3210000,,,,03,폐업,,,,,,
