사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
우리빌딩관리단,1048262944,5종,사업시설 유지관리 서비스업,,197616.441511701,450814.924501159,2026-05-01 03:03:03,U,11,영업,200,4,대기배출업소관리,2026-04-30 10:33:23,2015-12-16,,,301000021201500100,3010000,,,,"서울특별시 중구 칠패로 42 (봉래동1가, 우리빌딩)",04512,,01,영업/정상,,,02-3783-7004,사업시설 유지관리 서비스업
동화투자개발주식회사 (광화문빌딩) 외 1,1028102657,4종,부동산 임대업,,197836.22031212,451932.36673738,2026-05-01 03:03:03,U,11,영업,210,11,대기배출업소관리,2026-04-30 16:25:12,2015-12-08,,,300000021201500040,3000000,,210,,"서울특별시 종로구 세종대로 149 (세종로, 광화문빌딩)",03186,,01,영업/정상,,,,부동산 임대업
(주)세화정비사업소,1104861397,4종,도장및기타피막처리업,,194246.653607374,453110.798180772,2026-05-01 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-04-30 16:44:58,1997-01-27,,서울특별시 서대문구 홍은동 275-7,312000021199700003,3120000,,0,,서울특별시 서대문구 연희로 261 (홍은동),,,01,영업/정상,,,02-394-7161,도장및기타피막처리업
(주)하나자산신탁,2148634082,4종,,,201034.634464508,442758.770379981,2026-05-01 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-30 15:19:49,2026-01-21,,서울특별시 서초구 서초동 1593-1 E 호텔,321000021202600001,3210000,,,,"서울특별시 서초구 반포대로18길 40, E 호텔 (서초동)",06652,,01,영업/정상,,,02-3487-4695,
(주)현대에코텍,1398122655,3종,재생용 비금속가공원료 생산업,,173508.306345761,433708.249225027,2026-05-01 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-30 09:09:09,2008-02-11,,"인천광역시 남동구 논현동 442-41 41,47,49",353000021200800001,3530000,기타,300,,"인천광역시 남동구 남동대로262번길 30-43 (논현동 442-41,47,49,79,81) (논현동)",21642,,01,영업/정상,,,,재생용 비금속가공원료 생산업
(주)우드앤테크,1318635388,5종,표면가공목재 및 특정 목적용 제재목 제조업,2026-04-30,170149.886266736,443458.806024732,2026-05-01 03:03:03,U,4,폐쇄,,,대기배출업소관리,2026-04-30 09:53:34,2015-06-05,,인천광역시 서구 가좌동 178-55,356000021201500028,3560000,,,,인천광역시 서구 봉수대로 196 (가좌동),,,04,취소/말소/만료/정지/중지,,,,표면가공목재 및 특정 목적용 제재목 제조업
(주)메카로,1318159560,4종,그외 기타 분류안된 화학제품 제조업,,206970.014835483,393077.82103646,2026-05-01 03:03:03,U,11,영업,365,24,대기배출업소관리,2026-04-30 16:57:41,2019-12-23,,경기도 평택시 모곡동 437-11,391000021201900046,3910000,히터블럭,365,,경기도 평택시 산단로121번길 89 (모곡동),17745,,01,영업/정상,,,031-646-4400,그외 기타 분류안된 화학제품 제조업
에코에버,5640103809,5종,지정 외 폐기물 처리업,,189511.292650653,393711.71277865,2026-05-01 03:03:03,U,11,영업,300,16,대기배출업소관리,2026-04-30 17:39:00,2022-06-03,,경기도 평택시 청북읍 고잔리 1064-2,391000021202200024,3910000,,300,,"경기도 평택시 청북읍 청북중앙로 459-41, B동",17800,,01,영업/정상,,,,지정 외 폐기물 처리업
평택유지(주),7808600041,5종,지정외 폐기물 처리업,,193126.324224727,395545.011128072,2026-05-01 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-30 17:37:38,2015-12-31,,경기도 평택시 청북읍 고렴리 900-30,391000021201500072,3910000,,300,,경기도 평택시 청북면 서해로 1978-50,,,01,영업/정상,,,,지정외 폐기물 처리업
(주)서원,2768100362,5종,그외 기타 플라스틱 제품 제조업,,192540.576103802,393414.080921001,2026-05-01 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-30 17:22:49,2010-07-26,,"경기도 평택시 청북읍 삼계리 376-6 , -7,-8,376-2",391000021201000039,3910000,,300,,"경기도 평택시 청북면 청북중앙로 164 (, -7,-8,376-2)",,,01,영업/정상,,,031-681-2435,그외 기타 플라스틱 제품 제조업
