사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
스타레터,종합몰,2011-08-03,191843.829548101,451282.5581689,2026-04-28 22:39:23,I,03,폐업처리,2011-08-03 14:33:22,,2011-04-01,121-250,서울특별시 마포구 성산동 ***번지 *호 *-***호,2011313011830200473,인터넷,3130000,,,,03,폐업,,,070-8782-7429
탑코리아,종합몰,,192730.376890748,450187.395198752,2026-04-28 23:09:31,I,01,정상영업,2025-12-17 13:18:32,,2025-12-17,,서울특별시 마포구 서교동 ***-** *층 디테일에이 **호,2025313027830203148,인터넷,3130000,"서울특별시 마포구 양화로**안길 **, *층 디테일에이 **호 (서교동)",04031,,01,영업/정상,,,
슈가팀,의류/패션/잡화/뷰티,2014-10-13,194978.350112608,448487.374314355,2026-04-28 22:42:40,I,03,폐업처리,2014-10-13 16:09:57,,2013-11-25,,,2013313011830201503,"TV홈쇼핑, 인터넷",3130000,"서울특별시 마포구 마포대로 **, ***호 (마포동, 현대빌딩)",,,03,폐업,,,02-719-0345
필리어스 공덕점,건강/식품,2022-08-18,195277.885388974,448919.647035291,2026-04-28 22:55:01,I,03,폐업처리,2022-08-17 15:54:30,,2020-10-29,,서울특별시 마포구 도화동 *** 정우빌딩,2020313022530203819,인터넷,3130000,"서울특별시 마포구 토정로**길 **, 지하*층 *호 (도화동, 정우빌딩)",04157,,03,폐업,,,
"주식회사 영앤리치레코즈(Yng & Rich Records Co., LTD.)",교육/도서/완구/오락,,195266.07314617,448799.641804029,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 14:14:59,,2026-01-02,,서울특별시 마포구 도화동 *** 마포트라팰리스 B동 ****호,2026313027830200014,인터넷,3130000,"서울특별시 마포구 마포대로 **, 마포트라팰리스 B동 ****호 (도화동)",04158,,01,영업/정상,,,02-703-6636
꾸로,종합몰 기타,,194343.471516512,450203.900484327,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 14:42:53,,2026-01-02,,서울특별시 마포구 노고산동 ***-** 우정마샹스 오피스텔 ***호,2026313027830200015,인터넷,3130000,"서울특별시 마포구 백범로 *, 우정마샹스 오피스텔 ***호 (노고산동)",04100,,01,영업/정상,,,
수도권용달가전이사,종합몰,,195455.483229652,449535.455224947,2026-04-28 23:09:31,I,01,정상영업,2026-02-18 20:01:29,,2026-01-02,,서울특별시 마포구 염리동 ***-** 우공팰리스A동 ***호,2026313027830200016,인터넷,3130000,"서울특별시 마포구 마포대로**가길 **-*, ***호 (염리동, 우공팰리스A동)",04140,,01,영업/정상,,,
주식회사 코리아취업아카데미홍대,교육/도서/완구/오락,,193152.9532924,450583.535273718,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 14:48:49,,2026-01-02,,서울특별시 마포구 동교동 ***-* *층,2026313027830200017,인터넷,3130000,"서울특별시 마포구 월드컵북로*길 **, *층 (동교동)",03995,,01,영업/정상,,,02-1588-2095
"마이스토리돌 주식회사(MyStoryDoll Co.,Ltd.)",의류/패션/잡화/뷰티,,190655.421130038,452917.024286391,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 15:01:33,,2026-01-02,,서울특별시 마포구 상암동 *-* 효인빌딩 *층 ***호,2026313027830200018,인터넷,3130000,"서울특별시 마포구 매봉산로*길 **, 효인빌딩 *층 ***호 (상암동)",03927,,01,영업/정상,,,
소코리룸,종합몰 의류/패션/잡화/뷰티,,193723.072463776,450315.921052154,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 15:05:23,,2026-01-02,,서울특별시 마포구 서교동 ***-** ***호,2026313027830200019,인터넷,3130000,"서울특별시 마포구 와우산로**길 *-**, ***호 (서교동)",04052,,01,영업/정상,,,
아페이론 컴퍼니(APEIRON COMPANY),종합몰,,191843.549601131,450449.307552306,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 15:12:46,,2026-01-02,,서울특별시 마포구 망원동 **-** ***호,2026313027830200020,"인터넷, 기타",3130000,"서울특별시 마포구 월드컵로**길 **-*, ***호 (망원동)",04012,,01,영업/정상,,,
낮과밤,교육/도서/완구/오락 컴퓨터/사무용품,,191765.445327557,450685.840862441,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 15:17:20,,2026-01-02,,서울특별시 마포구 망원동 ***-* *층 ***호,2026313027830200021,인터넷,3130000,"서울특별시 마포구 월드컵로 ***, *층 ***호 (망원동)",03963,,01,영업/정상,,,
모든별 주식회사,기타,,195616.580723896,448973.867131637,2026-04-28 23:09:31,I,01,정상영업,2026-01-05 16:30:09,,2026-01-02,,서울특별시 마포구 도화동 **-** 효성 해링턴 스퀘어 A동 *층,2026313027830200022,인터넷,3130000,"서울특별시 마포구 마포대로 **, 효성 해링턴 스퀘어 A동 *층 (도화동)",04168,,01,영업/정상,,,
주식회사 뮈코퍼레이션,의류/패션/잡화/뷰티,,193260.779825462,450395.053477987,2026-04-28 23:09:31,I,01,정상영업,2026-03-10 10:37:26,,2026-01-02,,서울특별시 마포구 서교동 ***-** 기린빌딩 제*층 제***호,2026313027830200023,인터넷,3130000,"서울특별시 마포구 어울마당로 ***, 기린빌딩 제*층 제***호 (서교동)",04053,,01,영업/정상,,,
주식회사 스포츠다이어리,종합몰,,192063.09469755,450271.962687109,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 15:39:29,,2026-01-02,,서울특별시 마포구 망원동 ***-* ***호,2026313027830200024,인터넷,3130000,"서울특별시 마포구 월드컵로 **, ***호 (망원동)",04018,,01,영업/정상,,,070-4477-0282
테이쑤티,건강/식품,,192744.720506849,450034.025927102,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 16:32:53,,2025-01-05,,서울특별시 마포구 서교동 ***-* *층 ****호,2026313027830200025,인터넷,3130000,"서울특별시 마포구 잔다리로 **, 정원빌딩 *층 ****호 (서교동)",04038,,01,영업/정상,,,
노긱(NOHGEEK),의류/패션/잡화/뷰티,,195199.296869778,448979.698225991,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 16:44:20,,2026-01-02,,서울특별시 마포구 염리동 *** 염리동 세양청마루아파트***동 ***호,2026313027830200026,인터넷,3130000,"서울특별시 마포구 독막로**길 *, ***호 (염리동, 염리동 세양청마루아파트***동)",04155,,01,영업/정상,,,
아손코리아,종합몰,,194303.866166254,449748.617035688,2026-04-28 23:09:31,I,01,정상영업,2026-01-02 17:19:48,,2026-01-02,,서울특별시 마포구 신수동 **-*** *층 전체,2026313027830200027,인터넷,3130000,"서울특별시 마포구 광성로 **, *층 전체 (신수동)",04094,,01,영업/정상,,,02-711-7735
간단상회,의류/패션/잡화/뷰티,2024-12-31,190755.318673003,452448.732440867,2026-04-28 22:52:34,I,03,폐업처리,2025-01-02 11:41:34,,2020-01-28,,서울특별시 마포구 상암동 ****번지 휴먼시아,2020313022530200283,인터넷,3130000,"서울특별시 마포구 월드컵북로**길 **, ***동 ***호 (상암동, 휴먼시아)",03914,,03,폐업,,,
제스티 필라테스,기타,,192018.039124439,450449.030804033,2026-04-28 22:53:59,I,01,정상영업,2020-06-15 11:36:01,,2020-06-15,,서울특별시 마포구 서교동 ***번지 *호 서교양경회관,2020313022530202084,인터넷,3130000,"서울특별시 마포구 월드컵로 **, 서교양경회관 *층 (서교동)",03996,,01,영업/정상,,,02-333-7352
이디엄(IDIOM),의류/패션/잡화/뷰티,,191552.764215033,450356.579337361,2026-04-28 23:00:46,I,01,정상영업,2022-08-11 20:11:55,,2020-06-29,,서울특별시 마포구 망원동 ***-** 그레이스빌딩,2022313022530202575,인터넷,3130000,"서울특별시 마포구 포은로 **, 그레이스빌딩 *층 ***호 (망원동)",04010,,01,영업/정상,,,
디앤알 컴퍼니,가전,,192311.642580307,449855.643910445,2026-04-28 23:03:50,I,01,정상영업,2023-09-26 16:49:46,,2023-09-22,,서울특별시 마포구 서교동 *** 메세나폴리스,2023313025530202972,인터넷,3130000,"서울특별시 마포구 양화로 **, 몰동 ***호 (서교동, 메세나폴리스)",04036,,01,영업/정상,,,
기린,종합몰,2022-06-20,190980.294550512,450913.595300053,2026-04-28 22:50:07,I,03,폐업처리,2022-06-21 10:35:35,,2018-11-30,,서울특별시 마포구 망원동 ***번지 **호,2018313020130202295,인터넷,3130000,"서울특별시 마포구 방울내로*길 **-*, *층 **호 (망원동)",03955,,03,폐업,,,
주식회사 클래스포에듀,기타,2023-10-12,193383.415924936,450602.382290296,2026-04-28 23:03:07,I,05,타시군구이관,2023-10-12 10:02:48,,2023-06-05,,서울특별시 마포구 동교동 ***-* LC TOWER,2023313025530201858,인터넷,3130000,"서울특별시 마포구 양화로 ***, LC TOWER *층 ***호 (동교동)",04051,,05,제외/삭제/전출,,,
(주)판타스틱투어,레져/여행/공연 가전,,192446.90255925,450319.955831737,2026-04-28 22:36:51,I,07,직권말소,2014-02-13 13:42:59,,2008-10-17,121-210,서울특별시 마포구 서교동 ***번지 *호 성제빌딩  ***호,2008313011830201203,인터넷,3130000,"서울특별시 마포구 잔다리로 **, ***호 (서교동, 성제빌딩)",,,04,취소/말소/만료/정지/중지,,,69257007
주식회사 인스후,기타,,195801.332676206,449344.223768584,2026-04-28 22:38:07,I,01,정상영업,2010-02-16 17:32:55,,2010-02-16,121-020,서울특별시 마포구 공덕동 ***번지 **호 지방재정회관*층,2010313011830200245,인터넷,3130000,"서울특별시 마포구 마포대로 *** (공덕동,지방재정회관*층)",,,01,영업/정상,,,1688-5026
앤하이 (Nhigh),종합몰,,192622.087808227,450584.413790537,2026-04-28 23:01:59,I,01,정상영업,2023-01-27 16:43:32,,2023-01-26,,서울특별시 마포구 서교동 ***-**,2023313025530200388,"인터넷, 기타",3130000,"서울특별시 마포구 동교로**길 **, ***호 (서교동)",04000,,01,영업/정상,,,
미목,가구/수납용품,,191222.698620672,450054.097118898,2026-04-28 22:37:28,I,01,정상영업,2009-05-25 09:36:50,,2009-05-25,121-889,서울특별시 마포구 망원동 ***번지 *호 *통 *반,2009313011830200645,인터넷,3130000,서울특별시 마포구 동교로*길 ** (망원동),,,01,영업/정상,,,
굿 몰,의류/패션/잡화/뷰티,,191849.260066831,449863.086995671,2026-04-28 22:41:41,I,01,정상영업,2013-03-20 16:52:54,,2013-03-20,121-887,서울특별시 마포구 합정동 ***번지 **호 ***호,2013313011830200388,인터넷,3130000,서울특별시 마포구 포은로*가길 ** (합정동),,,01,영업/정상,,,
소잉지음(sewing_zium),의류/패션/잡화/뷰티,2024-01-16,192466.629820021,449920.503458196,2026-04-28 22:59:53,I,05,타시군구이관,2024-01-16 10:45:19,,2022-05-09,,서울특별시 마포구 서교동 ***-**,2022313022530201615,인터넷,3130000,"서울특별시 마포구 양화로*길 *-**, *층 (서교동)",04037,,05,제외/삭제/전출,,,
주식회사 디케이비컴퍼니,의류/패션/잡화/뷰티,,191653.334983694,450499.413077738,2026-04-28 22:52:34,I,01,정상영업,2025-08-01 18:07:17,,2020-02-03,,서울특별시 마포구 망원동 ***-** ***,2020313022530200337,인터넷,3130000,"서울특별시 마포구 포은로*길 **, *** (망원동)",04011,,01,영업/정상,,,070-4797-7013
