사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
대림인력공사,,개인,195088.215428332,428077.176891022,2026-04-28 22:00:52,I,70,등록취소,2003-05-20 10:04:09,2000-09-30,,경기도 군포시 당동 744번지 3호 7통 3반,2002538001011500003,5380000,경기도 군포시 당산로36번길 10 (당동),,04,취소/말소/만료/정지/중지,유료,
(주)아데코코리아,2026-01-30,법인,206919.478094926,445370.201675122,2026-04-28 22:32:13,I,50,타시군구이관,2026-01-30 13:52:23,1999-06-07,,서울특별시 송파구 잠실동 175 애플타워,2020323025914500027,3230000,"서울특별시 송파구 백제고분로 69, 애플타워 5층 (잠실동)",05556,05,제외/삭제/전출,유료,02-6200-9722
조은티엠 주식회사,,법인,199278.572040059,451068.070427603,2026-04-28 03:03:03,U,20,영업중,2026-04-27 13:30:33,2006-08-30,,서울특별시 중구 충무로3가 51-2 402호,2008301010314500011,3010000,"서울특별시 중구 충무로 7-1, 해봉빌딩 402호 (충무로3가)",04554,01,영업/정상,유료,02-2261-0175
퍼솔코리아 유한회사,,법인,197963.789217064,451793.816975812,2026-04-28 03:03:03,U,20,영업중,2026-04-27 14:47:47,2009-03-17,,서울특별시 중구 태평로1가 84번지 파이낸스센터 15층,2009301010314500006,3010000,"서울특별시 중구 세종대로 136, 15층 (태평로1가, 파이낸스빌딩)",04520,01,영업/정상,유료,02-760-8851
주식회사 메이크인,,법인,200785.686251461,451341.250379781,2026-04-28 03:03:03,U,20,영업중,2026-04-27 14:39:48,2013-12-13,,서울특별시 중구 광희동2가 172,2015301013114500019,3010000,"서울특별시 중구 퇴계로 344, 지하1층,2층,3층  호 (광희동2가)",04614,01,영업/정상,유료,02-2231-7070
주식회사 지오코칭,,법인,199424.210387436,450959.66448749,2026-04-28 03:03:03,U,20,영업중,2026-04-27 13:27:20,2019-09-05,,서울특별시 중구 필동2가 16번지 6호 풍산빌딩,2020301016514500005,3010000,"서울특별시 중구 퇴계로 202, 풍산빌딩 401호 (필동2가)",04625,01,영업/정상,유료,02-2275-2557
주식회사 코리아티엠,,법인,201580.145904355,450993.376068573,2026-04-28 03:03:03,U,20,영업중,2026-04-27 14:41:40,2021-05-04,,서울특별시 중구 신당동 52-278,2021301016514500003,3010000,"서울특별시 중구 다산로38길 66-47, 코리아빌딩 5층 (신당동)",04584,01,영업/정상,유료,1644-4223
개미인력양천점,,개인,185553.50710959,447554.569961171,2026-04-28 03:03:03,U,20,영업중,2026-04-27 14:31:25,2024-02-14,,서울특별시 양천구 신월동 117-34,2024314016714500002,3140000,"서울특별시 양천구 곰달래로 43, 2층 (신월동)",07923,01,영업/정상,유료,
이영철직업소개소,,개인,212264.213055133,456352.124565736,2026-04-28 22:00:15,I,40,폐업,2005-05-10 16:08:06,1997-12-10,,경기도 구리시 인창동 663번지 1호 19통 1반 주공아파트 101 202,1997417006811500001,4170000,"경기도 구리시 건원대로 92, 101동 202호 (인창동,주공아파트)",,03,폐업,유료,
이영철직업소개소,,개인,252547.009659589,443077.248659549,2026-04-28 22:00:15,I,40,폐업,2005-05-10 16:24:30,1997-12-10,,경기도 양평군 용문면 다문리 354번지 2호 8통 3반,1997417008311500001,4170000,경기도 양평군 용문면 다문북길 109,,03,폐업,유료,
이영철직업소개소,,개인,252547.009659589,443077.248659549,2026-04-28 22:00:15,I,40,폐업,2005-05-10 16:27:33,1997-12-10,,경기도 양평군 용문면 다문리 354번지 2호 8통 3반,1997417008311500002,4170000,경기도 양평군 용문면 다문북길 109,,03,폐업,유료,
이성효직업소개소,,개인,207702.788097821,448812.077417969,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:02:23,1998-07-24,,서울특별시 광진구 구의동 240번지 2호 15통 2반   102,1998417006811500001,4170000,"서울특별시 광진구 자양로28길 68, 102호 (구의동)",,03,폐업,유료,
전미선직업소개소,,개인,186429.327795498,452034.27568352,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:04:31,1998-12-04,,서울특별시 강서구 가양동 1461호 10통 4반 도시개발아파트 204 1310,1998417006811500002,4170000,"서울특별시 강서구 허준로 47, 204동 1310호 (가양동,도시개발아파트)",,03,폐업,유료,
임철순직업소개소,,개인,,,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:06:23,1999-01-06,,경기도 양평군 지평면 망미리 760호 12통 1반,199906811500001,4170000,,,03,폐업,유료,
이형식직업소개소,,개인,211883.553917781,454545.440884413,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:10:52,1999-06-04,,경기도 구리시 교문동 766호 4통 두산아파트 103 203,1999417006811500001,4170000,,,03,폐업,유료,
화신직업소개소,,개인,215142.834438388,449899.048661307,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:10:31,2000-07-21,,서울특별시 강동구 상일동 124호 22통 1반 주공아파트 619 204,2000417006811500001,4170000,"서울특별시 강동구 구천면로 669, 619동 204호 (상일동,주공아파트)",,03,폐업,유료,
윤성직업소개소,,개인,246118.542912207,442671.241048846,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:12:28,2000-08-11,,경기도 양평군 양평읍 도곡리 458번지 2호 25통 1반,2000417006811500002,4170000,경기도 양평군 양평읍 도곡로158번길 44,,03,폐업,유료,
삼우직업소개소,,개인,204650.613807472,452346.485061395,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:13:36,2001-05-02,,서울특별시 동대문구 답십리동 111호 20통 6반 답십리대우아파트 104 2002,2001417006811500001,4170000,"서울특별시 동대문구 답십리로41길 33, 104동 2002호 (답십리동,답십리대우아파트)",,03,폐업,유료,
양평직업소개소,,개인,187443.209444443,424542.217500406,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:14:47,2001-05-02,,경기도 안산시상록구 부곡동 695번지 9호 30통 3반,2001417006811500002,4170000,경기도 안산시 상록구 성호로10안길 12 (부곡동),,03,폐업,유료,
그린인력,,개인,243601.814356754,443084.560858075,2026-04-28 22:00:15,I,40,폐업,2005-01-18 08:40:32,2001-05-02,,경기도 양평군 양평읍 양근리 212번지 6호 1통 6반,2001417006811500003,4170000,경기도 양평군 양평읍 시민로4번길 9-3,,03,폐업,유료,
상선인력,,개인,204429.65845972,457328.711674905,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:18:20,2002-03-07,,서울특별시 성북구 장위동 207번지 2호 33통 7반,2002417006811500001,4170000,서울특별시 성북구 장월로33길 5-4 (장위동),,03,폐업,유료,
거산직업소개소,,개인,246004.068873267,444611.066047244,2026-04-28 22:00:15,I,40,폐업,2004-05-20 17:12:00,2002-05-22,,경기도 양평군 양평읍 백안리 191호 22통 1반,2002417006811500004,4170000,경기도 양평군 양평읍 삼산길 39,,03,폐업,유료,
양수인력,,개인,,,2026-04-28 22:00:15,I,40,폐업,2005-01-14 14:32:44,2002-06-28,,경기도 양평군 강상면 화양리 285호 14통 2반,2002417006811500005,4170000,,,03,폐업,유료,
한강직업소개소,,개인,204916.468324483,454360.012625131,2026-04-28 22:00:15,I,40,폐업,2003-04-21 09:47:18,2002-09-09,,서울특별시 동대문구 이문동 341번지 83호 1통 2반,2002417006811500008,4170000,서울특별시 동대문구 경희대로4길 79-1 (이문동),,03,폐업,유료,
상선인력,,개인,241510.460838612,441980.00534824,2026-04-28 22:00:15,I,40,폐업,2004-04-21 11:32:41,2002-12-06,,경기도 양평군 강상면 송학리 213호 5통 4반,2002417006811500009,4170000,경기도 양평군 강상면 송학길 138-4,,03,폐업,유료,
시민인력,,개인,,,2026-04-28 22:00:15,I,40,폐업,2005-01-14 09:57:26,2003-03-08,,경기도 양평군 양평읍 백안리 347호 23통 1반,2003417006811500001,4170000,,,03,폐업,유료,
평화인력,,개인,243837.113472925,443605.565580654,2026-04-28 22:00:15,I,40,폐업,2004-05-20 17:06:51,2003-06-04,,경기도 양평군 양평읍 공흥리 747번지 7호 21통 2반 은하연립  302,2003417006911500002,4170000,"경기도 양평군 양평읍 흥청길17번길 3, 302호 (은하연립)",,03,폐업,유료,
상선인력,,개인,247647.420498515,442701.218000006,2026-04-28 22:00:15,I,40,폐업,2004-05-20 17:32:23,2004-05-06,,경기도 양평군 양평읍 대흥리 552번지 1호 30통 1반,2004417006911500002,4170000,경기도 양평군 양평읍 미리내길 27,,03,폐업,유료,
상선인력,,개인,204032.381171292,446541.751294811,2026-04-28 22:00:15,I,40,폐업,2006-10-09 15:34:54,2004-06-04,,서울특별시 강남구 청담동 11번지 40호,2004417006911500003,4170000,서울특별시 강남구 도산대로78길 47 (청담동),,03,폐업,유료,
그린건설인력,,개인,243879.81012479,443288.181596591,2026-04-28 22:00:15,I,40,폐업,2007-03-16 18:22:40,2005-03-04,,경기도 양평군 양평읍 양근리 175번지 7호 8통 1반,2005417007411500001,4170000,경기도 양평군 양평읍 시민로 47,,03,폐업,유료,
동구인력,,개인,190369.746285354,442842.969131683,2026-04-28 22:00:15,I,40,폐업,2005-12-07 17:43:26,2005-05-06,,서울특별시 구로구 구로동 256번지 1호 34통 5반 삼성래미안아파트 116 1302,2005417008311500002,4170000,,,03,폐업,유료,
삼일인력,,개인,235689.125308409,441988.768097129,2026-04-28 22:00:15,I,40,폐업,2007-05-23 09:19:29,2005-06-08,,경기도 양평군 강하면 왕창리 107번지 2호 5통 2반,2005417008311500003,4170000,경기도 양평군 강하면 왕충부로길 90-6,,03,폐업,유료,
양평직업안내소,,개인,243367.435244028,443770.790067774,2026-04-28 22:00:15,I,40,폐업,2006-05-15 12:00:25,2005-11-16,,경기도 양평군 양평읍 양근리 139번지 9호 10통 1반 화인빌라  102,2005417008311500006,4170000,"경기도 양평군 양평읍 십리길 22, 102호 (화인빌라)",,03,폐업,유료,
민성인력,,개인,240778.409851339,443576.020574487,2026-04-28 22:00:15,I,40,폐업,2007-03-28 17:32:52,2006-12-27,,경기도 양평군 강상면 병산리 289번지 4호 1통 1반,2006417008311500004,4170000,경기도 양평군 강상면 강남로 751-1,,03,폐업,유료,
그린건설인력,,개인,243879.81012479,443288.181596591,2026-04-28 22:00:15,I,40,폐업,2007-05-02 18:17:53,2007-04-12,,경기도 양평군 양평읍 양근리 175번지 7호 8통 1반,2007417001211500004,4170000,경기도 양평군 양평읍 시민로 47,,03,폐업,유료,
한국간병인협회,,개인,202265.085644187,459431.614376268,2026-04-28 03:03:03,U,20,영업중,2026-04-27 13:33:30,2017-08-09,,서울특별시 강북구 번동 445번지 1호,2018308016914500008,3080000,"서울특별시 강북구 오패산로 411, 4층 (번동)",01065,01,영업/정상,유료,02-466-3563
신화인력개발,,개인,189817.156529771,442515.394753743,2026-04-28 03:03:03,U,20,영업중,2026-04-27 17:45:41,2017-05-19,,,2017316016014500017,3160000,"서울특별시 구로구 구로동로5길 6-1, 지층 (가리봉동)",08321,01,영업/정상,유료,
