사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
(주)더존비즈온,1128541941,4종,사업시설 유지관리 서비스업,,198256.131665999,451576.096658087,2026-04-28 03:03:03,U,11,영업,146,24,대기배출업소관리,2026-04-27 16:06:06,2015-10-12,,,301000021201500005,3010000,,,,"서울특별시 중구 을지로 29 (을지로1가, 삼성화재빌딩)",04523,,01,영업/정상,,,02-779-9071,사업시설 유지관리 서비스업
정한 주식회사,1078134950,5종,부동산업,,198070.62243258,451396.405352137,2026-04-28 03:03:03,U,1,휴업,,,대기배출업소관리,2026-04-27 16:05:43,2015-12-09,,,301000021201500064,3010000,,,,"서울특별시 중구 소공로 116 (소공동, 서울센타빌딩)",04533,,02,휴업,2025-09-10,,02-777-9993,부동산업
한화생명보험(주) 한화금융센터 태평로,1168113925,4종,,,197953.365497851,451330.097303553,2026-04-28 03:03:03,U,11,영업,,12,대기배출업소관리,2026-04-27 16:05:59,2015-12-09,,,301000021201500065,3010000,,,,"서울특별시 중구 세종대로 92 (태평로2가, 한화금융센터 태평로)",04525,,01,영업/정상,,,02-6366-7706,
농협은행 주식회사(아이엠에셋일반사모부동산투자신탁11호),1048639742,4종,부동산업,,198369.020077906,451788.065867725,2026-04-28 03:03:03,U,11,영업,120,8,대기배출업소관리,2026-04-27 16:05:51,2015-12-14,,서울특별시 중구 다동 85 대우조선해양,301000021201500082,3010000,,,,"서울특별시 중구 남대문로 125, 대우조선해양 (다동)",04521,,01,영업/정상,,,02-2129-0574,부동산업
우리빌딩관리단,1048262944,5종,사업시설 유지관리 서비스업,,197616.441511701,450814.924501159,2026-04-28 03:03:03,U,11,영업,200,4,대기배출업소관리,2026-04-27 16:05:35,2015-12-16,,,301000021201500100,3010000,,,,"서울특별시 중구 칠패로 42 (봉래동1가, 우리빌딩)",04512,,01,영업/정상,,,02-3783-7004,사업시설 유지관리 서비스업
(주)동아일보사,1028103525,5종,신문 발행업,,197993.004036028,451917.062537808,2026-04-28 03:03:03,U,11,영업,150,15,대기배출업소관리,2026-04-27 10:18:20,2020-12-10,,서울특별시 종로구 서린동 159-1 동아일보사,300000021202000005,3000000,,150,,"서울특별시 종로구 청계천로 1, 동아일보사 (서린동)",03187,,01,영업/정상,,,02-2020-0123,신문 발행업
홈플러스(주)[홈플러스 시흥점],2208160348,4종,상품 종합 도매업,2026-04-27,191152.432649234,438865.160717275,2026-04-28 03:03:03,U,2,폐업,,,대기배출업소관리,2026-04-27 10:34:25,2020-11-24,,서울특별시 금천구 시흥동 992-47 삼성홈플러스,317000021202000006,3170000,,360,,"서울특별시 금천구 시흥대로 201, 삼성홈플러스 (시흥동)",08632,,03,폐업,,,02-895-2080,상품 종합 도매업
쌍용레미콘(주)인천사업소,1218532465,4종,레미콘 제조업,,165800.412154169,437577.162754158,2026-04-28 03:03:03,U,11,영업,300,7,대기배출업소관리,2026-04-27 17:53:48,1990-08-05,,인천광역시 중구 항동7가 112-2,349000021199000012,3490000,,300,,인천광역시 중구 서해대로93번길 26 (항동7가),,,01,영업/정상,,,032-887-2651,레미콘 제조업
주식회사 모듈러,6908802264,4종,가구 제조업,,166256.518216715,443084.706301593,2026-04-28 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-27 14:12:40,2025-11-25,,인천광역시 동구 만석동 1-4,350000021202500003,3500000,,300,,"인천광역시 동구 보세로26번길 23, 지하 1층 (만석동)",22501,,01,영업/정상,,,,가구 제조업
동원금속,8043601579,5종,도금업,,169354.308851012,444085.14886527,2026-04-28 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-27 17:11:42,1997-04-07,,인천광역시 서구 가좌동 173-91 (주)석남도금단지,356000021199701901,3560000,,300,,인천광역시 서구 건지로 112 (주)석남도금단지 나동 1호 (가좌동),22844,,01,영업/정상,,,032-572-6238,도금업
