건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,에스비에스,2024-07-09,,,,당구장업,2026-04-28 22:30:33,I,03,폐업,,2024-07-09 13:09:04,,2002-03-05,153-801,,서울특별시 금천구 가산동 140-37,,CDFH3301082002000007,3170000,사립,서울특별시 금천구 디지털로12길 21-9 (가산동),,03,폐업,,,
,,호성당구장,2016-03-25,,190189.30794299,441128.851364791,당구장업,2026-04-28 22:30:33,I,03,폐업,,2016-03-25 16:58:25,,2002-03-21,153-801,,서울특별시 금천구 가산동 237-88,,CDFH3301082002000008,3170000,사립,서울특별시 금천구 가산로3길 100  (가산동),,03,폐업,,,
,,특실,2010-11-01,,190244.555277324,441805.626081548,당구장업,2026-04-28 22:30:33,I,03,폐업,,2010-11-01 15:52:13,,2002-04-15,153-801,,서울특별시 금천구 가산동 140-9,,CDFH3301082002000010,3170000,사립,서울특별시 금천구 가산로 147  (가산동),,03,폐업,,,
,,VIP 당구장,2022-07-14,,191000.581021467,441543.623608127,당구장업,2026-04-28 22:30:33,I,03,폐업,,2022-07-14 17:51:45,,2002-04-16,153-823,,서울특별시 금천구 독산동 967-10,,CDFH3301082002000011,3170000,사립,서울특별시 금천구 시흥대로 476 (독산동),,03,폐업,,,
0,0,필,2002-04-29,,191399.035388034,441861.4629578,당구장업,2026-04-28 22:30:33,I,03,폐업,,2003-02-06 13:43:32,,2002-04-29,153-823,0,서울특별시 금천구 독산동 959-23,,CDFH3301082002000013,3170000,사립,서울특별시 금천구 독산로 359  (독산동),,03,폐업,,,
,,한큐,2010-06-28,,191577.890743389,438767.914302328,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2010-06-28 15:36:41,,2002-04-29,153-858,,서울특별시 금천구 시흥동 896-30,,CDFH3301082002000014,3170000,사립,서울특별시 금천구 은행나무로 29  (시흥동),,03,폐업,,,
,,BB당구장,2008-06-05,,191303.023494993,441905.793323945,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2008-06-04 16:08:59,,2002-05-13,153-823,,서울특별시 금천구 독산동 952-33,,CDFH3301082002000016,3170000,사립,서울특별시 금천구 남부순환로 1364  (독산동),,03,폐업,,,
,,까르프당구장,2005-04-25,,191281.882201185,438816.408043458,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2005-04-25 13:06:22,,2002-06-05,153-858,,서울특별시 금천구 시흥동 890-13,,CDFH3301082002000018,3170000,사립,서울특별시 금천구 시흥대로 196  (시흥동),,03,폐업,,,
,,코리아 여성전용헬스클럽,2024-07-09,,191986.703337779,438740.431992287,당구장업,2026-04-28 22:30:33,I,03,폐업,,2024-07-09 13:09:26,,2002-06-07,153-843,,서울특별시 금천구 시흥동 251-3,,CDFH3301082002000019,3170000,사립,서울특별시 금천구 탑골로 2 (시흥동),,03,폐업,,,
,99,진 당구장,2015-02-11,,190166.422522632,438934.254758997,당구장업,2026-04-28 22:30:33,I,03,폐업,,2015-02-11 14:25:11,,2002-06-19,153-833,,서울특별시 금천구 독산동 1113-2,,CDFH3301082002000020,3170000,사립,서울특별시 금천구 금하로1가길 48-1  (독산동),,03,폐업,,,
,,대산당구장,2004-12-15,,191226.287379467,437914.06299827,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2005-03-22 15:43:50,,2002-06-19,153-863,,서울특별시 금천구 시흥동 984-0 A-7,,CDFH3301082002000021,3170000,사립,"서울특별시 금천구 시흥대로 97  (시흥동,A-7)",,03,폐업,,,
,,사과,2024-07-09,,189696.775034224,442236.253610783,당구장업,2026-04-28 22:30:33,I,03,폐업,,2024-07-09 13:09:46,,2002-06-28,153-801,,서울특별시 금천구 가산동 44-1,,CDFH3301082002000022,3170000,사립,서울특별시 금천구 벚꽃로38길 21 (가산동),,03,폐업,,,
,,에스케이당구클럽,2015-02-09,,189575.815287955,441503.181731081,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2015-02-09 13:38:16,,2002-07-02,153-802,,서울특별시 금천구 가산동 345-9 지하133호,,CDFH3301082002000023,3170000,사립,"서울특별시 금천구 가산디지털1로 119  (가산동,지하133호)",,03,폐업,,,
,,오케이,2006-03-20,,191236.703632007,440638.528142333,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2006-03-21 09:36:20,,2002-07-26,153-821,,서울특별시 금천구 독산동 1019-25,,CDFH3301082002000024,3170000,사립,서울특별시 금천구 독산로 235  (독산동),,03,폐업,,,
,,형제,2024-07-09,,190612.743513763,441142.615541691,당구장업,2026-04-28 22:30:33,I,03,폐업,,2024-07-09 13:11:24,,2002-07-31,153-813,,서울특별시 금천구 독산동 298-9,,CDFH3301082002000026,3170000,사립,서울특별시 금천구 가산로3길 16 (독산동),,03,폐업,,,
,,킹,2007-07-23,,191376.682235457,440155.310841373,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2007-07-23 16:33:37,,2002-07-31,153-832,,서울특별시 금천구 독산동 1043-15,,CDFH3301082002000027,3170000,사립,서울특별시 금천구 독산로 183  (독산동),,03,폐업,,,
,,당구매니아,2024-07-09,,191409.951212829,438485.529990798,당구장업,2026-04-28 22:30:33,I,03,폐업,,2024-07-09 13:11:49,,2002-09-16,153-860,,서울특별시 금천구 시흥동 936-14,,CDFH3301082002000028,3170000,사립,서울특별시 금천구 독산로 4 (시흥동),,03,폐업,,,
,,월드컵당구장,2004-02-10,,191226.287379467,437914.06299827,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2004-02-10 09:32:49,,2002-11-18,153-863,,서울특별시 금천구 시흥동 984-0 시흥유통B37,,CDFH3301082002000030,3170000,사립,"서울특별시 금천구 시흥대로 97  (시흥동,시흥유통B37)",,03,폐업,,,
,,쵸이스 2002,2003-06-24,,,,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2003-06-27 09:31:19,,2002-12-04,153-010,,서울특별시 금천구 독산동 0-0 독산3동 876-2호,,CDFH3301082002000031,3170000,사립,,,03,폐업,,,
,,대현,2004-02-25,,191266.927537373,439046.217441333,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2004-02-25 10:33:09,,2002-12-18,153-858,,"서울특별시 금천구 시흥동 888-1 2,3,4",,CDFH3301082002000032,3170000,사립,"서울특별시 금천구 시흥대로52길 46  (시흥동,2,3,4)",,03,폐업,,,
,116,반석,2006-10-17,,190906.020913227,439213.401434255,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2006-10-17 15:00:11,,2003-03-11,153-839,,서울특별시 금천구 시흥동 114-9 동일B/D 3층,,CDFH3301082003000001,3170000,사립,"서울특별시 금천구 시흥대로63길 29  (시흥동,동일B/D 3층)",,03,폐업,,,
,142,은행당구장,2011-04-15,,,,당구장업,2026-04-28 22:30:33,I,03,폐업,,2011-04-15 14:08:35,,2003-03-20,153-030,,서울특별시 금천구 시흥동 912-20에벤에셀 플라자,,CDFH3301082003000002,3170000,사립,,,03,폐업,,,
,112,에이스,2008-01-17,,190775.920560672,441528.550145651,당구장업,2026-04-28 22:30:33,I,03,폐업,0,2008-01-17 15:44:21,,2003-04-09,153-801,,서울특별시 금천구 가산동 148-40,,CDFH3301082003000003,3170000,사립,서울특별시 금천구 시흥대로151길 33  (가산동),,03,폐업,,,
,138,초원,2009-12-04,,188870.636085641,442553.141302572,당구장업,2026-04-28 22:30:34,I,03,폐업,,2009-12-04 10:06:39,,2003-06-02,153-803,,서울특별시 금천구 가산동 535-132,,CDFH3301082003000004,3170000,사립,서울특별시 금천구 가마산로 76  (가산동),,03,폐업,,,
,117,글로발당구장,2010-09-06,,191545.516172445,441963.975260744,당구장업,2026-04-28 22:30:34,I,03,폐업,,2010-09-06 10:51:10,,2003-06-27,153-818,,서울특별시 금천구 독산동 876-2,,CDFH3301082003000005,3170000,사립,서울특별시 금천구 남부순환로 1390  (독산동),,03,폐업,,,
,97,특실,2024-07-09,,190651.385014089,441189.858980489,당구장업,2026-04-28 22:30:34,I,03,폐업,,2024-07-09 13:12:26,,2003-07-14,153-813,,서울특별시 금천구 독산동 297-8,,CDFH3301082003000006,3170000,사립,서울특별시 금천구 가산로 75 (독산동),08522,03,폐업,,,
,,골드 당구클럽,2006-05-16,,,,당구장업,2026-04-28 22:30:34,I,03,폐업,0,2006-05-16 11:13:09,,2003-09-26,153-030,,서울특별시 금천구 시흥동 910-10,,CDFH3301082003000007,3170000,사립,,,03,폐업,,,
,,VIP당구장,2007-08-29,,,,당구장업,2026-04-28 22:30:34,I,03,폐업,0,2007-08-29 15:56:59,,2004-02-11,153-030,,서울특별시 금천구 시흥동 984번지,,CDFH3301082004000002,3170000,사립,,,03,폐업,,,
,,아성당구장,2006-06-30,,191268.263380453,440763.453873167,당구장업,2026-04-28 22:30:34,I,03,폐업,0,2009-03-09 13:16:50,,2004-02-19,153-809,,서울특별시 금천구 독산동 195-7,,CDFH3301082004000003,3170000,사립,서울특별시 금천구 독산로 247  (독산동),,03,폐업,,,
