건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,이동석댄스스포츠스쿨,2005-05-13,,202720.348844261,451223.707556696,무도학원업,2026-04-28 22:30:55,I,03,폐업,0,2006-01-24 17:25:45,,1993-09-03,133-858,,서울특별시 성동구 하왕십리동 959-10,,CDFH3301111993000001,3030000,사립,서울특별시 성동구 왕십리로 345  (하왕십리동),,03,폐업,,,
,,성도,2002-04-04,,,,무도학원업,2026-04-28 22:30:55,I,03,폐업,0,2006-01-24 17:30:18,,1996-06-13,133-010,,서울특별시 성동구 상왕십리동 285 2층,,CDFH3301111996000001,3030000,사립,,,03,폐업,,,
,,전풍무도학원,2005-12-31,,202864.365698903,451121.94725953,무도학원업,2026-04-28 22:30:55,I,03,폐업,0,2006-03-20 16:22:03,,1999-12-24,133-858,,서울특별시 성동구 하왕십리동 966-14 3층,,CDFH3301111999000001,3030000,사립,"서울특별시 성동구 왕십리로 327  (하왕십리동,3층)",,03,폐업,,,22932407
1,9905,아가페 스포츠,2018-01-08,,205861.778324251,450912.302558818,무도학원업,2026-04-28 22:30:55,I,03,폐업,Y,2018-01-08 17:42:51,,2015-07-15,133-850,1,서울특별시 성동구 용답동 235-8 지하2층,250,CDFH3301112015000001,3030000,사립,서울특별시 성동구 자동차시장1길 85 (용답동),04808,03,폐업,,,
,,국제무도학원,2018-02-02,,204848.092924206,451429.070131005,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2018-02-02 16:51:12,,1998-04-08,130-805,,서울특별시 동대문구 답십리동 492-3 5층,,CDFH3301111998000001,3050000,사립,"서울특별시 동대문구 천호대로 317 (답십리동,5층)",,03,폐업,,,22470923
,,국도무도학원,2005-06-23,,205018.506913318,451331.654449855,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2005-06-23 13:16:03,,1999-01-11,130-809,,서울특별시 동대문구 답십리동 961-9,,CDFH3301111999000001,3050000,사립,서울특별시 동대문구 고미술로 99  (답십리동),,03,폐업,,,22442502
0,0,한국무도학원,2010-12-30,,206429.136367187,452019.423155381,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2018-11-07 10:27:38,,1999-11-22,130-840,,서울특별시 동대문구 장안동 337-8,,CDFH3301111999000002,3050000,사립,서울특별시 동대문구 답십리로72길 40 (장안동),,03,폐업,,,22444948
0,0,법인현대스포츠,2018-02-02,,203729.036122627,452887.352617116,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2018-02-02 10:54:12,,1999-11-22,130-816,,서울특별시 동대문구 용두동 9-2 2층,,CDFH3301111999000003,3050000,사립,"서울특별시 동대문구 답십리로 10 (용두동,2층)",,03,폐업,,,
0,0,동성무도학원,2010-12-31,,203847.879299723,453156.130497033,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2010-12-31 14:27:49,,1999-11-09,130-870,,서울특별시 동대문구 청량리동 741-0 지상2층,,CDFH3301111999000004,3050000,사립,,,03,폐업,,,
,,김운제 댄스 스포츠학원,2007-09-05,,204790.533569776,451530.326923326,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2007-11-19 14:29:10,,1999-03-17,130-805,,서울특별시 동대문구 답십리동 532-15,,CDFH3301111999000005,3050000,사립,서울특별시 동대문구 전농로 5  (답십리동),,03,폐업,,,22140440
,,진주무도학원,2010-12-30,,204190.10878253,453415.795068163,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2010-12-30 13:46:56,,1999-10-19,130-867,,서울특별시 동대문구 청량리동 235-6 미주상가 B동지하1층,,CDFH3301111999000006,3050000,사립,"서울특별시 동대문구 왕산로 239  (청량리동,미주상가 B동지하1층)",,03,폐업,,,
0,0,성원스포츠댄스학원,2018-02-02,,204750.498366411,451520.024760224,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2018-02-02 10:54:54,,1999-12-30,130-805,,서울특별시 동대문구 답십리동 493-4 지하1층,,CDFH3301111999000007,3050000,사립,"서울특별시 동대문구 천호대로 305 (답십리동,지하1층)",,03,폐업,,,22151244
0,0,한양,2018-02-02,,205998.37441487,451879.411330743,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2018-02-02 10:56:35,,2000-11-22,130-842,,서울특별시 동대문구 장안동 382-6,,CDFH3301112000000001,3050000,사립,서울특별시 동대문구 장한로21길 11-12 (장안동),,03,폐업,,,22447881
,,성문,2007-05-02,,203778.875777015,453071.86687043,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2007-11-19 14:41:09,,2000-03-13,130-870,,서울특별시 동대문구 청량리동 766-0,,CDFH3301112000000002,3050000,사립,서울특별시 동대문구 왕산로 183  (청량리동),,03,폐업,,,
,,이봉섭 김귀자 댄스스쿨,2007-10-24,,206135.358071906,452088.753698115,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2007-11-19 14:16:03,,2000-11-27,130-842,,서울특별시 동대문구 장안동 372-9,,CDFH3301112000000003,3050000,사립,서울특별시 동대문구 장한로23길 7  (장안동),,03,폐업,,,22447375
0,0,태양무도학원,2010-12-14,,204802.884455346,451543.494717439,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2010-12-16 18:27:01,,2001-11-01,130-805,,서울특별시 동대문구 답십리동 530-15 지하1층,,CDFH3301112001000001,3050000,사립,"서울특별시 동대문구 전농로 5  (답십리동,지하1층)",,03,폐업,,,22427698
,,한국무도학원,2010-12-30,,203828.823156356,453290.633976694,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2010-12-30 13:49:05,,2001-05-15,130-870,,서울특별시 동대문구 청량리동 719-0 (4층) 720동,,CDFH3301112001000002,3050000,사립,"서울특별시 동대문구 홍릉로3길 6-1, 720동 (청량리동,(4층))",,03,폐업,,,
,,명성,2007-10-04,,202179.314168815,452637.252289507,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2007-11-19 14:18:48,,2002-06-24,130-811,,서울특별시 동대문구 신설동 98-29 동일빌딩 2층,,CDFH3301112002000001,3050000,사립,"서울특별시 동대문구 왕산로 16  (신설동,동일빌딩 2층)",,03,폐업,,,
,,서울,2006-06-08,,205401.574373249,451108.047802152,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2006-06-08 17:51:34,,2002-04-04,130-844,,서울특별시 동대문구 장안동 415-10 (지하),,CDFH3301112002000002,3050000,사립,"서울특별시 동대문구 천호대로 385  (장안동,(지하))",,03,폐업,,,22482464
,,신미주무도학원,2007-06-28,,204089.817117361,453314.135663101,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2007-11-19 14:31:33,,2002-07-29,130-867,,"서울특별시 동대문구 청량리동 235-4 지하 1-1, 1-2",,CDFH3301112002000003,3050000,사립,"서울특별시 동대문구 왕산로 225  (청량리동,지하 1-1, 1-2)",,03,폐업,,,
,,월드댄스스포츠아카데미,2015-05-11,,204089.817117361,453314.135663101,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2015-05-11 09:33:07,,2002-06-04,130-867,,서울특별시 동대문구 청량리동 235-4 지층10호6,,CDFH3301112002000004,3050000,사립,"서울특별시 동대문구 왕산로 225  (청량리동,지층10호6)",,03,폐업,,,
,,중앙댄스 아카데미,2018-02-02,,206162.986259812,451957.496740385,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2018-02-02 10:55:54,,2002-07-23,130-840,,서울특별시 동대문구 장안동 366-6 (3층),,CDFH3301112002000005,3050000,사립,"서울특별시 동대문구 장한로 106 (장안동,(3층))",,03,폐업,,,22158858
,,경동,2005-03-28,,203287.352380135,452922.414254167,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2005-04-01 15:40:13,,2003-01-23,130-864,,서울특별시 동대문구 제기동 1050-0 5층,,CDFH3301112003000001,3050000,사립,,,03,폐업,,,
,,장안무도학원,2005-11-16,,205711.263315761,451065.321633611,무도학원업,2026-04-28 22:30:14,I,03,폐업,0,2005-11-16 18:20:25,,2003-11-17,130-846,,서울특별시 동대문구 장안동 464-1 지하,,CDFH3301112003000002,3050000,사립,"서울특별시 동대문구 장한로 6  (장안동,지하)",,03,폐업,,,
,,제니아무도학원,2011-12-12,,205018.506913318,451331.654449855,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2011-12-13 10:30:34,,2007-11-16,130-809,,서울특별시 동대문구 답십리동 961-9,,CDFH3301112007000001,3050000,사립,서울특별시 동대문구 고미술로 99  (답십리동),,03,폐업,,,
,,권세종댄스스포츠,2014-01-27,,204750.498366411,451520.024760224,무도학원업,2026-04-28 22:30:14,I,03,폐업,1,2014-01-27 09:37:38,,2008-04-08,130-805,,서울특별시 동대문구 답십리동 493-4,,CDFH3301112008000001,3050000,사립,서울특별시 동대문구 천호대로 305  (답십리동),,03,폐업,,,22154339
,,텐 댄스크럽,2016-08-19,,204802.884455346,451543.494717439,무도학원업,2026-04-28 22:30:14,I,03,폐업,1,2016-08-19 10:34:54,,2008-04-08,130-805,,서울특별시 동대문구 답십리동 530-15,,CDFH3301112008000002,3050000,사립,서울특별시 동대문구 전농로 5  (답십리동),,03,폐업,,,22128169
,,미주학원,2016-05-09,,204089.817117361,453314.135663101,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2016-05-09 14:06:05,,2009-10-20,130-781,,서울특별시 동대문구 청량리동 235-4 미주아파트 상가 지하 6-2호,,CDFH3301112009000001,3050000,사립,"서울특별시 동대문구 왕산로 225,  6-2호 (청량리동,미주아파트 상가 지하)",,03,폐업,,,
,7628,하나댄스스포츠,2011-09-06,,204999.401520352,451290.385714542,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2011-09-06 15:41:51,,2010-01-26,130-809,,서울특별시 동대문구 답십리동 961-2 지하 1~2호,,CDFH3301112010000001,3050000,사립,"서울특별시 동대문구 고미술로 100  (답십리동,지하 1~2호)",,03,폐업,,,
,,최정심아카데미,2012-12-10,,205265.507077949,452126.144140822,무도학원업,2026-04-28 22:30:14,I,03,폐업,,2012-12-10 15:51:35,,2010-05-25,130-753,,서울특별시 동대문구 답십리동 41 동서울한양아파트 2동 206호,,CDFH3301112010000003,3050000,사립,"서울특별시 동대문구 답십리로 184, 2동 206호 (답십리동,동서울한양아파트)",,03,폐업,,,
,,두봉무도학원,2018-02-02,,205851.797111459,451057.528462082,무도학원업,2026-04-28 22:30:14,I,03,폐업,Y,2018-02-02 10:57:32,,2015-03-16,130-846,,서울특별시 동대문구 장안동 465-2,,CDFH3301112015000001,3050000,사립,서울특별시 동대문구 장한로2길 36 (장안동),02645,03,폐업,,,02-3394-5888
,,진주무도학원,2017-11-29,,204190.10878253,453415.795068163,무도학원업,2026-04-28 22:30:14,I,03,폐업,Y,2017-11-29 14:35:17,,2016-02-29,,,서울특별시 동대문구 청량리동 235-6,,CDFH3301112016000001,3050000,사립,"서울특별시 동대문구 왕산로 239 (청량리동, 미주상가)",02489,03,폐업,,,
,,아가페,2020-03-03,,205018.506913318,451331.654449855,무도학원업,2026-04-28 22:30:14,I,03,폐업,Y,2020-03-03 10:30:14,,2017-11-07,,,서울특별시 동대문구 답십리동 961-9,,CDFH3301112017000001,3050000,사립,서울특별시 동대문구 고미술로 99 (답십리동),02622,03,폐업,,,02-2213-9950
,,대니박댄스스쿨,2007-12-04,,204004.945534634,461048.885008795,무도학원업,2026-04-28 22:31:04,I,03,폐업,,2023-06-22 18:02:44,,1995-08-31,132-908,,서울특별시 도봉구 창동 333-2 한성빌디802호,,CDFH3301111995000001,3090000,사립,"서울특별시 도봉구 노해로65길 11 (창동,한성빌디802호)",,03,폐업,,,
,,세진무도학원,2003-12-30,,204397.004135761,461175.40204195,무도학원업,2026-04-28 22:31:04,I,03,폐업,0,2007-06-11 16:41:42,,2000-04-25,132-898,,서울특별시 도봉구 창동 10-3 지1층,,CDFH3301112000000001,3090000,사립,"서울특별시 도봉구 노해로69길 15  (창동,지1층)",,03,폐업,,,
0,0,일번지무도학원,2003-01-14,,195666.00529874,441858.386960156,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2010-04-29 17:23:09,,1995-03-18,151-846,,서울특별시 관악구 봉천동 1569-3,,CDFH3301111995000001,3200000,사립,서울특별시 관악구 쑥고개로 137  (봉천동),,03,폐업,,,
0,0,서울,2009-05-26,,193610.378560826,442802.92355539,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2009-05-26 09:46:47,,1995-12-04,151-892,,서울특별시 관악구 신림동 1431-1,,CDFH3301111995000002,3200000,사립,서울특별시 관악구 신림로 373  (신림동),,03,폐업,,,
0,0,신세계,2001-12-10,,193945.509928744,442519.065029911,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2010-04-29 17:21:49,,1995-12-28,151-015,,서울특별시 관악구 신림동 1422-4,,CDFH3301111995000003,3200000,사립,서울특별시 관악구 남부순환로 1635  (신림동),,03,폐업,,,
0,0,보라매,2002-04-16,,193755.14368469,442698.285576063,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2010-04-29 17:25:07,,1996-10-28,151-015,,서울특별시 관악구 신림동 1423-4,,CDFH3301111996000001,3200000,사립,서울특별시 관악구 봉천로12길 49  (신림동),,03,폐업,,,
,,무학무도학원,2011-12-06,,193755.14368469,442698.285576063,무도학원업,2026-04-28 22:31:10,I,03,폐업,0,2011-12-06 15:55:24,,1996-10-28,151-015,,서울특별시 관악구 신림동 1423-4 3층,,CDFH3301111996000002,3200000,사립,"서울특별시 관악구 봉천로12길 49  (신림동,3층)",,03,폐업,,,
0,0,관악,2000-12-28,,195566.237122474,442101.456388316,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2003-02-06 10:45:13,,1997-02-20,151-836,0,서울특별시 관악구 봉천동 869-6,,CDFH3301111997000001,3200000,사립,서울특별시 관악구 남부순환로218길 1  (봉천동),,03,폐업,,,
0,0,성심,2000-11-01,,193497.894787693,442467.452202212,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2003-02-06 10:45:13,,1997-05-21,151-892,0,서울특별시 관악구 신림동 1433-104,,CDFH3301111997000002,3200000,사립,서울특별시 관악구 남부순환로 1591-6  (신림동),,03,폐업,,,
0,0,신림,2004-05-10,,193748.074171906,442333.077344404,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2010-04-29 17:27:10,,1998-01-21,151-930,,서울특별시 관악구 신림동 1641-10,,CDFH3301111998000001,3200000,사립,서울특별시 관악구 신림로 322-1  (신림동),,03,폐업,,,
0,0,88,2002-01-09,,195854.025278634,442426.723895168,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2010-04-29 17:28:12,,1998-03-19,151-811,,서울특별시 관악구 봉천동 48-7,,CDFH3301111998000002,3200000,사립,서울특별시 관악구 중앙길 12  (봉천동),,03,폐업,,,
0,0,봉천무도학원,1999-11-22,,195935.219212734,442326.286164915,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2003-02-06 10:45:13,,1998-05-07,151-809,0,서울특별시 관악구 봉천동 62-19,,CDFH3301111998000003,3200000,사립,서울특별시 관악구 관악로 208-40  (봉천동),,03,폐업,,,
,,은하댄스아카데미,2014-10-10,,195931.943928008,442485.329600106,무도학원업,2026-04-28 22:31:10,I,03,폐업,,2014-10-13 10:13:26,,1998-09-03,151-811,,서울특별시 관악구 봉천동 32-21 지층,,CDFH3301111998000005,3200000,사립,"서울특별시 관악구 관악로25길 5-9 (봉천동,지층)",,03,폐업,,,02-866-6040
