건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,휘트니스클럽아로마,2022-12-27,,188884.075622342,447186.888604306,수영장업,2026-04-28 22:32:15,I,03,폐업,,2023-01-25 17:41:44,,2013-06-12,158-724,1,서울특별시 양천구 목동 916 현대백화점 목동점 UPLEX 8층,,CDFH3301012013000002,3140000,사립,"서울특별시 양천구 목동동로 257 (목동, 현대백화점 목동점 UPLEX 8층)",07998,03,폐업,,,02-2163-3700
,748,자성수영장,2005-11-30,,188080.178399949,449596.304559134,수영장업,2026-04-28 22:32:14,I,03,폐업,1,2006-08-18 13:18:47,,1989-11-18,158-811,3,서울특별시 양천구 목동 610-23,,CDFH3301011989000001,3140000,사립,서울특별시 양천구 목동중앙북로 19-1  (목동),,03,폐업,,,26434771
0,0,영원스포츠센타,1998-09-22,,185681.509413991,446054.738829512,수영장업,2026-04-28 22:32:15,I,03,폐업,,2002-10-22 17:59:13,,1990-05-07,158-848,0,서울특별시 양천구 신월동 1001-2,,CDFH3301011990000001,3140000,사립,서울특별시 양천구 신월로 134  (신월동),,03,폐업,,,
,,에벤에셀스포렉스,2004-02-18,,187520.306766633,446450.347274241,수영장업,2026-04-28 22:32:15,I,03,폐업,0,2004-02-18 10:32:24,,1992-03-02,158-861,,서울특별시 양천구 신정동 1023-12,,CDFH3301011992000001,3140000,사립,서울특별시 양천구 은행정로 5  (신정동),,03,폐업,,,
,,청학스포츠타운,2013-08-26,,188904.571764159,446861.525362878,수영장업,2026-04-28 22:32:15,I,03,폐업,0,2013-08-26 16:12:05,,1997-11-06,158-806,,서울특별시 양천구 목동 405-25,,CDFH3301011997000001,3140000,사립,서울특별시 양천구 오목로 344  (목동),,03,폐업,,,26479611
,,양천주민편익시설,2015-03-18,,189659.125277836,448616.907017756,수영장업,2026-04-28 22:32:15,I,03,폐업,,2015-03-18 17:02:42,,1999-09-01,158-050,,서울특별시 양천구 목동 900,,CDFH3301011999000001,3140000,사립,,,03,폐업,,,26528083
,3400,서울특별시서부여성발전센터,2013-07-09,,184902.838587393,448014.07913345,수영장업,2026-04-28 22:32:15,I,03,폐업,1,2013-07-09 18:21:06,,1999-11-18,158-828,4,서울특별시 양천구 신월동 139-1,,CDFH3301011999000002,3140000,사립,서울특별시 양천구 남부순환로 371  (신월동),,03,폐업,,,02-2607-8791
,,목동스포츠센터,2008-09-26,,188580.483661607,447750.845210817,수영장업,2026-04-28 22:32:15,I,03,폐업,0,2008-09-29 08:50:00,,2001-03-26,158-050,,서울특별시 양천구 목동 904 4단지 복지시설,,CDFH3301012001000001,3140000,사립,"서울특별시 양천구 목동서로 130  (목동,4단지 복지시설)",,03,폐업,,,
,,이노스베이 제우스관,2025-02-28,,187929.395106977,446964.609090888,수영장업,2026-04-28 22:32:15,I,03,폐업,,2025-03-04 09:40:26,,2012-06-08,158-860,,서울특별시 양천구 신정동 995-2,,CDFH3301012012000002,3140000,사립,"서울특별시 양천구 목동로 183, 지층 (신정동)",08022,03,폐업,,,26948875
,,이노스베이 어린이 수상안전교육센타,2020-03-23,,188388.142161894,446521.422307687,수영장업,2026-04-28 22:32:15,I,03,폐업,Y,2020-03-23 13:11:57,,2014-12-08,158-885,,서울특별시 양천구 신정동 319-26,,CDFH3301012014000002,3140000,사립,서울특별시 양천구 목동서로 293 (신정동),08013,03,폐업,,,02-6213-8875
,3172,레드포스스포츠,2010-10-13,,191227.422279603,440607.715344151,수영장업,2026-04-28 22:31:08,I,03,폐업,,2010-10-26 09:32:15,,2004-11-12,153-821,,서울특별시 금천구 독산동 1023-1,,CDFH3301012004000001,3170000,사립,서울특별시 금천구 독산로 233  (독산동),,03,폐업,,,
