건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,리비도(LIBIDO),2009-12-07,191921.574156053,456000.951345149,유통관련업,게임물제작업,2026-04-28 22:34:04,I,03,폐업,게임물,81,,2009-12-10 14:57:13,,2001-04-28,,서울특별시 은평구 구산동 ***-***,CDFF2241082001000001,3110000,,서울특별시 은평구 갈현로**길 **-**  (구산동),,03,폐업,,,,02-382-9801,,
,프로즌윈드,2006-10-23,194258.518370002,458995.245521809,유통관련업,게임물제작업,2026-04-28 22:34:04,I,03,폐업,게임물,,,2007-08-12 16:41:31,,2004-11-23,122-200,서울특별시 은평구 진관동 ***-***,CDFF2241082004000003,3110000,,,,03,폐업,,,,02-358-0619,,
,월드게임랜드,2009-05-06,192809.366974137,457275.285596868,유통관련업,게임물제작업,2026-04-28 22:34:04,I,03,폐업,게임물,483.09,,2009-05-11 19:30:39,,2005-09-22,,서울특별시 은평구 갈현동 ***-**,CDFF2241082005000001,3110000,,서울특별시 은평구 연서로 ***  (갈현동),,03,폐업,,,,,,
,엠디시스템,2006-05-02,193039.370795278,457085.803623213,유통관련업,게임물제작업,2026-04-28 22:34:04,I,03,폐업,게임물,,,2006-05-08 15:05:23,,2005-08-25,122-842,서울특별시 은평구 대조동 ***-**,CDFF2241082005000002,3110000,,서울특별시 은평구 연서로**길 **-*  (대조동),,03,폐업,,,,,,
,펀나라,2008-07-14,192700.80070723,457472.238611677,유통관련업,게임물제작업,2026-04-28 22:34:04,I,03,폐업,소프트웨어개발및컨텐츠제공,,,2008-07-14 11:24:01,,2007-04-12,122-809,서울특별시 은평구 갈현동 ***-** ***호,CDFF2241082007000001,3110000,,"서울특별시 은평구 연서로**길 **  (갈현동,***호)",,03,폐업,,,,,,
,Zero-soft,2017-06-10,192285.154992603,457316.072179965,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,아케이드게임,,,2017-06-14 08:56:02,,2008-12-31,122-815,서울특별시 은평구 갈현동 ***-** ***호,CDFF2241082008000004,3110000,,"서울특별시 은평구 갈현로**길 **-**  (갈현동,***호)",,03,폐업,,,,,,
,황금소나무 소프트웨어,2011-07-14,192814.685515422,457172.987660074,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,인터넷게임물,17.37,1,2011-07-14 13:20:18,,2010-06-18,,서울특별시 은평구 대조동 ***-** *층,CDFF2241082010000002,3110000,,"서울특별시 은평구 연서로 ***  (대조동,*층)",,03,폐업,,,,,1,
,(주)푸른하늘을여는사람들,2019-11-26,194160.426069634,455653.229291073,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,PC게임물,35.42,,2019-11-27 12:07:47,,2008-10-13,,서울특별시 은평구 녹번동 **-** 녹번오피스텔 ***호,CDFF2241082011000001,3110000,,"서울특별시 은평구 통일로 ***  (녹번동,녹번오피스텔 ***호)",,03,폐업,,,,,,
,퍼플오션스튜디오,2023-12-22,192578.584997503,454838.008391551,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,"LG 스마트 TV, 온라인 캐쥬얼게임",51.44,,2023-12-22 15:02:22,,2012-09-25,,서울특별시 은평구 응암동 ***-** 명성타운 B동 ***호,CDFF2241082012000002,3110000,,"서울특별시 은평구 응암로**길 **-*, B동 ***호 (응암동, 명성타운)",03455,03,폐업,,,,02-308-0126,,
,래이스튜디오(Lei Studio),2014-12-19,192574.812352439,458208.97683679,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,앱게임,72.16,,2014-12-22 16:10:06,,2013-10-23,,서울특별시 은평구 갈현동 **-* 조은빌라 ***호,CDFF2241082013000001,3110000,,"서울특별시 은평구 갈현로**길 *-**, ***호 (갈현동, 조은빌라)",,03,폐업,,,,,,
,프리빌,2014-11-11,192772.055426376,453678.305583183,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,앱게임,68.73,,2014-11-12 12:59:56,,2014-02-19,,서울특별시 은평구 응암동 ***-** *층,CDFF2241082014000001,3110000,,"서울특별시 은평구 가좌로*나길 **-*, *층 (응암동)",,03,폐업,,,,070-7399-5571,,
,링크타운,2025-03-25,193198.057696914,460290.216473109,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,소프트웨어,84.69,,2025-03-27 16:33:22,,2014-12-23,,서울특별시 은평구 진관동 ** 은평뉴타운 구파발 ****동 ***호,CDFF2241082014000002,3110000,,"서울특별시 은평구 북한산로 *, ****동 ***호 (진관동, 은평뉴타운 구파발)",03300,03,폐업,,,,,,
,(주)아이중심,2018-03-13,,,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,앱컨텐츠,51.84,,2018-03-13 17:28:31,,2015-09-03,,서울특별시 은평구 응암동 **-** 삼희빌라 ***호,CDFF2241082015000004,3110000,,"서울특별시 은평구 은평로**나길 *-* (응암동, 삼희빌라)",03472,03,폐업,,,,,,
,엘드곤,2018-03-06,193600.056860429,456519.505795297,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,게임물 소프트웨어,62.12,,2018-03-07 08:30:24,,2016-03-22,,,CDFF2241082016000001,3110000,,"서울특별시 은평구 통일로**길 * (대조동, 예가크레시아)",03396,03,폐업,,,,070-4699-6023,,
,에스플러스게임즈,2017-03-29,192620.793368451,454468.066703619,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,게임소프트웨어개발 및 공급,36.62,,2017-03-29 17:30:54,,2016-06-01,,서울특별시 은평구 응암동 ***-**,CDFF2241082016000004,3110000,,서울특별시 은평구 응암로 ***-* (응암동),03457,03,폐업,,,,,,
,짱(SSY-JJang),2020-12-30,192845.044379709,457412.609904875,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,"전자제품,게임기기",6.15,,2021-01-15 10:19:34,,2018-05-10,,서울특별시 은평구 갈현동 ***-* 인락빌딩 *층,CDFF2241082018000001,3110000,,"서울특별시 은평구 연서로**길 *-*, 인락빌딩 *층 (갈현동)",03330,03,폐업,,,,,,
다세대주택,팀 케르베로스(Teamkerberos),2021-10-29,193334.487517758,456768.246245371,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,게임 소프트웨어,86.31,,2021-10-29 14:58:06,,2018-09-11,,서울특별시 은평구 대조동 **-**,CDFF2241082018000002,3110000,,"서울특별시 은평구 통일로**가길 **-*, ***호 (대조동)",03391,03,폐업,,,,,,
,주식회사 루비콘삼십이프로(Rubicon 32pro),2021-02-24,192763.260384541,455242.859775175,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,모바일 게임,81.2,,2021-02-24 15:59:06,,2017-12-08,,서울특별시 은평구 응암동 ***-* 송원하이본 ****호,CDFF2241082019000001,3110000,,"서울특별시 은평구 은평로 **, 송원하이본 ****호 (응암동)",03453,03,폐업,,,,02-3144-9900,,
,퍼니비즈(FUNNYBEES),2023-08-10,194140.340023169,455375.622755975,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,게임소프트웨어,84.99,,2023-08-10 11:15:23,,2021-09-08,,서울특별시 은평구 응암동 *-**,CDFF2241082021000004,3110000,,"서울특별시 은평구 은평로 ***, 힐스테이트녹번역 ***동 ****호 (응암동)",03473,03,폐업,,,,,,
,플레잉마초(PlayingMacho),2024-10-31,191912.460441943,454805.749170212,유통관련업,게임물제작업,2026-04-28 22:34:05,I,03,폐업,모바일 게임,28.93,,2024-11-05 14:26:12,,2024-04-26,,서울특별시 은평구 신사동 **-** 호림트윈타워*차 ***호,CDFF2241082024000003,3110000,,"서울특별시 은평구 은평터널로 ***-*, ***호 (신사동, 호림트윈타워*차)",03441,03,폐업,,,,,,
,세이마코리아,2014-12-29,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임물,30,,2014-12-29 16:27:15,,1999-07-24,,서울특별시 영등포구 당산동*가 **-* 영등포유통상가*층*호,CDFF2241081999000007,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가*층*호)",,03,폐업,,,,,,
근린생활시설,지원,2024-04-01,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임제작,9.72,6,2024-04-03 15:45:35,,1999-09-06,,서울특별시 영등포구 당산동*가 **-* 영등포유통상가 *층바열 **호,CDFF2241081999000008,3180000,준공업지역,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가 *층바열 **호)",,03,폐업,기타,,,,8,2
,준전자,2017-09-22,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임물,18.16,,2017-09-25 15:13:58,,1999-07-01,,서울특별시 영등포구 당산동*가 **-* 영등포유통상가 *층 바열 *호,CDFF2241081999000009,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가 *층 바열 *호)",,03,폐업,,,,02-2677-4107,,
,조은전자,2016-02-16,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,,,,2016-02-17 09:20:57,,2000-04-28,150-723,서울특별시 영등포구 당산동*가 **-* 영등포유통상가지하*층사열*-**호,CDFF2241082000000003,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가지하*층사열*-**호)",,03,폐업,,,,,,
,로하스엘리주식회사,2018-07-12,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임물,30,,2018-07-12 17:04:31,,2000-01-19,,서울특별시 영등포구 당산동*가 **-* 영등포유통상가 지하 사열 *-*호,CDFF2241082000000007,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가 지하 사열 *-*호)",,03,폐업,,,,02-2675-6942,,
,새턴정보통신(주),2011-03-29,193340.185783361,446774.020260734,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임물,0,,2011-03-29 09:47:25,,2001-02-07,,서울특별시 영등포구 여의도동 **-** 신송빌딩*층,CDFF2241082001000004,3180000,,"서울특별시 영등포구 여의나루로 **  (여의도동,신송빌딩*층)",,03,폐업,,,,,,
,에스에스아이,2009-05-22,193861.272368256,446387.375846863,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임물,1,,2009-05-22 11:41:12,,2001-04-04,,서울특별시 영등포구 여의도동 **-** 충무빌딩 ***호,CDFF2241082001000007,3180000,,"서울특별시 영등포구 여의대방로**길 *,  ***호 (여의도동,충무빌딩)",,03,폐업,,,,,,
,영호전자,2019-04-16,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임물,,,2019-04-16 18:23:04,,2002-12-12,150-723,서울특별시 영등포구 당산동*가 **-* 영등포유통상가*층바열**호,CDFF2241082002000002,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가*층바열**호)",,03,폐업,,,,22649112,,
,국제전자,2007-03-28,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,,,,2007-03-28 14:10:32,,2002-10-18,150-723,서울특별시 영등포구 당산동*가 **-* 영등포유통상가 가동**호,CDFF2241082002000003,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가 가동**호)",,03,폐업,,,,,,
,코인소프트,2007-10-25,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,,,,2007-10-25 17:16:11,,2002-09-14,150-723,서울특별시 영등포구 당산동*가 **-* 영등포유통상가지하*층나열**호,CDFF2241082002000009,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가지하*층나열**호)",,03,폐업,,,,,,
,동진전자,2011-01-10,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:32:59,I,03,폐업,게임물,0,,2011-01-10 17:45:54,,2002-01-08,,서울특별시 영등포구 당산동*가 **-* 영등포유통상가*층다열 *호,CDFF2241082002000019,3180000,,"서울특별시 영등포구 영등포로 ***,  *호 (당산동*가,영등포유통상가*층다열)",,03,폐업,,,,,,
,세빅에스코,2007-04-16,191603.611445679,445075.102754169,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,,,,2007-04-16 15:44:55,,2003-03-31,150-841,서울특별시 영등포구 신길동 ***-*,CDFF2241082003000006,3180000,,서울특별시 영등포구 가마산로**길 **  (신길동),,03,폐업,,,,02-849-3460,,
,제이원전자,2010-07-08,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,게임배급업,25,,2010-07-08 17:16:12,,2003-02-06,,서울특별시 영등포구 당산동*가 **-* 영등포유통상가 *층 다열*호,CDFF2241082003000014,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가 *층 다열*호)",,03,폐업,,,,,,
,에스엠케이,2014-07-02,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,,,,2014-07-03 17:50:31,,2004-12-22,150-723,서울특별시 영등포구 당산동*가 **-* 영등포유통상가*층마열**호,CDFF2241082004000011,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가*층마열**호)",,03,폐업,,,,,,
,(주)안다야,2024-10-02,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,게임물,,,2024-10-02 17:03:04,,2004-05-25,150-723,서울특별시 영등포구 당산동*가 **-* 영등포유통상가*층라열 **호,CDFF2241082004000016,3180000,,"서울특별시 영등포구 영등포로 ***,  **호 (당산동*가,영등포유통상가*층라열)",,03,폐업,,,,26370586,,
,(주)엔에프더블유,2017-11-15,190866.605827116,446211.615914248,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,게임물,,,2017-11-17 10:27:53,,2004-08-26,150-990,서울특별시 영등포구 문래동*가 **-* 메가트리움 ***동 ****호,CDFF2241082004000019,3180000,,"서울특별시 영등포구 문래로**길 *, ***동 ****호 (문래동*가,메가트리움)",,03,폐업,,,,02-3141-3298,,
,주식회사 아이엠에스코리아,2022-05-17,193282.654266684,447611.552045596,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,소프트웨어,50,,2022-05-17 10:33:52,,2004-07-21,,서울특별시 영등포구 여의도동 **-** 한서리버파크,CDFF2241082004000021,3180000,,"서울특별시 영등포구 여의서로 **, 한서리버파크 ****호 (여의도동)",07239,03,폐업,,,,,,
,월드게임인클럽,2006-08-21,,,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,게임물,,,2006-08-21 13:28:10,,2005-05-02,150-723,서울특별시 영등포구 당산동*가 ***-* 영등포유통상가*층마열***호,CDFF2241082005000003,3180000,,,,03,폐업,,,,,,
,삼텍,2019-06-18,190555.768991595,446698.814322782,유통관련업,게임물제작업,2026-04-28 22:33:00,I,03,폐업,,,,2019-06-18 19:57:15,,2005-04-14,150-723,서울특별시 영등포구 당산동*가 **-* 영등포유통상가*층가열**-*호,CDFF2241082005000007,3180000,,"서울특별시 영등포구 영등포로 ***  (당산동*가,영등포유통상가*층가열**-*호)",,03,폐업,,,,26768980,,
