사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
양회섭내과의원,1059602626,,,2026-04-21,193015.548461056,450448.445879387,2026-04-28 03:03:03,U,2,폐업,,,기타수질오염원관리,2026-04-27 13:09:56,1998-07-27,,서울특별시 마포구 동교동 161-3,313000025199800164,3130000,,,,서울특별시 마포구 동교로 178 (동교동),,,03,폐업,,,02-334-0363,
(주)참존서비스,2158621386,,,2025-12-31,211073.92,444012.755,2026-04-28 03:03:03,U,2,폐업,,,기타수질오염원관리,2026-04-27 09:52:01,2005-12-07,138-809,서울특별시 송파구 가락동 155-5,323000025199400038,3230000,,,,서울특별시 송파구 중대로 182 (가락동),,,03,폐업,,,02-400-2834,
서울교통공사(고덕차량사업소),6988700598,,,,214787.194258691,451689.513375361,2026-04-28 22:33:02,I,11,영업,,,기타수질오염원관리,2017-06-13 15:08:43,1994-01-14,,서울특별시 강동구 강일동 275,324000025199400012,3240000,,,,서울특별시 강동구 아리수로87길 32 (강일동),,,01,영업/정상,,,63113113,
동심자동차 주식회사,2128185993,,,,211400.106949987,447146.274997844,2026-04-28 22:32:59,I,11,영업,,,기타수질오염원관리,2015-06-08 15:16:12,1998-01-05,134-884,서울특별시 강동구 성내동 435-3,324000025199800017,3240000,,,,서울특별시 강동구 성내로 92 (성내동),,,01,영업/정상,,,02-487-4191,
동진외과의원,2129026109,,,,211912.282694478,447248.126116539,2026-04-28 22:32:58,I,11,영업,,,기타수질오염원관리,2015-06-08 17:40:39,1998-10-16,134-890,서울특별시 강동구 성내동 428-5,324000025199800079,3240000,,,,"서울특별시 강동구 양재대로 1355, 209호 (성내동, 오스카상사)",,,01,영업/정상,,,,
세종사진관,2120372210,,,,211212.517685526,449732.261662885,2026-04-28 22:32:58,I,11,영업,,,기타수질오염원관리,2015-06-08 17:43:51,1998-10-14,,서울특별시 강동구 천호동 287,324000025199800085,3240000,,,,서울특별시 강동구 올림픽로 770 (천호동),,,01,영업/정상,,,,
혜성내과의원,2129615657,,,,211156.236784946,448427.428814554,2026-04-28 22:32:58,I,11,영업,,,기타수질오염원관리,2015-06-10 14:39:47,1998-10-08,134-864,서울특별시 강동구 천호동 453-18,324000025199800096,3240000,,,,서울특별시 강동구 천호대로157길 6 (천호동),,,01,영업/정상,,,,
김경원내과의원,2129608608,,,,212646.173191205,450131.624916831,2026-04-28 22:32:59,I,11,영업,,,기타수질오염원관리,2022-12-30 13:35:12,1998-09-18,,서울특별시 강동구 명일동 306-5,324000025199800117,3240000,,,,서울특별시 강동구 양재대로 1655 (명일동),,,01,영업/정상,,,02-3426-1172,
강동종합서비스 기아오토큐,2122186853,,,,211111.43921452,447304.11022959,2026-04-28 22:32:58,I,11,영업,,,기타수질오염원관리,2020-12-29 18:07:59,1999-11-15,,서울특별시 강동구 성내동 548-2,324000025199900026,3240000,,,,서울특별시 강동구 성내로 60 (성내동),,,01,영업/정상,,,,
스타포토,2120984718,,,,213672.65981884,450127.038119298,2026-04-28 22:33:02,I,11,영업,,,기타수질오염원관리,2015-06-08 15:50:33,2000-11-16,134-825,서울특별시 강동구 명일동 47-17,324000025200000022,3240000,,,,서울특별시 강동구 동남로75길 13-21 (명일동),,,01,영업/정상,,,,
강동동물병원,2121521617,,,,212473.830136984,448911.588914238,2026-04-28 22:32:59,I,11,영업,,,기타수질오염원관리,2018-11-02 10:31:59,1999-04-26,134-811,서울특별시 강동구 길동 336-4,324000025200000059,3240000,,,,서울특별시 강동구 양재대로 1532 (길동),,,01,영업/정상,,,02-472-7343,
다래동물병원,2120985546,,,,211723.368575566,449296.322354931,2026-04-28 22:33:01,I,11,영업,,,기타수질오염원관리,2020-03-30 18:02:40,2001-04-24,,서울특별시 강동구 천호동 294-23,324000025200100143,3240000,,,,서울특별시 강동구 구천면로 289 (천호동),,,01,영업/정상,,,,
카메라사랑,2120161252,,,,211279.030241561,448548.819716671,2026-04-28 22:32:59,I,11,영업,,,기타수질오염원관리,2026-03-11 15:19:12,2001-06-11,,서울특별시 강동구 천호동 410-100,324000025200100148,3240000,,,,"서울특별시 강동구 진황도로 14, 104동 3층 318호 (천호동)",05335,,01,영업/정상,,,02-470-4774,
강민모내과의원,2129059842,,,,211708.752869137,449271.065092698,2026-04-28 22:33:02,I,11,영업,,,기타수질오염원관리,2020-03-30 19:15:46,2001-09-10,134-867,서울특별시 강동구 천호동 294-25,324000025200100156,3240000,환자진료,,,서울특별시 강동구 구천면로 287 (천호동),,,01,영업/정상,,,02-475-8875,
강동연세이비인후과의원,2129075819,,,,212286.238530692,448434.305272452,2026-04-28 22:33:00,I,11,영업,,,기타수질오염원관리,2020-01-17 09:57:28,2002-11-04,,서울특별시 강동구 길동 378-11,324000025200200185,3240000,,,,"서울특별시 강동구 양재대로 1479, 3층 (길동, MS프라자)",,,01,영업/정상,,,02-484-7585,
(주)서울승합,2128174201,,,,215282.910805865,451268.583297897,2026-04-28 22:33:01,I,11,영업,,,기타수질오염원관리,2015-06-08 15:37:27,2003-01-13,134-100,서울특별시 강동구 강일동 565,324000025200300001,3240000,,,,서울특별시 강동구 아리수로 426 (강일동),,,01,영업/정상,,,02-429-3108,
(주)남영자동차검사소,2128610503,,,,211591.880596582,450258.362676103,2026-04-28 22:33:01,I,11,영업,,,기타수질오염원관리,2021-08-06 13:58:16,2003-01-15,,서울특별시 강동구 암사동 459,324000025200300002,3240000,,,,서울특별시 강동구 고덕로 62 (암사동),,,01,영업/정상,,,02-442-1054,
연세내과,2129025871,,,,212597.785244413,449625.306070748,2026-04-28 22:33:02,I,4,폐쇄,,,기타수질오염원관리,2015-06-08 17:37:33,2003-07-10,,서울특별시 강동구 천호동 25-15,324000025200300075,3240000,,,,"서울특별시 강동구 양재대로 1603, 4층 (천호동, 현대빌딩)",,,04,취소/말소/만료/정지/중지,,,,
