건물지상층수,건물소유구분명,건물지하층수,사업장명,욕실수,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,발한실여부,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
25,임대,4,성원상떼빌사우나,2,공동탕업+찜질시설서비스영업,2020-08-25,,,,191691.678396263,442818.113681285,2026-04-28 22:30:20,I,02,폐업,,2020-08-25 15:59:18,2008-04-02,"1,625.09",156-759,서울특별시 동작구 신대방동 719 동작상떼빌 105동 지층101호,N,,3190000-202-2008-00001,3190000,"서울특별시 동작구 신대방1가길 38, 105동 지층101호 (신대방동,동작상떼빌)",07072,03,폐업,공동탕업+찜질시설서비스영업,Y,02-849-7780,,1,,1
,,,성대목욕탕,,공동탕업+찜질시설서비스영업,,,,,193793.826631141,444076.328638407,2026-04-28 22:30:20,I,01,영업,,2022-05-24 14:43:53,1986-12-11,468.74,156-030,서울특별시 동작구 상도동 322-22,N,,3190000-202-1986-00179,3190000,서울특별시 동작구 국사봉1길 38 (상도동),07042,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-0812-7360,,,,
0,,0,대신탕,0,공동탕업,,,,,197969.46996173,441785.829300489,2026-04-28 22:30:20,I,01,영업,,2022-03-18 09:43:18,1995-09-23,645.88,156-826,서울특별시 동작구 사당동 1037-4,N,,3190000-202-1995-00146,3190000,서울특별시 동작구 사당로26길 124 (사당동),07016,01,영업/정상,공동탕업,N,02-582-5334,0,0,0,0
0,,0,약수목욕탕,0,공동탕업,,,,,194987.379628706,443961.417614114,2026-04-28 22:30:20,I,01,영업,,2021-12-13 10:28:36,1998-05-11,387.66,156-841,서울특별시 동작구 상도동 210-32,N,,3190000-202-1998-00149,3190000,서울특별시 동작구 양녕로26길 16 (상도동),07037,01,영업/정상,공동탕업,N,02-822-3970,0,0,0,0
0,,0,대종목욕탕,0,공동탕업,,,,,193333.327454456,443949.726296945,2026-04-28 22:30:20,I,01,영업,,2024-11-11 09:52:05,2000-11-24,451.97,156-848,서울특별시 동작구 신대방동 358-3,N,,3190000-202-2000-00226,3190000,서울특별시 동작구 여의대방로22길 98 (신대방동),07059,01,영업/정상,공동탕업,N,02-821-7111,0,1,0,1
0,,0,광성사우나,0,공동탕업,,,,,198136.990789237,442771.558805837,2026-04-28 22:30:20,I,01,영업,,2022-05-11 16:13:44,2000-12-11,593.52,156-816,서울특별시 동작구 사당동 141-177,N,,3190000-202-2000-00228,3190000,서울특별시 동작구 사당로29가길 47 (사당동),07007,01,영업/정상,공동탕업,N,02-591-1453,0,3,0,4
0,,0,백두산사우나,0,공동탕업+찜질시설서비스영업,,,,,197545.985381694,442685.886949892,2026-04-28 22:30:20,I,01,영업,,2020-01-14 09:30:29,2002-04-17,"1,500.00",156-818,서울특별시 동작구 사당동 169-8,N,,3190000-202-2002-00001,3190000,서울특별시 동작구 사당로17길 52 (사당동),07005,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-595-8245,0,0,0,0
5,임대,4,업투프리미엄대방역 사우나 휘트니스,2,공동탕업,,,,,193273.484014052,445011.250115029,2026-04-28 22:30:20,I,01,영업,,2024-12-17 10:54:41,2003-08-02,508.50,156-761,서울특별시 동작구 대방동 501 대림아파트(상가동),N,,3190000-202-2003-00001,3190000,"서울특별시 동작구 여의대방로 250, 대림아파트(상가동) 지하2층 201호 (대방동)",06943,01,영업/정상,공동탕업,N,02-812-2161,0,1,0,2
5,임대,1,버핏그라운드 상도 사우나,2,공동탕업,,,,,194908.598853306,444754.614994668,2026-04-28 22:30:20,I,01,영업,,2025-10-20 15:41:13,2004-07-12,100.00,156-831,서울특별시 동작구 상도동 27-27 재웅빌딩,N,,3190000-202-2004-00001,3190000,"서울특별시 동작구 상도로 222, 재웅빌딩 4층 (상도동)",06964,01,영업/정상,공동탕업,Y,02-3280-0055,3,0,5,0
4,임대,3,장성그랜드사우나,2,공동탕업+찜질시설서비스영업,,,,,194587.64831966,445069.910015179,2026-04-28 22:30:20,I,01,영업,,2020-09-18 14:22:17,2004-08-04,"3,268.83",156-806,서울특별시 동작구 노량진동 312-6,N,,3190000-202-2004-00002,3190000,서울특별시 동작구 장승배기로 113 (노량진동),06936,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-812-3005,0,1,0,2
