사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
서울기능장애인협회구로구지부,2026-01-22,법인,190886.659365908,442136.339828336,2026-04-28 22:30:36,I,40,폐업,2026-01-22 17:14:42,2002-07-29,,"서울특별시 구로구 구로3동 1129번지 6호 ,7호",2002316011714500032,3160000,"서울특별시 구로구 디지털로32가길 50 (구로동,,7호)",,03,폐업,무료,02-868-0435
(주) 지식솔루션그룹,2026-01-20,법인,190479.902194476,442751.419539641,2026-04-28 22:30:37,I,40,폐업,2026-01-27 13:17:06,2017-12-28,,서울특별시 구로구 구로동 197-10 이앤씨벤처드림타워2차,2017316016014500032,3160000,"서울특별시 구로구 디지털로33길 55, 이앤씨벤처드림타워2차 1002호 (구로동)",08376,03,폐업,무료,070-7695-9920
국민건강보험동우회사회적협동조합,2026-01-09,법인,187898.058429039,443980.785968604,2026-04-28 22:30:37,I,50,타시군구이관,2026-01-09 09:56:40,2023-08-28,,,2023316016014500016,3160000,"서울특별시 구로구 경인로 401, 국민건강보험공단구로지사 3층 (고척동)",08227,05,제외/삭제/전출,무료,02-2066-7241
사)한국자활후견기관서울지부무료직업소개소,,법인,,,2026-04-28 22:30:36,I,40,폐업,2006-01-18 18:06:52,2004-08-09,,서울특별시 영등포구 신길동 2011호 18통 10반,2004316009311200001,3160000,서울특별시 영등포구 가마산로80가길 26 (신길동),,03,폐업,무료,
구로노인종합복지관,,법인,190257.86004262,444789.196062631,2026-04-28 22:30:36,I,20,영업중,2025-11-17 16:16:23,1997-06-21,,서울특별시 구로구 구로5동 25번지 1호,1997316011714500011,3160000,서울특별시 구로구 새말로16길 7 (구로동),,01,영업/정상,무료,02-837-9595
에덴장애인,,법인,185894.017898958,444344.323581915,2026-04-28 22:30:36,I,20,영업중,2024-10-04 17:17:24,2000-03-10,152-802,서울특별시 구로구 개봉1동 50번지 8호,2000316011714500017,3160000,서울특별시 구로구 고척로21가길 84-35 (개봉동),,01,영업/정상,무료,02-2611-1711
구로여성인력개발센터,,법인,,,2026-04-28 22:30:36,I,20,영업중,2024-08-09 15:53:41,2007-03-28,,서울특별시 양천구 신정동 호 목동신시가지 1109 605,2007316011711200002,3160000,,,01,영업/정상,무료,
장애인직업상담센터,,법인,185229.418822185,443591.54199906,2026-04-28 22:30:36,I,20,영업중,2016-01-06 17:13:45,2003-08-26,,서울특별시 구로구 궁동 189번지 40호,2008316011714500010,3160000,"서울특별시 구로구 부일로17길 17-16, 1층 (궁동)",08255,01,영업/정상,무료,02-846-4033
(사)벤처기업협회,,법인,190671.436719919,442219.137493629,2026-04-28 22:30:36,I,20,영업중,2025-07-28 15:25:58,2012-05-08,,서울특별시 구로구 구로3동 222번지 12호 마리오타워 8층,2012316016014500022,3160000,"서울특별시 구로구 디지털로30길 28, 8층 (구로동)",,01,영업/정상,무료,02-890-0613
사랑의복지회,,법인,189926.370119161,444620.223838015,2026-04-28 22:30:36,I,20,영업중,2014-05-26 15:36:47,2012-11-15,152-050,서울특별시 구로구 구로동 산 1번지 4호,2012316016014500037,3160000,서울특별시 구로구 새말로 58 (구로동),,01,영업/정상,무료,02-830-1287
