사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
연분홍,종합몰,,190802.579774089,456073.718890121,2026-05-22 03:03:03,U,01,정상영업,2026-05-21 11:29:13,,2025-08-26,,경기도 고양시 덕양구 향동동 *** 고양향동엘에이치*단지,2025395005230202045,인터넷,3940000,"경기도 고양시 덕양구 향기*로 **, ***동 ****호 (향동동, 고양향동엘에이치*단지)",10546,,01,영업/정상,,,
주식회사 엘에이프로젝트,의류/패션/잡화/뷰티,2026-05-21,205085.101333551,449497.282822487,2026-05-22 03:03:03,U,05,타시군구이관,2026-05-21 09:01:44,,2018-03-27,,서울특별시 성동구 성수동*가 ***-* EM타워,2024303010330201254,인터넷,3030000,"서울특별시 성동구 성수이로 ***, EM타워 *층 (성수동*가)",04796,,05,제외/삭제/전출,,,02-790-6707
주식회사 더이엔,가전,,186501.233192961,451485.251875922,2026-05-22 03:03:03,U,01,정상영업,2026-05-21 09:16:44,,2013-09-27,,서울특별시 강서구 가양동 **** 강서한강자이타워,2013315014530200853,인터넷,3150000,"서울특별시 강서구 양천로 ***, 강서한강자이타워 B동 ****호 (가양동)",07528,,01,영업/정상,,,02-2668-9487
낮은마음,종합몰,,185529.95344918,443889.833011274,2026-05-22 03:03:03,U,01,정상영업,2026-05-21 11:16:55,,2012-09-25,,서울특별시 구로구 오류동 *-**,2012316015930201024,인터넷,3160000,서울특별시 구로구 고척로*길 **-* (오류동),08254,,01,영업/정상,,,
더에스(THE S),종합몰 의류/패션/잡화/뷰티,2026-05-21,211602.847060531,442031.665059656,2026-05-22 03:03:03,U,05,타시군구이관,2026-05-21 09:48:37,,2021-11-26,,서울특별시 송파구 장지동 *** 송파파인타운*단지 ***동 ***호,2024323029130200551,인터넷,3230000,"서울특별시 송파구 충민로*길 **, ***동 ***호 (장지동, 송파파인타운*단지)",05812,,05,제외/삭제/전출,,,
도담약국,건강/식품,2026-05-22,205967.925250112,421662.907131847,2026-05-22 03:03:03,U,03,폐업처리,2026-05-21 15:28:28,,2023-03-15,,경기도 용인시 수지구 상현동 ****-* 더블유스퀘어광교,2023564001830200742,인터넷,4050000,"경기도 용인시 수지구 광교중앙로***번길 *, 더블유스퀘어광교 ***호 (상현동)",16944,,03,폐업,,,
센게이지러닝코리아 (주),교육/도서/완구/오락,,190144.143203955,452658.525902179,2026-05-22 03:03:03,U,01,정상영업,2026-05-21 09:33:26,,2019-04-26,,서울특별시 마포구 상암동 ****,2019313020130201113,인터넷,3130000,"서울특별시 마포구 상암산로 **, *층 일부 (상암동)",03909,,01,영업/정상,,,02-330-7000
주식회사 에토르,종합몰 의류/패션/잡화/뷰티 기타,2026-05-21,201236.031514508,451872.409388295,2026-05-22 03:03:03,U,05,타시군구이관,2026-05-21 15:38:45,,2023-06-16,,서울특별시 중구 신당동 ***-* 디오트,2023301020530201071,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",3010000,"서울특별시 중구 다산로 ***, 디오트 지하*층 아이-**호 (신당동)",04568,,05,제외/삭제/전출,,,
우아 토퍼&풍선,기타,,184533.237750233,411829.933196085,2026-05-22 03:03:03,U,01,정상영업,2026-05-21 15:00:53,,2020-02-14,,경기도 화성시 만세구 남양읍 남양리 ****-* ***호,2020553029330200028,인터넷,5530000,"경기도 화성시 만세구 남양읍 남양중앙로 ***-**, ***호",18267,,01,영업/정상,,,
블루망고C,종합몰,2026-05-21,210314.39,462650.455,2026-05-22 03:03:03,U,03,폐업처리,2026-05-21 15:03:25,,2025-08-02,,경기도 남양주시 별내동 ***-*,2025399033630201455,인터넷,3990000,"경기도 남양주시 별내*로 ***, ***호 (별내동)",12097,,03,폐업,,,
