사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
까사벨위드블랙벨라,종합몰 교육/도서/완구/오락 가구/수납용품 의류/패션/잡화/뷰티 레져/여행/공연,,206721.740728519,391260.677717711,2026-04-25 03:03:03,U,01,정상영업,2026-04-24 10:07:09,,2025-02-26,,경기도 평택시 지제동 * 지제역 더샵 센트럴시티,2025391041830200253,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",3910000,"경기도 평택시 지제동삭*로 **, ***동 근생*호 (지제동, 지제역 더샵 센트럴시티)",17840,,01,영업/정상,,,
재고(JEGO),의류/패션/잡화/뷰티,2026-04-24,268935.963081769,489135.999377953,2026-04-25 03:03:03,U,05,타시군구이관,2026-04-24 15:14:39,,2025-10-16,,강원특별자치도 춘천시 동면 감정리 ***,2025418108130200700,인터넷,4181000,강원특별자치도 춘천시 동면 연산골길 **,24212,,05,제외/삭제/전출,,,
청춘창업 창창 사회적협동조합,교육/도서/완구/오락,2026-04-24,185803.926122085,442541.199628082,2026-04-25 03:03:03,U,05,타시군구이관,2026-04-24 13:30:59,,2019-08-13,,서울특별시 구로구 천왕동 ***-*,2021316015930201083,인터넷,3160000,"서울특별시 구로구 오리로 지하****, 사회적경제빌리지 (천왕동)",08350,,05,제외/삭제/전출,,,070-4694-7274
강원레저개발,레져/여행/공연,,289532.794553523,432868.772965037,2026-04-25 03:03:03,U,01,정상영업,2026-04-24 13:06:48,,2020-03-17,,강원특별자치도 원주시 소초면 수암리 ***번지,2020419024130200243,인터넷,4191000,"강원특별자치도 원주시 소초면 바우실길 ***, *층",26308,,01,영업/정상,,,033-744-4000
선아,종합몰,2026-04-22,206971.813221479,447804.061587462,2026-04-25 03:03:03,U,03,폐업처리,2026-04-24 15:15:07,,2018-12-06,,서울특별시 광진구 자양동 ***번지 **호,2018304019030201299,인터넷,3040000,서울특별시 광진구 자양로**길 *** (자양동),05063,,03,폐업,,,
픽케이스,의류/패션/잡화/뷰티 기타,,202526.688428532,419821.938193899,2026-04-25 03:03:03,U,01,정상영업,2026-04-24 13:54:39,,2025-10-14,,경기도 수원시 팔달구 지동 ***-**,2025377004130200859,인터넷,3740000,"경기도 수원시 팔달구 팔달문로***번길 **, *층 *호 (지동)",16249,,01,영업/정상,,,
소소85,종합몰,2026-04-24,190586.446794285,447197.182253827,2026-04-25 03:03:03,U,03,폐업처리,2026-04-24 09:23:57,,2025-10-14,,서울특별시 영등포구 당산동*가 ***-** 태성빌딩,2025318025430202300,인터넷,3180000,"서울특별시 영등포구 당산로**길 **, 태성빌딩 제비층 A***호 (당산동*가)",07256,,03,폐업,,,
쇼핑톡톡톡,종합몰,2026-04-24,243274.929406819,443226.923588779,2026-04-25 03:03:03,U,03,폐업처리,2026-04-24 10:08:47,,2025-09-16,,경기도 양평군 양평읍 양근리 ***-*,2025417023230202587,인터넷,4170000,"경기도 양평군 양평읍 양평시장길**번길 *, 제***상가동 *층 ***호 D***(폴리프라자Ⅱ)",12556,,03,폐업,,,
베르딕 다이닝 펍,종합몰,,193999.840415079,446201.591130575,2026-04-25 03:03:03,U,01,정상영업,2026-04-24 10:51:13,,2024-04-15,,서울특별시 영등포구 여의도동 **-* 영창빌딩,2024318025430201155,인터넷,3180000,"서울특별시 영등포구 여의대방로**길 **, 영창빌딩 지하*층 ***호 (여의도동)",07343,,01,영업/정상,,,
몬캐리어,레져/여행/공연 자동차/자동차용품,2026-04-26,222931.11732872,434747.087696055,2026-04-25 03:03:03,U,03,폐업처리,2026-04-24 17:18:38,,2020-02-11,,경기도 광주시 송정동 **번지 **호 충일빌딩,2020554025030200265,인터넷,5540000,"경기도 광주시 광주대로 **, 충일빌딩 *층 (송정동)",12743,,03,폐업,,,
(주) 소노스테이션,종합몰,,260030.280736472,460691.714032464,2026-04-25 03:03:03,U,01,정상영업,2026-04-24 11:33:12,,2010-12-21,,강원특별자치도 홍천군 서면 팔봉리 ****-* 대명비발디파크,2021425017230200047,인터넷,4251000,"강원특별자치도 홍천군 서면 한치골길 ***, 대명비발디파크",25102,,01,영업/정상,,,1588-8511
주식회사 엔엠씨컴퍼니,종합몰,,185292.76664368,450863.026923918,2026-04-25 03:03:03,U,01,정상영업,2026-04-24 10:52:05,,2018-02-06,,서울특별시 강서구 마곡동 ***-* 퀸즈파크텐,2019315020030202351,인터넷,3150000,"서울특별시 강서구 마곡중앙*로 **, 퀸즈파크텐 ****,****호 (마곡동)",07803,,01,영업/정상,,,02-856-0505
