사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
와우리인력,,개인,197666.428720762,413254.156986129,2026-05-23 03:03:03,U,20,영업중,2026-05-22 10:35:56,2022-12-29,,경기도 화성시 효행구 봉담읍 와우리 152-1,2022553038814500034,5530000,경기도 화성시 효행구 봉담읍 와우안길 114,18298,01,영업/정상,유료,
(주)에이치알넷원,,법인,198620.934275413,451681.95803574,2026-05-23 03:03:03,U,20,영업중,2026-05-22 09:28:42,2011-11-17,,서울특별시 중구 수하동 67번지 미래에셋 센터원(Mirae Asset CENTER1),2011301012114500006,3010000,"서울특별시 중구 을지로5길 26, 미래에셋 센터원(Mirae Asset CENTER1) 동관 22층 (수하동)",04539,01,영업/정상,유료,02-6030-8100
리크루트퍼스트코리아 주식회사,,법인,198516.189192966,451641.738076021,2026-05-23 03:03:03,U,20,영업중,2026-05-22 09:16:14,2023-08-01,,서울특별시 중구 수하동 66 FERRUM TOWER,2024301020214500003,3010000,"서울특별시 중구 을지로5길 19, FERRUM TOWER 23층 S23006호 (수하동)",04539,01,영업/정상,유료,02-6030-8106
(주)제이민코퍼레이션,,법인,193732.392169737,446552.169673195,2026-05-23 03:03:03,U,20,영업중,2026-05-22 10:05:19,2023-12-06,,서울특별시 영등포구 여의도동 44-1 대영빌딩,2023318025614500037,3180000,"서울특별시 영등포구 국제금융로8길 11, 대영빌딩 1162호 (여의도동)",07333,01,영업/정상,유료,02-784-7300
형제직업소개소,,개인,190700.401431879,443442.773700933,2026-05-23 03:03:03,U,20,영업중,2026-05-22 10:04:48,2024-04-22,,서울특별시 영등포구 대림동 1052-27,2024318025614500018,3180000,"서울특별시 영등포구 도림로31길 8-10, 지하1층 (대림동)",07415,01,영업/정상,유료,
(주)케이비제이엔씨,,법인,189935.082022394,442651.002603979,2026-05-23 03:03:03,U,20,영업중,2026-05-22 10:56:31,2012-01-10,,서울특별시 구로구 구로4동 803번지 3호 2층,2012316016014500001,3160000,"서울특별시 구로구 도림로 13, 2층 (구로동)",,01,영업/정상,유료,02-865-1604
동원직업소개소,,개인,190538.764840124,443227.47143394,2026-05-23 03:03:03,U,20,영업중,2026-05-22 11:09:54,2015-05-21,,서울특별시 구로구 구로동 148번지 8호,2016316016014500009,3160000,서울특별시 구로구 도림로 97 (구로동),08305,01,영업/정상,유료,
유진인력,2026-05-22,개인,189875.531394769,442414.993677742,2026-05-23 03:03:03,U,50,타시군구이관,2026-05-22 15:36:26,2023-05-24,,서울특별시 구로구 가리봉동 88-18,2024316016014500005,3160000,"서울특별시 구로구 구로동로 25, 1층 (가리봉동)",08322,05,제외/삭제/전출,유료,
(주)커리어앤스카우트,,법인,193417.080225033,446590.467085199,2026-05-23 03:03:03,U,20,영업중,2026-05-22 10:01:52,2015-11-30,,서울특별시 영등포구 여의도동 35번지 4호 한국화재보험협회,2015318019714500047,3180000,"서울특별시 영등포구 국제금융로6길 38, 15층 (여의도동, 한국화재보험협회)",07328,01,영업/정상,유료,
(주)토닥케어,,법인,202657.439849745,446533.76011649,2026-05-23 03:03:03,U,20,영업중,2026-05-22 16:39:51,2022-07-15,,서울특별시 강남구 신사동 588-19 동남빌딩,2025322025014500015,3220000,"서울특별시 강남구 도산대로 221, 동남빌딩 4층 402호 (신사동)",06026,01,영업/정상,유료,02-3015-7250
(주)트리니티씨앤티,2026-05-22,법인,203197.186869882,442273.214034274,2026-05-23 03:03:03,U,50,타시군구이관,2026-05-22 13:20:44,2016-05-27,,서울특별시 서초구 양재동 14번지 21호 브이타워 6층,2016321015514500015,3210000,"서울특별시 서초구 남부순환로350길 54, 6층 (양재동, V TOWER)",06743,05,제외/삭제/전출,유료,02-6287-5240
(주)이음길에이치알,,법인,204539.735,444852.685,2026-05-23 03:03:03,U,20,영업중,2026-05-22 16:04:08,2020-03-02,,서울특별시 강남구 삼성동 142번지 43호 강남파이낸스플라자,2020322023714500008,3220000,"서울특별시 강남구 테헤란로 419, 강남파이낸스플라자 14층 (삼성동)",06160,01,영업/정상,유료,02-6229-2231
(주)크레버스,,법인,198492.067170692,443896.378107249,2026-05-23 03:03:03,U,20,영업중,2026-05-22 13:59:41,2007-04-10,,서울특별시 서초구 방배동 753-2 CMS M,2024321019514500014,3210000,"서울특별시 서초구 동작대로 234, CMS M 8층 (방배동)",06551,01,영업/정상,유료,
