영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,세븐일레븐 가정루원시티점,,171184.721846668,446582.037529767,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 15:27:31,2025-10-01,,404-803,인천광역시 서구 가정동 ***-**,N,,3560000-134-2025-00371,,3560000,"인천광역시 서구 가정로***번길 **-*, *층 일부호 (가정동)",22777,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 역삼만남점,,202744.338282446,443711.459251234,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 17:28:45,2025-11-24,3.30,135-935,서울특별시 강남구 역삼동 ***-**,N,,3220000-134-2025-00559,,3220000,"서울특별시 강남구 테헤란로*길 **, 지상*층 (역삼동)",06240,01,영업/정상,영업장판매,1577-0711,,,
,자가,세븐일레븐 논현보람점,,202740.203405845,445898.026684167,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 14:42:11,2025-11-24,3.30,135-818,서울특별시 강남구 논현동 **-*,N,,3220000-134-2025-00558,,3220000,"서울특별시 강남구 논현로***길 **, 지상*층 ***호 (논현동)",06052,01,영업/정상,영업장판매,1577-0711,,,
,,세븐일레븐 역곡남부점,,183356.243581618,442406.980926252,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 16:10:05,2023-03-16,,,경기도 부천시 소사구 괴안동 ***-*,N,,3860000-134-2023-00151,,3860000,"경기도 부천시 소사구 부광로 **, *층 일부호 (괴안동)",14681,01,영업/정상,영업장판매,02-3284-8112,,,
,자가,주식회사 피싱트리,2026-05-22,197000.161505446,452490.077086469,2026-05-23 03:03:03,U,02,폐업,0,,,,,,,,,2026-05-22 16:00:07,2018-07-04,221.48,110-054,서울특별시 종로구 사직동 ***-** B***호,N,,3000000-134-2018-00034,,3000000,"서울특별시 종로구 사직로 **, B***호 (사직동)",03028,03,폐업,전자상거래(통신판매업),02-3444-6742,,,
,자가,세븐일레븐 논현14호점,,202197.721059247,446152.916710472,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 14:41:52,2020-06-26,3.30,135-812,서울특별시 강남구 논현동 **-* 동보빌딩,N,,3220000-134-2020-00369,,3220000,"서울특별시 강남구 논현로***길 **, 동보빌딩 ***호 (논현동)",06040,01,영업/정상,영업장판매,02-3284-8112,,,
,자가,세븐일레븐 청담루나점,,204876.545,446428.95,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 14:42:49,2025-11-24,3.30,135-953,서울특별시 강남구 청담동 **-* 루나빌딩,N,,3220000-134-2025-00542,,3220000,"서울특별시 강남구 학동로 ***, 루나빌딩 지상*층 (청담동)",06072,01,영업/정상,영업장판매,02-1577-0711,,,
,자가,주식회사 아케이,2026-05-22,197620.676444642,450361.506112161,2026-05-23 03:03:03,U,02,폐업,8.78,,,,,,,,,2026-05-22 13:14:58,2025-02-14,8.78,100-714,서울특별시 중구 남대문로*가 *** 서울스퀘어,N,,3010000-134-2025-00016,,3010000,"서울특별시 중구 한강대로 ***, 서울스퀘어 **층 ***호 (남대문로*가)",04637,03,폐업,전자상거래(통신판매업),,,,
,,(주)코리아세븐 수원덕산병원점,,197651.178592515,417394.536733624,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 16:18:40,2025-11-19,,441-813,경기도 수원시 권선구 고색동 ***-*** 수원덕산병원,N,,3740000-134-2025-00711,,3740000,"경기도 수원시 권선구 서부로****번길 *, 수원덕산병원 지하*층 *호 (고색동)",,01,영업/정상,영업장판매,,,,
,,세븐일레븐수원아이파크5단지점,,202146.517771457,415228.062559021,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 15:56:36,2025-10-28,,441-390,경기도 수원시 권선구 권선동 **** 수원아이파크시티*단지,N,,3740000-134-2025-00674,,3740000,"경기도 수원시 권선구 곡선로 **, ***, ***호 (권선동, 수원아이파크시티*단지)",16666,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 논현힐탑점,,202765.41,445373.12,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 11:28:33,2025-11-24,3.30,135-826,서울특별시 강남구 논현동 ***-*,N,,3220000-134-2025-00553,,3220000,"서울특별시 강남구 논현로 ***, 지상*층 (논현동)",06117,01,영업/정상,영업장판매,1577-0711,,,
,자가,세븐일레븐신사5호점,,201874.62817252,446544.07953333,2026-05-23 03:03:03,U,01,영업,0,0,0,0,,,0,0,,2026-05-22 14:41:13,2004-06-18,3.30,135-888,서울특별시 강남구 신사동 ***-** 지상*층,N,,3220000-134-2004-00428,0,3220000,"서울특별시 강남구 강남대로***길 ** (신사동,지상*층)",06028,01,영업/정상,영업장판매,,,,
,,세븐일레븐 부천소새울역점,,181913.944460635,440838.470150977,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 16:07:50,2020-06-17,,,경기도 부천시 소사구 소사본동 ***-** 일부,N,,3860000-134-2020-00250,,3860000,"경기도 부천시 소사구 소사로 ***, 일부호 (소사본동)",14761,01,영업/정상,영업장판매,02-3284-8112,,,
,,(주)코리아세븐 세븐일레븐 부천소사중앙점,,182009.655111736,441153.039998996,2026-05-23 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-22 16:00:01,2016-02-19,,,경기도 부천시 소사구 소사본동 ***-** *층,N,,3860000-134-2016-00039,,3860000,"경기도 부천시 소사구 은성로**번길 ** (소사본동, *층)",14766,01,영업/정상,영업장판매,032-341-7205,,,
,자가,세븐일레븐 논현영동점,,202131.598937015,445363.135879482,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 11:27:22,2025-11-24,3.30,135-822,서울특별시 강남구 논현동 ***-**,N,,3220000-134-2025-00557,,3220000,"서울특별시 강남구 강남대로***길 **, 지상*층 ***호, ***호 (논현동)",06113,01,영업/정상,영업장판매,1577-0711,,,
,,세븐일레븐 신림고시촌점,,194147.629656623,440818.646959829,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 14:12:07,2016-04-06,,,,N,,3200000-134-2016-00041,,3200000,서울특별시 관악구 신림로**길 ** (신림동),08812,01,영업/정상,영업장판매,,,,
,,세븐일레븐(관악미성점),,192354.429685983,442119.985795478,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 14:09:36,2014-01-21,,151-894,서울특별시 관악구 신림동 ****-**,N,,3200000-134-2014-00018,,3200000,서울특별시 관악구 난곡로 *** (신림동),08771,01,영업/정상,영업장판매,02-869-0711,,,
,,세븐일레븐 부천소사정명고점,,179953.302340176,441497.101143122,2026-05-23 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-22 16:10:36,2022-04-11,,,경기도 부천시 소사구 심곡본동 *** *층 일부호,N,,3860000-134-2022-00205,,3860000,"경기도 부천시 소사구 심곡로 **, *층 일부호 (심곡본동)",14747,01,영업/정상,영업장판매,,,,
,자가,대학동 신림 점핑다이어트,,194305.821381612,440688.741445453,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 10:56:18,2021-05-28,10.00,151-897,서울특별시 관악구 신림동 ****-**,N,,3200000-134-2021-00129,,3200000,"서울특별시 관악구 신림로**길 **, 지하*층 (신림동)",08819,01,영업/정상,영업장판매,,,,
,임대,세븐일레븐 대치역점,,205496.329962005,443515.70221107,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 09:50:52,2015-07-23,.00,135-836,서울특별시 강남구 대치동 ***-* 대치퍼스트 지상*층 ***호,N,,3220000-134-2015-00226,,3220000,"서울특별시 강남구 삼성로 ***, 지상*층 ***호 (대치동, 대치퍼스트)",06291,01,영업/정상,영업장판매,02-3284-8129,,,
,,세븐일레븐수원탑동제일점,,197657.457521153,419011.952593467,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 16:08:32,2025-10-28,,441-440,경기도 수원시 권선구 탑동 ***-* 강서빌딩,N,,3740000-134-2025-00666,,3740000,"경기도 수원시 권선구 탑동로 **, 강서빌딩 B*층 (탑동)",16605,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 역삼코넬점,,203433.749074392,444631.055981837,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 17:59:24,2025-11-24,3.30,135-915,서울특별시 강남구 역삼동 ***-** 코넬빌딩,N,,3220000-134-2025-00543,,3220000,"서울특별시 강남구 언주로**길 **-*, 코넬빌딩 *층 (역삼동)",06139,01,영업/정상,영업장판매,02-1577-0711,,,
,,세븐일레븐 부천송내역점,,178152.296529205,442761.99173354,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 16:04:34,2020-06-17,,,경기도 부천시 소사구 송내동 ***-** 일부,N,,3860000-134-2020-00251,,3860000,"경기도 부천시 소사구 송내대로 **, 일부호 (송내동)",14720,01,영업/정상,영업장판매,02-3284-8112,,,
,자가,세븐일레븐인천석남신석점,,171244.617376588,445136.891390679,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 15:29:55,2025-09-05,3.30,404-826,인천광역시 서구 석남동 ***-**,N,,3560000-134-2025-00327,,3560000,"인천광역시 서구 신석로***번길 **, *층 일부호 (석남동)",22790,01,영업/정상,영업장판매,,,,
,,우노라,2026-05-22,175704.930517223,443747.602757893,2026-05-23 03:03:03,U,02,폐업,0,,,,,,,,,2026-05-22 11:51:27,2025-08-05,,403-817,인천광역시 부평구 부평동 ***-** 부평중앙지하상가 다동 *호,N,,3540000-134-2025-00149,,3540000,"인천광역시 부평구 시장로 지하 **, 부평중앙지하상가 다동 *호 (부평동)",21394,03,폐업,전자상거래(통신판매업),,,,
,자가,세븐일레븐 남사IC휴게소점,,211226.528666088,404662.020111878,2026-05-23 03:03:03,U,01,영업,3.3,0,0,0,,,,0,,2026-05-22 10:49:21,2025-09-12,3.30,,경기도 용인시 처인구 남사읍 통삼리 ***,N,,5620000-134-2025-00159,,4050000,"경기도 용인시 처인구 남사읍 용구대로 ***, 라동 *층 일부",17118,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 대치선릉로점,,204627.252327875,444554.773629765,2026-05-23 03:03:03,U,01,영업,6.6,0,0,0,,,,0,,2026-05-22 09:51:14,2016-06-10,6.60,135-840,서울특별시 강남구 대치동 ***-**,N,,3220000-134-2016-00141,,3220000,"서울특별시 강남구 테헤란로**길 **, *층 (대치동, 세븐일레븐 대치선릉로점)",06197,01,영업/정상,영업장판매,02-501-9035,,,
,자가,세븐일레븐 강남학동점,,203320.435255228,446661.23520822,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 10:51:17,2020-06-26,3.30,135-819,서울특별시 강남구 논현동 **-**,N,,3220000-134-2020-00367,,3220000,"서울특별시 강남구 언주로***길 **, 지상*층 (논현동)",06055,01,영업/정상,영업장판매,02-3284-8112,,,
,,세븐일레븐 관악색동점,,193670.907141541,442845.466350258,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 13:46:57,2016-03-31,,,,N,,3200000-134-2016-00038,,3200000,서울특별시 관악구 신림로**길 * (신림동),08753,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 리갈펠리스점,,202645.625680942,446834.962891702,2026-05-23 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-22 11:01:04,2025-11-24,3.30,135-895,서울특별시 강남구 신사동 *** 리갈팰리스,N,,3220000-134-2025-00580,,3220000,"서울특별시 강남구 도산대로**길 **, *층 ***호 (신사동, 리갈팰리스)",06024,01,영업/정상,영업장판매,1577-0711,,,
,자가,세븐일레븐 논현한어울림점,,202397.590563373,445307.797415121,2026-05-23 03:03:03,U,01,영업,3.3,0,0,0,,,,0,,2026-05-22 14:43:32,2025-11-24,3.30,135-824,서울특별시 강남구 논현동 ***-**,N,,3220000-134-2025-00546,,3220000,"서울특별시 강남구 학동로**길 **, *층 (논현동)",06115,01,영업/정상,영업장판매,1577-0711,,,
,,세븐일레븐 호매실한양수자인점,,195600.425167617,418073.31072479,2026-05-23 03:03:03,U,01,영업,0,,,,,,,,,2026-05-22 16:14:35,2020-06-01,,441-450,경기도 수원시 권선구 호매실동 **** 한양수자인파크원,N,,3740000-134-2020-00259,,3740000,"경기도 수원시 권선구 칠보로 ***, *층 ***호 (호매실동, 한양수자인파크원)",16401,01,영업/정상,영업장판매,,,,
