사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
(학)을지학원,2028230260,5종,종합 병원,,199213.995842161,451479.251307215,2026-05-23 03:03:03,U,11,영업,180,4,대기배출업소관리,2026-05-22 13:31:05,2015-12-23,,,301000021201500130,3010000,,,,"서울특별시 중구 을지로14길 12 (을지로3가, 을지빌딩 별관)",04550,,01,영업/정상,,,02-2275-3101,종합 병원
(주)신한은행(신한은행 백년관),2028102637,5종,국내은행,,198537.485891511,451727.142794364,2026-05-23 03:03:03,U,11,영업,250,8,대기배출업소관리,2026-05-22 13:30:58,2020-02-06,,서울특별시 중구 삼각동 117 신한은행 백년관,301000021202000001,3010000,,250,,"서울특별시 중구 남대문로10길 29, 신한은행 백년관 (삼각동)",04540,,01,영업/정상,,,,국내은행
K-파이낸스 타워,3118151693,4종,부동산업,,198266.909741809,451126.195893016,2026-05-23 03:03:03,U,11,영업,365,3,대기배출업소관리,2026-05-22 13:24:45,2020-12-03,,서울특별시 중구 남대문로2가 111-1 프리즈마111,301000021202000015,3010000,,,,"서울특별시 중구 남대문로 55, 프리즈마111 (남대문로2가)",04532,,01,영업/정상,,,,부동산업
주식회사 아이모터스랩,6698603533,5종,자동차 종합 수리업,,205289.890542936,448443.155466301,2026-05-23 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-05-22 09:22:54,2025-07-23,,서울특별시 성동구 성수동2가 243-3,303000021202500005,3030000,,300,,서울특별시 성동구 뚝섬로15길 16 (성수동2가),04786,,01,영업/정상,,,,자동차 종합 수리업
케이모터스(주),4518700553,5종,자동차 종합 수리업,,191380.168094934,438132.261946483,2026-05-23 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-05-22 15:51:42,2017-06-05,,서울특별시 금천구 시흥동 984-2,317000021201700003,3170000,,300,,"서울특별시 금천구 시흥대로 125 (시흥동, K타워)",08639,,01,영업/정상,,,,자동차 종합 수리업
(주)한국거래소 서울사옥,1078528908,4종,,,193567.523026773,446758.859822407,2026-05-23 03:03:03,U,11,영업,200,12,대기배출업소관리,2026-05-22 17:06:52,2015-12-07,,서울특별시 영등포구 여의도동 33,318000021201500028,3180000,,200,,"서울특별시 영등포구 여의나루로 76 (여의도동, 한국거래소)",07329,,01,영업/정상,,,02-3774-4294,
엘아이지디펜스앤에어로스페이스(주),2158635051,4종,그외 기타 정보 서비스업,,209781.969326761,433641.791878299,2026-05-23 03:03:03,U,11,영업,350,20,대기배출업소관리,2026-05-22 20:59:18,2015-11-10,,경기도 성남시 분당구 삼평동 702 엘아이지디펜스앤에어로스페이스(주),378000021201500012,3780000,,350,,"경기도 성남시 분당구 판교로 333, 엘아이지디펜스앤에어로스페이스(주) (삼평동)",13488,,01,영업/정상,,,031-8026-7119,그외 기타 정보 서비스업
롯데쇼핑(주)분당점,1298518109,4종,백화점,2026-05-22,210053.033510874,430715.591035213,2026-05-23 03:03:03,U,4,폐쇄,270,10,대기배출업소관리,2026-05-22 13:44:29,2020-10-08,,경기도 성남시 분당구 수내동 14,378000021202000009,3780000,,270,,경기도 성남시 분당구 황새울로200번길 45 (수내동),,,04,취소/말소/만료/정지/중지,,,031-738-2562,백화점
(주)동부,1258169398,5종,그 외 자동차용 신품 부품 제조업,,195190.560454429,394202.049080497,2026-05-23 03:03:03,U,11,영업,,,대기배출업소관리,2026-05-22 15:54:33,2025-03-26,,경기도 평택시 청북읍 현곡리 33,391000021202500022,3910000,,,,경기도 평택시 청북읍 건의길 89-76,17811,,01,영업/정상,,,031-611-4321,그 외 자동차용 신품 부품 제조업
(주)오성컴퍼니,3528603902,5종,자동차 종합 수리업,,186330.055094857,419730.764717816,2026-05-23 03:03:03,U,11,영업,300,3,대기배출업소관리,2026-05-22 14:50:50,2008-01-28,,경기도 안산시 상록구 사동 1494,393000021200800001,3930000,,300,,경기도 안산시 상록구 선진안길 53 (사동),,,01,영업/정상,,,031-407-9663,자동차 종합 수리업
한국TA,2100111284,4종,,,225171.497631125,460624.941044276,2026-05-23 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-05-22 12:00:48,2003-05-23,,경기도 남양주시 화도읍 녹촌리 289-2,399000021200300028,3990000,,300,,경기도 남양주시 화도읍 녹촌로106번길 62,,,01,영업/정상,,,031-594-1090,
한성주물,1261660989,4종,선철 주물 주조업,,219812.504232257,446290.770011951,2026-05-23 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-05-22 11:24:05,1996-06-20,,경기도 하남시 하산곡동 169-2,404000021199700001,4040000,주물,300,,경기도 하남시 검단남로26번길 33 (하산곡동),,,01,영업/정상,,,031-793-2088,선철 주물 주조업
