건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,금강실내수영장,2008-03-11,,204169.847670316,464814.717432497,수영장업,2026-04-26 22:31:14,I,03,폐업,0,2008-03-28 16:56:53,,1993-12-10,132-800,,서울특별시 도봉구 도봉동 30-1 외 51필지,,CDFH3301011993000001,3090000,사립,,,03,폐업,,,
,,명성스포츠(수영장),2018-07-27,,203048.669322526,461867.647869631,수영장업,2026-04-26 22:31:14,I,03,폐업,Y,2018-07-28 16:04:12,,1999-07-05,132-858,2,서울특별시 도봉구 쌍문동 19 4필지,,CDFH3301011999000001,3090000,사립,"서울특별시 도봉구 도당로 10 (쌍문동,4필지)",,03,폐업,,,
,,대우스포츠센터,2016-11-07,,203242.968498731,460001.081136921,수영장업,2026-04-26 22:31:14,I,03,폐업,Y,2016-11-08 08:55:54,,2015-09-08,,2,서울특별시 도봉구 창동 804,,CDFH3301012015000001,3090000,사립,"서울특별시 도봉구 덕릉로63가길 61, 3층 (창동, 창동대우아파트 상가)",01465,03,폐업,,,
,6500,에스티산업주식회사,2018-08-24,,204407.824084674,461755.961402384,수영장업,2026-04-26 22:31:14,I,03,폐업,,2018-08-27 09:18:22,,2018-07-23,,,서울특별시 도봉구 창동 1-6 창동운동장 및 문화체육센터,,CDFH3301012018000001,3090000,사립,"서울특별시 도봉구 노해로69길 132, 창동운동장 및 문화체육센터 (창동)",01412,03,폐업,,,
,15000,도봉구 야외수영장,2019-08-18,,204154.244756969,464025.980159844,수영장업,2026-04-26 22:31:14,I,03,폐업,,2019-08-26 16:19:02,,2019-07-12,,,서울특별시 도봉구 도봉동 628 성균관대학교종합운동장,,CDFH3301012019000001,3090000,사립,"서울특별시 도봉구 도봉로168길 30, 성균관대학교종합운동장 (도봉동)",01321,03,폐업,,,
,,독립문 스포츠,2007-04-10,,196259.607806599,452003.400133964,수영장업,2026-04-26 22:30:25,I,03,폐업,0,2007-05-01 13:39:30,,1997-05-02,120-768,,서울특별시 서대문구 영천동 100 삼호아파트 상가 (지층),,CDFH3301011997000001,3120000,사립,,,03,폐업,,,
,1435,연세스포츠수영장,2009-10-23,,195196.693652181,453764.706268517,수영장업,2026-04-26 22:30:25,I,03,폐업,,2015-03-26 17:07:19,,2000-12-27,120-859,,서울특별시 서대문구 홍제동 158-33 지하2층,,CDFH3301012000000001,3120000,사립,"서울특별시 서대문구 통일로 413 (홍제동,지하2층)",,03,폐업,,,
,,가좌스포렉스,2007-03-08,,191836.275479334,452295.332828958,수영장업,2026-04-26 22:30:25,I,03,폐업,0,2007-03-08 11:22:43,,2000-07-25,120-811,,서울특별시 서대문구 북가좌동 150 지층,,CDFH3301012000000002,3120000,사립,"서울특별시 서대문구 수색로 102  (북가좌동,지층)",,03,폐업,,,
,,한양스포츠센터,2006-11-06,,195259.429272709,453430.811542203,수영장업,2026-04-26 22:30:25,I,03,폐업,0,2006-11-06 18:03:08,,2002-12-30,120-853,,서울특별시 서대문구 홍제동 82 홍제한양아파트,,CDFH3301012002000001,3120000,사립,,,03,폐업,,,
,,우정스위밍센터,2015-05-11,,195196.693652181,453764.706268517,수영장업,2026-04-26 22:30:25,I,03,폐업,Y,2019-05-08 17:10:26,,2009-12-23,120-859,2,서울특별시 서대문구 홍제동 158-33 화인빌딩 2층,,CDFH3301012009000001,3120000,사립,서울특별시 서대문구 통일로 413 (홍제동),03646,03,폐업,,,03955345
,,한화여의도수영장,2005-01-28,,194037.750337785,446477.41713322,수영장업,2026-04-26 22:30:32,I,03,폐업,0,2008-06-12 10:42:33,,1989-12-20,150-889,,서울특별시 영등포구 여의도동 42-1,,CDFH3301011989000001,3180000,사립,서울특별시 영등포구 국제금융로 79  (여의도동),,03,폐업,,,
,,문래청소년수련관,2007-04-12,,190562.176986924,446302.898505865,수영장업,2026-04-26 22:30:32,I,03,폐업,0,2007-04-12 10:26:48,,1989-12-20,150-835,1,서울특별시 영등포구 문래동3가 73,,CDFH3301011989000002,3180000,사립,서울특별시 영등포구 문래로 110  (문래동3가),,03,폐업,,,26757776
,,여의도한강수영장 눈썰매장,2007-02-22,,193249.499819026,447795.437111319,수영장업,2026-04-26 22:30:32,I,03,폐업,0,2008-01-10 16:16:10,,1992-07-16,150-010,,서울특별시 영등포구 여의도동 83-6,,CDFH3301011992000001,3180000,사립,,,03,폐업,,,
,,한화개발(주),2007-10-12,,194504.656267957,446355.021491973,수영장업,2026-04-26 22:30:32,I,03,폐업,0,2007-10-11 18:00:58,,2002-09-26,150-896,,서울특별시 영등포구 여의도동 61-5 리버타워,,CDFH3301012002000001,3180000,사립,"서울특별시 영등포구 63로 36  (여의도동,리버타워)",,03,폐업,,,
,,한강시민공원 여의도수영장,2006-02-28,,193249.499819026,447795.437111319,수영장업,2026-04-26 22:30:32,I,03,폐업,0,2006-03-08 10:38:10,,2005-07-18,150-010,,서울특별시 영등포구 여의도동 83-6,,CDFH3301012005000001,3180000,사립,,,03,폐업,,,
,,여의도 4계절 테마파크,2012-06-22,,192777.796182417,447953.457950143,수영장업,2026-04-26 22:30:32,I,03,폐업,,2012-06-22 12:00:48,,2009-07-22,150-010,,서울특별시 영등포구 여의도동 82-3 한강시민공원(여의도지구),,CDFH3301012009000001,3180000,사립,,,03,폐업,,,
,,수,2023-06-02,,192777.796182417,447953.457950143,수영장업,2026-04-26 22:30:32,I,03,폐업,,2023-06-02 14:34:25,,2022-06-21,,,서울특별시 영등포구 여의도동 82-3,,CDFH3301012022000001,3180000,사립,,,03,폐업,,,
0,0,대림스포츠센타,2002-12-03,,193273.484014052,445011.250115029,수영장업,2026-04-26 22:30:10,I,03,폐업,,2003-04-18 11:54:21,,1998-03-10,156-811,0,서울특별시 동작구 대방동 501-0 대림상가B2,,CDFH3301011998000001,3190000,사립,,,03,폐업,,,
0,0,보라매수영장,1999-07-01,,,,수영장업,2026-04-26 22:30:10,I,03,폐업,,2003-04-18 11:54:21,,1999-06-22,156-849,0,서울특별시 동작구 신대방동 395-0,,CDFH3301011999000001,3190000,사립,,,03,폐업,,,
,15312,태평,2021-03-19,,198303.527071078,442742.422887932,수영장업,2026-04-26 22:30:10,I,03,폐업,Y,2021-03-19 13:58:11,,2003-02-10,156-816,3,서울특별시 동작구 사당동 136-1 6층,,CDFH3301012003000001,3190000,사립,"서울특별시 동작구 동작대로 115, 6층 (사당동)",07008,03,폐업,,,
