건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
0,0,금보금,1999-08-13,,207122.20022936,445436.345120895,무도학원업,2026-04-26 22:30:12,I,03,폐업,,2003-02-17 15:15:04,,1996-07-24,138-861,0,서울특별시 송파구 잠실동 180-4,,CDFH3301111996000001,3230000,사립,서울특별시 송파구 올림픽로12길 4-25  (잠실동),,03,폐업,,,
,,서울,2007-09-03,,206916.75835,445485.4447736,무도학원업,2026-04-26 22:30:12,I,03,폐업,0,2007-09-03 10:43:22,,1999-10-20,138-861,,서울특별시 송파구 잠실동 175-6 지하,,CDFH3301111999000001,3230000,사립,"서울특별시 송파구 올림픽로 76  (잠실동,지하)",,03,폐업,,,
0,0,잠실,2000-02-28,,207289.126106108,445416.749003705,무도학원업,2026-04-26 22:30:12,I,03,폐업,,2003-02-17 15:15:04,,1999-10-20,138-861,0,서울특별시 송파구 잠실동 183-13,,CDFH3301111999000002,3230000,사립,서울특별시 송파구 백제고분로7길 39  (잠실동),,03,폐업,,,
,,현대(2004.10.19현장확인결과 폐업),2004-10-19,,207349.397211822,445448.505164039,무도학원업,2026-04-26 22:30:12,I,03,폐업,0,2004-10-20 15:24:30,,1999-10-20,138-861,,서울특별시 송파구 잠실동 184-22,,CDFH3301111999000003,3230000,사립,서울특별시 송파구 올림픽로12길 5-17  (잠실동),,03,폐업,,,
0,0,한국볼륨,2002-09-13,,209604.527695319,445884.753213184,무도학원업,2026-04-26 22:30:12,I,03,폐업,,2003-02-17 15:15:04,,1999-10-20,138-827,0,서울특별시 송파구 방이동 36-9,,CDFH3301111999000004,3230000,사립,서울특별시 송파구 오금로11길 21  (방이동),,03,폐업,,,
,,아카데미,2004-05-13,,209639.967606296,445909.393913679,무도학원업,2026-04-26 22:30:12,I,03,폐업,0,2004-05-14 09:22:41,,1999-10-20,138-827,,서울특별시 송파구 방이동 37-8,,CDFH3301111999000005,3230000,사립,서울특별시 송파구 오금로11길 23-9  (방이동),,03,폐업,,,
0,0,송이,1999-12-07,,210658.051559152,443620.612078283,무도학원업,2026-04-26 22:30:12,I,03,폐업,,2003-02-17 15:15:04,,1999-10-20,138-803,0,서울특별시 송파구 가락동 79-7,,CDFH3301111999000006,3230000,사립,서울특별시 송파구 송파대로28길 32  (가락동),,03,폐업,,,
,,방이,2000-12-01,,209591.910117742,445864.5249267,무도학원업,2026-04-26 22:30:12,I,03,폐업,0,2004-10-18 11:08:15,,1999-10-20,138-827,,서울특별시 송파구 방이동 36-8,,CDFH3301111999000007,3230000,사립,서울특별시 송파구 올림픽로32길 13  (방이동),,03,폐업,,,
0,0,훼미리무도학원,2000-05-31,,210403.825298326,443562.753075246,무도학원업,2026-04-26 22:30:12,I,03,폐업,,2003-02-17 15:15:04,,1999-12-29,138-805,0,서울특별시 송파구 가락동 98-2,,CDFH3301111999000008,3230000,사립,서울특별시 송파구 송파대로30길 8  (가락동),,03,폐업,,,
,,잠실스포츠댄스학원,2007-06-27,,206944.177669765,445484.879944005,무도학원업,2026-04-26 22:30:12,I,03,폐업,0,2007-06-29 14:40:25,,2000-05-19,138-861,,서울특별시 송파구 잠실동 175-7 (2층),,CDFH3301112000000001,3230000,사립,"서울특별시 송파구 올림픽로 76  (잠실동,(2층))",,03,폐업,,,
,,희경무도학원,2004-07-14,,209454.477041667,445853.059490784,무도학원업,2026-04-26 22:30:12,I,03,폐업,,2009-07-13 10:53:23,,2000-11-08,138-827,,서울특별시 송파구 방이동 24-1,,CDFH3301112000000002,3230000,사립,서울특별시 송파구 오금로11길 7-12  (방이동),,03,폐업,,,
,,K&B댄스스쿨,2004-05-13,,209670.2855,446015.690500001,무도학원업,2026-04-26 22:30:12,I,03,폐업,0,2004-05-14 09:21:18,,2000-12-07,138-827,,서울특별시 송파구 방이동 35-8 두양빌딩5층,,CDFH3301112000000003,3230000,사립,"서울특별시 송파구 올림픽로 360  (방이동,두양빌딩5층)",,03,폐업,,,
,,JD스포츠,2015-02-23,,210658.051559152,443620.612078283,무도학원업,2026-04-26 22:30:12,I,03,폐업,Y,2015-02-23 17:31:38,,2001-12-11,138-803,,서울특별시 송파구 가락동 79-7 (지2층),,CDFH3301112001000001,3230000,사립,"서울특별시 송파구 송파대로28길 32 (가락동,(지2층))",,03,폐업,,,
