영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,주식회사 뽀따부티크,2025-08-19,204210.717871994,446978.498213307,2026-04-26 22:33:19,I,02,폐업,122.93,,,,,,,,,2025-08-19 12:47:48,2021-04-27,122.93,135-955,서울특별시 강남구 청담동 ***-**,N,,3220000-134-2021-00776,,3220000,"서울특별시 강남구 압구정로**길 **, *층 (청담동)",06011,03,폐업,전자상거래(통신판매업),,,,
,,비와이유통,2024-09-26,204409.705567487,443065.549521654,2026-04-26 22:33:24,I,02,폐업,0,,,,,,,,,2024-09-26 10:17:46,2022-10-04,,135-505,서울특별시 강남구 도곡동 **-* 삼성래미안아파트,N,,3220000-134-2022-00756,,3220000,"서울특별시 강남구 남부순환로 ****, ***동 ****호 (도곡동, 삼성래미안아파트)",,03,폐업,전자상거래(통신판매업),,,,
,임대,로아글로벌,2024-02-07,203125.055,446027.47,2026-04-26 22:33:26,I,02,폐업,3.3,,,,,,,,,2024-02-07 14:22:40,2023-01-17,3.30,135-821,서울특별시 강남구 논현동 ***-**,N,,3220000-134-2023-00036,,3220000,"서울특별시 강남구 언주로***길 *, 지상*층 ***호-A***호 (논현동)",06061,03,폐업,전자상거래(통신판매업),,,,
,자가,김효태(크림슨트리),2024-12-06,208937.760652081,442873.588039887,2026-04-26 22:32:56,I,02,폐업,9.9,,,,,,,,,2024-12-06 15:37:25,2019-06-27,9.90,135-539,서울특별시 강남구 수서동 *** 수서현대벤쳐빌,N,,3220000-134-2019-00256,,3220000,"서울특별시 강남구 밤고개로*길 **, 수서현대벤쳐빌 지상**층 ****호 (수서동)",06349,03,폐업,방문판매,02-3412-1701,,,
,자가,네이처스 비타민샵 현대본점,2017-10-27,202358.505687227,447232.955697694,2026-04-26 22:32:44,I,02,폐업,4,,,,,,,,,2017-10-27 15:22:49,2017-03-10,4.00,135-900,서울특별시 강남구 압구정동 ***,N,,3220000-134-2017-00085,,3220000,"서울특별시 강남구 압구정로 ***, 지하*층 (압구정동, 현대백화점본점)",06001,03,폐업,영업장판매,,,,
,,네모소프트(주),2011-02-10,205718.69983574,445123.513979139,2026-04-26 22:31:41,I,02,폐업,0,,,,,,,,,2008-11-19 12:39:07,2008-11-19,,135-502,서울특별시 강남구 대치동 ***-** 육인빌딩 *층,N,,3220000-134-2008-00212,,3220000,,,03,폐업,통신판매,02-2175-8682,,,
,자가,(주)비컨인터내셔날,2019-08-28,204767.377525939,441349.074287866,2026-04-26 22:31:17,I,02,폐업,0,0,0,0,,,0,0,,2019-08-30 14:56:26,2004-05-12,85.95,135-960,서울특별시 강남구 개포동 ****-** 세화빌딩*층,N,,3220000-134-2004-00138,0,3220000,"서울특별시 강남구 논현로*길 ** (개포동,세화빌딩*층)",06313,03,폐업,영업장판매,,,,
,임대,키즈스토어,2009-04-30,201851.18,446049.025,2026-04-26 22:31:38,I,02,폐업,0,,,,,,,,,2007-10-09 13:50:16,2007-10-09,9.90,135-811,서울특별시 강남구 논현동 *-* ***호,N,,3220000-134-2007-00245,,3220000,,,03,폐업,전자상거래(통신판매업),1688-7307,,,상수도전용
,자가,유니온엠씨(주),2023-09-22,203774.086525145,444696.577779181,2026-04-26 22:33:30,I,02,폐업,196.56,,,,,,,,,2023-09-22 11:02:29,2023-06-01,196.56,135-513,서울특별시 강남구 역삼동 ***-**,N,,3220000-134-2023-00325,,3220000,"서울특별시 강남구 언주로**길 **, *층 (역삼동)",06147,03,폐업,전자상거래(통신판매업),,,,
,,건강한생활,2011-05-20,,,2026-04-26 22:31:48,I,02,폐업,0,0,0,0,,,,0,,2010-12-16 12:32:10,2010-12-16,,135-280,서울특별시 강남구 대치동 *** 국제(아)*-***,N,,3220000-134-2010-00462,,3220000,,,03,폐업,통신판매,,,,
,자가,훼미리마트율현점,2010-01-20,210409.444142629,440903.881896451,2026-04-26 22:31:21,I,02,폐업,0,0,0,0,,,0,0,,2004-06-19 00:00:00,2004-06-18,6.60,135-210,서울특별시 강남구 율현동 ***-** 강남자동차매매시장내B동***호,N,,3220000-134-2004-00663,0,3220000,,,03,폐업,영업장판매,34125577,,,
,임대,올그린,2009-02-11,203704.926011829,446267.448200377,2026-04-26 22:31:29,I,02,폐업,0,0,0,0,,,0,0,,2008-02-01 15:11:10,2005-11-09,49.58,135-951,서울특별시 강남구 청담동 **-** 지상*층 ***호,N,,3220000-134-2005-00360,0,3220000,,,03,폐업,영업장판매,02-546-8141,,,
,자가,메디비타(주),2006-04-18,204266.153397709,444750.553922118,2026-04-26 22:31:29,I,02,폐업,0,0,0,0,,,0,0,,2005-10-25 00:00:00,2005-10-25,7.00,135-876,서울특별시 강남구 삼성동 ***-** 외환은행빌딩*층*호,N,,3220000-134-2005-00335,0,3220000,,,03,폐업,영업장판매,02-563-9465,,,
,자가,모던보이,2025-12-11,202603.662172695,446283.592620203,2026-04-26 22:33:26,I,02,폐업,56.26,,,,,,,,,2025-12-11 16:23:40,2023-01-02,56.26,135-816,서울특별시 강남구 논현동 **-* 베다니빌,N,,3220000-134-2023-00001,,3220000,"서울특별시 강남구 언주로***길 **, *층 ***호 (논현동, 베다니빌)",06049,03,폐업,전자상거래(통신판매업),,,,
,자가,훼미리마트역삼스타,2005-05-20,202971.517608056,443975.618078402,2026-04-26 22:31:22,I,02,폐업,0,0,0,0,,,0,0,,2004-06-19 00:00:00,2004-06-18,6.00,135-924,서울특별시 강남구 역삼동 ***-** 지상*층,N,,3220000-134-2004-00677,0,3220000,,,03,폐업,영업장판매,,,,
,자가,(주)셀프 서울사업본부,2017-06-28,205260.928810096,444927.069885783,2026-04-26 22:31:46,I,02,폐업,398.96,,,,,,,,,2017-06-28 11:04:55,2010-02-25,398.96,135-846,서울특별시 강남구 대치동 ***-** 세안빌딩*층,N,,3220000-134-2010-00067,,3220000,"서울특별시 강남구 테헤란로**길 ** (대치동,세안빌딩*층)",06180,03,폐업,전자상거래(통신판매업),,,,
