건축물동수,건축물연면적,사업장명,업태구분명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,장안유도장,,2007-04-10,,205456.377749262,451632.96031987,체육도장업,2026-04-26 22:31:26,I,03,폐업,0,2007-11-19 14:48:11,,1986-09-16,130-837,,서울특별시 동대문구 장안동 192-75,,CDFH3301021986000002,3050000,사립,서울특별시 동대문구 한천로 60  (장안동),,03,폐업,,,
0,0,중앙체육관(태권도),,2009-06-23,,206197.196813303,451450.824165033,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2009-06-23 13:50:53,,1990-03-13,130-841,,서울특별시 동대문구 장안동 358-1,,CDFH3301021990000001,3050000,사립,서울특별시 동대문구 천호대로91길 90  (장안동),,03,폐업,,,22137951
,,한일태권도,,2004-01-06,,205761.988407757,454700.999035247,체육도장업,2026-04-26 22:31:26,I,03,폐업,0,2004-01-06 16:59:44,,1991-05-07,130-875,,서울특별시 동대문구 휘경동 151-3,,CDFH3301021991000002,3050000,사립,서울특별시 동대문구 휘경로 53  (휘경동),,03,폐업,,,
0,0,한양체육관(태권도),,2009-06-22,,,,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2009-06-22 13:42:19,,1993-02-12,130-080,,서울특별시 동대문구 이문동 산 255-282,,CDFH3301021993000002,3050000,사립,,,03,폐업,,,
0,0,구룡(태권도),,2018-12-27,,203302.0098933,453115.076885821,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2018-12-27 15:54:51,,1993-08-25,130-864,,서울특별시 동대문구 제기동 1074,,CDFH3301021993000003,3050000,사립,,,03,폐업,,,
0,0,대덕체육관(우슈),,1999-09-06,,202689.419031556,453357.621872835,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2003-04-18 15:38:02,,1993-11-02,130-861,0,서울특별시 동대문구 제기동 148-51,,CDFH3301021993000004,3050000,사립,서울특별시 동대문구 약령시로 12-1  (제기동),,03,폐업,,,
0,0,충무제일체육관(태권),,2002-01-28,,203534.765869865,454230.275635636,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2003-04-18 15:38:02,,1994-11-02,130-863,0,서울특별시 동대문구 제기동 120-140,,CDFH3301021994000001,3050000,사립,서울특별시 동대문구 제기로21길 85  (제기동),,03,폐업,,,
0,0,해동검도,,1998-08-05,,205947.235679553,453073.864110191,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2003-04-18 15:38:02,,1994-08-26,130-848,0,서울특별시 동대문구 전농동 2-43,,CDFH3301021994000002,3050000,사립,서울특별시 동대문구 한천로 213  (전농동),,03,폐업,,,
0,0,전농태권도,,2018-12-27,,204712.735675111,453022.250325096,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2018-12-27 16:03:18,,1995-07-25,130-854,,서울특별시 동대문구 전농동 206-14,,CDFH3301021995000001,3050000,사립,서울특별시 동대문구 전농로23길 37 (전농동),,03,폐업,,,22472195
0,0,충무태권도,,1997-07-03,,204273.314264066,452517.281010456,체육도장업,2026-04-26 22:31:26,I,03,폐업,,2003-04-18 15:38:02,,1995-10-23,130-804,0,서울특별시 동대문구 답십리동 472-1,,CDFH3301021995000002,3050000,사립,서울특별시 동대문구 답십리로 78  (답십리동),,03,폐업,,,
