사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
진용일직업소개소,,개인,220955.679579272,387780.611788537,2026-04-26 22:00:13,I,40,폐업,2003-03-10 15:08:24,1998-02-06,,경기도 안성시 미양면 용두리 126호 35통 34반,1998408006711500001,4080000,,,03,폐업,유료,
이학호직업소개서,,개인,223836.274105062,386760.995242934,2026-04-26 22:00:13,I,40,폐업,2003-03-15 10:39:46,1998-10-16,,경기도 안성시 중리동 307호 1통 4반,1998408006711500002,4080000,경기도 안성시 서운로 806 (중리동),,03,폐업,유료,
안성직업소개소,,개인,205526.884026604,398048.133248113,2026-04-26 22:00:13,I,40,폐업,2003-03-15 10:55:32,1999-08-03,,경기도 평택시 독곡동 473호 27통 4반 한일아파트 105 403,1999408006711500003,4080000,"경기도 평택시 경기대로 1576, 105동 403호 (독곡동,한일아파트)",,03,폐업,유료,
유정종합용역,,개인,236615.785433721,396888.097886953,2026-04-26 22:00:13,I,40,폐업,2003-03-15 11:12:09,2001-08-22,,경기도 안성시 죽산면 두현리 56번지 21호 4통 1반,2001408006711500002,4080000,경기도 안성시 죽산면 죽주로 141-9,,03,폐업,유료,
위니에스,,개인,206025.872734234,462474.05237855,2026-04-26 22:00:13,I,40,폐업,2007-04-19 16:17:46,2001-10-23,,서울특별시 노원구 상계동 135번지 88호 21통 1반,2001408006711500003,4080000,서울특별시 노원구 한글비석로24가길 72-15 (상계동),,03,폐업,유료,
삼호인력개발,,개인,207457.118362615,385643.206880569,2026-04-26 22:00:14,I,40,폐업,2012-01-09 20:20:02,2002-07-08,,경기도 평택시 팽성읍 평궁리 305번지 1호 17통 성두아파트 2 602,2002408006711500002,4080000,"경기도 평택시 팽성읍 평궁길 76, 2동 602호 (성두아파트)",,03,폐업,유료,
안흥직업소개소,,개인,220028.935992435,388596.975649823,2026-04-26 22:00:14,I,40,폐업,2003-12-11 11:18:54,2003-10-14,,경기도 안성시 대덕면 내리 163번지 1호 26통 4반 샬롬원룸  206,2003408006711500002,4080000,"경기도 안성시 대덕면 차골길 5-8, 206호 (샬롬원룸)",,03,폐업,유료,
보개인력개발,,개인,223415.307271136,390314.557089355,2026-04-26 22:00:14,I,40,폐업,2005-04-27 17:50:59,2004-06-21,,경기도 안성시 당왕동 552번지 4호 2통 2반,2004408006711500006,4080000,경기도 안성시 비룡로 47 (당왕동),,03,폐업,유료,
조은인력,,개인,215243.874351305,387987.633036837,2026-04-26 22:00:14,I,40,폐업,2007-05-23 17:41:19,2004-07-13,,경기도 안성시 공도읍 승두리 36호 5통 4반 미려청도다세대 가 401,2004408006711500008,4080000,"경기도 안성시 공도읍 고무다리길 73-1, 가동 401호 (미려청도다세대)",,03,폐업,유료,
공도직업안내소,,개인,215961.826264346,386889.211398944,2026-04-26 22:00:14,I,40,폐업,2007-04-10 16:41:51,2004-06-23,,경기도 안성시 공도읍 웅교리 262호,2004408006711500009,4080000,,,03,폐업,유료,
개미인력개발,,개인,209787.88725374,429509.415083456,2026-04-26 22:00:14,I,40,폐업,2005-03-11 14:02:06,2005-03-11,,경기도 성남시분당구 정자동 88호 느티마을 312 1101,2005408014111500001,4080000,"경기도 성남시 분당구 느티로 70, 312동 1101호 (정자동,느티마을)",,03,폐업,유료,
그로쓰커리어 화곡지점,,법인,200675.805294681,443427.113896821,2026-04-26 03:03:03,U,20,영업중,2026-04-25 13:28:02,2025-12-15,,서울특별시 서초구 서초동 1709-3 양지원,2025315020114500022,3150000,"서울특별시 서초구 법원로3길 19, 양지원 2층 2068호 (서초동)",06595,01,영업/정상,유료,02-862-2114
메이저 인력,2026-02-04,개인,223804.98874485,389164.469408986,2026-04-26 22:00:14,I,40,폐업,2026-02-04 16:52:54,2024-01-24,,경기도 안성시 인지동 447,2024408026214500001,4080000,경기도 안성시 안성맞춤대로 1011 (인지동),17583,03,폐업,유료,
월드 인력,2026-02-03,개인,233292.527688339,397024.539505256,2026-04-26 22:00:14,I,40,폐업,2026-02-03 16:13:53,2024-01-25,,경기도 안성시 삼죽면 용월리 463-1 안성삼죽우편취급국,2024408026214500002,4080000,경기도 안성시 삼죽면 삼백로 5,17513,03,폐업,유료,
주식회사 하나,2026-01-16,법인,219592.631547802,389208.021026997,2026-04-26 22:00:14,I,40,폐업,2026-01-19 15:53:57,2025-03-13,,경기도 안성시 대덕면 내리 355-2 타일하우스,2025408026214500003,4080000,"경기도 안성시 대덕면 중앙대학로 73, 201호",17546,03,폐업,유료,
산모피아 직업소개소,,개인,218888.43770472,464068.573952126,2026-04-26 22:32:33,I,40,폐업,2007-05-25 16:04:55,2006-06-29,,경기도 남양주시 오남읍 오남리 426호 34통 3반 신일해피트리아파트 202 201,2006330004411500010,3300000,"경기도 남양주시 오남읍 진건오남로 516-74, 202동 201호 (신일해피트리아파트)",,03,폐업,유료,
서울인력개발,,개인,194142.423151266,453518.177764484,2026-04-26 22:32:39,I,40,폐업,2006-03-31 14:42:55,2004-11-15,,서울특별시 서대문구 홍은동 265번지 318호 10통 3반,2004337001011500014,3370000,서울특별시 서대문구 연희로37안길 21 (홍은동),,03,폐업,유료,
한재철직업소개소,,개인,,,2026-04-26 22:32:31,I,40,폐업,2002-12-30 16:55:39,1999-09-22,,경기도 고양시일산구 구산동 1135번지 8호 13통 6반,1999330004411500006,3300000,,,03,폐업,유료,
이상철직업소개소,,개인,,,2026-04-26 22:32:31,I,40,폐업,2002-12-30 17:18:28,1999-12-28,,경기도 고양시일산구 구산동 1135번지 8호 13통 6반,1999330004411500008,3300000,,,03,폐업,유료,
