사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
캣돌 캐터리,2025-12-05,160571.338532604,445277.018946759,2026-04-26 22:33:03,I,0002,폐업,,2025-12-16 10:52:17,,2018-04-10,0,,인천광역시 중구 중산동 ****-**,349000003720180003,3490000,000,인천광역시 중구 영종순환로***번길 *** (중산동),22358,,03,폐업,,,
캣플라워,2025-11-28,154820.503218349,444443.101822965,2026-04-26 22:33:03,I,0002,폐업,,2025-12-17 10:17:56,,2018-05-12,0,,인천광역시 중구 운서동 ****-*,349000003720180012,3490000,000,인천광역시 중구 백년로**번길 * (운서동),22363,,03,폐업,,,
부개,2025-10-10,160467.883581587,445182.052472013,2026-04-26 22:33:04,I,0002,폐업,,2025-12-16 10:55:03,,2019-01-22,0,,인천광역시 중구 중산동 ****-*,349000003720190006,3490000,000,인천광역시 중구 중산로**번길 **-* (중산동),22358,,03,폐업,,,
해피캣,2025-11-24,159339.642169621,445843.963286596,2026-04-26 22:33:04,I,0002,폐업,,2025-12-16 10:53:50,,2019-12-04,0,,인천광역시 중구 운북동 ****-**,349000003720190018,3490000,000,인천광역시 중구 논골*길 **-*(운북동),22357,,03,폐업,,,
제이케이,,170260.994951677,437852.445093062,2026-04-26 22:33:08,I,0000,정상,,2026-04-08 14:33:32,,2026-04-08,0,,인천광역시 미추홀구 학익동 ***-**,351050003720260001,3510500,000,인천광역시 미추홀구 소성로 ***-** (학익동),22224,,01,영업/정상,,,
LOVELY CAT,,193700.120764594,455898.374124897,2026-04-26 22:33:06,I,0000,정상,,2023-06-02 14:52:01,,2020-12-10,0,,서울특별시 은평구 녹번동 ***-**,311000003720200021,3110000,000,"서울특별시 은평구 녹번로 **, *층 (녹번동)",03381,,01,영업/정상,,,
그냥,,192836.856800669,454545.38895101,2026-04-26 22:33:06,I,0000,정상,,2023-06-02 14:57:39,,2021-01-06,0,,서울특별시 은평구 응암동 ***-**,311000003720210002,3110000,000,"서울특별시 은평구 응암로**길 **-**, *층 (응암동)",03467,,01,영업/정상,,,
Marilovelle,,194109.446430035,456064.931550049,2026-04-26 22:33:06,I,0000,정상,,2024-03-05 16:08:19,,2024-03-04,0,,서울특별시 은평구 녹번동 *-*,311000003720240001,3110000,000,서울특별시 은평구 통일로**길 **-* (녹번동),03370,,01,영업/정상,,,
씨티퍼피,,193212.372537141,455025.896272192,2026-04-26 22:33:06,I,0000,정상,,2024-10-28 09:56:35,,2024-10-28,0,,서울특별시 은평구 응암동 ***-** *층,311000003720240003,3110000,000,"서울특별시 은평구 응암로**길 **-*, *층 (응암동)",03463,,01,영업/정상,,,
푸르메 캐터리,,213537.639491012,444259.502587716,2026-04-26 22:33:02,I,0000,정상,,2023-08-07 18:04:03,,2019-09-20,0,,서울특별시 송파구 마천동 ***-*,323000003720190055,3230000,000,서울특별시 송파구 성내천로**길 **-* (마천동),05747,,01,영업/정상,,,
냥스타그램,,210257.398087205,447906.846309687,2026-04-26 22:33:03,I,0000,정상,,2023-08-08 13:02:17,,2021-04-12,0,,서울특별시 송파구 풍납동 ***-**,323000003720210007,3230000,000,"서울특별시 송파구 풍성로**길 *, *층 (풍납동)",05533,,01,영업/정상,,,
모던켄넬,,156026.865509107,445726.538282163,2026-04-26 22:33:03,I,0000,정상,,2023-11-01 13:19:53,,2016-03-03,0,,인천광역시 중구 운북동 ***-***,349000003720160001,3490000,000,인천광역시 중구 백운로***번길 **-** (운북동),22356,,01,영업/정상,,,
뽀삐네,,161103.978275099,445759.369915514,2026-04-26 22:33:03,I,0001,휴업,,2023-06-13 09:13:21,,2016-06-15,0,,인천광역시 중구 중산동 ****-**,349000003720160003,3490000,000,인천광역시 중구 영종순환로***번길 **-** (중산동),22358,,02,휴업,2023-06-12,2028-06-12,
펫콤마,,161126.503849044,445780.754432446,2026-04-26 22:33:03,I,0000,정상,,2023-05-30 10:44:57,,2017-01-17,0,,인천광역시 중구 중산동 ****-**,349000003720170001,3490000,000,인천광역시 중구 영종순환로***번길 **-** (중산동),22358,,01,영업/정상,,,
WOW 켄넬,,159866.081593313,445247.23951521,2026-04-26 22:33:04,I,0000,정상,,2024-08-28 11:40:13,,2019-01-04,0,,인천광역시 중구 중산동 ****-**,349000003720190001,3490000,000,인천광역시 중구 마장포로**번길 *-** (중산동),22358,,01,영업/정상,,,
화이트포메라니안,,159495.711626021,444673.712188726,2026-04-26 22:33:04,I,0000,정상,,2022-07-11 10:47:21,,2019-08-01,0,,인천광역시 중구 중산동 ****-**,349000003720190014,3490000,F00,인천광역시 중구 백운로 ***-* (중산동),22358,,01,영업/정상,,,
