사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
예은,교육/도서/완구/오락 상품권,2026-05-18,214605.764427909,438544.27904446,2026-05-19 03:03:03,U,05,타시군구이관,2026-05-18 10:24:25,,2016-08-02,,,2016378021930201555,"인터넷, 기타",3780000,"경기도 성남시 중원구 자혜로**번길 **, ***호 (금광동, 보람빌라)",13173,,05,제외/삭제/전출,,,
바이트픽,기타,,210461.698694592,425003.911231266,2026-05-19 03:03:03,U,01,정상영업,2026-05-18 10:45:49,,2025-07-10,,경기도 용인시 수지구 죽전동 ****-**,2025564001830201419,인터넷,4050000,경기도 용인시 수지구 푸른솔로**번길 *-* (죽전동),16873,,01,영업/정상,,,
제이엠어게인투어(주),레져/여행/공연,2026-05-18,,,2026-05-19 03:03:03,U,05,타시군구이관,2026-05-18 16:44:06,,2019-11-11,,서울특별시 송파구 문정동 ***번지 *호 문정에스케이브이원지엘메트로시티,2019323026130202802,"인터넷, 카다로그, 신문잡지, 기타",3230000,"서울특별시 송파구 법원로 ***, 문정에스케이브이원지엘메트로시티 C동 **층 **호 (문정동)",05854,,05,제외/삭제/전출,,,02-527-0139
윤이네7,종합몰,2026-05-18,192836.175503657,433096.961985795,2026-05-19 03:03:03,U,05,타시군구이관,2026-05-18 15:23:43,,2025-06-21,,경기도 안양시 만안구 안양동 ***-** PROJECT *** TOWER,2025384003330201732,인터넷,3830000,"경기도 안양시 만안구 병목안로 *, PROJECT *** TOWER ****-B***호 (안양동)",14001,,05,제외/삭제/전출,,,
핑크피그커머스,기타,2026-05-18,179821.720339363,469241.157970521,2026-05-19 03:03:03,U,05,타시군구이관,2026-05-18 09:51:20,,2024-08-20,,경기도 파주시 상지석동 ***-* 웅신,2024406050730203612,인터넷,4060000,"경기도 파주시 운정로 **, *동 ***호 (상지석동, 웅신)",10910,,05,제외/삭제/전출,,,
포근,종합몰,2026-05-16,208153.74,479703.91,2026-05-19 03:03:03,U,03,폐업처리,2026-05-18 16:55:45,,2025-08-06,,경기도 양주시 옥정동 ***-* 폴리프라자Ⅱ,2025559032130200437,인터넷,5590000,"경기도 양주시 옥정동로*다길 **-**, 폴리프라자Ⅱ *층 *호 B*** (옥정동)",11473,,03,폐업,,,
라노비엘,종합몰,2026-05-16,197802.436613024,443049.214038897,2026-05-19 03:03:03,U,03,폐업처리,2026-05-18 10:35:42,,2025-11-05,,서울특별시 동작구 사당동 *** 극동아파트,2025319027130201646,인터넷,3190000,"서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)",06990,,03,폐업,,,
심빚,건강/식품,2026-05-18,167925.507126139,440840.594968694,2026-05-19 03:03:03,U,03,폐업처리,2026-05-18 20:15:28,,2024-07-05,,인천광역시 중구 도원동 **-**,2024349022930200552,인터넷,3490000,"인천광역시 중구 서해대로***번길 **-*, ***호 (도원동)",22326,,03,폐업,,,
세계물류,기타,,227570.520887137,428161.326270189,2026-05-19 03:03:03,U,01,정상영업,2026-05-18 15:37:43,,2020-12-21,,경기도 광주시 곤지암읍 삼리 ***-* *창고,2023554032230200046,인터넷,5540000,"경기도 광주시 곤지암읍 독고개길 **-**, *창고",12806,,01,영업/정상,,,
매호리,종합몰,2026-05-13,206791.534296123,476907.445167702,2026-05-19 03:03:03,U,03,폐업처리,2026-05-18 16:26:34,,2025-08-28,,경기도 양주시 광사동 ***-* 다온프라자,2025559032130201016,인터넷,5590000,"경기도 양주시 부흥로 ****, 다온프라자 ***호 J****** (광사동)",11492,,03,폐업,,,
와이케이 컴퍼니,종합몰,2026-05-18,206644.07883035,416812.834725723,2026-05-19 03:03:03,U,05,타시군구이관,2026-05-18 15:13:28,,2025-11-05,,경기도 수원시 영통구 영통동 ***-* 럭셔리프라자,2025561001830201362,인터넷,3740000,"경기도 수원시 영통구 청명남로 **, *층 ***호 *** (영통동)",16704,,05,제외/삭제/전출,,,
