건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,슬롯코리아,2009-01-05,171732.83006985,447130.698776198,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,게임물,,,2009-01-14 17:46:08,,2005-11-23,404-751,인천광역시 서구 가정동 ***-*** 개나리아파트 **/***호,CDFF2241122005000002,3560000,,,,03,폐업,,,,,,
근린생활시설,강림전자,2015-12-04,169900.18478173,453558.250668079,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,"게임기,자판기,기타전자부품",198,,2015-12-04 14:01:30,,2008-01-09,,인천광역시 서구 왕길동 **,CDFF2241122008000001,3560000,,인천광역시 서구 드림로***번길 ** (왕길동),22671,03,폐업,,,,,1,
,엔터정밀,2014-12-05,170683.391329729,442800.288506597,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,"인형뽑기 크레인, 기타게임물",495,1,2014-12-05 12:41:29,,2008-04-02,404-812,인천광역시 서구 가좌동 ***-**,CDFF2241122008000002,3560000,일반공업지역,인천광역시 서구 백범로***번길 **-*  (가좌동),,03,폐업,기타,,,,1,
,JHS Global,2009-09-14,171281.867311944,449143.212027807,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,"피씨, 아케이드 게임물",34.2,,2009-09-14 15:45:23,,2008-11-21,,인천광역시 서구 심곡동 ***-** SM스카이빌 ***호,CDFF2241122008000005,3560000,,"인천광역시 서구 탁옥로 **  (심곡동,SM스카이빌 ***호)",,03,폐업,기타,,,,,
,(주)엠케이소프트,2018-01-04,169130.7707459,447686.970640299,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,게임소프트웨어,112.36,35,2018-01-05 08:29:09,,2014-12-19,,인천광역시 서구 청라동 ***-* 청라풍림엑슬루타워 ***동 ****호,CDFF2241122014000001,3560000,,"인천광역시 서구 중봉대로***번길 **, ***동 ****호 (연희동, 청라풍림엑슬루타워)",22737,03,폐업,,,,,40,3
,파프리게임즈,2020-10-23,166535.198715885,447002.938948892,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,모바일 게임,118.83,,2020-10-28 11:49:12,,2018-08-30,,인천광역시 서구 청라동 ***-* 청라 동양엔파트,CDFF2241122018000001,3560000,,"인천광역시 서구 솔빛로 **, ***동 ***호 (청라동, 청라 동양엔파트)",22766,03,폐업,,,,,,
,주노소프트,2021-10-30,169078.184920826,448018.885332351,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,성인용 아케이드 게임,20.08,,2022-07-19 15:07:03,,2019-08-07,,인천광역시 서구 청라동 ***-*,CDFF2241122019000001,3560000,,"인천광역시 서구 중봉대로***번길 **, ***호 (청라동)",22736,03,폐업,,,,,,
,(주)한빛드론,2025-09-16,165542.215032546,446448.890135355,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,"드론, 로봇 등",77.59,,2025-09-17 09:03:17,,2020-11-26,,인천광역시 서구 청라동 ***-** 로봇랜드 로봇지원센터,CDFF2241122020000002,3560000,,"인천광역시 서구 로봇랜드로 ***-**, 로봇랜드 로봇지원센터 **층 ****호 (청라동)",22851,03,폐업,,,,,,
,디엠,2021-12-30,167336.924252419,447968.782452822,유통관련업,게임물배급업,2026-05-14 22:34:55,I,03,폐업,게임 소프트웨어,22.21,,2022-03-23 16:42:17,,2021-06-23,,인천광역시 서구 청라동 **-*,CDFF2241122021000001,3560000,,"인천광역시 서구 청라대로 ***, ****호 (청라동)",22758,03,폐업,,,,,,
,MK프로,2011-03-18,172396.138588555,439599.924413219,유통관련업,게임물배급업,2026-05-14 22:34:50,I,03,폐업,"소프트웨어, 프로그램개발",108.55,4,2011-03-18 14:40:39,,2010-01-20,,인천광역시 미추홀구 주안동 ****-* *층,CDFF2241122010000001,3510500,,"인천광역시 미추홀구 경인로 ***-*  (주안동,*층)",,03,폐업,,,,,4,
