건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
1,자가,0,박포루,여관업,,,,,200833.332198026,451407.371012326,2026-05-14 03:03:03,U,01,영업,,0,2026-05-13 15:26:29,2003-02-26,32.00,100-197,서울특별시 중구 을지로7가 12,N,,3010000-201-2003-00052,3010000,서울특별시 중구 퇴계로 345-6 (을지로7가),04565,01,영업/정상,여관업,,0,0,1,0,5
13,자가,2,볼(VOLL) 관광호텔,관광호텔,,,,,186374.27787759,447401.426813655,2026-05-14 03:03:03,U,01,영업,,,2026-05-13 14:19:47,2013-02-25,"3,215.26",157-909,서울특별시 강서구 화곡동 905-8,N,,3150000-201-2013-00002,3150000,서울특별시 강서구 강서로5나길 30 (화곡동),07777,01,영업/정상,관광호텔,02-2605-1970,,,,,54
2,임대,1,누아하우스,여인숙업,,,,,189888.001413454,442287.619054674,2026-05-14 03:03:03,U,01,영업,,9,2026-05-13 11:43:36,1974-07-04,72.99,152-800,서울특별시 구로구 가리봉동 121-34,N,,3160000-201-1974-00126,3160000,서울특별시 구로구 구로동로 9-11 (가리봉동),08322,01,영업/정상,여인숙업,02-856-9273,2,0,2,0,0
1,자가,8,프로방스 호텔,일반호텔,,,,,171789.578132124,439982.926408779,2026-05-14 22:39:11,I,01,영업,,0,2024-06-21 16:55:49,2009-04-14,"1,963.00",,"인천광역시 미추홀구 주안동 157-7 (관련지번 157-11,12,20)",N,,3510500-201-2009-00002,3510500,인천광역시 미추홀구 미추홀대로722번길 24 (주안동),22135,01,영업/정상,일반호텔,032-421-1606,1,0,8,0,45
6,임대,1,실버,여관업,,,,,172106.476107599,439761.765023967,2026-05-14 22:39:11,I,01,영업,,4,2018-08-01 14:39:00,2009-10-12,734.35,,인천광역시 미추홀구 주안동 271-70,N,,3510500-201-2009-00004,3510500,인천광역시 미추홀구 석바위로114번길 9 (주안동),22140,01,영업/정상,여관업,,1,0,5,0,26
9,자가,1,썬플라워 관광호텔,관광호텔,,,,,171891.654108056,439854.282323483,2026-05-14 22:39:12,I,01,영업,,4,2024-10-22 16:46:26,2010-10-19,"3,052.58",,인천광역시 미추홀구 주안동 86-14 외 1필지,N,,3510500-201-2010-00003,3510500,인천광역시 미추홀구 주안중로 22-1 (주안동),22140,01,영업/정상,관광호텔,,9,0,1,0,46
6,임대,1,피카소모텔,여관업,,,,,168594.531213664,440242.554672212,2026-05-14 22:39:11,I,01,영업,1,0,2024-12-09 14:19:56,2010-10-21,"1,405.30",,인천광역시 미추홀구 숭의동 160-5,N,1,3510500-201-2010-00004,3510500,인천광역시 미추홀구 미추로 45-13 (숭의동),22170,01,영업/정상,여관업,,1,0,6,0,30
8,,0,호텔여기어때 주안점,일반호텔,,,,,171847.162774901,439996.785730481,2026-05-14 22:39:12,I,01,영업,,0,2025-06-27 10:19:30,2013-01-09,"1,138.90",,인천광역시 미추홀구 주안동 154-1,N,,3510500-201-2013-00001,3510500,인천광역시 미추홀구 미추홀대로722번길 40 (주안동),22135,01,영업/정상,일반호텔,,1,0,8,0,39
8,,0,데이 앤 나잇 호텔,일반호텔,,,,,171717.998616309,439905.87049705,2026-05-14 22:39:13,I,01,영업,,0,2021-07-30 13:20:09,2014-03-19,"1,402.84",,인천광역시 미추홀구 주안동 172-1,N,,3510500-201-2014-00001,3510500,인천광역시 미추홀구 석바위로 72 (주안동),22140,01,영업/정상,일반호텔,,2,0,8,0,47
0,,0,마네모네,여관업,,,,,171894.70224294,439780.672719638,2026-05-14 22:39:12,I,01,영업,0,0,2021-09-30 13:54:26,2018-07-09,855.23,,인천광역시 미추홀구 주안동 81-18,N,0,3510500-201-2018-00001,3510500,인천광역시 미추홀구 주안중로16번길 8 (주안동),22140,01,영업/정상,여관업,,1,1,5,1,28
4,,0,홈모텔,여관업,,,,,172403.878889346,439800.371606185,2026-05-14 22:39:13,I,01,영업,0,0,2025-12-12 12:02:01,2024-04-19,471.40,,인천광역시 미추홀구 주안동 989-4 동양빌딩,N,0,3510500-201-2024-00001,3510500,"인천광역시 미추홀구 석바위로 143, 동양빌딩 2~3층 (주안동)",22134,01,영업/정상,여관업,,2,,3,,16
8,자가,0,더스테이휴,여관업,,,,,171758.835130787,439956.667471466,2026-05-14 22:39:12,I,01,영업,0,0,2024-10-18 14:13:43,2024-05-30,895.59,,인천광역시 미추홀구 주안동 157-16,N,0,3510500-201-2024-00002,3510500,인천광역시 미추홀구 석바위로 77-11 (주안동),22135,01,영업/정상,여관업,,1,0,8,0,33
4,임대,1,스테이캐슬,여관업,,,,,168067.125244592,439678.645051563,2026-05-14 22:39:13,I,01,영업,0,0,2025-02-14 09:36:32,2024-10-21,415.58,,인천광역시 미추홀구 용현동 572-1,N,0,3510500-201-2024-00003,3510500,"인천광역시 미추홀구 능해길46번길 4, 1~3층 (용현동)",22175,01,영업/정상,여관업,,1,0,3,0,19
5,,1,예다하우스,여관업,,,,,171575.089388702,439953.306544287,2026-05-14 22:39:13,I,01,영업,0,0,2025-03-10 17:57:35,2025-02-06,537.11,,인천광역시 미추홀구 주안동 212-12,N,0,3510500-201-2025-00001,3510500,"인천광역시 미추홀구 미추홀대로719번길 7-22, 1~5층 (주안동)",22136,01,영업/정상,여관업,,1,0,5,0,32
3,자가,1,편리한생활숙박룸,숙박업(생활),,,,,169705.597451447,441518.137530329,2026-05-14 22:39:12,I,01,영업,,6,2018-01-31 14:56:00,1984-08-07,240.80,,인천광역시 미추홀구 도화동 7-3,N,,3510500-214-1984-00001,3510500,인천광역시 미추홀구 연송로 124 (도화동),22110,01,영업/정상,숙박업(생활),032-766-4993,1,0,2,0,6
0,자가,0,파스텔,숙박업(생활),,,,,171452.428724354,440228.158625157,2026-05-14 22:39:12,I,01,영업,,0,2022-04-13 15:03:23,1986-08-02,282.14,,인천광역시 미추홀구 주안동 233-9,N,,3510500-214-1986-00001,3510500,인천광역시 미추홀구 주안서로 58 (주안동),22136,01,영업/정상,숙박업(생활),032-863-6529,0,0,0,0,13
4,자가,1,힐리빙하우스,숙박업(생활),,,,,171450.117354553,440163.399660334,2026-05-14 22:39:12,I,01,영업,,0,2022-08-23 11:50:46,1991-10-22,349.00,,인천광역시 미추홀구 주안동 229-8,N,,3510500-214-1991-00001,3510500,인천광역시 미추홀구 주안서로 50 (주안동),22136,01,영업/정상,숙박업(생활),032-863-2327,2,0,4,0,0
5,자가,1,코리아빌,숙박업(생활),,,,,172183.730416549,439669.977226219,2026-05-14 22:39:12,I,01,영업,,0,2022-08-25 13:40:41,1997-11-26,468.73,,인천광역시 미추홀구 주안동 70-30,N,,3510500-214-1997-00001,3510500,인천광역시 미추홀구 경원대로851번길 51 (주안동),22141,01,영업/정상,숙박업(생활),,1,0,5,0,23
4,,1,렉스,숙박업(생활),,,,,171365.707875997,439739.992057511,2026-05-14 22:39:13,I,01,영업,,0,2021-12-14 15:16:16,2002-10-07,434.54,,인천광역시 미추홀구 주안동 197-13,N,,3510500-214-2002-00001,3510500,인천광역시 미추홀구 경인로 333-26 (주안동),22139,01,영업/정상,숙박업(생활),,1,0,4,0,23
5,자가,1,우리레지던스,숙박업(생활),,,,,168134.357079555,440202.520808801,2026-05-14 22:39:13,I,01,영업,,0,2023-06-30 16:47:38,2003-10-07,823.45,,"인천광역시 미추홀구 숭의동 406-5 2,3",N,,3510500-214-2003-00001,3510500,인천광역시 미추홀구 인중로26번길 6-16 (숭의동),22171,01,영업/정상,숙박업(생활),,1,1,5,1,27
6,,1,청춘호텔,숙박업(생활),,,,,172263.421311604,439741.290192978,2026-05-14 22:39:13,I,01,영업,,0,2025-06-27 10:26:20,2007-12-14,"1,542.70",,인천광역시 미추홀구 주안동 66-3,N,,3510500-214-2007-00001,3510500,인천광역시 미추홀구 주안동로12번길 31 (주안동),22141,01,영업/정상,숙박업(생활),,0,0,0,0,44
0,,0,루시드,숙박업(생활),,,,,167896.451292366,439749.206094705,2026-05-14 22:39:13,I,01,영업,0,0,2025-09-25 16:49:13,2023-10-12,"3,820.86",,인천광역시 미추홀구 용현동 573-7,N,0,3510500-214-2023-00001,3510500,"인천광역시 미추홀구 아암대로 15, 인하한양아이클래스 4~23층 일부호 (용현동)",22175,01,영업/정상,숙박업(생활),032-439-8945,4,0,23,0,38
0,,0,인하한양레지던스,숙박업(생활),,,,,167896.451292366,439749.206094705,2026-05-14 22:39:13,I,01,영업,0,0,2025-09-26 16:41:40,2023-10-12,"7,395.72",,인천광역시 미추홀구 용현동 573-7,N,0,3510500-214-2023-00002,3510500,"인천광역시 미추홀구 아암대로 15, 인하한양아이클래스 4~24층 일부호 (용현동)",22175,01,영업/정상,숙박업(생활),,1,0,24,0,255
9,자가,1,제이든,숙박업(생활),,,,,171525.84974604,440214.785515013,2026-05-14 22:39:12,I,01,영업,0,46,2024-10-22 16:43:26,2023-11-09,999.68,,인천광역시 미추홀구 주안동 232-7,N,0,3510500-214-2023-00004,3510500,인천광역시 미추홀구 주안서로54번길 15 (주안동),22136,01,영업/정상,숙박업(생활),,9,1,9,1,0
0,,0,하늘과바다호텔,일반호텔,,,,,162915.883311524,443200.608838029,2026-05-14 03:03:03,U,01,영업,0,0,2026-05-13 16:56:25,2023-07-26,"7,310.52",400-320,"인천광역시 중구 중산동 1955-1 1층일부, 4~24층 일부",N,0,3490000-201-2023-00002,3490000,"인천광역시 중구 은하수로29번길 36, 1층일부, 4~24층 일부호 (중산동)",22410,01,영업/정상,일반호텔,,0,0,0,0,161
16,임대,2,케이스테이(K-STAY),숙박업(생활),,,,,168002.178518945,439850.006485912,2026-05-14 22:39:13,I,01,영업,0,0,2026-03-09 16:46:29,2024-03-19,"1,487.23",,인천광역시 미추홀구 용현동 684 스마트 하우스K,N,0,3510500-214-2024-00001,3510500,"인천광역시 미추홀구 인주대로4번길 10, 스마트 하우스K 2~16층 일부호 (용현동)",22175,01,영업/정상,숙박업(생활),032-888-9777,2,0,16,0,53
7,자가,0,리치하임2,숙박업(생활),,,,,171349.444418443,439769.723826588,2026-05-14 22:39:12,I,01,영업,0,0,2024-10-18 14:10:13,2024-09-19,937.32,,인천광역시 미추홀구 주안동 199-1,N,0,3510500-214-2024-00002,3510500,인천광역시 미추홀구 경인로325번길 22-10 (주안동),22139,01,영업/정상,숙박업(생활),032-863-8300,1,0,7,0,29
0,,0,주식회사 휴스테이 인천,숙박업(생활),,,,,168002.178518945,439850.006485912,2026-05-14 22:39:13,I,01,영업,0,0,2026-05-08 13:28:35,2025-09-04,"5,439.70",,인천광역시 미추홀구 용현동 684 스마트 하우스K,N,0,3510500-214-2025-00001,3510500,"인천광역시 미추홀구 인주대로4번길 10, 스마트 하우스K 1층~16층 부분호 (용현동)",22175,01,영업/정상,숙박업(생활),,1,0,16,0,202
9,,1,하누리타운,숙박업(생활),,,,,172211.266010276,439660.137605934,2026-05-14 22:39:13,I,01,영업,0,0,2025-09-09 17:18:30,2025-09-09,"1,999.73",,인천광역시 미추홀구 주안동 70-7 한우리타운,N,0,3510500-214-2025-00002,3510500,"인천광역시 미추홀구 경원대로851번길 45, 한우리타운 (주안동)",22141,01,영업/정상,숙박업(생활),,2,,9,,39
0,,0,스마트스테이,숙박업(생활),,,,,168002.178518945,439850.006485912,2026-05-14 22:39:13,I,01,영업,0,0,2025-11-27 15:34:00,2025-09-29,"1,217.02",,인천광역시 미추홀구 용현동 684 스마트 하우스K,N,0,3510500-214-2025-00003,3510500,"인천광역시 미추홀구 인주대로4번길 10, 스마트 하우스K 3~16층 일부호 (용현동)",22175,01,영업/정상,숙박업(생활),,3,0,16,0,51
9,,0,그레이웰,숙박업(생활),,,,,171918.409283754,439970.031803217,2026-05-14 22:39:12,I,01,영업,0,0,2025-11-20 10:48:15,2025-10-23,812.24,,인천광역시 미추홀구 주안동 75-123,N,0,3510500-214-2025-00004,3510500,"인천광역시 미추홀구 주안중로 32-21, 2~9층 (주안동)",22135,01,영업/정상,숙박업(생활),,2,0,9,0,31
1,,10,주안센트로드,숙박업(생활),,,,,171717.373206353,439892.691229361,2026-05-14 22:39:13,I,01,영업,0,46,2025-10-31 11:58:20,2025-10-31,"1,317.54",,인천광역시 미추홀구 주안동 172-2,N,0,3510500-214-2025-00005,3510500,인천광역시 미추홀구 석바위로74번길 4 (주안동),22140,01,영업/정상,숙박업(생활),,10,1,,,0
4,,1,호텔 시에스타,여관업,,,,,174638.562444049,444705.705509101,2026-05-14 03:03:03,U,01,영업,,1,2026-05-13 09:17:33,1989-06-17,660.00,403-838,인천광역시 부평구 산곡동 412-14,N,,3540000-201-2002-00193,3540000,인천광역시 부평구 원길로 7-9 (산곡동),21363,01,영업/정상,여관업,032-529-8062,0,0,4,1,24
0,,0,골든 플래닛 호텔(인천)지점,숙박업(생활),,,,,167383.963872268,440239.490542609,2026-05-14 03:03:03,U,01,영업,0,0,2026-05-13 14:55:37,2024-08-26,"1,847.10",400-102,"인천광역시 중구 신흥동2가 54-8 힐스테이트 하버하우스 스테이, 4층~42층 일부",N,0,3490000-214-2024-00012,3490000,"인천광역시 중구 서해대로417번길 1, 힐스테이트 하버하우스 스테이, 4층~42층 일부 (신흥동2가)",22306,01,영업/정상,숙박업(생활),,0,0,0,0,45
0,임대,0,호수여인숙,여인숙업,,,,,168926.732242044,439714.463595081,2026-05-14 22:39:09,I,01,영업,,6,2018-08-01 14:40:41,1968-03-20,58.80,,인천광역시 미추홀구 숭의동 210-12,N,,3510500-201-1968-00001,3510500,인천광역시 미추홀구 장천로42번길 27 (숭의동),22178,01,영업/정상,여인숙업,032-888-6159,0,0,0,0,0
3,임대,0,서울여인숙,여인숙업,,,,,171401.864648784,439581.167392009,2026-05-14 22:39:08,I,01,영업,,4,2018-07-12 11:17:28,1971-07-09,238.14,,인천광역시 미추홀구 주안동 506-29,N,,3510500-201-1971-00010,3510500,인천광역시 미추홀구 한나루로586번길 99 (주안동),22154,01,영업/정상,여인숙업,,2,0,3,0,11
3,임대,0,수정모텔,여관업,,,,,170533.783560399,438891.012672276,2026-05-14 22:39:12,I,01,영업,,1,2025-12-22 14:45:44,1974-01-25,226.18,,인천광역시 미추홀구 주안동 800-3,N,,3510500-201-1974-00001,3510500,인천광역시 미추홀구 한나루로 502 (주안동),22213,01,영업/정상,여관업,032-865-2653,2,0,2,0,11
0,,0,수정여인숙,여인숙업,,,,,171562.019356587,440214.877340645,2026-05-14 22:39:09,I,01,영업,,9,2022-08-23 11:53:56,1977-09-23,863.85,,인천광역시 미추홀구 주안동 231-9,N,,3510500-201-1977-00003,3510500,인천광역시 미추홀구 주안서로54번길 23 (주안동),22136,01,영업/정상,여인숙업,032-424-7510,0,0,0,0,0
3,임대,1,주안여관,여관업,,,,,171373.774838873,439610.278061749,2026-05-14 22:39:09,I,01,영업,,1,2018-01-31 13:04:23,1979-01-16,362.50,,인천광역시 미추홀구 주안동 506-13,N,,3510500-201-1979-00006,3510500,인천광역시 미추홀구 경인로 334-13 (주안동),22154,01,영업/정상,여관업,,2,0,3,0,11
2,임대,1,대지모텔,여관업,,,,,168620.395982199,440252.862396547,2026-05-14 22:39:12,I,01,영업,,9,2018-09-28 13:05:11,1979-01-26,742.46,,인천광역시 미추홀구 숭의동 160-1,N,,3510500-201-1979-00016,3510500,인천광역시 미추홀구 미추로 45 (숭의동),22170,01,영업/정상,여관업,,1,0,2,0,6
3,임대,1,도담스테이 주안,여관업,,,,,171848.765160172,440018.522100935,2026-05-14 22:39:12,I,01,영업,,0,2026-04-28 13:53:33,1980-03-14,387.10,,인천광역시 미추홀구 주안동 149-2,N,,3510500-201-1980-00004,3510500,인천광역시 미추홀구 미추홀대로722번길 41 (주안동),22135,01,영업/정상,여관업,032-424-3045,2,0,3,0,17
3,,1,석바위모텔,여관업,,,,,172397.212178139,439620.056009332,2026-05-14 22:39:12,I,01,영업,,0,2022-12-30 16:04:56,1980-10-07,393.58,,인천광역시 미추홀구 주안동 1006-4,N,,3510500-201-1980-00007,3510500,인천광역시 미추홀구 경인로435번길 6 (주안동),22141,01,영업/정상,여관업,032-424-7367,1,1,3,1,12
0,자가,0,신성텔,여관업,,,,,170130.016148879,440281.952101935,2026-05-14 22:39:12,I,01,영업,,10,2021-11-04 09:30:16,1980-07-14,285.76,,"인천광역시 미추홀구 도화동 624-75 ,276",N,,3510500-201-1980-00009,3510500,"인천광역시 미추홀구 수봉북로 14-8 (도화동,,276)",22164,01,영업/정상,여관업,032-873-0373,0,0,0,0,5
3,자가,0,미광장여관,여관업,,,,,172470.735804328,440249.121297694,2026-05-14 22:39:01,I,01,영업,,0,2018-01-25 09:55:58,1980-02-26,291.58,,인천광역시 미추홀구 주안동 961-1,N,,3510500-201-1980-00017,3510500,인천광역시 미추홀구 경원대로 911-3 (주안동),22133,01,영업/정상,여관업,032-427-7908,2,0,3,0,20
