사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
루아벨,종합몰,2026-05-13,243545.25089961,443446.658362449,2026-05-14 03:03:03,U,03,폐업처리,2026-05-13 17:54:01,,2025-04-21,,경기도 양평군 양평읍 양근리 ***-*,2025417023230200934,인터넷,4170000,"경기도 양평군 양평읍 관문길 **, ***-G**호",12552,,03,폐업,,,
(주)올참 서울지점,기타,2026-05-13,188584.345447275,447255.070457495,2026-05-14 03:03:03,U,03,폐업처리,2026-05-13 14:57:59,,2008-09-17,,서울특별시 양천구 목동 ***번지 **호 현대드림타워 ****~****호,2008314011430200458,인터넷,3140000,"서울특별시 양천구 목동동로 ***-* (목동,현대드림타워 ****~****호)",,,03,폐업,,,26073542
세비무역,의류/패션/잡화/뷰티 기타,,201142.839182234,421545.140630795,2026-05-14 03:03:03,U,07,직권말소,2026-05-13 11:06:21,,2019-07-16,,경기도 수원시 장안구 조원동 ***번지 *호,2019375003230200348,인터넷,3740000,경기도 수원시 장안구 경수대로***번길 ** (조원동),16309,,04,취소/말소/만료/정지/중지,,,
프레쉬코드,종합몰,,201115.556000669,421565.462499187,2026-05-14 03:03:03,U,07,직권말소,2026-05-13 11:19:19,,2025-04-01,,경기도 수원시 장안구 조원동 ***-* 정은빌라,2025375003230200266,인터넷,3740000,"경기도 수원시 장안구 경수대로***번길 **-*, 비동 ***호 (조원동, 정은빌라)",16309,,04,취소/말소/만료/정지/중지,,,
수연유통,기타,,164363.341995858,438555.366522837,2026-05-14 03:03:03,U,01,정상영업,2026-05-13 13:16:58,,2020-10-06,,인천광역시 중구 항동*가 **-**,2020349019130200727,인터넷,3490000,"인천광역시 중구 연안부두로 ***-*, *층 ***호 (항동*가)",22350,,01,영업/정상,,,
꼬미컴퍼니,종합몰,2026-05-14,208153.74,479703.91,2026-05-14 03:03:03,U,03,폐업처리,2026-05-13 15:31:30,,2025-07-10,,경기도 양주시 옥정동 ***-* 폴리프라자Ⅱ,2025559032130200060,인터넷,5590000,"경기도 양주시 옥정동로*다길 **-**, 폴리프라자Ⅱ *층 ***호 C*** (옥정동)",11473,,03,폐업,,,
(주) 유인애,종합몰,,184995.640663855,458709.720591442,2026-05-14 03:03:03,U,01,정상영업,2026-05-13 17:07:52,,2022-09-29,,경기도 고양시 덕양구 화정동 ****-* 명지프라자,2024395005230202189,인터넷,3940000,"경기도 고양시 덕양구 화신로 ***, 명지프라자 *층 ***-**호 (화정동)",10503,,01,영업/정상,,,02-765-2224
마레온(Mareon),의류/패션/잡화/뷰티,,199669.855506052,421268.917498368,2026-05-14 03:03:03,U,07,직권말소,2026-05-13 13:33:58,,2025-08-05,,경기도 수원시 장안구 정자동 ***-* 화서역 현대벽산,2025375003230200608,인터넷,3740000,"경기도 수원시 장안구 정자천로***번길 **, ***동 ***호 (정자동, 화서역 현대벽산)",16316,,04,취소/말소/만료/정지/중지,,,
서브마린고고마켓,종합몰,2026-05-14,167120.559776921,461486.890062297,2026-05-14 03:03:03,U,03,폐업처리,2026-05-13 19:43:13,,2025-03-09,,경기도 김포시 양촌읍 양곡리 ****-*,2025409051630201823,인터넷,4090000,"경기도 김포시 양촌읍 양곡로 ***, ***-ED**호",10062,,03,폐업,,,
주식회사 태건솔루션,종합몰,2026-05-12,210753.060040423,443964.961093433,2026-05-14 03:03:03,U,03,폐업처리,2026-05-13 10:55:27,,2024-07-31,,서울특별시 송파구 가락동 **-**,2024323029130202681,인터넷,3230000,"서울특별시 송파구 송이로**길 **, *층 (가락동)",05714,,03,폐업,,,
