사업장명,사업장부지용도구분명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지면적,지번주소,제조구분명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자
디디엠씨(DDMC)관리단,상업.업무용,제조,,190471.090857691,452911.904225602,2026-05-14 03:03:03,U,02,휴업,2026-05-13 17:59:17,2014-09-19,0,서울특별시 마포구 상암동 1610,,2014313016102100003,3130000,서울특별시 마포구 매봉산로 75 (상암동),,,02,휴업,2026-05-13,2027-05-12
롯데알미늄(주),,제조,2023-11-24,171493.603366741,441094.495829813,2026-05-14 22:49:42,I,01,영업중,2025-12-30 16:02:55,2018-12-10,,인천광역시 미추홀구 주안동 1400,,2018351054702100001,3510500,"인천광역시 미추홀구 염전로333번길 8, A동 (주안동)",22121,,01,영업/정상,,
동양엔지니어링,주거용,제조,,171721.390687678,441206.845658829,2026-05-14 22:49:40,I,04,타시군구이관,2013-12-27 11:29:35,1997-03-01,,인천광역시 미추홀구 주안동 3-28,일반,2000351001302100000,3510500,인천광역시 미추홀구 길파로 78 (주안동),,,05,제외/삭제/전출,,
(주)코푸렉스,주거용,제조,,169552.85687767,441873.262194385,2026-05-14 22:49:40,I,04,타시군구이관,2012-03-27 17:23:12,1985-06-08,,인천광역시 미추홀구 도화동 928,일반,2000351001302100001,3510500,인천광역시 미추홀구 염전로128번길 23  (도화동),,,05,제외/삭제/전출,,
(주)롯대기공,주거용,제조,,171493.603366741,441094.495829813,2026-05-14 22:49:40,I,04,타시군구이관,2012-03-27 17:24:51,1984-09-18,,인천광역시 미추홀구 주안동 1400,일반,2000351001302100002,3510500,인천광역시 미추홀구 염전로333번길 8  (주안동),,,05,제외/삭제/전출,,
정진냉열(주),주거용,제조,,172033.709215932,441000.600552552,2026-05-14 22:49:40,I,02,휴업,2013-12-27 11:26:59,1998-10-22,,인천광역시 미추홀구 주안동 17-1,일반,2000351001302100003,3510500,인천광역시 미추홀구 주염로 58 (주안동),,,02,휴업,2000-03-28,2001-03-27
송원자동차조명(주),주거용,제조,,171739.098629714,441289.303973041,2026-05-14 22:49:40,I,04,타시군구이관,2013-12-27 09:52:10,1997-06-24,,인천광역시 미추홀구 주안동 3-1,일반,2000351001302100006,3510500,인천광역시 미추홀구 길파로 86 (주안동),,,05,제외/삭제/전출,,
이화냉동식품,주거용,제조,,170486.894956529,440972.965868722,2026-05-14 22:49:41,I,04,타시군구이관,2013-12-27 11:22:26,1987-04-20,,인천광역시 미추홀구 도화동 116-2,냉동,2000351001302100012,3510500,인천광역시 미추홀구 장고개로 28 (도화동),,,05,제외/삭제/전출,,
(주)진도,주거용,판매,,170337.394929571,441816.932199776,2026-05-14 22:49:41,I,02,휴업,2013-12-27 09:49:55,1982-01-25,,인천광역시 미추홀구 도화동 765-1,냉동,2000351001302100020,3510500,인천광역시 미추홀구 방축로 198 (도화동),,,02,휴업,2003-03-28,2004-03-27
롯데기공(주),주거용,판매,,171493.603366741,441094.495829813,2026-05-14 22:49:41,I,02,휴업,2012-03-27 11:46:35,1990-05-09,,인천광역시 미추홀구 주안동 1400,냉동,2000351001302100023,3510500,인천광역시 미추홀구 염전로333번길 8  (주안동),,,02,휴업,2006-03-02,2007-03-02
송원자동차조명(주),주거용,판매,,169784.382980796,438368.91205553,2026-05-14 22:49:41,I,04,타시군구이관,2013-12-27 09:49:17,1993-01-11,,인천광역시 미추홀구 학익동 산 3-1,냉동,2000351001302100024,3510500,인천광역시 미추홀구 소성로 71 (학익동),,,05,제외/삭제/전출,,
한일종합가스,주거용,판매,,172608.196134627,440345.142779491,2026-05-14 22:49:41,I,01,영업중,2021-02-18 11:11:17,1981-06-30,,인천광역시 미추홀구 주안동 35-19,일반,2000351001302100027,3510500,인천광역시 미추홀구 경원대로922번길 18 (주안동),,,01,영업/정상,,
강남특수가스,주거용,판매,,168257.552192793,440335.931502483,2026-05-14 22:49:41,I,01,영업중,2024-11-15 13:40:22,1981-06-01,,인천광역시 미추홀구 숭의동 434-1,일반,2000351001302100030,3510500,인천광역시 미추홀구 인중로26번길 52 (숭의동),,,01,영업/정상,,
삼정가스테크,주거용,판매,,169268.795520058,437659.879517079,2026-05-14 22:49:41,I,01,영업중,2018-12-27 16:30:37,1991-04-29,,인천광역시 미추홀구 학익동 575-9,일반,2000351001302100032,3510500,인천광역시 미추홀구 노적산로 36-99 (학익동),,,01,영업/정상,,
(주)신세계백화점 인천점,상업.업무용,제조,,173499.267314606,437739.32138498,2026-05-14 22:49:41,I,02,휴업,2013-12-27 11:16:45,2000-06-19,,인천광역시 미추홀구 관교동 15,냉동,2000351001302100101,3510500,인천광역시 미추홀구 연남로 35 (관교동),,,02,휴업,2007-03-27,2008-03-25
대우전자(주),주거용,제조,,,,2026-05-14 22:49:41,I,04,타시군구이관,2012-03-27 17:08:00,1996-07-12,,인천광역시 미추홀구 용현동 604,냉동,2000351001302200001,3510500,,,,05,제외/삭제/전출,,
대우전자(주),주거용,제조,,,,2026-05-14 22:49:41,I,04,타시군구이관,2012-03-27 17:08:13,1996-07-12,,인천광역시 미추홀구 용현동 604,냉동,2000351001302200002,3510500,,,,05,제외/삭제/전출,,
대우전자(주),주거용,제조,,,,2026-05-14 22:49:41,I,04,타시군구이관,2012-03-27 17:08:27,1996-07-12,,인천광역시 미추홀구 용현동 604,냉동,2000351001302200003,3510500,,,,05,제외/삭제/전출,,
대우전자(주),주거용,제조,,,,2026-05-14 22:49:41,I,04,타시군구이관,2012-03-27 17:08:40,1996-07-12,,인천광역시 미추홀구 용현동 604,냉동,2000351001302200004,3510500,,,,05,제외/삭제/전출,,
대우전자(주),주거용,제조,,,,2026-05-14 22:49:41,I,04,타시군구이관,2012-03-27 17:08:53,1996-07-12,,인천광역시 미추홀구 용현동 604,냉동,2000351001302200005,3510500,,,,05,제외/삭제/전출,,
엘지오티스 엘리베이터(유),주거용,제조,,,,2026-05-14 22:49:41,I,04,타시군구이관,2012-03-27 17:19:51,1988-07-23,,인천광역시 미추홀구 주안동 1385-1,냉동,2000351001302200009,3510500,,,,05,제외/삭제/전출,,
대우전자(주),주거용,제조,,,,2026-05-14 22:49:41,I,04,타시군구이관,2012-03-27 17:09:06,1996-07-12,,인천광역시 미추홀구 용현동 604,냉동,2000351001302200011,3510500,,,,05,제외/삭제/전출,,
대우전자(주),주거용,제조,,,,2026-05-14 22:49:42,I,04,타시군구이관,2012-03-27 17:05:53,1997-12-05,,인천광역시 미추홀구 용현동 604,냉동,2000351001302200016,3510500,,,,05,제외/삭제/전출,,
부영사,주거용,제조,,168133.504512784,440242.439373414,2026-05-14 22:49:42,I,04,타시군구이관,2013-12-27 11:13:05,1988-03-28,,인천광역시 미추홀구 숭의동 403-7,냉동,2000351001302200018,3510500,인천광역시 미추홀구 인중로26번길 22-16 (숭의동),,,05,제외/삭제/전출,,
한국특수잉크공업(주),주거용,제조,,,,2026-05-14 22:49:42,I,04,타시군구이관,2013-12-27 10:01:14,1997-10-02,,인천광역시 미추홀구 주안동 1385-7,냉동,2000351001302200019,3510500,,,,05,제외/삭제/전출,,
대림산업(주)제물포오피스텔,주거용,제조,,170560.798827806,440325.53291132,2026-05-14 22:49:42,I,04,타시군구이관,2013-12-27 11:12:08,1992-03-06,,인천광역시 미추홀구 도화동 592-5,냉동,2000351001302200020,3510500,인천광역시 미추홀구 경인로 229 (도화동),,,05,제외/삭제/전출,,
삼보빌딩,주거용,제조,,172514.469020042,438845.856061564,2026-05-14 22:49:42,I,02,휴업,2012-03-27 17:13:29,1992-03-04,,인천광역시 미추홀구 주안동 1560,냉동,2000351001302200021,3510500,인천광역시 미추홀구 경원대로 768  (주안동),,,02,휴업,2002-03-06,2003-03-06
(주)동서가구,주거용,제조,,169451.980952078,442005.729860964,2026-05-14 22:49:42,I,04,타시군구이관,2012-03-27 17:13:48,1990-06-26,,인천광역시 미추홀구 도화동 952,냉동,2000351001302200022,3510500,인천광역시 미추홀구 염전로 114  (도화동),,,05,제외/삭제/전출,,
송원자동차조명(주),주상용,판매,,171739.098629714,441289.303973041,2026-05-14 22:49:42,I,02,휴업,2013-12-27 11:09:41,2000-11-18,,인천광역시 미추홀구 주안동 3-1,일반,2000351006102100000,3510500,인천광역시 미추홀구 길파로 86 (주안동),,,02,휴업,2007-03-05,2008-03-04
홈플러스(주)인하점,상업.업무용,제조,,169028.062637712,438450.444079289,2026-05-14 22:49:42,I,01,영업중,2025-01-16 09:16:51,2005-04-13,,인천광역시 미추홀구 학익동 720-16 홈플러스,냉동,2005351007102100001,3510500,"인천광역시 미추홀구 소성로 6, 홈플러스 (학익동)",22201,,01,영업/정상,,
옹진군청사[1호기],지정되지않음,제조,,167788.212718008,438332.341555484,2026-05-14 22:49:42,I,01,영업중,2017-06-30 11:06:51,2006-03-22,,인천광역시 미추홀구 용현동 627-608,냉동,2006351007102200001,3510500,인천광역시 미추홀구 매소홀로 120 (용현동),,,01,영업/정상,,
(주)에스이앤컴퍼니,공업용,저장소,,171637.731284749,441297.559624762,2026-05-14 22:49:42,I,01,영업중,2025-11-14 14:24:14,2008-04-28,,인천광역시 미추홀구 주안동 1381-1,일반,2006351007902100001,3510500,인천광역시 미추홀구 방축로 332 (주안동),,,01,영업/정상,,
하늘 꿈 교회,,제조,,169792.738391271,441508.386516447,2026-05-14 22:49:42,I,01,영업중,2012-03-27 15:55:09,2008-10-15,,인천광역시 미추홀구 도화동 852,냉동,2008351009202200003,3510500,인천광역시 미추홀구 송림로 235 (도화동),,,01,영업/정상,,
(주)삼천리 인천학익CNG충전소,기타,제조,,167776.671350522,437720.418506644,2026-05-14 22:49:42,I,02,휴업,2012-01-30 15:13:13,2010-04-06,67.02,인천광역시 미추홀구 학익동 587-74,충전,2010351009202100001,3510500,인천광역시 미추홀구 아암대로227번길 70-52  (학익동),,,02,휴업,,
(주)에스엔씨,공업용,저장소,,170159.257170192,441823.592970592,2026-05-14 22:49:42,I,01,영업중,2024-07-04 11:23:36,2011-05-20,,인천광역시 미추홀구 도화동 818-6,,2011351009202100001,3510500,인천광역시 미추홀구 송림로307번길 80 (도화동),,,01,영업/정상,,
유노테크(주),,제조,,171768.39289773,441194.775242306,2026-05-14 22:49:42,I,04,타시군구이관,2016-06-09 15:53:08,2011-10-11,,인천광역시 미추홀구 주안동 3-26,냉동,2011351009202200001,3510500,인천광역시 미추홀구 주염로73번길 60 (주안동),,,05,제외/삭제/전출,,
"인하대역사(1,2호기)",,제조,,168940.334406173,438457.304720521,2026-05-14 22:49:42,I,01,영업중,2025-11-06 15:45:47,2015-07-27,,인천광역시 미추홀구 용현동 672-1 인하대역,냉동,2015351015602200001,3510500,"인천광역시 미추홀구 독배로 지하 313, 인하대역 (용현동)",22188,,01,영업/정상,,
"숭의역사(1,2호기)",,제조,,167947.818770878,439932.38914402,2026-05-14 22:49:42,I,01,영업중,2016-07-27 10:10:53,2015-07-27,,인천광역시 미추홀구 숭의동 379-72,냉동,2015351015602200002,3510500,인천광역시 미추홀구 인주대로 지하 6 (숭의동),,,01,영업/정상,,
월드인덕션,,제조,,170102.65048902,441900.61541689,2026-05-14 22:49:42,I,01,영업중,2017-11-15 12:41:42,2017-05-18,,인천광역시 미추홀구 도화동 818-20,,2017351015602100001,3510500,,,,01,영업/정상,,
옹진군청[2호기],,제조,,167788.212718008,438332.341555484,2026-05-14 22:49:42,I,01,영업중,2017-07-12 16:00:33,2017-06-30,,인천광역시 미추홀구 용현동 627-608,냉동,2017351015602200001,3510500,인천광역시 미추홀구 매소홀로 120 (용현동),,,01,영업/정상,,
인천 미추홀소방서,주거용,제조,,170642.746483818,438525.883638673,2026-05-14 22:49:42,I,01,영업중,2025-07-28 17:08:04,2017-12-20,,인천광역시 미추홀구 주안동 747 인천광역시소방본부및남부소방서,충전,2017351015602200002,3510500,"인천광역시 미추홀구 인하로 190, 인천광역시소방본부및남부소방서 (주안동)",22218,,01,영업/정상,,
정부청사관리본부(정부인천지방합동청사),,제조,,170018.827415076,440811.200155921,2026-05-14 22:49:42,I,01,영업중,2024-07-04 10:18:01,2018-11-15,,인천광역시 미추홀구 도화동 1001 정부인천지방합동청사,냉동,2018351054702200001,3510500,"인천광역시 미추홀구 석정로 239, 정부인천지방합동청사 (도화동)",22101,,01,영업/정상,,
의료법인아인의료재단(아인병원),,저장소,,,,2026-05-14 22:49:43,I,01,영업중,2023-04-03 17:57:02,2020-02-17,,인천광역시 미추홀구 주안동 0 포레나 미추홀,,2020351057902100001,3510500,"인천광역시 미추홀구 경인로 372 (주안동, 포레나 미추홀)",22148,,01,영업/정상,,
바다앤 문학다이빙,,제조,,172576.611809597,437142.079770801,2026-05-14 22:49:43,I,01,영업중,2024-06-05 15:23:15,2023-08-02,,인천광역시 미추홀구 문학동 482 문학경기장 115호,충전,2023351057902200001,3510500,"인천광역시 미추홀구 매소홀로 618, 문학경기장 1층 115호 (문학동)",22234,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:28:39,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_1공구_전실,냉동,2024351057902100001,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_1공구_전실 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:28:15,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_1공구_201호,냉동,2024351057902100002,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_1공구_201호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:27:54,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_1공구_202호,냉동,2024351057902100003,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_1공구_202호 (도화동)",22108,,01,영업/정상,,
