축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,축산물판매업,주식회사 우리홀푸드마트,식육판매업,2026-03-30,320145.794728698,290769.366790044,2026-03-31 03:03:03,U,0002,폐업,2026-03-30 18:12:51,,2019-06-21,995.88,,경상북도 구미시 형곡동 168-18,식육판매업,508000000920190016,5080000,L00,경상북도 구미시 형곡서로 88 (형곡동),39312,,03,폐업,,,055-374-0055
,축산물판매업,투고,식육판매업,,186941.269420956,181629.474441575,2026-03-31 03:03:03,U,0000,정상,2026-03-30 09:07:49,,2025-07-23,9.9,,광주광역시 서구 금호동 757,식육판매업,360000000920250016,3600000,000,광주광역시 서구 금화로73번길 18-8 (금호동),62006,,01,영업/정상,,,
,축산물판매업,단양고기애더진심,식육판매업,,321913.330100538,387931.319037198,2026-03-31 03:03:03,U,0000,정상,2026-03-30 09:18:13,,2024-06-17,0,,충청북도 단양군 단양읍 별곡리 570-1 부강아파트,식육판매업,448000000920240001,4480000,000,"충청북도 단양군 단양읍 별곡7길 4, 108호 (부강아파트)",27011,,01,영업/정상,,,043-422-9285
,축산물판매업,영주계란,식용란수집판매업,2026-03-30,344533.763615829,370073.951269312,2026-03-31 03:03:03,U,0002,폐업,2026-03-30 16:39:56,,2012-03-27,31,,경상북도 영주시 영주동 470-34,식용란수집판매업,509000000920120004,5090000,000,경상북도 영주시 중앙로45번길 11 (영주동),36098,,03,폐업,,,
,축산물판매업,(주)문경약돌돼지 장유점,식육판매업,2026-03-23,364626.145566326,190853.956405169,2026-03-31 03:03:03,U,0002,폐업,2026-03-30 16:53:16,,2020-05-04,32.42,,경상남도 김해시 부곡동 1160-2,식육판매업,535000000920200032,5350000,L00,경상남도 김해시 능동로167번길 7 (부곡동),50981,,03,폐업,,,
,축산물판매업,네모식당,식육판매업,2026-03-30,177977.830620531,470467.664279326,2026-03-31 03:03:03,U,0002,폐업,2026-03-30 16:51:39,,2025-06-05,34.35,,경기도 파주시 와동동 1640-5,식육판매업,406000000920250013,4060000,000,경기도 파주시 가람로21번길 61-22 (와동동),10870,,03,폐업,,,
,축산물판매업,주식회사디와이미트,식육판매업,,178348.321416551,447607.387766578,2026-03-31 03:03:03,U,0000,정상,2026-03-30 16:07:50,,2016-12-27,110.78,,인천광역시 계양구 서운동 149-37,식육판매업,355000000920160040,3550000,L00,인천광역시 계양구 서운산업로 53-20 (서운동),21075,,01,영업/정상,,,032-549-2253
,축산물판매업,(주)이와이인터내셔널,축산물유통전문판매업,,331994.871293381,255556.776400539,2026-03-31 03:03:03,U,0000,정상,2026-03-30 17:43:50,,2018-10-25,7.5,,대구광역시 달성군 옥포읍 본리리 820-7,축산물유통전문판매업,348000000920230028,3480000,L00,,,,01,영업/정상,,,
,축산물판매업,우리마트,식육판매업,2026-03-19,330470.654886372,255381.864239667,2026-03-31 03:03:03,U,0002,폐업,2026-03-30 10:24:43,,2008-08-27,19.8,,대구광역시 달성군 옥포읍 교항리 1514-1,식육판매업,348000000920080019,3480000,000,대구광역시 달성군 옥포읍 교항제림길 2,,,03,폐업,,,053-614-8746
,축산물판매업,장수계란,식용란수집판매업,,196421.944998386,433582.264043557,2026-03-31 03:03:03,U,0000,정상,2026-03-30 09:50:57,,2024-05-28,2.63,,경기도 안양시 동안구 관양동 1420-45,식용란수집판매업,383000000920240007,3830000,000,"경기도 안양시 동안구 관악대로339번길 10, 102호 (관양동)",13938,,01,영업/정상,,,
