번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,사업자등록번호,
2,종합여행업,03_12_03_P,3220000,CDFI2260042026000033,2026-03-26,,01,영업/정상,13,영업중,,,,,07075761067,,,서울특별시 강남구 역삼동 708-16 능현오피스텔,"서울특별시 강남구 선릉로89길 16, 능현오피스텔 617호 (역삼동)",06212,아이러브트립,2026-03-27 16:14:41,I,2026-03-29 00:20:01,,204158.142351852,444580.926713242,종합여행업,,,0,,,서울보증보험(5천만원),,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,50000000,20251023,20261023,,0,,
3,종합여행업,03_12_03_P,3220000,CDFI2260042026000034,2026-03-27,,01,영업/정상,13,영업중,,,,,02-3443-8854,,,서울특별시 강남구 역삼동 736-1 캐피탈타워,"서울특별시 강남구 테헤란로 142, 캐피탈타워 15층 (역삼동)",06236,주식회사 힐링페이퍼,2026-03-27 17:06:00,I,2026-03-29 00:20:01,,203016.183843955,444168.205988118,종합여행업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,751973700,,,,0,,
4,종합여행업,03_12_03_P,3220000,CDFI2260042026000035,2026-03-27,,01,영업/정상,13,영업중,,,,,02-6953-9083,,,서울특별시 강남구 논현동 140-8 논현동빌딩,"서울특별시 강남구 학동로6길 30, 논현동빌딩 4층 (논현동)",06114,아이디어캠퍼스 주식회사,2026-03-27 17:15:11,I,2026-03-29 00:20:01,,202137.733994164,445325.875197172,종합여행업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,50000000,,,,0,,
5,종합여행업,03_12_03_P,3220000,CDFI2260042026000036,2016-09-26,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 역삼동 787-7 이스타빌,"서울특별시 강남구 도곡로 225, 이스타빌 904호 (역삼동)",06231,주식회사 상준메디컬투어,2026-03-27 17:35:24,I,2026-03-29 00:20:01,,203744.189635444,443506.366913979,종합여행업,,,0,,,서울보증보험(6천5백만원),,0,0,0,0,"Sangjun Medical Tour Co., Ltd.",GENERAL TRAVEL BUSINESS,0,0,,0,0,,0,0,,0,,,,,,,100000000,20250928,20260927,,0,,
6,종합여행업,03_12_03_P,4010000,CDFI2260042026000002,2014-11-20,,01,영업/정상,13,영업중,,,,,,,,경기도 시흥시 광석동 481,"경기도 시흥시 시흥대로 500, 제647호 (광석동)",14991,주식회사 친우여행사,2026-03-27 13:31:06,I,2026-03-29 00:20:01,,182710.478373604,431458.530005125,종합여행업,,,0,,,서울보증보험,,0,0,0,0,"CHIN WOO TRAVEL. CO., LTD.",GENERAL TRAVEL BUSINESS,0,0,,0,0,,0,0,,0,,,,,,,200000000,20231120,20241119,,0,,
8,종합여행업,03_12_03_P,4060000,CDFI2260042026000003,2018-09-27,,01,영업/정상,13,영업중,,,,,,,,경기도 파주시 금촌동 987-5 힘찬프라자,"경기도 파주시 금빛로 44-1, 힘찬프라자 604호 (금촌동)",10915,주식회사 무빙트립,2026-03-27 18:10:25,I,2026-03-29 00:20:01,,179474.771771384,472223.512713276,종합여행업,,,0,,,서울보증보험,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,104200000,20251026,20261025,,0,,
9,종합여행업,03_12_03_P,3040000,CDFI2260042026000010,2026-03-27,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 645-7,"서울특별시 광진구 긴고랑로14길 64, 비1층 (중곡동)",04918,어피스오브코리아(A Piece of Korea),2026-03-27 09:26:36,I,2026-03-29 00:20:01,,207002.785697952,450846.436421639,종합여행업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,50000000,,,,0,,
10,종합여행업,03_12_03_P,3040000,CDFI2260042026000011,2026-03-27,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 216-10 한승빌딩,"서울특별시 광진구 아차산로 378, 한승빌딩 3층 365호 (자양동)",05051,빅팜컴퍼니(주),2026-03-27 13:44:56,I,2026-03-29 00:20:01,,207428.020928635,448255.352027526,종합여행업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,100000000,,,,0,,
13,종합여행업,03_12_03_P,3000000,CDFI2260041999000001,1999-04-01,,01,영업/정상,13,영업중,,,,,02-720-1515,,,서울특별시 종로구 신문로1가 163 광화문오피시아 1110호,"서울특별시 종로구 새문안로 92, 광화문오피시아 1110호 (신문로1가)",03186,(주)유에스여행,2026-03-27 17:15:30,U,2026-03-29 02:40:00,,197713.264843734,451938.037703258,종합여행업,,,0,,,"한국관광협회(50,000,000)",,0,0,0,0,"US TOUR & TRAVEL Co.,Ltd",GENERAL TRAVEL BUSINESS,0,0,,0,0,,0,0,,0,,,,,,,350000000,20260331,20270331,,0,,
15,종합여행업,03_12_03_P,3220000,CDFI2260042024000086,2024-10-02,,01,영업/정상,13,영업중,,,,,02-511-3445,,,서울특별시 강남구 논현동 268-16,"서울특별시 강남구 선릉로111길 6, 1층, 2층 (논현동)",06103,젠지이스포츠글로벌아카데미(유),2026-03-27 11:09:28,U,2026-03-29 02:40:00,,203727.879660112,445425.225062925,종합여행업,,,0,,,관광공제회(5천만원),,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,112810000,20260310,20270310,,0,,
