사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
코람데오,1011314068,,,2025-12-24,199855.046923849,452397.495258205,2026-04-05 23:09:16,I,2,폐업,,,기타수질오염원관리,2025-12-24 13:50:03,2019-07-25,,서울특별시 종로구 연지동 100-14 동원오피스텔,300000025201900007,3000000,,,,"서울특별시 종로구 창경궁로16가길 28-6, 동원오피스텔 2층 (연지동)",03128,,03,폐업,,,,
(주)르본인터내셔널,1018694275,,,2025-12-24,199149.110193766,452660.298382959,2026-04-05 23:09:18,I,2,폐업,,,기타수질오염원관리,2025-12-24 13:51:01,2019-09-30,,서울특별시 종로구 권농동 166-1,300000025201900010,3000000,,,,"서울특별시 종로구 율곡로10길 27, 1층 (권농동)",03134,,03,폐업,,,070-4860-7410,
디오에담따,4800301147,,,2025-12-24,199128.017589373,452564.016471323,2026-04-05 23:09:30,I,2,폐업,,,기타수질오염원관리,2025-12-24 13:51:32,2020-02-10,,서울특별시 종로구 와룡동 86-1 명성빌딩,300000025202000009,3000000,,,,"서울특별시 종로구 돈화문로 76-1, 명성빌딩 제5-2호 (와룡동)",03134,,03,폐업,,,070-4116-2391,
라라쥬얼리,4412601078,,,2025-12-31,199190.271703465,452491.784661974,2026-04-05 23:09:23,I,2,폐업,,,기타수질오염원관리,2025-12-31 15:04:03,2020-06-19,,서울특별시 종로구 권농동 184-1 성우빌딩,300000025202000016,3000000,,,,"서울특별시 종로구 율곡로10길 63, 성우빌딩 3층 (권농동)",,,03,폐업,,,,
엘프,2060382940,,,2026-01-21,199205.546686727,452114.525902793,2026-04-05 23:09:08,I,2,폐업,,,기타수질오염원관리,2026-01-21 17:49:08,2014-08-14,,서울특별시 종로구 묘동 198 5층,300000025201400025,3000000,,,,"서울특별시 종로구 돈화문로 31, 5층 (묘동)",,,03,폐업,,,,
엘카,1010836035,,,,199248.090302537,452144.242776903,2026-04-05 23:08:44,I,11,영업,,,기타수질오염원관리,2026-01-08 16:55:00,2008-09-11,,서울특별시 종로구 묘동 39-1,300000025200800052,3000000,,,,"서울특별시 종로구 돈화문로8길 6, 지하1층 (묘동)",03138,,01,영업/정상,,,02-3672-3034,
끌리오,1010179923,,,,199338.499121939,452137.14476959,2026-04-05 23:08:48,I,11,영업,,,기타수질오염원관리,2024-03-28 13:07:58,2008-11-20,,서울특별시 종로구 봉익동 102 썬빌딩501호,300000025200800060,3000000,,,,"서울특별시 종로구 돈화문로6나길 14-1 (봉익동,썬빌딩501호)",,,01,영업/정상,,,,
샤피르,1014066956,,,,199272.951789304,451863.54322961,2026-04-05 23:08:47,I,11,영업,,,기타수질오염원관리,2025-08-14 14:33:40,2008-12-24,,서울특별시 종로구 장사동 233-18,300000025200800063,3000000,,,,"서울특별시 종로구 돈화문로 6-1, 2층 201호 (장사동)",03193,,01,영업/정상,,,02-762-4470,
코닥문화칼라,1011085242,,,,198150.300374121,452019.212642931,2026-04-05 23:08:47,I,11,영업,,,기타수질오염원관리,2025-09-05 15:53:26,2009-02-23,,서울특별시 종로구 종로1가 24 르메이에르종로타운1,300000025200900003,3000000,,,,"서울특별시 종로구 종로 19, 르메이에르종로타운1 1층 127호 (종로1가)",03157,,01,영업/정상,,,,
주현공방,1040421848,,,,199303.949211195,452160.847076944,2026-04-05 23:08:47,I,11,영업,,,기타수질오염원관리,2025-06-24 16:46:31,2009-03-18,,서울특별시 종로구 봉익동 136,300000025200900005,3000000,,,,"서울특별시 종로구 돈화문로6나길 25, 2층 207호 (봉익동)",03138,,01,영업/정상,,,,
쥬얼리 JM,2471402133,,,,199164.028176924,452193.124898933,2026-04-05 23:08:47,I,11,영업,,,기타수질오염원관리,2022-06-08 08:59:22,2009-04-01,,서울특별시 종로구 돈의동 111 3층,300000025200900006,3000000,,,,"서울특별시 종로구 돈화문로9길 6, 3층 (돈의동)",,,01,영업/정상,,,,
메드스튜디오,1050466019,,,,199019.836706697,452488.325210222,2026-04-05 23:08:47,I,11,영업,,,기타수질오염원관리,2021-05-07 16:36:55,2009-04-21,,서울특별시 종로구 익선동 50 3층,300000025200900008,3000000,,,,"서울특별시 종로구 삼일대로32가길 37 (익선동,3층)",,,01,영업/정상,,,,
골드크라운,1010841620,,,,199858.411705182,452412.237645018,2026-04-05 23:08:47,I,11,영업,,,기타수질오염원관리,2021-05-07 16:37:21,2009-04-29,,서울특별시 종로구 연지동 105 감자빌딩,300000025200900009,3000000,,,,"서울특별시 종로구 창경궁로16가길 14, 감자빌딩 2층 (연지동)",03128,,01,영업/정상,,,02-745-9903,
