사업장명,사업장부지용도구분명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지면적,지번주소,제조구분명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자
롯데쇼핑(주) 롯데마트 제타플렉스 서울역점,기타,제조,,197242.994816102,450658.947895548,2026-05-03 22:49:59,I,01,영업중,2025-12-24 15:58:38,2010-03-08,,서울특별시 중구 봉래동2가 122,냉동,2004301007102100002,3010000,서울특별시 중구 청파로 426,,,01,영업/정상,,
서울특별시시설관리공단(을지로2구역 지하도상가),기타,제조,,198871.148612339,451537.607228396,2026-05-03 22:49:59,I,01,영업중,2024-02-13 16:19:41,2004-05-28,,서울특별시 중구 을지로2가 149-10 을지로2구역지하쇼핑,냉동,2004301007102100003,3010000,"서울특별시 중구 을지로 지하 88, 을지로2구역지하쇼핑 (을지로2가)",04542,,01,영업/정상,,
농업협동조합중앙회,기타,제조,,197143.10408516,451569.761397214,2026-05-03 22:49:59,I,01,영업중,2025-05-02 17:47:49,2008-02-12,,서울특별시 중구 충정로1가 75-1,냉동,2004301007102100004,3010000,서울특별시 중구 새문안로 16 (충정로1가),,,01,영업/정상,,
(주)우리은행 신당역지점,기타,제조,,201479.69999167,451499.75715082,2026-05-03 22:49:59,I,01,영업중,2023-02-20 11:28:29,2004-03-11,,서울특별시 중구 흥인동 29 우리은행,냉동,2004301007102200003,3010000,"서울특별시 중구 퇴계로 413, 우리은행 (흥인동)",04570,,01,영업/정상,,
대한관광개발(주) 서울로얄호텔,기타,제조,,,,2026-05-03 22:49:59,I,01,영업중,2004-08-06 00:00:00,2004-08-06,,서울특별시 중구 명동1가 6,일반,2004301007102200004,3010000,,,,01,영업/정상,,
서울상공회의소,상업.업무용,제조,,197620.648923884,450919.874344114,2026-05-03 22:49:59,I,01,영업중,2025-05-16 16:27:20,2005-04-19,,서울특별시 중구 남대문로4가 45,냉동,2005301007102100001,3010000,서울특별시 중구 세종대로 39 (남대문로4가),,,01,영업/정상,,
서울특별시시설관리공단(을지로4구역 지하도상가),상업용,제조,,200123.671716415,451612.700077323,2026-05-03 22:49:59,I,01,영업중,2024-02-13 16:35:50,2005-06-13,,서울특별시 중구 을지로5가 35-6 을지로4구역지하쇼핑,냉동,2005301007102100002,3010000,"서울특별시 중구 을지로 지하 218, 을지로4구역지하쇼핑 (을지로5가)",04562,,01,영업/정상,,
(주)디오트,주.상복합용,저장소,,201236.031514508,451872.409388295,2026-05-03 22:49:59,I,01,영업중,2014-01-16 10:34:45,2005-07-19,,서울특별시 중구 신당동 193-2,일반,2005301007102100003,3010000,서울특별시 중구 다산로 293 (신당동),,,01,영업/정상,,
(주)파라다이스글로벌 서울지점,업무용,제조,,200349.704652903,451312.763287331,2026-05-03 22:49:59,I,01,영업중,2023-12-26 14:24:02,2005-11-03,,서울특별시 중구 쌍림동 22-1,냉동,2005301007102100004,3010000,서울특별시 중구 퇴계로 299 (쌍림동),,,01,영업/정상,,
재단법인천주교쌘뽈수도원유지재단,지정되지않음,제조,,198874.259008588,451127.200498433,2026-05-03 22:49:59,I,01,영업중,2020-08-13 13:51:17,2008-05-22,,서울특별시 중구 명동2가 1-6 샬트르성바오로수녀회,일반,2005301007102200001,3010000,"서울특별시 중구 명동길 74-2, 샬트르성바오로수녀회 (명동2가)",04537,,01,영업/정상,,
(주)캔두원,업무용,제조,,201853.827140376,451639.554040469,2026-05-03 22:49:59,I,01,영업중,2009-07-22 11:09:24,2009-07-22,,서울특별시 중구 황학동 1001,일반,2005301007102200003,3010000,,,,01,영업/정상,,
신한은행백년관빌딩,업무용,저장소,,198537.485891511,451727.142794364,2026-05-03 22:50:00,I,01,영업중,2015-04-15 16:14:22,2011-01-19,,서울특별시 중구 삼각동 117,일반,2006301007102100002,3010000,서울특별시 중구 남대문로10길 29 (삼각동),,,01,영업/정상,,
(주)문화일보,업무용,저장소,,197164.226466038,451647.674131454,2026-05-03 22:50:00,I,01,영업중,2026-04-24 09:03:48,2006-03-30,,서울특별시 중구 충정로1가 68,일반,2006301007102100003,3010000,"서울특별시 중구 새문안로 22 (충정로1가, 주)문화일보사)",,,01,영업/정상,,
서울시설공단,업무용,제조,,200999.356221857,451654.418167327,2026-05-03 22:50:00,I,01,영업중,2024-01-15 16:21:24,2006-04-26,,서울특별시 중구 신당동 251-7,냉동,2006301007102100004,3010000,서울특별시 중구 마장로 22 (신당동),,,01,영업/정상,,
주식회사 엘지,업무용,제조,,197705.803798015,450180.019066426,2026-05-03 22:50:00,I,01,영업중,2022-02-07 14:46:29,2010-12-16,,서울특별시 중구 남대문로5가 631,일반,2006301007102100005,3010000,서울특별시 중구 후암로 98 (남대문로5가),,,01,영업/정상,,
대한예수교장로회 신당중앙교회,기타,제조,,,,2026-05-03 22:50:00,I,01,영업중,2006-12-20 00:00:00,2006-07-18,,서울특별시 중구 신당동 338-16,일반,2006301007102200001,3010000,,,,01,영업/정상,,
연세대학교 봉래빌딩,업무용,제조,,197566.025174596,450801.904665575,2026-05-03 22:50:00,I,01,영업중,2019-06-13 13:38:54,2007-10-15,100,서울특별시 중구 봉래동1가 5-41 연세봉래빌딩,냉동,2007301010002200003,3010000,"서울특별시 중구 칠패로 36, 연세봉래빌딩 (봉래동1가)",04512,,01,영업/정상,,
코람코제159호일반사모부동산투자회사,,제조,,198055.210072535,451729.379049848,2026-05-03 22:50:00,I,01,영업중,2024-11-21 13:09:02,2008-06-17,,서울특별시 중구 무교동 45 더익스체인지서울,냉동,2008301010002100001,3010000,"서울특별시 중구 무교로 21, 더익스체인지서울 (무교동)",04520,,01,영업/정상,,
(주)베네치아메가몰,,제조,,201823.908977364,452076.818664092,2026-05-03 22:50:00,I,01,영업중,2021-05-28 17:05:37,2008-06-17,,서울특별시 중구 황학동 2545 롯데캐슬베네치아,냉동,2008301010002100002,3010000,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",04572,,01,영업/정상,,
굿모닝시티쇼핑몰관리단,,제조,,200573.641273539,451621.036467544,2026-05-03 22:50:00,I,01,영업중,2025-03-25 10:37:13,2008-01-29,,서울특별시 중구 을지로6가 18-21,냉동,2008301010002100003,3010000,서울특별시 중구 장충단로 247 (을지로6가),,,01,영업/정상,,
(주)씨제이이엔엠(리더십센터),,제조,,199507.80336666,450759.627742798,2026-05-03 22:50:00,I,01,영업중,2024-05-10 09:36:30,2008-05-29,,서울특별시 중구 필동2가 102,냉동,2008301010002100004,3010000,서울특별시 중구 퇴계로36가길 24 (필동2가),,,01,영업/정상,,
소방재난본부,,제조,,198960.111373557,450738.34840868,2026-05-03 22:50:00,I,01,영업중,2013-12-31 17:08:35,2008-11-17,,서울특별시 중구 예관동 6-7,,2008301010002100005,3010000,서울특별시 중구 퇴계로26길 52 (예장동),,,01,영업/정상,,
중부소방서,기타,제조,,201287.882380288,451386.672276474,2026-05-03 22:50:00,I,01,영업중,2008-01-11 13:14:23,2008-01-11,,서울특별시 중구 무학동 43,충전,2008301010002200001,3010000,,,,01,영업/정상,,
고려통상(주),업무용,제조,,198388.365585519,450963.241815173,2026-05-03 22:50:00,I,01,영업중,2025-06-04 16:27:24,2008-04-17,,서울특별시 중구 충무로1가 25-5 고려대연각타워,냉동,2008301010002200002,3010000,"서울특별시 중구 퇴계로 97, 고려대연각타워 (충무로1가)",04535,,01,영업/정상,,
나라키움저동빌딩(한국자산관리공사),업무용,제조,,198888.338876163,451417.434885679,2026-05-03 22:50:00,I,01,영업중,2013-12-31 10:33:39,2008-02-12,,서울특별시 중구 저동1가,냉동,2008301010002200004,3010000,서울특별시 중구 삼일대로 340 (저동1가),,,01,영업/정상,,
