사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
COZY,2025-12-18,201252.508004421,450817.329698139,2026-05-03 22:33:05,I,0002,폐업,,2025-12-18 18:07:55,,2018-09-12,0,,서울특별시 중구 신당동 ***-**,301000004820180006,3010000,000,"서울특별시 중구 청구로 **, *층 (신당동)",04589,,03,폐업,,,02-2253-6686
페츠베리머치 카페,2025-04-30,197601.685379703,449037.788561661,2026-05-03 22:33:08,I,0002,폐업,,2026-01-09 13:49:54,,2023-03-16,0,,서울특별시 용산구 남영동 **-*,302000004820230001,3020000,L00,서울특별시 용산구 한강대로**길 **(남영동),04352,,03,폐업,,,070-4010-2561
센스펫플라잉,,173028.481909238,441403.866507161,2026-05-03 22:33:40,I,0000,정상,,2026-04-17 10:19:04,,2026-04-17,0,,인천광역시 부평구 십정동 ***-** ***호,354000004820260003,3540000,000,"인천광역시 부평구 배곶로 **, ***호 (십정동)",21451,,01,영업/정상,,,
푸치네 애견놀이터 & 호텔,,209299.474127668,445317.105828146,2026-05-03 22:04:16,I,0000,정상,,2026-03-18 17:10:28,,2026-03-18,0,,서울특별시 송파구 송파동 ** 대림빌딩,323000004820260002,3230000,000,"서울특별시 송파구 석촌호수로 ***, 대림빌딩 B*층 (송파동)",05623,,01,영업/정상,,,
견생유치원,2025-12-24,201349.677927804,460561.665774363,2026-05-03 22:43:44,I,0002,폐업,,2025-12-30 15:53:08,,2024-05-16,0,,서울특별시 강북구 수유동 ***-**,308000004820240005,3080000,000,"서울특별시 강북구 한천로 ****, *층 (수유동)",01037,,03,폐업,,,
강(Kang)아지,2025-12-23,201195.913672271,460179.648063447,2026-05-03 22:43:44,I,0002,폐업,,2025-12-23 12:52:02,,2024-10-04,0,,서울특별시 강북구 수유동 ***-**,308000004820240007,3080000,000,"서울특별시 강북구 삼양로***길 **, *층 (수유동)",01030,,03,폐업,,,
포울린 펫 유치원,,209670.2855,446015.690500001,2026-05-03 22:04:16,I,0000,정상,,2026-04-03 13:22:03,,2026-04-03,0,,서울특별시 송파구 방이동 **-*,323000004820260003,3230000,L00,"서울특별시 송파구 올림픽로 ***, *층 (방이동)",05543,,01,영업/정상,,,
나라 앤 송이 애견샵,,202282.870151037,459935.756525042,2026-05-03 22:43:40,I,0000,정상,,2025-08-19 14:36:04,,2018-05-30,0,,서울특별시 강북구 수유동 ***-** *층,308000004820180009,3080000,000,"서울특별시 강북구 한천로***길 **-**, *층 (수유동)",01054,,01,영업/정상,,,
꽃보다 개,,201797.933158965,460209.426960858,2026-05-03 22:43:40,I,0000,정상,,2024-08-30 16:12:36,,2018-06-07,0,,서울특별시 강북구 수유동 ***-*,308000004820180014,3080000,000,서울특별시 강북구 한천로 **** (수유동),01048,,01,영업/정상,,,
버블펫,,202778.045524565,457972.165978227,2026-05-03 22:43:40,I,0000,정상,,2025-01-09 17:41:30,,2018-07-09,0,,서울특별시 강북구 미아동 ***-*** *층,308000004820180016,3080000,000,"서울특별시 강북구 오패산로**길 **, *층 (미아동)",01153,,01,영업/정상,,,02-987-9808
라울레미 하우스,,202730.349495528,457804.17618464,2026-05-03 22:43:41,I,0000,정상,,2024-06-13 15:25:02,,2018-07-31,0,,서울특별시 강북구 미아동 ***-***,308000004820180017,3080000,000,"서울특별시 강북구 도봉로**길 **, *층 (미아동)",01162,,01,영업/정상,,,
솔샘펫,,201502.608880391,457502.103585976,2026-05-03 22:43:41,I,0000,정상,,2024-11-26 18:14:46,,2018-07-31,0,,서울특별시 강북구 미아동 ****-*,308000004820180018,3080000,000,"서울특별시 강북구 솔샘로 ***, *층 (미아동)",01193,,01,영업/정상,,,
24시 수유 바른펫 동물의료센터,,201895.657015169,459898.768983751,2026-05-03 22:43:41,I,0000,정상,,2022-04-28 18:10:41,,2018-09-20,0,,서울특별시 강북구 수유동 **-** 리안스페이스,308000004820180022,3080000,000,"서울특별시 강북구 노해로 **, 리안스페이스 *층 (수유동)",01077,,01,영업/정상,,,02-903-7582
H 동물병원,,201602.577531291,457290.100695375,2026-05-03 22:43:41,I,0000,정상,,2024-04-25 16:45:15,,2018-10-02,0,,서울특별시 강북구 미아동 ****-* 미아프라자,308000004820180028,3080000,000,"서울특별시 강북구 삼양로**길 **-**, 미아프라자 ***호 (미아동)",01196,,01,영업/정상,,,
아이사랑 동물병원,,201882.026836663,457207.459778606,2026-05-03 22:43:42,I,0000,정상,,2022-04-28 18:10:42,,2019-05-09,0,,서울특별시 강북구 미아동 ***-* 현대성우아파트,308000004820190006,3080000,000,"서울특별시 강북구 삼양로**길 **, ***동 ***호 (미아동, 현대성우아파트)",01201,,01,영업/정상,,,02-946-0011
coco puppy,,203160.494747285,457237.260770848,2026-05-03 22:43:42,I,0000,정상,,2022-04-28 18:10:42,,2019-07-18,0,,서울특별시 강북구 미아동 * 꿈의숲 롯데캐슬 ***동 *호,308000004820190011,3080000,000,"서울특별시 강북구 오현로 **, ***동 *층 *호 (미아동, 꿈의숲 롯데캐슬)",01232,,01,영업/정상,,,
멍멍이발소,,201519.842226579,458670.791773799,2026-05-03 22:43:42,I,0000,정상,,2022-04-28 18:10:43,,2020-02-10,0,,서울특별시 강북구 수유동 **-**,308000004820200001,3080000,000,서울특별시 강북구 삼양로 *** (수유동),01116,,01,영업/정상,,,
