사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
굿피트,2024-06-30,205258.911999431,452267.221277907,2026-05-03 22:03:44,I,0002,폐업,,2026-01-07 14:39:52,,2020-04-27,0,,서울특별시 동대문구 답십리동 **-**,305000004620200007,3050000,000,서울특별시 동대문구 답십리로 *** (답십리동),02607,,03,폐업,,,
(주)코리아팩토리,,200743.604803356,450138.549769796,2026-05-03 22:33:04,I,0002,폐업,,2022-04-28 18:11:02,,2018-05-02,0,,서울특별시 중구 신당동 ***-* 전진빌딩,301000004620180003,3010000,L00,"서울특별시 중구 동호로**길 **, 전진빌딩 *층 (신당동)",04598,,03,폐업,,,02-2256-7112
SHIBASLUV,2025-12-30,210704.00864061,445377.205447926,2026-05-03 22:04:08,I,0002,폐업,,2025-12-31 09:34:33,,2021-08-02,0,,서울특별시 송파구 방이동 ***-* 보람파크빌리지,323000004620210025,3230000,000,"서울특별시 송파구 마천로 *, ***동 *층 ***호 (방이동, 보람파크빌리지)",05640,,03,폐업,,,
이그조틱코리아,,201866.039519433,451543.337800303,2026-05-03 22:33:04,I,0004,말소,,2022-04-28 18:11:02,,2018-05-31,0,,서울특별시 중구 황학동,301000004620160001,3010000,000,"서울특별시 중구 퇴계로 ***, *층 ***호 (황학동, 황학 아크로타워)",04575,,04,취소/말소/만료/정지/중지,,,
프리제(frise),,195385.366085745,448052.919062111,2026-05-03 22:33:06,I,0000,정상,,2025-02-03 10:56:59,,2025-02-03,0,,서울특별시 용산구 청암동 **-* 상훈빌딩,302000004620250001,3020000,000,"서울특별시 용산구 원효로 **, 상훈빌딩 (청암동)",04359,,01,영업/정상,,,
주식회사 코리아팩토리,,195137.943672529,453720.74748154,2026-05-03 22:46:25,I,0000,정상,,2022-04-28 18:10:56,,2020-03-10,0,,서울특별시 서대문구 홍제동 ***-**,312000004620200004,3120000,L00,"서울특별시 서대문구 모래내로 ***, *층 (홍제동)",03646,,01,영업/정상,,,02-2256-7112
아르떼퍼피,,210868.397496689,442053.227933005,2026-05-03 22:04:09,I,0000,정상,,2022-04-28 18:11:10,,2022-03-30,0,,서울특별시 송파구 문정동 *** 파크하비오,323000004620220014,3230000,000,"서울특별시 송파구 송파대로 ***, ***동 ***호 (문정동, 파크하비오)",05837,,01,영업/정상,,,
PET WAVE,,209317.012187704,444964.289630833,2026-05-03 22:04:09,I,0000,정상,,2024-05-21 15:13:34,,2024-04-18,0,,서울특별시 송파구 송파동 **-*,323000004620240001,3230000,L00,서울특별시 송파구 송파대로 *** (송파동),05625,,01,영업/정상,,,02-1551-1515
도레미캣,,210702.180783504,448114.228064344,2026-05-03 22:04:09,I,0000,정상,,2025-06-23 16:41:17,,2025-06-23,0,,서울특별시 송파구 풍납동 ***,323000004620250001,3230000,000,"서울특별시 송파구 올림픽로 ***-*, *층 (풍납동)",05520,,01,영업/정상,,,
AMI PET CONSULT,,160362.186075118,444309.438790404,2026-05-03 22:33:04,I,0000,정상,,2022-04-28 18:09:58,,2021-07-17,0,,인천광역시 중구 중산동 ****-**,349000004620210017,3490000,000,"인천광역시 중구 백운로 **, *층 (중산동)",22358,,01,영업/정상,,,
AMI PET,,160335.805546928,444310.350002991,2026-05-03 22:33:04,I,0000,정상,,2022-04-28 18:09:58,,2021-07-18,0,,인천광역시 중구 중산동 ****-*,349000004620210020,3490000,000,"인천광역시 중구 백운로 **, *층 (중산동)",22358,,01,영업/정상,,,
캔디캣,,155631.185296212,443670.391762751,2026-05-03 22:33:04,I,0000,정상,,2022-04-28 18:09:58,,2022-01-12,0,,인천광역시 중구 운서동 ****-**,349000004620220002,3490000,000,"인천광역시 중구 화랑목로***번길 **, ***호 (운서동)",22361,,01,영업/정상,,,
미유하우스,,175258.755841416,444856.428780972,2026-05-03 22:33:27,I,0000,정상,,2025-12-18 15:15:58,,2025-12-18,0,,인천광역시 부평구 부평동 **-**,354000004620250001,3540000,000,"인천광역시 부평구 부평대로 ***, *층 (부평동)",21366,,01,영업/정상,,,
어스펫,,176621.940828588,452958.33618819,2026-05-03 22:33:11,I,0000,정상,,2022-04-28 18:11:14,,2020-09-03,0,,인천광역시 계양구 장기동 ***-* *층,355000004620200008,3550000,000,"인천광역시 계양구 장기로**번길 **, *층 (장기동)",21006,,01,영업/정상,,,
퍼피월드,,176340.631241665,452810.464910566,2026-05-03 22:33:11,I,0000,정상,,2025-12-17 14:23:31,,2020-12-28,0,,인천광역시 계양구 장기동 ***-* 장기빌딩,355000004620200017,3550000,000,"인천광역시 계양구 장제로 ****, 장기빌딩 *층 (장기동)",21007,2025-10-21,01,영업/정상,,,032-551-7896
아시아펫,,176609.256640263,452763.435254274,2026-05-03 22:33:11,I,0000,정상,,2026-02-20 09:26:20,,2024-11-22,0,,인천광역시 계양구 장기동 ***-**,355000004620240001,3550000,000,"인천광역시 계양구 장기로 *, *층 (장기동)",21006,,01,영업/정상,,,
한중펫,,176621.940828588,452958.33618819,2026-05-03 22:33:12,I,0000,정상,,2025-07-30 16:18:41,,2025-07-30,0,,인천광역시 계양구 장기동 ***-*,355000004620250001,3550000,000,"인천광역시 계양구 장기로**번길 **, *층 (장기동)",21006,,01,영업/정상,,,
한남동강아지,2016-05-31,199780.996106991,448255.65839672,2026-05-03 22:33:06,I,0002,폐업,,2022-04-28 18:10:59,,2013-01-18,0,,서울특별시 용산구 한남동 ***-*,302000004620130001,3020000,L00,서울특별시 용산구 이태원로**길 ** (한남동),04348,,03,폐업,,,
우쭈쭈,2018-06-01,199396.732140732,447874.334199952,2026-05-03 22:33:06,I,0002,폐업,,2022-04-28 18:10:59,,2014-02-14,0,,서울특별시 용산구 이태원동 ***-** *층,302000004620140001,3020000,000,"서울특별시 용산구 이태원로**길 **-*, *층 (이태원동)",04391,,03,폐업,,,62127411
포캣츄,2020-05-15,205258.911999431,452267.221277907,2026-05-03 22:03:44,I,0002,폐업,,2022-04-28 18:10:49,,2015-08-19,0,,,305000004620150003,3050000,000,서울특별시 동대문구 답십리로 *** (답십리동),02607,,03,폐업,,,
