건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
0,0,스피드,2000-04-11,,196264.926088142,441670.927902556,당구장업,2026-05-03 22:41:07,I,03,폐업,,2003-02-06 10:45:13,,1996-09-05,151-818,0,서울특별시 관악구 봉천동 1625-25,,CDFH3301081996000020,3200000,사립,서울특별시 관악구 낙성대로 22-14  (봉천동),,03,폐업,,,
0,0,키노당구장,2000-04-12,,196331.558689981,441483.865078117,당구장업,2026-05-03 22:41:07,I,03,폐업,,2003-02-06 10:45:13,,1996-09-05,151-818,0,서울특별시 관악구 봉천동 300-11,,CDFH3301081996000021,3200000,사립,서울특별시 관악구 낙성대로 33  (봉천동),,03,폐업,,,
0,0,포커스,2001-03-08,,193525.349680004,443287.794417958,당구장업,2026-05-03 22:41:07,I,03,폐업,,2003-02-06 10:45:13,,1996-09-24,151-831,0,서울특별시 관악구 봉천동 721-27,,CDFH3301081996000023,3200000,사립,서울특별시 관악구 당곡길 66  (봉천동),,03,폐업,,,
0,0,보라매,1999-01-28,,193631.781048619,442916.675516013,당구장업,2026-05-03 22:41:07,I,03,폐업,,2003-02-06 10:45:13,,1996-12-06,151-891,0,서울특별시 관악구 신림동 1428-8,,CDFH3301081996000032,3200000,사립,서울특별시 관악구 신림로 382  (신림동),,03,폐업,,,
0,0,골든벨,2000-07-25,,192716.321805651,441216.726624243,당구장업,2026-05-03 22:41:07,I,03,폐업,,2003-02-06 10:45:13,,1996-12-12,151-881,0,서울특별시 관악구 신림동 725-33,,CDFH3301081996000033,3200000,사립,서울특별시 관악구 난곡로 203  (신림동),,03,폐업,,,
0,1124,힐탑당구장,2019-07-15,,194559.219604776,441088.998094591,당구장업,2026-05-03 22:41:08,I,03,폐업,,2019-07-15 15:59:27,,1997-02-27,,,서울특별시 관악구 신림동 103-109 지하1층,,CDFH3301081997000003,3200000,사립,"서울특별시 관악구 서림길 96, 지하1층 (신림동, 씨티원룸)",08839,03,폐업,,,
,,프라임당구클럽,2020-12-03,,192723.283283962,440135.318262207,당구장업,2026-05-03 22:41:08,I,03,폐업,,2020-12-03 10:39:26,,1997-03-08,151-885,,서울특별시 관악구 신림동 676-5 (지하),,CDFH3301081997000004,3200000,사립,"서울특별시 관악구 난향2길 8 (신림동,(지하))",,03,폐업,,,02-861-0975
0,0,킹,1999-07-12,,195869.744390107,442117.299063823,당구장업,2026-05-03 22:41:08,I,03,폐업,,2003-02-06 10:45:13,,1997-03-31,151-834,0,서울특별시 관악구 봉천동 1666-26,,CDFH3301081997000006,3200000,사립,서울특별시 관악구 남부순환로 1835-26  (봉천동),,03,폐업,,,
0,,큐스포츠,2020-09-01,,197033.003298433,441363.391202842,당구장업,2026-05-03 22:41:08,I,03,폐업,,2020-09-01 17:31:31,,1997-05-13,151-814,,서울특별시 관악구 봉천동 1644-6 (지하),,CDFH3301081997000008,3200000,사립,"서울특별시 관악구 인헌3길 5 (봉천동,(지하))",,03,폐업,,,070-4525-3026
0,0,콘로드당구장,2000-02-23,,194591.692555324,442275.765427909,당구장업,2026-05-03 22:41:08,I,03,폐업,,2003-02-06 10:45:13,,1997-05-22,151-820,0,서울특별시 관악구 봉천동 945-25,,CDFH3301081997000009,3200000,사립,서울특별시 관악구 장군봉2길 14  (봉천동),,03,폐업,,,
