사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
하늘애견,2025-12-01,202009.315164926,460409.484269558,2026-05-03 22:43:25,I,0002,폐업,,2025-12-18 17:23:34,,2009-03-16,,,서울특별시 강북구 수유동 ***-*,308000004520090002,3080000,000,서울특별시 강북구 노해로**길 ** (수유동),,,03,폐업,,,
아이러브 캣,2025-12-23,201922.432010876,460169.987212613,2026-05-03 22:43:36,I,0002,폐업,,2025-12-23 12:51:49,,2019-05-16,0,,서울특별시 강북구 수유동 ***-*** 진흥빌딩,308000004520190007,3080000,000,"서울특별시 강북구 노해로 **, 진흥빌딩 *층 (수유동)",01048,,03,폐업,,,02-990-3359
주식회사 에이플코리아 롯데슈퍼 유진점,,194850.361025035,454344.432517428,2026-05-03 22:46:24,I,0002,폐업,,2022-04-28 18:10:52,,2017-06-30,0,,서울특별시 서대문구 홍제동 ***-**,312000004520170002,3120000,L00,"서울특별시 서대문구 통일로 *** (홍제동, 유진상가)",03628,,03,폐업,,,02-589-3579
경기관상어,2025-12-31,208589.363343145,445455.90405262,2026-05-03 22:04:02,I,0002,폐업,,2026-01-21 14:54:56,,2014-11-12,0,,서울특별시 송파구 잠실동 **-*,323000004520140011,3230000,000,"서울특별시 송파구 올림픽로 ***, 롯데마트 지하*층 (잠실동)",05554,,03,폐업,,,02-2066-4730
SHIBASLUV,2025-12-30,210704.00864061,445377.205447926,2026-05-03 22:04:06,I,0002,폐업,,2025-12-31 09:34:48,,2021-08-02,0,,서울특별시 송파구 방이동 ***-* 보람파크빌리지,323000004520210025,3230000,000,"서울특별시 송파구 마천로 *, ***동 *층 ***호 (방이동, 보람파크빌리지)",05640,,03,폐업,,,
아쿠아플러스 홈플러스(잠실점),2026-01-28,209039.148023482,446007.966801057,2026-05-03 22:04:08,I,0002,폐업,,2026-02-04 17:24:42,,2023-04-26,0,,서울특별시 송파구 신천동 *-** SONGPA FUN STADIUM,323000004520230003,3230000,L00,"서울특별시 송파구 올림픽로**가길 **, SONGPA FUN STADIUM B*층 (신천동)",05510,,03,폐업,,,02-3468-8000
브리더스퀄리티,2025-12-11,159145.052806547,444420.8669145,2026-05-03 22:33:03,I,0002,폐업,,2025-12-16 10:49:12,,2022-03-29,0,,인천광역시 중구 운남동 ***,349000004520220011,3490000,L00,"인천광역시 중구 백운로***번길 **-*, 에이동 (운남동)",22358,,03,폐업,,,032-752-4478
빛나라 퍼피,2026-01-26,175828.109992931,446289.401137912,2026-05-03 22:33:22,I,0002,폐업,,2026-01-26 17:11:20,,2023-01-11,0,,인천광역시 부평구 갈산동 **-* ***호,354000004520230001,3540000,000,"인천광역시 부평구 주부토로***번길 *, ***호 (갈산동)",21317,,03,폐업,,,
화이트홀,2026-01-28,175895.622787616,449002.664376827,2026-05-03 22:33:09,I,0002,폐업,,2026-01-29 16:40:35,,2009-09-21,0,,인천광역시 계양구 계산동 ***-* 계산메가타운 ***호,355000004520130006,3550000,000,"인천광역시 계양구 경명대로 **** (계산동, 계산메가타운 ***호)",21050,,03,폐업,,,
롯데마트 계양점(수족관),,176599.816295302,448767.427225648,2026-05-03 22:33:11,I,0000,정상,,2024-12-05 14:22:38,,2023-01-17,0,,인천광역시 계양구 계산동 ****-* 롯데마트 계양점,355000004520230001,3550000,L00,"인천광역시 계양구 장제로 ***, 롯데마트 계양점 *층 (계산동)",21060,,01,영업/정상,,,
작은숲,,175458.952834813,448617.510407473,2026-05-03 22:33:11,I,0000,정상,,2023-07-07 07:57:07,,2023-07-07,0,,인천광역시 계양구 계산동 ***-**,355000004520230002,3550000,000,"인천광역시 계양구 계산천동로 *, *층 (계산동)",21053,,01,영업/정상,,,
은하수펫샵,,175463.275249124,447200.175671429,2026-05-03 22:33:11,I,0000,정상,,2023-07-26 16:15:13,,2023-07-26,0,,인천광역시 계양구 작전동 ***-*,355000004520230003,3550000,000,"인천광역시 계양구 계양대로**번길 *, *층 ***호 (작전동)",21120,,01,영업/정상,,,
아시아펫,,176609.256640263,452763.435254274,2026-05-03 22:33:11,I,0000,정상,,2026-02-20 09:25:14,,2025-06-09,0,,인천광역시 계양구 장기동 ***-**,355000004520250001,3550000,000,인천광역시 계양구 장기로 * (장기동),21006,,01,영업/정상,,,
한중펫,,176621.940828588,452958.33618819,2026-05-03 22:33:11,I,0000,정상,,2025-07-30 17:36:15,,2025-07-30,0,,인천광역시 계양구 장기동 ***-*,355000004520250002,3550000,000,"인천광역시 계양구 장기로**번길 **, *층 (장기동)",21006,,01,영업/정상,,,
햄덕방,,,,2026-05-03 22:33:11,I,0000,정상,,2025-12-26 16:49:47,,2025-12-26,0,,인천광역시 계양구 효성동 *** 제일풍경채계양위너스카이*단지 판매시설 B*동 ***호,355000004520250003,3550000,000,"인천광역시 계양구 마장로***번길 **, 제일풍경채계양위너스카이*단지 판매시설 B*동 *층 ***호 (효성동)",21105,,01,영업/정상,,,
(주)이마트 동인천점,,167064.283437375,440556.281252162,2026-05-03 22:33:03,I,0000,정상,,2025-02-19 15:24:45,,2013-01-02,,,인천광역시 중구 신생동 ** 동인천이마트,349000004520130001,3490000,L00,"인천광역시 중구 인중로 ***, 동인천이마트 (신생동)",22324,,01,영업/정상,,,032-451-1234
태원도그,,156026.865509107,445726.538282163,2026-05-03 22:33:03,I,0001,휴업,,2022-04-28 18:09:55,,2016-03-08,0,,인천광역시 중구 운북동 ***-***,349000004520160002,3490000,000,인천광역시 중구 백운로***번길 **-** (운북동),22356,,02,휴업,2021-03-19,2023-03-18,
따루네 애견샵,,166979.002799565,440982.159990727,2026-05-03 22:33:03,I,0000,정상,,2022-04-28 18:09:56,,2016-11-07,0,,인천광역시 중구 신포동 **-*,349000004520160007,3490000,000,인천광역시 중구 제물량로 *** (신포동),22322,,01,영업/정상,,,
강아지나라,,167074.089945616,441169.353011142,2026-05-03 22:33:03,I,0000,정상,,2022-04-28 18:09:56,,2017-10-25,0,,인천광역시 중구 내동 ***-*,349000004520170003,3490000,000,"인천광역시 중구 우현로 ** (내동, 피아투,강아지나라)",22322,,01,영업/정상,,,032-762-1094
제시카 폼,,158481.490745461,444911.555042927,2026-05-03 22:33:03,I,0000,정상,,2022-04-28 18:09:56,,2018-02-23,0,,인천광역시 중구 운남동 ***-**,349000004520180001,3490000,000,인천광역시 중구 백운로***번길 * (운남동),22357,,01,영업/정상,,,
