축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,사료제조업,메이동동,단미,,186357.212411769,444315.263116448,2026-05-03 22:45:22,I,0000,정상,2019-04-14 14:36:24,,2017-04-24,0,,서울특별시 구로구 개봉동 67-30 골든뷰 303호,단미,316000003420170001,3160000,000,"서울특별시 구로구 고척로22길 12, 303호 (개봉동, 골든뷰)",08266,,01,영업/정상,,,02-2687-9010
,사료제조업,씨제이제일제당(주)영등포공장,단미,,188923.906304468,444156.604961623,2026-05-03 22:45:22,I,0000,정상,2026-04-15 10:40:29,,2021-02-03,0,,서울특별시 구로구 구로동 636-1 CJ공장,단미,316000003420180001,3160000,000,"서울특별시 구로구 경인로 518, CJ공장 (구로동)",08278,,01,영업/정상,,,02-2629-5134
,사료제조업,또그라이프(DDog Life),단미,,189062.851345815,443427.686571608,2026-05-03 22:45:22,I,0001,휴업,2023-07-04 09:50:04,,2021-03-29,0,,서울특별시 구로구 구로동 685-70 현대연예인아파트,단미,316000003420210002,3160000,000,"서울특별시 구로구 구일로4길 46, 제상가동 제지층 010호 (구로동, 현대연예인아파트)",08325,,02,휴업,2023-07-04,2025-07-04,
,사료제조업,멍달구리,단미,2026-04-17,187154.213626482,443083.823704724,2026-05-03 22:45:22,I,0002,폐업,2026-04-17 09:35:46,,2025-02-12,0,,서울특별시 구로구 개봉동 347-2 102호,단미,316000003420250001,3160000,000,"서울특별시 구로구 개봉로15길 7, 102호 (개봉동)",08348,,03,폐업,,,
,사료제조업,츄츄(chu chu),단미,,197865.966333333,456429.344666667,2026-05-03 22:33:44,I,0000,정상,2023-04-12 10:48:28,,2020-10-19,0,,서울특별시 종로구 평창동 106-2 안성빌딩 2층,단미,300000003420200003,3000000,000,"서울특별시 종로구 평창문화로 154, 안성빌딩 2층 (평창동)",03010,,01,영업/정상,,,
,사료제조업,(주)한국반려동물아카데미,배합,,201809.67645682,452460.718015096,2026-05-03 22:33:45,I,0000,정상,2024-05-20 10:40:09,,2024-03-12,0,,서울특별시 종로구 숭인동 200-6 태정빌딩,배합,300000003420240001,3000000,L00,"서울특별시 종로구 종로 394, 태정빌딩 203호 (숭인동)",03115,,01,영업/정상,,,
,사료제조업,구펍(GUPUP),보조,,190204.923593825,452434.679034834,2026-05-03 22:52:11,I,0000,정상,2015-04-30 16:06:55,,2015-04-30,0,,서울특별시 마포구 상암동 1640,보조,313000003420150002,3130000,000,"서울특별시 마포구 매봉산로 18, 411호호 (상암동, 마포비즈프라자)",03911,,01,영업/정상,,,
,사료제조업,(주)구펍(GUPUP),보조,,190204.923593825,452434.679034834,2026-05-03 22:52:11,I,0000,정상,2015-09-03 14:15:28,,2015-04-30,0,,서울특별시 마포구 상암동 1640,보조,313000003420150003,3130000,L00,"서울특별시 마포구 매봉산로 18, 411호 (상암동, 마포비즈프라자411호)",03911,,01,영업/정상,,,02-359-3863
,사료제조업,개들의 만찬,단미,,191651.529315787,450694.803472189,2026-05-03 22:52:12,I,0000,정상,2016-06-24 09:41:54,,2016-06-24,0,,,단미,313000003420160002,3130000,000,"서울특별시 마포구 월드컵로25길 26, 1층 1-43-1호 (망원동, 마포영화블렌하임)",03964,,01,영업/정상,,,
,사료제조업,오 마이 리틀베이비,단미,,191780.472414458,449903.886379674,2026-05-03 22:52:12,I,0000,정상,2024-08-22 17:54:56,,2017-02-14,0,,서울특별시 마포구 합정동 437-5,단미,313000003420170001,3130000,000,"서울특별시 마포구 포은로2가길 6, 2층 (합정동)",04021,,01,영업/정상,,,070-7717-0731
,사료제조업,(주)구펍,단미,,190204.923593825,452434.679034834,2026-05-03 22:52:12,I,0000,정상,2017-03-14 15:41:45,,2017-03-14,0,,,단미,313000003420170003,3130000,L00,"서울특별시 마포구 매봉산로 18, 411호 (상암동, 마포창업복지관)",03911,,01,영업/정상,,,
,사료제조업,"그냥,점례",단미,,191617.307101763,450139.870774843,2026-05-03 22:52:12,I,0000,정상,2018-01-05 10:15:56,,2018-01-05,0,,서울특별시 마포구 망원동 395-17,단미,313000003420180001,3130000,000,"서울특별시 마포구 포은로 71, 1층 (망원동)",04017,,01,영업/정상,,,
,사료제조업,릴리펫,배합,,194875.001100949,449593.469208551,2026-05-03 22:52:13,I,0000,정상,2018-10-12 09:04:07,,2018-10-12,0,,서울특별시 마포구 대흥동 160-1 대흥동새마을금고,배합,313000003420180007,3130000,000,"서울특별시 마포구 대흥로 100, 대흥동새마을금고 2층 (대흥동)",04136,,01,영업/정상,,,02-707-1098
,사료제조업,Honey Mocha(허니모카),단미,,,,2026-05-03 22:52:13,I,0000,정상,2020-03-25 13:21:44,,2020-03-25,0,,서울특별시 마포구 아현동 801 공덕자이아파트 상가,단미,313000003420200003,3130000,000,"서울특별시 마포구 마포대로24길 4, 공덕자이아파트 상가 108호 (아현동)",04202,,01,영업/정상,,,
,사료제조업,멍포차,단미,,195277.885388974,448919.647035291,2026-05-03 22:52:13,I,0000,정상,2020-08-07 18:32:32,,2020-08-06,0,,서울특별시 마포구 도화동 536 정우빌딩,단미,313000003420200005,3130000,000,"서울특별시 마포구 토정로37길 46, 지하1층 20호 (도화동, 정우빌딩)",04157,,01,영업/정상,,,
,사료제조업,(주)피랩파트너스,단미,,192685.293266464,451595.210508699,2026-05-03 22:52:13,I,0000,정상,2021-09-17 16:37:59,,2020-08-12,0,,서울특별시 마포구 연남동 361-16 유일해리지움,단미,313000003420200006,3130000,000,"서울특별시 마포구 연남로 89, 제101동 제지1층 제B101호 (연남동, 유일해리지움)",03975,,01,영업/정상,,,
