건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 온누리시디,2017-11-17,207100.112796157,451016.750539629,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:33,I,03,폐업,,,,2017-11-17 14:10:05,,2000-05-18,,서울특별시 광진구 중곡동 ***-** *층,CDFF3241062000000001,3040000,,"서울특별시 광진구 긴고랑로**길 **  (중곡동,*층)",,03,폐업,,,,,,
,(주) 리틀송(Little Song),2020-04-09,207908.583616035,449665.080993317,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:33,I,03,폐업,"음반, 음악 영상물",,,2020-04-11 20:01:56,,2011-10-19,,서울특별시 광진구 구의동 **-*,CDFF3241062011000002,3040000,,"서울특별시 광진구 자양로 ***, *,*층 (구의동)",04975,03,폐업,,,,02447411,,
,엘제이 프로젝트,2013-12-05,207275.877522972,447490.447996865,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:33,I,03,폐업,음반영상,,,2013-12-06 08:41:28,,2012-10-05,,서울특별시 광진구 자양동 ***-** ***호,CDFF3241062012000003,3040000,,서울특별시 광진구 자양로*길 ** (자양동),,03,폐업,,,,,,
,유니콘미디어,2021-12-31,205687.675941036,448867.440516076,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:33,I,03,폐업,"CD, DVD 외",95.86,,2021-12-31 17:34:49,,2014-09-18,,서울특별시 광진구 화양동,CDFF3241062014000002,3040000,,"서울특별시 광진구 아차산로 ***, *층 ***호 (화양동)",05020,03,폐업,,,,,,
,케이티문예협동조합,2019-12-30,,,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:33,I,03,폐업,음원(음반),20,,2019-12-30 16:24:53,,2015-01-06,,서울특별시 광진구 자양동,CDFF3241062015000001,3040000,,서울특별시 광진구 아차산로 *** (자양동),05050,03,폐업,,,,02-755-2246,,
,에이티브 스튜디오,2018-08-20,206206.670693238,449197.252426961,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:34,I,03,폐업,"오디오, 영상물",,,2018-08-20 15:08:15,,2017-03-21,,서울특별시 광진구 화양동 **-*,CDFF3241062017000001,3040000,,서울특별시 광진구 군자로 ** (화양동),05012,03,폐업,,,,,,1
,티라노 사운드,2024-01-25,206032.830348206,449470.093595168,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:34,I,03,폐업,음반,,,2024-01-29 15:29:53,,2019-10-16,,서울특별시 광진구 화양동 **-*,CDFF3241062019000003,3040000,,"서울특별시 광진구 동일로**길 **, 지하층 (화양동)",05008,03,폐업,,,,,,
,라온스튜디오,2024-10-07,206825.598900132,447640.625752012,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:35,I,03,폐업,음악 및 기타 오디오물,,,2024-10-07 15:09:22,,2021-01-28,,서울특별시 광진구 자양동 ***,CDFF3241062021000003,3040000,,"서울특별시 광진구 뚝섬로**길 **, 지층 (자양동)",05099,03,폐업,,,,,,
,아라라.위엔이(Arara圓一),2022-12-29,206985.578511863,451592.348279748,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:37,I,03,폐업,"배경음악, 동영상, 더빙, 음악창작품 등",,,2022-12-29 19:57:35,,2021-12-23,,서울특별시 광진구 중곡동 ***-** 위드**,CDFF3241062021000009,3040000,,"서울특별시 광진구 동일로**길 **, ***호 (중곡동, 위드**)",04907,03,폐업,,,,,,
,이디어츠,2024-11-07,207110.892985251,451328.094361787,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:40,I,03,폐업,미발매음원,,,2024-11-07 17:33:07,,2024-11-06,,서울특별시 광진구 중곡동 ***-**,CDFF3241062024000009,3040000,,"서울특별시 광진구 긴고랑로*길 **-*, *층 ***호 (중곡동)",04910,03,폐업,,,,,,
,소리레코드,2009-02-01,206060.920900842,452969.169150213,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:15,I,03,폐업,"음반,음악영상물",,,2009-02-04 09:58:22,,2007-03-22,130-835,서울특별시 동대문구 장안동 ***-* *층,CDFF3241062007000001,3050000,,,,03,폐업,,,,02-2212-6406,,
,OK뮤직엔터티인먼트,2012-06-01,203615.098036032,454301.160936523,유통관련업,음반.음악영상물제작업,2026-05-03 22:30:15,I,03,폐업,"음반,음악영상물",,,2012-06-01 18:05:06,,2009-03-04,130-868,서울특별시 동대문구 청량리동 ***-***,CDFF3241062009000001,3050000,,,,03,폐업,,,,02-2252-5494,,
