아세틸렌수,사업장명,폐업일자,원심주조기수,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,치과용프레스수,상세영업상태코드,상세영업상태명,기공용컴프레서수,기공용레스수,기공용모터수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,핀덱스수,포셀린로수,전기로수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,샌드기수,서베이어수,휴업시작일자,휴업종료일자,소재지전화번호,트리머수,초음파청소기수,진공매몰기수,진동기수
1,조양치과기공소,2010-07-08,1,203737.977444025,453289.786638164,2026-05-03 22:42:32,I,1,03,폐업,,1,2,2011-04-11 10:54:56,,1976-11-24,130-862,서울특별시 동대문구 제기동 483번지,PHMB319763050034062300001,3050000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,태성치과기공소,2001-07-27,1,,,2026-05-03 22:42:34,I,1,03,폐업,,1,2,2009-01-06 16:14:09,,1981-05-30,130-010,서울특별시 동대문구 청량리동 19번지 3호,PHMB319813050034062300001,3050000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,명보치과기공소,2019-08-28,1,202520.447369714,452931.553170992,2026-05-03 22:42:38,I,1,03,폐업,1,1,2,2019-09-03 10:53:11,,1986-07-30,130-823,"서울특별시 동대문구 용두동 231번지 6호 , 3층",PHMB319863050034062300001,3050000,1,1,1,"서울특별시 동대문구 한빛로 60, 3층 (용두동)",02579,03,폐업,1,1,,,,1,1,1,1
1,시테크치과기공소,2019-11-01,1,202209.384958258,452826.364506694,2026-05-03 22:42:39,I,1,03,폐업,1,1,3,2019-11-01 17:26:20,,1986-07-30,,서울특별시 동대문구 신설동 23번지,PHMB319863050034062300002,3050000,1,1,1,"서울특별시 동대문구 한빛로 26, 4층 (신설동)",02580,03,폐업,1,1,,,,1,1,1,1
1,재민치과기공소,2024-04-23,1,203294.527181373,453271.352778136,2026-05-03 22:42:40,I,1,03,폐업,1,1,2,2024-04-23 10:44:31,,1990-05-26,,서울특별시 동대문구 제기동 930-6,PHMB319903050034062300001,3050000,1,1,1,"서울특별시 동대문구 약령중앙로8길 15, 4층 (제기동)",02570,03,폐업,1,1,,,,1,1,1,1
1,제이에스치과기공소,2013-04-01,1,206112.089846358,452919.497945867,2026-05-03 22:42:40,I,1,03,폐업,1,1,2,2013-04-01 16:01:54,,1992-04-28,130-100,서울특별시 동대문구 장안동 102번지 1호 사가정길 226,PHMB319923050034062300001,3050000,1,1,1,서울특별시 동대문구 사가정로 226 (장안동),,03,폐업,1,1,,,22472870,1,1,1,1
1,네이쳐치과기공소,2008-04-30,1,204794.048906773,454211.240874678,2026-05-03 22:42:42,I,1,03,폐업,,1,2,2009-01-06 13:21:39,,1994-06-16,130-050,서울특별시 동대문구 회기동 76번지 1호 회기로 174(4층),PHMB319943050034062300001,3050000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,다원치과기공소,2008-12-31,1,202159.285360366,452509.350892968,2026-05-03 22:42:43,I,1,03,폐업,,1,2,2009-01-30 14:09:58,,1997-02-10,130-812,서울특별시 동대문구 신설동 102번지 12호 3층,PHMB319973050034062300001,3050000,,1,1,"서울특별시 동대문구 천호대로 15 (신설동,3층)",,03,폐업,,1,,,02-921-2827,1,1,,1
2,크리스탈(Crystal)치과기공소,2019-03-28,1,203253.762165524,453574.972915388,2026-05-03 22:42:46,I,1,03,폐업,1,2,4,2019-03-28 15:45:47,,2000-05-17,130-864,"서울특별시 동대문구 제기동 737번지 1호 , 3층",PHMB320003050034062300001,3050000,1,3,2,"서울특별시 동대문구 약령중앙로 70, 3층 (제기동)",02478,03,폐업,1,1,,,22532396,2,3,1,3
1,일신치과기공소,2022-11-28,1,203514.367433627,452970.090729371,2026-05-03 22:42:47,I,1,03,폐업,1,1,2,2022-11-28 15:32:46,,2001-06-14,130-060,서울특별시 동대문구 제기동 1005번지 왕산로 293-1(3층),PHMB320013050034062300002,3050000,1,1,1,"서울특별시 동대문구 왕산로 155-1, 3층 (제기동)",02571,03,폐업,1,1,,,02-967-2908,1,1,1,1
1,수치과기공소,2004-09-07,1,202541.576023678,453219.463942194,2026-05-03 22:42:47,I,1,03,폐업,,1,2,2009-01-06 14:04:38,,2001-09-25,130-070,서울특별시 동대문구 용두동 193번지 78호 (1층),PHMB320013050034062300003,3050000,,1,1,"서울특별시 동대문구 무학로 189 (용두동,(1층))",,03,폐업,,1,,,,1,1,,1
1,휴먼테크치과기공소,2019-04-02,1,202246.202799972,452592.633537438,2026-05-03 22:42:47,I,1,03,폐업,1,1,2,2019-04-02 13:49:40,,2001-11-22,130-110,서울특별시 동대문구 신설동 98번지 34호 신설2길 7(3층),PHMB320013050034062300004,3050000,1,1,1,"서울특별시 동대문구 하정로3길 6, 3층 (신설동)",02582,03,폐업,1,1,,,,1,1,1,1
1,이지치과기공소,2022-08-25,1,205611.881061981,451168.957999751,2026-05-03 22:42:48,I,1,03,폐업,1,1,15,2022-08-25 17:28:37,,2003-03-26,130-844,서울특별시 동대문구 장안1동 417번지 16호 4층,PHMB320033050034062300001,3050000,1,1,1,"서울특별시 동대문구 천호대로83길 9, 4층 (장안동)",02636,03,폐업,1,1,,,22122536,1,1,1,1
1,다원치과기공소,2008-12-31,1,202159.285360366,452509.350892968,2026-05-03 22:42:48,I,1,03,폐업,,1,2,2009-01-06 13:42:12,,2004-04-09,130-110,서울특별시 동대문구 신설동 102번지 12호 하정로 17,PHMB320043050034062300001,3050000,,1,1,"서울특별시 동대문구 천호대로 15 (신설동,하정로 17)",,03,폐업,,1,,,,1,1,,1
1,지은치과기공소,2006-09-01,1,,,2026-05-03 22:42:48,I,1,03,폐업,,1,2,2009-01-06 13:57:59,,2004-07-06,130-070,서울특별시 동대문구 용두동 144번지 53호 (2층),PHMB320043050034062300002,3050000,,1,1,"서울특별시 동대문구 한빛로 81-3 (용두동,(2층))",,03,폐업,,1,,,,1,1,,1
1,엠에스치과기공소,2012-06-27,1,204918.032948788,451753.773202512,2026-05-03 22:42:50,I,1,03,폐업,1,1,2,2012-06-27 17:37:19,,2004-03-29,130-803,서울특별시 동대문구 답십리1동 276번지 8호,PHMB320043050034062300004,3050000,1,1,1,서울특별시 동대문구 전농로3길 1-8 (답십리동),,03,폐업,1,1,,,22462804,1,1,1,1
1,현진심미치과기공소,2004-12-06,1,,,2026-05-03 22:42:51,I,1,03,폐업,,1,2,2009-01-06 14:34:22,,2004-04-09,130-110,서울특별시 동대문구 신설동 105번지 901호,PHMB320043050034062300005,3050000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,미드라인치과기공소,2016-11-17,1,202154.182669141,452592.836467995,2026-05-03 22:42:51,I,1,03,폐업,1,1,2,2016-11-17 14:42:29,,2004-04-27,130-110,서울특별시 동대문구 신설동 98번지 18호 신설길 7(4층400호),PHMB320043050034062300006,3050000,1,1,1,"서울특별시 동대문구 왕산로2길 13, 4층 400호 (신설동)",02582,03,폐업,1,1,,,,1,1,1,1
1,이덴탈치과기공소,2007-07-13,1,202123.025510581,452472.988294341,2026-05-03 22:42:52,I,1,03,폐업,,1,2,2009-01-06 14:46:14,,2005-02-19,130-110,서울특별시 동대문구 신설동 103번지 6호 하정로 16(502호),PHMB320053050034062300001,3050000,,1,1,"서울특별시 동대문구 천호대로 14 (신설동,하정로 16(502호))",,03,폐업,,1,,,32982804,1,1,,1
1,주치과기공소,2017-05-15,1,204605.741198487,451797.319674492,2026-05-03 22:42:55,I,1,03,폐업,1,1,2,2017-05-15 16:03:09,,2005-08-08,130-805,서울특별시 동대문구 답십리1동 484번지 46호 401호,PHMB320053050034062300003,3050000,1,1,1,"서울특별시 동대문구 천호대로71길 23, 401호 (답십리동)",02602,03,폐업,1,1,,,22432870,1,1,1,1
1,덴티안치과기공소,2016-02-24,1,205069.122834366,454091.4961332,2026-05-03 22:42:55,I,1,03,폐업,1,1,2,2016-08-25 17:02:16,,2005-08-26,130-876,서울특별시 동대문구 휘경1동 267번지 101호 2층,PHMB320053050034062300004,3050000,1,1,1,"서울특별시 동대문구 망우로21길 97-9, 2층 (휘경동)",02439,03,폐업,1,1,,,22162804,1,1,1,1
1,현민치과기공소,2007-08-31,1,203268.351377262,454173.729744966,2026-05-03 22:42:56,I,1,03,폐업,,1,2,2009-01-06 15:02:54,,2005-09-08,130-060,서울특별시 동대문구 제기동 122번지 481호 정릉처길 329,PHMB320053050034062300005,3050000,,1,1,"서울특별시 동대문구 고산자로60길 31 (제기동,정릉처길 329)",,03,폐업,,1,,,,1,1,,1
1,신일치과기공소,2013-06-05,1,205981.745634734,451128.434521858,2026-05-03 22:42:56,I,1,03,폐업,1,1,2,2013-06-05 17:20:21,,2005-11-22,130-100,서울특별시 동대문구 장안동 458번지 1호 장평2길 26 (301호),PHMB320053050034062300006,3050000,1,1,1,"서울특별시 동대문구 천호대로89길 16, 301호 (장안동)",,03,폐업,1,1,,,22178630,1,1,1,1
1,그린치과기공소,2016-02-18,1,205884.380023124,454398.116330131,2026-05-03 22:42:56,I,1,03,폐업,1,1,2,2016-04-04 11:09:49,,2005-12-09,130-875,"서울특별시 동대문구 휘경1동 112번지 49호 ,3층",PHMB320053050034062300007,3050000,1,1,1,"서울특별시 동대문구 망우로 131, 3층 (휘경동)",02435,03,폐업,1,1,,,22420868,1,1,1,1
1,태일치과기공소,2009-07-23,1,205525.737410007,454703.595108819,2026-05-03 22:42:56,I,1,03,폐업,,1,2,2009-07-23 15:08:33,,2006-02-23,130-090,서울특별시 동대문구 휘경동 163번지 8호 휘경안길 11(3층),PHMB320063050034062300001,3050000,,1,1,"서울특별시 동대문구 휘경로14길 11 (휘경동,휘경안길 11(3층))",,03,폐업,,1,,,,1,1,,1
1,E.1(이원)치과기공소,2011-12-05,1,202200.515176886,452558.569591919,2026-05-03 22:42:56,I,1,03,폐업,1,1,2,2011-12-05 14:23:49,,2006-05-03,130-110,서울특별시 동대문구 신설동 97번지 34호 신설길 13(4층),PHMB320063050034062300002,3050000,1,1,1,"서울특별시 동대문구 왕산로2길 23 (신설동,신설길 13(4층))",,03,폐업,1,1,,,,1,1,1,1
1,A.Plus(에이플러스)치과기공소,2019-08-27,1,202587.408261535,452490.182701394,2026-05-03 22:42:56,I,1,03,폐업,1,1,3,2019-08-27 15:23:29,,2006-05-11,130-823,서울특별시 동대문구 용두동 235번지 34호 3층(305호),PHMB320063050034062300003,3050000,1,1,1,"서울특별시 동대문구 천호대로13길 16, 3층 (용두동)",02583,03,폐업,1,1,,,,1,1,1,1
1,신원치과기공소,2013-11-25,1,206066.811337152,452421.616811353,2026-05-03 22:42:56,I,1,03,폐업,1,1,2,2013-11-25 14:06:46,,2006-05-11,130-100,서울특별시 동대문구 장안동 293번지 11호 장안안길 28,PHMB320063050034062300004,3050000,1,1,1,서울특별시 동대문구 답십리로65길 34 (장안동),,03,폐업,1,1,,,,1,1,1,1
1,T.B치과기공소,2022-11-14,1,203137.309833143,453119.397256087,2026-05-03 22:42:58,I,1,03,폐업,1,1,3,2022-11-16 09:25:57,,2006-06-19,,서울특별시 동대문구 제기동 892번지 3호 2층,PHMB320063050034062300006,3050000,1,1,1,"서울특별시 동대문구 약령서길 48, 2층 (제기동)",02569,03,폐업,1,1,,,32913609,1,1,1,1
