사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
이강선유료직업소개소,,개인,171573.405,435895.97,2026-05-03 22:41:42,I,40,폐업,2002-12-12 15:35:00,2000-05-10,,인천광역시 연수구 연수동 491번지 5호 42통 3반   404,2002522000911500004,5220000,"인천광역시 연수구 함박로4번길 16, 404호 (연수동)",,03,폐업,유료,
청소인력,,개인,,,2026-05-03 22:45:27,I,10,,2002-12-26 10:13:00,2002-12-23,,서울특별시 마포구 아현동 85번지 722호 6통 9반,2002312007511500014,3120000,,,01,영업/정상,유료,
향우건축인력,,개인,193287.704644534,450976.474061053,2026-05-03 22:45:27,I,10,,2002-12-26 11:03:38,2001-03-08,,서울특별시 마포구 연남동 260번지 35호 4통 2반,2002312007511500015,3120000,서울특별시 마포구 동교로34길 7 (연남동),,01,영업/정상,유료,
한영취업정보,,개인,193370.562208606,451529.192592691,2026-05-03 22:45:27,I,20,영업중,2025-12-18 11:07:50,2000-06-30,,서울특별시 서대문구 연희동 220번지 13호 3층,2002312007511500018,3120000,"서울특별시 서대문구 성산로 320, 3층 (연희동)",,01,영업/정상,유료,
(주)동양인력개발직업소개소,,법인,192307.272596276,452028.412394505,2026-05-03 22:45:27,I,20,영업중,2025-05-28 09:31:58,2000-05-17,,서울특별시 서대문구 남가좌동 270-4 대화빌딩,2002312007511500020,3120000,"서울특별시 서대문구 수색로 48, 3층 301호 (남가좌동)",03712,01,영업/정상,유료,02-375-7500
하나직업소개소,,개인,192344.544098471,452002.278744736,2026-05-03 22:45:28,I,20,영업중,2022-11-16 17:38:41,1999-10-27,,서울특별시 서대문구 남가좌동 295번지 5호 3층,2002312007511500024,3120000,"서울특별시 서대문구 수색로 42, 3층 (남가좌동)",,01,영업/정상,유료,02-303-8822
(주)파출박사,,법인,195894.229217447,450588.828132697,2026-05-03 22:45:28,I,20,영업중,2025-05-22 16:06:02,1998-08-24,,서울특별시 서대문구 북아현동 156번지 28호,2002312007511500026,3120000,서울특별시 서대문구 신촌로33길 1 (북아현동),,01,영업/정상,유료,02-363-8766
성일직업소개소,,개인,196130.663902575,450630.417564206,2026-05-03 22:45:28,I,20,영업중,2024-01-19 09:28:21,2007-02-05,,서울특별시 서대문구 북아현동 125-21,2002312007511500029,3120000,"서울특별시 서대문구 신촌로37길 9, 3층 (북아현동)",03757,01,영업/정상,유료,
소망직업소개소,,개인,194897.35997684,454124.228148407,2026-05-03 22:45:29,I,20,영업중,2026-03-06 11:07:41,2003-03-03,,서울특별시 서대문구 홍제동 330번지 57호,2003312007311500010,3120000,"서울특별시 서대문구 통일로 461, 3층 (홍제동)",03636,01,영업/정상,유료,
(주)연희직업소개소,,법인,193437.707587981,451578.021834269,2026-05-03 22:45:29,I,20,영업중,2022-12-29 08:02:39,1996-01-26,,서울특별시 서대문구 연희동 421번지 33호 3층,2003312007511500004,3120000,서울특별시 서대문구 성산로 325 (연희동),,01,영업/정상,유료,
(주)케이엠엔터,,법인,192674.399085383,451456.159445893,2026-05-03 22:45:29,I,70,등록취소,2005-12-19 17:03:19,2004-01-12,,서울특별시 마포구 연남동 478번지 2호 21통 3반 삼화빌라  101,2004312007311500001,3120000,"서울특별시 마포구 연남로11길 21, 101호 (연남동,삼화빌라)",,04,취소/말소/만료/정지/중지,유료,
미화 취업정보센터,,개인,196079.60102769,450622.749002526,2026-05-03 22:45:30,I,20,영업중,2025-06-10 14:39:26,2004-06-11,,서울특별시 서대문구 북아현동 135-11,2004312007311500008,3120000,"서울특별시 서대문구 북아현로 4-1, 3층 (북아현동)",03758,01,영업/정상,유료,
미래인력,,개인,192028.273530298,452993.995989195,2026-05-03 22:45:30,I,20,영업중,2025-01-09 14:57:46,2004-10-26,,서울특별시 서대문구 북가좌2동 307번지 1호 2층,2004312007311500016,3120000,"서울특별시 서대문구 응암로 67, 2층 (북가좌동)",,01,영업/정상,유료,02-372-1929
태양취업정보,,개인,194635.371682777,450469.610782261,2026-05-03 22:45:30,I,20,영업중,2024-11-13 09:26:15,2004-10-27,,서울특별시 서대문구 창천동 20번지 26호 신촌 르메이에르3차 206호,2004312007311500017,3120000,"서울특별시 서대문구 신촌로 127, 206호 (창천동, 신촌 르메이에르 3차 )",,01,영업/정상,유료,02-312-1919
