건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
0,0,그랜드골프연습장,2000-02-26,,192620.478005757,441554.430835894,골프연습장업,2026-05-03 22:40:12,I,03,폐업,,2003-02-06 10:45:13,,1995-11-21,151-888,0,서울특별시 관악구 신림동 588-1,,CDFH3301051995000001,3200000,사립,서울특별시 관악구 난우길 39  (신림동),,03,폐업,,,
0,0,버디골프클럽,2012-02-24,,194068.02809557,441340.456613506,골프연습장업,2026-05-03 22:40:12,I,03,폐업,,2012-02-24 15:23:44,,1996-08-13,151-866,,서울특별시 관악구 신림동 404-1 (지하1층),,CDFH3301051996000001,3200000,사립,"서울특별시 관악구 신림로 169  (신림동,(지하1층))",,03,폐업,,,
0,0,봉일실내골프장,2005-01-31,,194660.370203063,442681.522669445,골프연습장업,2026-05-03 22:40:12,I,03,폐업,,2009-08-31 13:30:32,,1996-10-05,151-826,,서울특별시 관악구 봉천동 940-6 (지하1층),,CDFH3301051996000002,3200000,사립,"서울특별시 관악구 은천로 45-1  (봉천동,(지하1층))",,03,폐업,,,
0,0,천문골프연습실,1999-10-02,,191592.154183574,442041.324924024,골프연습장업,2026-05-03 22:40:12,I,03,폐업,,2003-02-06 10:45:13,,1996-11-13,151-877,0,서울특별시 관악구 신림동 572-5 (4층),,CDFH3301051996000003,3200000,사립,"서울특별시 관악구 남부순환로 1395  (신림동,(4층))",,03,폐업,,,
0,0,신림골프연습장,1999-12-17,,193695.428249292,442301.336968562,골프연습장업,2026-05-03 22:40:13,I,03,폐업,,2003-02-06 10:45:13,,1998-07-22,151-930,0,서울특별시 관악구 신림동 1638-19,,CDFH3301051998000001,3200000,사립,서울특별시 관악구 신림로 321  (신림동),,03,폐업,,,
0,0,관악골프클럽,1998-12-30,,,,골프연습장업,2026-05-03 22:40:13,I,03,폐업,,2003-02-06 10:45:13,,1998-10-15,151-783,0,서울특별시 관악구 신림동 101 동부아파트상가 b114호,,CDFH3301051998000002,3200000,사립,,,03,폐업,,,
,,코하골프아카데미,2006-08-17,,195915.267434669,442465.953291086,골프연습장업,2026-05-03 22:40:14,I,03,폐업,0,2008-02-05 09:29:25,,2000-04-06,151-810,,서울특별시 관악구 봉천동 32-8,,CDFH3301052000000001,3200000,사립,서울특별시 관악구 관악로 217  (봉천동),,03,폐업,,,
,,파인골프,2007-12-27,,196350.708293561,442532.440501316,골프연습장업,2026-05-03 22:40:15,I,03,폐업,0,2007-12-27 14:14:42,,2002-01-18,151-050,,서울특별시 관악구 봉천동 1706 우성상가 4층,,CDFH3301052002000001,3200000,사립,"서울특별시 관악구 관악로30길 12  (봉천동,우성상가 4층)",,03,폐업,,,
,,그린골프연습장,2012-04-17,,195388.50520541,442959.807969175,골프연습장업,2026-05-03 22:40:15,I,03,폐업,,2012-04-17 09:30:04,,2002-07-02,151-804,,서울특별시 관악구 봉천동 480-99,,CDFH3301052002000002,3200000,사립,서울특별시 관악구 은천로25길 63  (봉천동),,03,폐업,,,
1,2554,수정스크린골프,2004-07-22,,196227.052568037,441851.812474326,골프연습장업,2026-05-03 22:40:15,I,03,폐업,,2009-08-31 15:42:15,,2003-05-12,151-848,,서울특별시 관악구 봉천동 1663-10,,CDFH3301052003000001,3200000,사립,서울특별시 관악구 남부순환로 1878  (봉천동),,03,폐업,,,02-886-3844
