건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,(주)이노리소프트,2007-11-15,196554.899209998,455159.209918255,유통관련업,게임물제작업,2026-05-03 22:34:06,I,03,폐업,게임물,,,2007-11-16 16:02:05,,2002-02-22,110-816,서울특별시 종로구 부암동 ***-* 한국금박빌딩 *층,CDFF2241082002000002,3000000,,"서울특별시 종로구 자하문로 ***  (부암동,한국금박빌딩 *층)",,03,폐업,,,,02-395-9473,,
,한국후지쯔(주),2007-11-13,198279.787364709,452430.699653992,유통관련업,게임물제작업,2026-05-03 22:34:07,I,03,폐업,게임물,,,2007-11-14 09:29:15,,2002-10-09,110-140,서울특별시 종로구 수송동 **-*,CDFF2241082002000003,3000000,,서울특별시 종로구 율곡로*길 **  (수송동),,03,폐업,,,,,,
,(주)산돌커뮤니케이션,2023-12-26,199834.51755564,453267.433509809,유통관련업,게임물제작업,2026-05-03 22:34:07,I,03,폐업,게임물,,,2023-12-26 13:40:34,,2005-11-30,110-524,서울특별시 종로구 명륜*가 ***-**,CDFF2241082005000004,3000000,,서울특별시 종로구 창경궁로**길 **  (명륜*가),,03,폐업,,,,02-741-3685,,
,(주)골드소프트,2007-09-03,199679.470126039,452552.332812055,유통관련업,게임물제작업,2026-05-03 22:34:10,I,03,폐업,게임물,,,2007-10-05 13:01:01,,2007-02-26,110-450,서울특별시 종로구 원남동 *** 엔터프라이즈빌딩*층,CDFF2241082007000002,3000000,,"서울특별시 종로구 창경궁로 ***  (원남동,엔터프라이즈빌딩*층)",,03,폐업,,,,,,
,한국후지쯔(주),2025-03-26,198279.787364709,452430.699653992,유통관련업,게임물제작업,2026-05-03 22:34:12,I,03,폐업,게임물,,,2025-03-26 16:35:52,,2007-11-27,,서울특별시 종로구 수송동 **-*,CDFF2241082007000007,3000000,,서울특별시 종로구 율곡로*길 **  (수송동),,03,폐업,,,,02-3787-5578,,
,퀸즈코리아(Quins Korea),2009-11-20,200595.103438684,452494.75695349,유통관련업,게임물제작업,2026-05-03 22:34:12,I,03,폐업,보드게임물,,,2010-04-07 14:38:42,,2007-09-19,110-844,서울특별시 종로구 충신동 **-** *층,CDFF2241082007000008,3000000,,"서울특별시 종로구 율곡로**길 **  (충신동,*층)",,03,폐업,,,,,,
,미래전자,2009-05-01,,,유통관련업,게임물제작업,2026-05-03 22:34:13,I,03,폐업,게임기,0,,2009-05-01 14:53:01,,2008-01-18,,서울특별시 종로구 종로*가 ***-* 종로세운상가 *층북***,CDFF2241082008000002,3000000,,,,03,폐업,,,,,,
,미라클시티,2009-04-09,201803.583341781,452378.189819932,유통관련업,게임물제작업,2026-05-03 22:34:13,I,03,폐업,오락용기계,29.44,,2009-04-10 10:50:36,,2008-03-04,110-825,서울특별시 종로구 숭인동 ***-** 경일빌딩 *층,CDFF2241082008000003,3000000,,"서울특별시 종로구 종로**가길 **  (숭인동,경일빌딩 *층)",,03,폐업,,,,,,
,씨제이 엔터테인먼트,2009-12-02,200733.366,452798.179333333,유통관련업,게임물제작업,2026-05-03 22:34:13,I,03,폐업,보드게임,49.5,,2009-12-02 13:55:28,,2008-06-23,,서울특별시 종로구 창신동 ***-* ***호,CDFF2241082008000005,3000000,,"서울특별시 종로구 낙산성곽동길 **  (창신동,***호)",,03,폐업,,,,,,
,(주)와이에스케이미디어,2014-10-08,197982.889600104,452206.123138933,유통관련업,게임물제작업,2026-05-03 22:34:14,I,03,폐업,게임소프트웨어,,,2014-10-08 16:45:40,,2008-07-09,110-777,서울특별시 종로구 세종로 *** KT광화문사옥 지상*층,CDFF2241082008000006,3000000,,"서울특별시 종로구 세종대로 ***  (세종로,KT광화문사옥 지상*층)",,03,폐업,,,,,,
