건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,농업협동조합,2004-11-10,,,출판인쇄업,출판사,2026-05-03 22:43:36,I,03,폐업,,,,2004-11-10 09:00:09,,1955-09-13,100-151,서울특별시 중구 충정로*가 **,CDFG1251001955000001,3010000,,,,03,폐업,,,,,,
,삼화출판사,2011-11-07,,,출판인쇄업,출판사,2026-05-03 22:43:36,I,03,폐업,,0,,2011-11-11 10:45:14,,1962-01-26,100-844,서울특별시 중구 을지로*가 ** 삼화출판사,CDFG1251001962000001,3010000,,,,03,폐업,,,,,,
,한양사업연구,2000-01-25,,,출판인쇄업,출판사,2026-05-03 22:43:38,I,03,폐업,,0,,2003-05-06 11:23:16,,1965-07-19,100-200,서울특별시 중구 삼각동 **-*,CDFG1251001965000001,3010000,,,,03,폐업,,,,,,
,보이스사,1997-10-23,199101.705148458,451201.720892908,출판인쇄업,출판사,2026-05-03 22:43:39,I,03,폐업,,0,,2003-05-06 11:23:16,,1966-02-23,100-013,서울특별시 중구 충무로*가 **-**,CDFG1251001966000003,3010000,,서울특별시 중구 수표로 **-*  (충무로*가),,03,폐업,,,,,,
,(주)아래맘,1996-10-24,200046.387821399,451705.339747718,출판인쇄업,출판사,2026-05-03 22:43:39,I,03,폐업,,0,,2003-05-06 11:23:16,,1966-01-18,100-320,서울특별시 중구 방산동 ***-*,CDFG1251001966000004,3010000,,서울특별시 중구 을지로**길 **-*  (방산동),,03,폐업,,,,,,
,고욤나무글방,2000-08-09,197553.417234076,450672.904532996,출판인쇄업,출판사,2026-05-03 22:43:41,I,03,폐업,,0,,2003-05-06 11:23:16,,1968-07-16,100-800,서울특별시 중구 남대문로*가 *-* 화남빌딩 ***동,CDFG1251001968000001,3010000,,"서울특별시 중구 세종대로 **, ***동 (남대문로*가,화남빌딩)",,03,폐업,,,,,,
,매일경제신문출판국,2014-09-23,199353.466357857,451021.472538308,출판인쇄업,출판사,2026-05-03 22:43:41,I,03,폐업,,0,,2014-09-23 13:41:57,,1968-02-13,100-867,서울특별시 중구 필동*가 **-*,CDFG1251001968000003,3010000,,,,03,폐업,,,,,,
,고문당,2001-04-06,201245.375175242,451380.726183779,출판인쇄업,출판사,2026-05-03 22:43:41,I,03,폐업,,0,,2003-05-06 11:23:16,,1968-07-29,100-420,서울특별시 중구 무학동 **-* 임창빌딩** *호동,CDFG1251001968000005,3010000,,"서울특별시 중구 퇴계로**길 *, *호동 (무학동,임창빌딩**)",,03,폐업,,,,,,
근린생활시설,과학도서,2001-06-23,199524.099510798,451258.896710836,출판인쇄업,출판사,2026-05-03 22:43:42,I,03,폐업,,0,,2003-05-06 11:23:16,,1968-12-05,100-282,서울특별시 중구 인현동*가 ***-** 병암프라자***호,CDFG1251001968000006,3010000,,"서울특별시 중구 퇴계로**길 **  (인현동*가,병암프라자***호)",,03,폐업,,,,36631939,,
,도서출판과기원,1999-04-19,199519.649768304,450977.250545081,출판인쇄업,출판사,2026-05-03 22:43:42,I,03,폐업,,0,0,2003-05-06 11:23:16,,1968-01-21,100-272,서울특별시 중구 필동*가 **-*,CDFG1251001968000008,3010000,,서울특별시 중구 퇴계로 ***  (필동*가),,03,폐업,,,,,0,0
,한국브리태니커회사 주식회사,2015-09-30,199101.132483391,451111.22018454,출판인쇄업,출판사,2026-05-03 22:43:42,I,03,폐업,,0,,2015-09-30 08:53:10,,1970-01-27,100-013,서울특별시 중구 충무로*가 **-** *층,CDFG1251001970000003,3010000,,"서울특별시 중구 수표로 **, *층 (충무로*가)",,03,폐업,,,,02-2275-4983,,
근린생활시설,도서출판고시원,2006-04-11,199524.099510798,451258.896710836,출판인쇄업,출판사,2026-05-03 22:43:43,I,03,폐업,,,,2006-04-11 15:37:24,,1971-02-24,100-282,서울특별시 중구 인현동*가 ***-** 정암프라자***호,CDFG1251001971000003,3010000,,"서울특별시 중구 퇴계로**길 **  (인현동*가,정암프라자***호)",,03,폐업,,,,,,
,계원출판사,2007-01-17,,,출판인쇄업,출판사,2026-05-03 22:43:43,I,03,폐업,,,,2007-01-17 14:38:15,,1972-08-21,100-196,서울특별시 중구 을지로*가 **-*,CDFG1251001972000002,3010000,,,,03,폐업,,,,,,
,향우산업(주),1998-03-27,,,출판인쇄업,출판사,2026-05-03 22:43:43,I,03,폐업,,0,,2003-05-06 11:23:16,,1972-06-21,100-162,서울특별시 중구 봉래동*가 *,CDFG1251001972000003,3010000,,,,03,폐업,,,,,,
,한국무역써비스쎈터,2004-06-01,,,출판인쇄업,출판사,2026-05-03 22:43:43,I,03,폐업,,,,2004-06-07 13:30:04,,1973-01-06,100-080,서울특별시 중구 북창동 * 성원빌딩 ***동,CDFG1251001973000003,3010000,,,,03,폐업,,,,,,
