건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,뮤지컬 파크,2021-09-24,196561.514328565,441396.548102131,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,음반,,,2021-09-27 09:16:36,,2001-10-26,151-817,서울특별시 관악구 봉천동 ***-*** ***호,CDFF3241102001000001,3200000,,"서울특별시 관악구 낙성대역*길 **,  ***호 (봉천동)",,03,폐업,,,,,,
근린생활시설,고시도우미,2023-12-27,194234.544001402,440804.189450368,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,음반,,,2023-12-27 17:38:45,,2003-10-10,151-895,서울특별시 관악구 신림동 ****-*,CDFF3241102003000001,3200000,상업지역,서울특별시 관악구 호암로**길 **  (신림동),,03,폐업,유흥업소밀집지역,,,,,
,안데스문화원,2008-08-13,197879.546943971,441473.660349181,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,음반,,,2008-08-13 09:34:35,,2005-06-01,151-800,서울특별시 관악구 남현동 ****-* 한성빌라 ***호,CDFF3241102005000001,3200000,,"서울특별시 관악구 남현길 **,  ***호 (남현동,한성빌라)",,03,폐업,,,,,,
,마리아치 라틴문화원,2018-08-20,,,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,음반,,,2018-08-20 11:22:02,,2005-09-05,,서울특별시 관악구 남현동,CDFF3241102005000002,3200000,,,,03,폐업,,,,,,
근린생활시설,MBM Entertainment,2012-01-18,198341.700280527,441150.13121899,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,음반음악 영상물,200.97,5,2012-01-18 13:13:13,,2010-08-02,,서울특별시 관악구 남현동 ***-*** *층,CDFF3241102010000002,3200000,일반주거지역,서울특별시 관악구 승방*길 ** (남현동),,03,폐업,기타,,,1666-0599,7,2
,명상월드,2010-12-17,193581.090501631,443212.617637877,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,불교음반,,,2010-12-20 10:36:00,,2010-11-18,,서울특별시 관악구 봉천동 ***-** 지하,CDFF3241102010000003,3200000,,"서울특별시 관악구 당곡길 **  (봉천동,지하)",,03,폐업,,,,02-824-8064,,
,베타 플랜트,2022-05-10,195617.041811821,441953.461666191,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,"음원,음악파일,음반",25.82,,2022-05-10 09:07:35,,2012-02-17,,서울특별시 관악구 봉천동 ***-** 관악맥스텔 ***호,CDFF3241102012000001,3200000,,"서울특별시 관악구 관악로**길 **-**, ***호 (봉천동, 관악맥스텔)",08787,03,폐업,,,,,,
,인크로스주식회사,2016-06-10,196668.226137898,441640.722371723,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,,,,2016-06-10 14:52:38,,2009-08-03,,서울특별시 관악구 봉천동 ****-* 경동제약빌딩 *층,CDFF3241102012000002,3200000,,서울특별시 관악구 남부순환로 **** (봉천동),08793,03,폐업,,,,34752800,,
근린생활시설,MJ studio,2019-03-18,193416.325102808,442707.27220087,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,음반기획 및 제작,131.72,,2019-03-18 16:41:26,,2013-04-03,,서울특별시 관악구 신림동 ****-**,CDFF3241102013000001,3200000,일반주거지역,"서울특별시 관악구 신림동*가길 **, 지하*층 (신림동)",08760,03,폐업,주택가주변,,,070-7630-9351,,1
,주식회사 트니월드,2021-09-29,193350.027022729,443216.750634836,유통관련업,음반.음악영상물배급업,2026-05-03 22:30:24,I,03,폐업,,677.6,,2021-09-30 09:09:59,,2016-10-11,,서울특별시 관악구 봉천동 ***-** 대교타워 *층,CDFF3241102021000001,3200000,,"서울특별시 관악구 보라매로*길 **, 대교타워 *층 (봉천동)",08708,03,폐업,,,,02-422-1218,3,
