자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
8816036788,주식회사 퍼블위즈,,2639069973,198624.006469032,452310.752960617,2026-04-10 03:03:03,U,01,정상영업,2026-04-09 07:02:39,6176966815,,2018-09-28,,서울특별시 종로구 관훈동 ***번지 **호 백상빌딩 *층,2018300016923200004,3000000,"서울특별시 종로구 인사동*길 **, 백상빌딩 *층 (관훈동)",03149,,01,영업/정상,,,02-2004-8800
24447376166887,롯데카드 주식회사,,3568698722153,197557.974849131,451938.115260325,2026-04-08 03:03:03,U,01,정상영업,2026-04-07 09:47:55,20878677444734,,2020-10-15,,서울특별시 종로구 신문로*가 *** 콘코디언(concordian),2020300020223200015,3000000,"서울특별시 종로구 새문안로 **, 콘코디언(concordian) (신문로*가)",03185,,01,영업/정상,,,02-1588-8100
1423379935762,에스케이인텔릭스(주),,391651901497,198795.525085201,451811.272474605,2026-04-09 03:03:03,U,01,정상영업,2026-04-08 07:22:19,1031728034465,,2021-05-14,,서울특별시 종로구 관철동 **-* 삼일빌딩,2021300020223200003,3000000,"서울특별시 종로구 청계천로 **, 삼일빌딩 **층 (관철동)",03190,,01,영업/정상,,,02-6740-7121
,윤선생영어시흥정왕교실,2026-04-06,,176313.285156484,427368.540805943,2026-04-08 03:03:03,U,03,폐업처리,2026-04-07 09:48:09,,,2026-01-05,,경기도 시흥시 정왕동 ****-* 광개토빌딩*,2026401031723200002,4010000,"경기도 시흥시 정왕대로 ***, 광개토빌딩* *층 ***-*호 (정왕동)",15036,,03,폐업,,,031-488-9300
398195106650,(주)교원,,2142745000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 16:48:21,316639756894,,2020-09-14,,서울특별시 중구 을지로*가 * 내외빌딩,2020301016523200015,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
3282275639311,주식회사 웅진프리드라이프,,8036230000,197666.569166046,450622.931217442,2026-04-09 03:03:03,U,01,정상영업,2026-04-08 10:14:25,3031070874485,,2005-06-02,,서울특별시 중구 남대문로*가 *** 그랜드센트럴(GRAND CENTRAL),2021301016523200006,3010000,"서울특별시 중구 세종대로 **, 그랜드센트럴(GRAND CENTRAL) B동 **층 (남대문로*가)",04527,,01,영업/정상,,,1588-3740
1591172669639,(주)교원프라퍼티,,16157935000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 18:06:49,121327570116,,2021-11-05,,서울특별시 중구 을지로*가 * 내외빌딩,2021301016523200009,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,
533101221000000,주식회사 하나은행,,5359578000000,198338.095599974,451573.129459787,2026-04-08 03:03:03,U,01,정상영업,2026-04-07 17:39:58,499462923000000,,2023-01-18,,서울특별시 중구 을지로*가 ***-* (주)하나은행 본점,2023301020523200001,3010000,"서울특별시 중구 을지로 **, (주)하나은행 본점 (을지로*가)",04523,,01,영업/정상,,,02-2002-1199
148382107420,홈앤서비스(주),,32150000000,197728.372836574,451030.853936909,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 19:29:57,110020920021,,2017-06-22,,서울특별시 중구 태평로*가 *** 부영 태평빌딩,2017301013023200014,3010000,"서울특별시 중구 세종대로 **, 부영 태평빌딩 *층 (태평로*가)",04513,,01,영업/정상,,,02-6266-3953
92443135372,(주)한국케이블텔레콤,,22962000000,197831.032460836,450960.381231325,2026-04-07 03:03:03,U,01,정상영업,2026-04-06 18:46:45,23721321008,,2017-07-12,,서울특별시 중구 남대문로*가 **-** 흥국생명빌딩,2017301013023200016,3010000,"서울특별시 중구 세종대로 **, 흥국생명빌딩 *층 (남대문로*가)",04526,,01,영업/정상,,,070-8188-0175
194629706186,주식회사 교원구몬,,607500000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:40:05,160102154898,,2020-06-11,,서울특별시 중구 을지로*가 *번지 내외빌딩,2020301016523200012,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
2431985312121,(주)에스원,,18999589000,197525.216075161,450904.122723876,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:21:36,675654511326,,2010-05-10,,서울특별시 중구 순화동 ***번지 삼성생명에스원빌딩,2010301010023200027,3010000,"서울특별시 중구 세종대로*길 **, 삼성생명에스원빌딩 (순화동)",04511,,01,영업/정상,,,02-2131-7263
