사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
강아지 미용실,,201558.762276006,451316.002333407,2026-04-10 23:09:08,I,0000,정상,,2026-04-09 08:37:34,,2026-04-09,0,,서울특별시 중구 신당동 ***-**,301000004820260001,3010000,000,"서울특별시 중구 다산로**나길 *, *층 (신당동)",04585,,01,영업/정상,,,
도란독,,187712.598836101,447791.897411216,2026-04-10 22:02:51,I,0000,정상,,2026-04-09 14:08:02,,2026-04-09,0,,서울특별시 강서구 화곡동 ***-** 용경빌딩 *층,315000004820260001,3150000,000,"서울특별시 강서구 곰달래로 ***, 용경빌딩 *층 (화곡동)",07741,,01,영업/정상,,,
디디펫,,195735.034431988,419010.268537411,2026-04-10 21:32:52,I,0000,정상,,2026-04-09 14:09:03,,2026-04-09,0,,경기도 수원시 권선구 금곡동 ****-*,374000004820260009,3740000,000,"경기도 수원시 권선구 금곡로***번길 **, 수원호매실커낼파크 *층 ***호 (금곡동)",16397,,01,영업/정상,,,
헬로우버디 애견유치원 애견호텔 홍대점,,192697.434441353,449692.541741137,2026-04-11 22:05:49,I,0000,정상,,2026-04-10 15:19:54,,2026-04-10,0,,서울특별시 마포구 서교동 ***-** 제이투**빌딩,313000004820260002,3130000,L00,"서울특별시 마포구 양화로*길 **-**, *층층 (서교동, 제이투**빌딩)",04047,,01,영업/정상,,,
펫빌리지,,185139.948525728,448636.521936343,2026-04-11 22:02:51,I,0000,정상,,2026-04-10 10:38:08,,2026-04-10,0,,서울특별시 양천구 신월동 **-**,314000004820260001,3140000,L00,"서울특별시 양천구 화곡로 **, *층 (신월동)",07903,,01,영업/정상,,,
퍼피 유니온,,,,2026-04-11 21:32:53,I,0000,정상,,2026-04-10 15:23:37,,2026-04-10,0,,경기도 안양시 만안구 안양동 ***-**,383000004820260004,3830000,000,"경기도 안양시 만안구 장내로***번길 **, *층 (안양동)",13992,,01,영업/정상,,,
잇다펫 강아지분양 고양이분양 노원점,,205791.466530626,462478.153661157,2026-04-08 22:02:51,I,0000,정상,,2026-04-07 17:29:37,,2026-04-07,0,,서울특별시 노원구 상계동 ***-***,310000004820260003,3100000,000,"서울특별시 노원구 한글비석로**길 *, *층 (상계동)",01655,,01,영업/정상,,,02-515-9996
품독,,203263.064173257,405905.98788477,2026-04-08 21:32:51,I,0000,정상,,2026-04-07 09:23:53,,2026-04-07,0,,경기도 오산시 서동 ***-*,400000004820260002,4000000,000,경기도 오산시 서동로***번길 **-* (서동),18104,,01,영업/정상,,,
마이댕댕스쿨,,185640.02390404,447741.032499343,2026-04-10 03:03:03,U,0000,정상,,2026-04-09 14:29:57,,2021-07-08,0,,"서울특별시 강서구 화곡동 ***-* 동선빌딩 *,*층",315000004820210017,3150000,000,"서울특별시 강서구 강서로**길 ***, 동선빌딩 *,*층 (화곡동)",07766,,01,영업/정상,,,
시우스쿨링 파크,,186708.707630548,462457.505882807,2026-04-07 21:02:52,I,0000,정상,,2026-04-06 16:21:31,,2026-04-06,0,,경기도 고양시 덕양구 성사동 ***-*,395000004820260002,3940000,000,경기도 고양시 덕양구 충장로 ***-** (성사동),10293,,01,영업/정상,,,
멍플리,,178057.604859084,463789.183261013,2026-04-07 21:02:52,I,0000,정상,,2026-04-06 14:51:53,,2026-04-06,0,,경기도 고양시 일산서구 대화동 ****-**,410010004820260002,3940000,000,"경기도 고양시 일산서구 강성로***번길 **-*, *층 (대화동)",10377,,01,영업/정상,,,
블루댕댕,,206980.535244214,403378.747494224,2026-04-07 21:32:51,I,0000,정상,,2026-04-06 09:17:50,,2026-04-06,0,,경기도 오산시 고현동 **,400000004820260001,4000000,000,"경기도 오산시 동부대로 ***-**, 나동 *층 ***호 (고현동)",18151,,01,영업/정상,,,
견출지 애견유치원 호텔 그루밍,,166825.062109962,460425.235856463,2026-04-07 21:02:53,I,0000,정상,,2026-04-06 13:55:19,,2026-04-06,0,,경기도 김포시 구래동 ****-*,409000004820260006,4090000,000,"경기도 김포시 김포한강*로 ***, ***호 (구래동)",10071,,01,영업/정상,,,
