영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,자가,고려홍삼원,2026-04-08,178764.33587119,484889.339604839,2026-04-09 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-08 16:35:25,2018-12-14,451.21,413-901,경기도 파주시 문산읍 사목리 ***-*,N,,4060000-134-2018-00103,,4060000,"경기도 파주시 문산읍 반구정로 **, *층",10818,03,폐업,기타(복합 등),031-943-1257,,,
,,유한책임회사 위너스바이오,,189182.776746982,442382.690694868,2026-04-09 03:03:03,U,01,영업,0,,,,,,,,,2026-04-08 09:51:44,2019-05-13,3.00,153-803,서울특별시 금천구 가산동 ***-*,N,,3170000-134-2019-00081,,3170000,"서울특별시 금천구 가산디지털*로 ***-**, 대신IT타워 ***호 (가산동)",08501,01,영업/정상,전자상거래(통신판매업),070-4710-7538,,,
,,(주)화인네이처,2026-04-13,184526.084367975,451722.650631223,2026-04-14 03:03:03,U,02,폐업,0,0,0,0,,,,0,,2026-04-13 15:19:24,2022-05-12,,157-210,서울특별시 강서구 마곡동 ***-* 두산더랜드타워 **층 제오비-****호,N,,3150000-134-2022-00235,,3150000,"서울특별시 강서구 마곡서로 ***, 두산더랜드타워 **층 제오비-****호 (마곡동)",07788,03,폐업,전자상거래(통신판매업),,,,
,자가,숲에서,,180967.416219354,430528.266185406,2026-04-07 03:03:03,U,01,영업,0,,,,,,,,,2026-04-06 14:14:59,2023-09-25,107.00,429-430,경기도 시흥시 장곡동 ***-*,N,,4010000-134-2023-00296,,4010000,"경기도 시흥시 노루우물길 *, *층 일부호 (장곡동)",15002,01,영업/정상,영업장판매,,,,
,임대,(주)오네스,2026-04-10,193026.875747265,447427.783375434,2026-04-11 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-10 15:59:25,2022-05-18,462.00,150-739,서울특별시 영등포구 여의도동 **-** 정우빌딩,N,,3180000-134-2022-00181,,3180000,"서울특별시 영등포구 은행로 **, 정우빌딩 ****호 (여의도동)",07238,03,폐업,기타 건강기능식품일반판매업,,,,
,자가,(주)에스엘바이오텍,,189182.776746982,442382.690694868,2026-04-09 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-04-08 10:10:49,2022-01-07,3.25,153-803,서울특별시 금천구 가산동 ***-*,N,,3170000-134-2022-00007,,3170000,"서울특별시 금천구 가산디지털*로 ***-**, 대신IT타워 ***호 (가산동)",08501,01,영업/정상,전자상거래(통신판매업),02-6265-2399,,,
,자가,모던8,,346636.400574479,509830.849515187,2026-04-10 03:03:03,U,01,영업,0,,,,,,,,,2026-04-09 10:00:40,2024-04-11,.10,,강원특별자치도 양양군 손양면 수산리 **-*,N,,4351000-134-2024-00011,,4351000,"강원특별자치도 양양군 손양면 수산*길 **-*, *층",25042,01,영업/정상,전자상거래(통신판매업),,,,
,임대,(주)태봉코리아,,189378.332493727,442066.99866487,2026-04-10 03:03:03,U,01,영업,0,,,,,,,,,2026-04-09 09:38:07,2016-07-20,.00,153-803,서울특별시 금천구 가산동 ***-** 가산 에스케이 브이원 센터 ***-***호,N,,3170000-134-2016-00098,,3170000,"서울특별시 금천구 가산디지털*로 ***, 가산 에스케이 브이원 센터 ***-***호 (가산동)",08503,01,영업/정상,전자상거래(통신판매업),070-7725-9634,,,상수도전용
,,(주)대상다이브스 온라인통합센터,2026-04-07,183890.856527277,465014.175102649,2026-04-08 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-07 10:04:24,2020-12-22,,410-821,경기도 고양시 일산동구 식사동 ***-**,N,,3940000-134-2020-00713,,3940000,"경기도 고양시 일산동구 견달산로***번길 **-**, *층 일부호 (식사동)",10317,03,폐업,전자상거래(통신판매업),,,,
,임대,루킹우리홍삼,,207723.479964449,388325.881328789,2026-04-08 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-04-07 13:03:33,2008-06-04,8.08,450-040,경기도 평택시 통복동 **-* 외*필지(지하*층),N,,3910000-134-2008-00008,,3910000,"경기도 평택시 통복시장*로**번길 * (통복동,외*필지(지하*층))",,01,영업/정상,영업장판매,,,,
