침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
2,0,,0,엘로디뷰티,메이크업업,3,,,,,202113.869605464,451897.581865192,2026-04-11 03:03:03,U,01,영업,0,2026-04-10 13:46:18,2023-03-06,15.56,133-010,서울특별시 성동구 상왕십리동 811 텐즈힐,N,0,3030000-226-2023-00001,3030000,"서울특별시 성동구 마장로 137, 221동 2층 2143호 (상왕십리동, 텐즈힐)",04700,01,영업/정상,"피부미용업, 네일미용업, 화장ㆍ분장 미용업",,,,,
0,0,,0,단비올라,일반미용업,1,2026-04-09,2025-04-05,공유미용실 규제특례에 따른 조건부 영업임(2025년 4월 5일 ~ 별도 절차에 필요한 기간으로서 법령에서 정한 날까지,,204827.43305161,449134.994665839,2026-04-10 03:03:03,U,02,폐업,0,2026-04-09 15:24:54,2021-08-09,18.20,133-835,서울특별시 성동구 성수동2가 315-71 스탈릿성수,N,0,3030000-211-2021-00049,3030000,"서울특별시 성동구 아차산로 104, 스탈릿성수 지하1층 E01호 (성수동2가)",04782,03,폐업,일반미용업,,4,,4,
,,,,최미진미용실,일반미용업,5,,,,,188248.45432693,447406.301288366,2026-04-09 03:03:03,U,01,영업,,2026-04-08 17:52:10,1988-11-30,38.96,158-050,서울특별시 양천구 목동 925 목동신시가지아파트7단지 상가A동 201호,N,,3140000-211-1988-00002,3140000,"서울특별시 양천구 목동로 212, 상가A동 2층 201호 (목동, 목동신시가지아파트7단지)",07993,01,영업/정상,일반미용업,02-2649-7975,,,,
4,0,,0,오브비(obvie),일반미용업,16,,,,,203888.578354717,445269.689653299,2026-04-08 03:03:03,U,01,영업,0,2026-04-07 14:50:21,2021-11-23,203.76,135-874,서울특별시 강남구 삼성동 112-19,N,0,3220000-211-2021-00108,3220000,"서울특별시 강남구 선릉로108길 7, 지상1층 (삼성동)",06153,01,영업/정상,일반미용업,,1,,1,
,,,,희망미용실,일반미용업,4,2026-04-10,,,,175979.253450755,428457.468549009,2026-04-11 03:03:03,U,02,폐업,,2026-04-10 09:32:21,1999-03-09,21.78,429-450,경기도 시흥시 정왕동 1875-5 건영2차상가 106호,N,,4010000-204-1999-00011,4010000,경기도 시흥시 옥구천동로 399 (정왕동),15028,03,폐업,미용업,031-432-8701,,,,
2,0,,0,해피니스,기타,0,2026-04-08,,,,170653.756587427,454960.034717435,2026-04-09 03:03:03,U,02,폐업,0,2026-04-08 16:02:49,2014-12-15,49.50,404-260,인천광역시 서구 마전동 1028-12 2층 2호,N,0,3560000-218-2014-00006,3560000,"인천광역시 서구 완정로 53 (마전동, 2층 2호)",22639,03,폐업,"피부미용업, 네일미용업",032-566-7556,,,,
0,0,,0,헤어153,일반미용업,2,,,,,207034.361605801,447884.615833523,2026-04-09 03:03:03,U,01,영업,2,2026-04-08 14:01:47,2025-11-13,44.30,143-866,서울특별시 광진구 자양동 617-17,N,0,3040000-213-2025-00040,3040000,"서울특별시 광진구 자양로13길 84, 1층 (자양동)",05062,01,영업/정상,종합미용업,02-444-5510,0,0,0,0
0,0,,0,코어드,일반미용업,4,,,,,201575.280677005,453771.871676097,2026-04-07 03:03:03,U,01,영업,0,2026-04-06 14:33:38,2025-12-01,130.31,136-082,서울특별시 성북구 보문동2가 105-1,N,0,3070000-211-2025-00030,3070000,"서울특별시 성북구 보문로 127, 2층 (보문동2가)",02871,01,영업/정상,일반미용업,,2,,,
0,0,임대,0,까사헤어,일반미용업,3,2026-04-10,,,,176457.89445893,433379.85887063,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 10:24:44,2018-10-17,44.46,405-825,인천광역시 남동구 논현동 672-2,N,0,3530000-211-2018-00070,3530000,"인천광역시 남동구 앵고개로 938, 1층 107호 (논현동)",21673,03,폐업,일반미용업,070-8992-9231,,,,
0,2,,0,이지헤어,일반미용업,2,2026-04-13,,,,208346.373644042,388132.903549706,2026-04-14 03:03:03,U,02,폐업,0,2026-04-13 16:05:07,2015-09-08,86.26,450-805,경기도 평택시 비전동 613-5,N,0,3910000-211-2015-00027,3910000,"경기도 평택시 평택3로 64, 1층 (비전동)",17897,03,폐업,일반미용업,031-658-0669,1,,,
0,2,임대,0,석수경美裝,일반미용업,4,,,,,174911.006241173,436418.489782689,2026-04-11 03:03:03,U,01,영업,0,2026-04-10 11:20:13,2015-01-08,34.84,405-843,인천광역시 남동구 남촌동 275-5,N,0,3530000-211-2015-00088,3530000,인천광역시 남동구 남촌로84번길 47 (남촌동),21625,01,영업/정상,일반미용업,,1,0,1,0
0,0,,0,천프로염색샵,일반미용업,2,2026-04-13,,,,212660.180181156,419404.436106064,2026-04-14 03:03:03,U,02,폐업,0,2026-04-13 13:15:44,2023-02-09,26.40,446-517,경기도 용인시 기흥구 상하동 482-1,N,0,5630000-211-2023-00007,4050000,"경기도 용인시 기흥구 언동로 216, 나동 1층 일부호 (상하동)",16986,03,폐업,일반미용업,,,,,
