건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,로지디렉션,,,,,비디오물제작업,2026-04-14 22:38:40,I,13,영업중,AI 영상제작 홍보영상 및 광고제작,12.18,,2026-04-13 13:58:58,,2026-04-13,,인천광역시 서구 불로동 ****-* 신검단중앙역 풍경채 어바니티 ****동 ****호,CDFF1241072026000005,3560000,,"인천광역시 서구 금정로 **, ****동 ****호 (불로동, 신검단중앙역 풍경채 어바니티)",22888,01,영업/정상,,,,,,
,와이드노바스튜디오(widenovastudio),,,,,비디오물제작업,2026-04-14 21:08:31,I,13,영업중,방송패키지 영상 디자인 제작,101.86,,2026-04-13 14:32:44,,2026-04-13,,경기도 고양시 덕양구 덕은동 ***-* 덕은DMC 아이에스비즈타워 센트럴 *차,CDFF1241072026000048,3940000,,"경기도 고양시 덕양구 청초로 **, 덕은DMC 아이에스비즈타워 센트럴 *차 지식산업센터B동 B****, B****호 (덕은동)",10542,01,영업/정상,,,,,,
,스튜디오워커,,206569.104464849,457637.683262903,,비디오물제작업,2026-04-11 22:08:31,I,13,영업중,영상,23,,2026-04-10 13:22:39,,2026-04-09,,서울특별시 노원구 공릉동 ***-**,CDFF1241072026000003,3100000,,"서울특별시 노원구 동일로***길 **, ***동 ****호 (공릉동)",01848,01,영업/정상,,,,,,
,진영에이블 유한회사,,190637.343449248,448102.814072423,,비디오물제작업,2026-04-11 22:08:31,I,13,영업중,"방송,홍보,광고 영상물",100,,2026-04-10 14:18:18,,2016-12-19,,서울특별시 영등포구 양평동*가 **,CDFF1241072026000022,3180000,,"서울특별시 영등포구 양평로**길 **, *층 (양평동*가)",07209,01,영업/정상,,,,,,
,주식회사 아이아티스트,,198171.702713669,441694.695549753,,비디오물제작업,2026-04-11 22:08:32,I,13,영업중,영상제작,133.2,,2026-04-10 16:25:33,,2024-06-28,,서울특별시 동작구 사당동 ****-**,CDFF1241072026000009,3190000,,"서울특별시 동작구 남부순환로***길 **, *층 (사당동)",07025,01,영업/정상,,,,,,
,(주)베이그,,199062.337506933,443512.468506331,,비디오물제작업,2026-04-11 22:08:31,I,13,영업중,비디오물제작업,103126,,2026-04-10 10:56:37,,2012-04-12,,서울특별시 서초구 방배동 ***-*,CDFF1241072026000030,3210000,,"서울특별시 서초구 방배로 ***-*, *층 (방배동)",06584,01,영업/정상,,,,,,
,나우스 스튜디오(NAUS Studio),,204842.620168646,445010.636361278,,비디오물제작업,2026-04-11 22:08:38,I,13,영업중,"광고, 홍보 및 기타 영상 기획 및 제작 서비스",1.65,,2026-04-10 17:01:19,,2026-04-10,,서울특별시 강남구 삼성동 ***-** 제이에스타워,CDFF1241072026000079,3220000,,"서울특별시 강남구 테헤란로**길 *, 제이에스타워 *층 브이***호 (삼성동)",06158,01,영업/정상,,,,,,
,쇼오프,,178264.429057343,442917.930896891,,비디오물제작업,2026-04-11 21:08:30,I,13,영업중,영상,84.24,,2026-04-10 16:17:24,,2024-08-28,,경기도 부천시 원미구 상동 *** 대명그린프라자,CDFF1241072026000013,3860000,,"경기도 부천시 원미구 부일로 ***, *층 R-*호 (상동)",14624,01,영업/정상,,,,,,
,디플레이엑스(DplayX),,215139.954217956,454827.048367444,,비디오물제작업,2026-04-11 21:08:30,I,13,영업중,"전시 아카이빙 및 홍보 비디오물, 전시 홍보 및 현장 기록 영상, 미디어 아트 콘텐츠, 디지털 영상 콘텐츠 제작",51.03,,2026-04-10 15:58:10,,2026-04-10,,경기도 남양주시 다산동 ****,CDFF1241072026000013,3990000,,"경기도 남양주시 다산지금로 ***, 현대테라타워DIMC 비에프**-****호 (다산동)",12284,01,영업/정상,,,,,,
,주식회사 베이컨필름,,193588.279891181,450257.895058788,,비디오물제작업,2026-04-14 22:11:50,I,13,영업중,영상(비디오),106.02,,2026-04-13 18:08:37,,2026-04-13,,서울특별시 마포구 서교동 ***-** ***호,CDFF1241072026000037,3130000,,"서울특별시 마포구 와우산로**나길 **-*, ***호 (서교동)",04053,01,영업/정상,,,,,,
