영업장주변구분명,건물소유구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,사조푸디스트(주) 탐라영재관,위탁급식영업,,186920.98482785,451175.097220108,2026-04-14 22:13:16,I,01,영업,509.6,,,,,,,,,2026-04-13 15:09:24,2026-04-13,509.60,157-807,서울특별시 강서구 가양동 1480-6 탐라영재관,N,,3150000-120-2026-00007,,3150000,"서울특별시 강서구 양천로57길 10-10, 탐라영재관 지하1층 (가양동)",07526,01,영업/정상,위탁급식영업,,,,상수도전용
,,유진푸드,위탁급식영업,,250827.910659979,444344.314660257,2026-04-14 21:44:47,I,01,영업,817.57,,,,,,,,,2026-04-13 11:32:24,2026-04-13,817.57,476-841,경기도 양평군 용문면 다문리 453-8,N,,4170000-120-2026-00004,,4170000,"경기도 양평군 용문면 연수로 209, B6 식당동 1층",12516,01,영업/정상,위탁급식영업,031-773-7760,,,상수도전용
,,이든푸드서비스 프랜시스파커점,위탁급식영업,,172128.333251763,461262.941306652,2026-04-07 21:13:12,I,01,영업,26.96,,,,,,,,,2026-04-06 14:50:54,2026-04-06,26.96,415-050,경기도 김포시 운양동 1307-3,N,,4090000-120-2026-00002,,4090000,"경기도 김포시 김포한강1로 250, 4층 401~404호 (운양동)",10078,01,영업/정상,위탁급식영업,02-928-9250,,,상수도전용
,,푸디스트 씨젠,위탁급식영업,,206325.349431713,452184.2101607,2026-04-14 03:03:03,U,01,영업,360.71,,,,,,,,,2026-04-13 16:26:19,2025-10-15,360.71,130-840,서울특별시 동대문구 장안동 368-1 씨젠 메디칼 타워,N,,3050000-120-2025-00008,,3050000,"서울특별시 동대문구 답십리로 288, 씨젠 메디칼 타워 2층 (장안동)",02637,01,영업/정상,위탁급식영업,,,,
,,(주)현대그린푸드 에프앤에프,위탁급식영업,2026-04-10,202667.297698943,444019.46274165,2026-04-11 03:03:03,U,02,폐업,747.04,,,,,,,,,2026-04-10 16:30:08,2025-03-28,747.04,135-934,서울특별시 강남구 역삼동 824-22,N,,3220000-120-2025-00006,,3220000,"서울특별시 강남구 테헤란로8길 8, 지하1층 및 지상3층 일부호 (역삼동)",06233,03,폐업,위탁급식영업,,,,
,,푸디스트 주식회사 삼광의료재단점,위탁급식영업,,203512.608253645,442322.761195191,2026-04-14 03:03:03,U,01,영업,117.35,,,,,,,,,2026-04-13 17:29:39,2008-03-31,117.35,137-886,서울특별시 서초구 양재동 7-41 지하1층,N,,3210000-120-2008-00007,,3210000,"서울특별시 서초구 바우뫼로41길 58, 지하1층 (양재동)",06741,01,영업/정상,위탁급식영업,,,,
,,삼성웰스토리(주)시대인재서울신관,위탁급식영업,,205291.089117778,443785.001948647,2026-04-14 03:03:03,U,01,영업,2118.32,,,,,,,,,2026-04-13 12:01:00,2025-07-18,"1,173.04",135-835,서울특별시 강남구 대치동 611 강남대학교 카이로스빌딩,N,,3220000-120-2025-00014,,3220000,"서울특별시 강남구 삼성로51길 11, 강남대학교 카이로스빌딩 지상1층, 지하1층 (대치동)",06280,01,영업/정상,위탁급식영업,031-5171-1533,,,
,,대한에프에쓰에쓰(주) 서울남부혈액원,위탁급식영업,2026-04-06,204273.140959041,442205.362043985,2026-04-07 03:03:03,U,02,폐업,112.5,,,,,,,,,2026-04-06 13:26:54,2023-10-19,112.50,135-965,서울특별시 강남구 개포동 1267 대한남부적십자혈액원,N,,3220000-120-2023-00035,,3220000,"서울특별시 강남구 개포로31길 48, 대한남부적십자혈액원 지상3층 (개포동)",06304,03,폐업,위탁급식영업,02-2141-0200,,,
,,대한에프에쓰에쓰(주) 신일정밀,위탁급식영업,,369440.639261677,475631.802404258,2026-04-14 03:03:03,U,01,영업,129.4,,,,,,,,,2026-04-13 09:47:42,2026-03-23,129.40,,강원특별자치도 강릉시 입암동 21-10,N,,4201000-120-2026-00005,,4201000,"강원특별자치도 강릉시 강변로 582, 2층 (입암동)",25573,01,영업/정상,위탁급식영업,02-2141-0207,,,
,,(주)아워홈 LG전자 양재R&D캠퍼스점,위탁급식영업,,202312.132971726,440889.827977598,2026-04-11 22:13:11,I,01,영업,786.77,,,,,,,,,2026-04-10 10:02:49,2026-04-10,786.77,137-900,서울특별시 서초구 우면동 16 LG전자 양재 R&D 캠퍼스 지하1층,N,,3210000-120-2026-00003,,3210000,"서울특별시 서초구 바우뫼로 38, LG전자 양재 R&D 캠퍼스 지하1층 (우면동)",06763,01,영업/정상,위탁급식영업,,,,
,,(주)아워홈 에프앤에프강남점,위탁급식영업,,202667.297698943,444019.46274165,2026-04-11 22:13:13,I,01,영업,755.36,,,,,,,,,2026-04-10 17:50:37,2026-04-10,755.36,135-934,서울특별시 강남구 역삼동 824-22,N,,3220000-120-2026-00011,,3220000,"서울특별시 강남구 테헤란로8길 8, 지하1층 및 지상3층 일부호 (역삼동)",06233,01,영업/정상,위탁급식영업,,,,
,,(주)휴먼푸드서비스 트로이국제학교점,위탁급식영업,,168984.230105835,429640.187634204,2026-04-11 22:44:39,I,01,영업,287.07,,,,,,,,,2026-04-10 17:03:46,2026-04-10,287.07,406-081,인천광역시 연수구 송도동 206-3 1동 일부호,N,,3520000-120-2026-00004,,3520000,"인천광역시 연수구 송도미래로11번길 64, 1동 지상4층 일부호 (송도동)",21988,01,영업/정상,위탁급식영업,,,,
,,금두꺼비,위탁급식영업,,166601.021167631,444414.061309871,2026-04-11 22:43:19,I,01,영업,363,,,,,,,,,2026-04-10 16:06:43,2026-04-10,363.00,404-210,인천광역시 서구 원창동 393-53,N,,3560000-120-2026-00008,,3560000,"인천광역시 서구 북항로207번길 80, 10층 일부 (원창동)",22856,01,영업/정상,위탁급식영업,,,,
,,네츄럴푸드배꽃,위탁급식영업,,176474.56061584,431112.315075371,2026-04-11 21:43:11,I,01,영업,105.4,,,,,,,,,2026-04-10 17:51:43,2026-04-10,105.40,,경기도 시흥시 배곧동 18-15,N,,4010000-120-2026-00010,,4010000,"경기도 시흥시 배곧5로 66-10, 주건축물B동 지1층 일부호 (배곧동)",15010,01,영업/정상,위탁급식영업,,,,
,,(주)에스피씨지에프에스 몬드리안 서울 이태원 직원식당,위탁급식영업,,199337.628628981,447413.487156381,2026-04-07 03:03:03,U,01,영업,181,,,,,,,,,2026-04-06 15:10:04,2025-07-04,181.00,140-860,서울특별시 용산구 이태원동 22-76 몬드리안 서울 이태원,N,,3020000-120-2025-00006,,3020000,"서울특별시 용산구 장문로 23, 몬드리안 서울 이태원 b2층 (이태원동)",04392,01,영업/정상,위탁급식영업,,,,
,,사조푸디스트 주식회사,위탁급식영업,,201400.824438273,451528.012185815,2026-04-14 03:03:03,U,01,영업,61.6,,,,,,,,,2026-04-13 16:06:41,2016-09-19,61.60,100-879,"서울특별시 중구 흥인동 86 2,3층",N,,3010000-120-2016-00012,,3010000,"서울특별시 중구 다산로 258 (흥인동, 2,3층)",04570,01,영업/정상,위탁급식영업,02-2174-6084,,,
,,(주)켐트로닉스용인지점,위탁급식영업,2026-04-07,214015.433166683,404779.732988655,2026-04-08 03:03:03,U,02,폐업,348.48,,,,,,,,,2026-04-07 13:14:04,2013-04-09,348.48,,경기도 용인시 처인구 남사읍 북리 35 1층 복지동,N,,5620000-120-2013-00005,,4050000,"경기도 용인시 처인구 남사읍 형제로 35, 복지동 1층",17118,03,폐업,위탁급식영업,031-321-3800,,,상수도전용
,,(주)현대그린푸드 에이치디 건설기계 해안,위탁급식영업,,167026.3164495,442927.500637717,2026-04-11 03:03:03,U,01,영업,979.14,,,,,,,,,2026-04-10 17:11:26,2019-01-02,979.14,401-804,인천광역시 동구 화수동 7-11 에이치디 건설기계,N,,3500000-120-2019-00001,,3500000,"인천광역시 동구 인중로 489, 에이치디 건설기계 2층 (화수동)",22502,01,영업/정상,위탁급식영업,02-3400-1397,,,상수도전용
,,(주)현대그린푸드 에이치디 건설기계,위탁급식영업,,167026.3164495,442927.500637717,2026-04-11 03:03:03,U,01,영업,2533.07,,,,,,,,,2026-04-10 17:07:51,2025-12-31,"2,533.07",401-804,인천광역시 동구 화수동 7-11 에이치디건설기계,N,,3500000-120-2026-00002,,3500000,"인천광역시 동구 인중로 489, 에이치디건설기계 1~2층 일부호 (화수동)",22502,01,영업/정상,위탁급식영업,031-525-2626,,,
,,사조푸디스트(주)쿠팡인천15센터점,위탁급식영업,,165898.91846187,438796.175345095,2026-04-11 03:03:03,U,01,영업,896.74,,,,,,,,,2026-04-10 16:11:13,2025-10-01,896.74,400-037,인천광역시 중구 항동7가 95-3 인천항동 티제이물류센터,N,,3490000-120-2025-00009,,3490000,"인천광역시 중구 서해대로209번길 74, 인천항동 티제이물류센터 1층 (항동7가)",22337,01,영업/정상,위탁급식영업,02-2174-2600,,,
,,한원분체위탁급식소,위탁급식영업,,173649.370419531,432706.125886835,2026-04-09 03:03:03,U,01,영업,194.74,,,,,,,,,2026-04-08 10:56:49,2021-06-07,194.74,405-818,인천광역시 남동구 고잔동 662-10 3동 지하1층,N,,3530000-120-2021-00023,,3530000,"인천광역시 남동구 청능대로410번길 63, 3동 지하1층 (고잔동)",21691,01,영업/정상,위탁급식영업,,,,
,,(주)푸드런광덕에이앤티지점,위탁급식영업,2026-04-10,171772.996197022,433303.964820104,2026-04-11 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-10 10:57:07,2013-01-07,,405-820,인천광역시 남동구 고잔동 683-7 1동 3층(113블록 7로트),N,,3530000-120-2013-00012,,3530000,"인천광역시 남동구 앵고개로 368, 1동 3층 (고잔동, 113블록 7로트)",21698,03,폐업,위탁급식영업,,,,
,,씨제이프레시웨이(주) 큐비에스,위탁급식영업,2026-04-10,168904.519515589,431687.380691818,2026-04-11 03:03:03,U,02,폐업,181.8,,,,,,,,,2026-04-10 16:48:42,2021-04-13,181.80,406-081,인천광역시 연수구 송도동 7-17 (주)큐비에스,N,,3520000-120-2021-00009,,3520000,인천광역시 연수구 갯벌로 89 (주)큐비에스 1동 2층 (송도동),21999,03,폐업,위탁급식영업,,,,
,,(주)티에스씨푸드 서울남부혈액원점,위탁급식영업,,204273.140959041,442205.362043985,2026-04-09 22:13:13,I,01,영업,112.5,,,,,,,,,2026-04-08 10:41:16,2026-04-08,112.50,135-965,서울특별시 강남구 개포동 1267 대한남부적십자혈액원,N,,3220000-120-2026-00010,,3220000,"서울특별시 강남구 개포로31길 48, 대한남부적십자혈액원 3층 (개포동)",06304,01,영업/정상,위탁급식영업,,,,
,,(주)샤프테크닉스케이 화물기개조정비시설,위탁급식영업,,,,2026-04-09 22:43:16,I,01,영업,523.02,,,,,,,,,2026-04-08 14:39:40,2026-04-08,523.02,400-004,"인천광역시 중구 운서동 2957-12 , 3층",N,,3490000-120-2026-00002,,3490000,,,01,영업/정상,위탁급식영업,041-584-0925,,,상수도전용
,,미찌푸드(주),위탁급식영업,2026-04-10,270839.774146533,422140.402051309,2026-04-11 03:03:03,U,02,폐업,45,,,,,,,,,2026-04-10 14:14:15,2019-06-19,45.00,,강원특별자치도 원주시 문막읍 반계리 2259-2,N,,4191000-120-2019-00007,,4191000,"강원특별자치도 원주시 문막읍 반산2로 72, 2층",26362,03,폐업,위탁급식영업,070-7490-2051,,,상수도전용
,,(주)실버그린푸드,위탁급식영업,,210403.427714009,475133.063119454,2026-04-08 03:03:03,U,01,영업,115.09,,,,,,,,,2026-04-07 16:06:36,2025-01-06,115.09,487-826,경기도 포천시 소흘읍 이동교리 733-37 주건축물제1동 지하1~2층,N,,5600000-120-2025-00002,,5600000,"경기도 포천시 소흘읍 광릉수목원로 1159-1, 주건축물제1동 지하1~2층",11184,01,영업/정상,위탁급식영업,02-434-3815,,,상수도전용
