침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,0,,0,94바버샵,일반이용업,1,2026-04-08,,,,204598.337468075,451415.141484333,2026-04-09 03:03:03,U,02,폐업,0,2026-04-08 09:40:34,2021-05-24,29.26,133-848,서울특별시 성동구 용답동 60-9,N,0,3030000-203-2021-00007,3030000,"서울특별시 성동구 용답중앙13길 10, 1층 101호 (용답동)",04804,03,폐업,일반이용업,,0,0,0,0
,20,임대,5,우석 바버삽,일반이용업,5,,,,,198537.634392897,451684.504129471,2026-04-08 03:03:03,U,01,영업,,2026-04-07 09:14:14,2009-03-04,39.66,100-210,서울특별시 중구 수하동 40-2,N,,3010000-203-2009-00001,3010000,"서울특별시 중구 남대문로10길 28, 9층 908호 (수하동)",04539,01,영업/정상,일반이용업,02-779-5218,,1,,1
0,0,,0,이레이용원,일반이용업,4,2026-04-13,,,,203704.207020897,453045.097960344,2026-04-14 03:03:03,U,02,폐업,0,2026-04-13 13:12:36,2021-10-13,49.50,130-862,서울특별시 동대문구 제기동 635-21,N,0,3050000-203-2021-00007,3050000,"서울특별시 동대문구 왕산로 177, 2층 (제기동)",02572,03,폐업,일반이용업,,2,,2,
0,,,0,원식스 바버샵(ONE6 BARBERSHOP),일반이용업,1,,,,,191261.969540299,450474.392357155,2026-04-07 03:03:03,U,01,영업,0,2026-04-06 15:17:47,2023-10-23,26.45,121-903,서울특별시 마포구 망원동 416-14,N,0,3130000-203-2023-00009,3130000,"서울특별시 마포구 망원로4길 3, 1층 (망원동)",04008,01,영업/정상,일반이용업,,1,0,0,0
0,0,,0,호텔이용원,일반이용업,2,2026-04-09,,,,183163.786978151,451289.838298158,2026-04-10 03:03:03,U,02,폐업,0,2026-04-09 16:17:31,2021-12-16,37.74,157-853,서울특별시 강서구 방화동 612-6,N,0,3150000-203-2021-00017,3150000,"서울특별시 강서구 방화동로5길 3, 1층 (방화동)",07620,03,폐업,일반이용업,,0,0,0,0
0,0,임대,0,시영,일반이용업,3,2026-04-07,,,,205515.496256835,460224.319815461,2026-04-08 03:03:03,U,02,폐업,,2026-04-07 10:15:16,1992-07-18,32.12,139-863,서울특별시 노원구 중계동 502-1,N,,3100000-203-1992-00168,3100000,서울특별시 노원구 동일로207길 18 (중계동),01777,03,폐업,일반이용업,02-0973-2247,1,0,1,0
0,0,임대,0,수 바버샵,일반이용업,1,,,,,206970.919291372,443574.411625824,2026-04-11 03:03:03,U,01,영업,0,2026-04-10 16:00:27,2024-06-10,14.96,135-939,서울특별시 강남구 개포동 13-3 대청타워,N,0,3220000-203-2024-00009,3220000,"서울특별시 강남구 개포로 623, 대청타워 지상1층 111호 (개포동)",06336,01,영업/정상,일반이용업,,1,,1,
0,0,,0,지오지노,일반이용업,2,,,,,172558.873094354,439642.234190406,2026-04-07 03:03:03,U,01,영업,0,2026-04-06 10:14:23,2017-06-27,28.60,,인천광역시 미추홀구 주안동 954-42,N,0,3510500-203-2017-00003,3510500,"인천광역시 미추홀구 경원대로852번길 16-8, 1층 가7-1호 (주안동)",22144,01,영업/정상,일반이용업,032-863-9218,0,0,0,0
0,0,,0,프로디 맨즈 앤 바버,일반이용업,2,,,,,167378.726803622,432459.740386361,2026-04-07 03:03:03,U,01,영업,0,2026-04-06 14:38:03,2022-11-09,40.93,406-081,인천광역시 연수구 송도동 84-2 아트포레,N,0,3520000-203-2022-00007,3520000,"인천광역시 연수구 인천타워대로 257, 아트포레 C동 112호 (송도동)",22008,01,영업/정상,일반이용업,,,,,
0,0,임대,0,나이스가이 가정지구점,일반이용업,3,2026-04-08,,,,170317.217153062,447547.736563338,2026-04-09 03:03:03,U,02,폐업,1,2026-04-08 13:14:25,2024-11-06,37.00,404-230,인천광역시 서구 가정동 607-2 주원프라자,N,0,3560000-203-2024-00007,3560000,"인천광역시 서구 청중로478번안길 3, 주원프라자 101호 (가정동)",22858,03,폐업,일반이용업,,1,,,
0,0,,0,광명사우나,일반이용업,3,2026-04-07,,,,186812.00600677,441358.410644991,2026-04-08 03:03:03,U,02,폐업,0,2026-04-07 14:29:43,2022-09-29,.00,423-812,경기도 광명시 광명동 290-14 동진프라자,N,0,3900000-203-2022-00007,3900000,"경기도 광명시 광명로 841, 동진프라자(광명사우나 내) 지하3층 일부호 (광명동)",14291,03,폐업,일반이용업,,,,,
