영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,(주)화인네이처,2026-04-13,184526.084367975,451722.650631223,2026-04-14 03:03:03,U,02,폐업,0,0,0,0,,,,0,,2026-04-13 15:19:24,2022-05-12,,157-210,서울특별시 강서구 마곡동 ***-* 두산더랜드타워 **층 제오비-****호,N,,3150000-134-2022-00235,,3150000,"서울특별시 강서구 마곡서로 ***, 두산더랜드타워 **층 제오비-****호 (마곡동)",07788,03,폐업,전자상거래(통신판매업),,,,
,,루킹우리홍삼,,196447.74093743,432829.162399061,2026-04-14 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-04-13 11:39:42,2006-03-31,,431-814,경기도 안양시 동안구 관양동 ****-* 안양농협,N,,3830000-134-2006-00026,,3830000,"경기도 안양시 동안구 부림로***번길 **, 안양농협 (관양동)",14051,01,영업/정상,영업장판매,031-381-8244,,,
,,현이네샵,2026-04-13,220894.865049687,431691.586264024,2026-04-14 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-13 17:07:46,2020-10-28,,464-805,경기도 광주시 태전동 *** 쌍용스윗닷홈아파트 ***동 ***호,N,,5540000-134-2020-00158,,5540000,"경기도 광주시 회안대로 ***-**, ***동 ***호 (태전동, 쌍용스윗닷홈아파트)",12779,03,폐업,전자상거래(통신판매업),,,,
,,주식회사 해피아워,2026-04-13,201463.690299789,442429.147525901,2026-04-14 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-13 09:50:18,2025-02-27,,137-866,서울특별시 서초구 서초동 ****-** 서초쌍용플래티넘 ***호,N,,3210000-134-2025-00055,,3210000,"서울특별시 서초구 서초중앙로 **, ***호 (서초동, 서초쌍용플래티넘)",06720,03,폐업,전자상거래(통신판매업),,,,
,,마흔티원,,172937.577216559,434208.033824157,2026-04-14 03:03:03,U,01,영업,0,,,,,,,,,2026-04-13 09:27:58,2020-06-17,,405-849,인천광역시 남동구 논현동 *** 논현*차푸르지오시티 ***호 일부(H***),N,,3530000-134-2020-00253,,3530000,"인천광역시 남동구 남동서로***번길 **, 논현*차푸르지오시티 *층 ***호 일부(H***)호 (논현동)",21632,01,영업/정상,전자상거래(통신판매업),,,,
,임대,언노운,2026-04-13,212624.891449347,448937.811380947,2026-04-14 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-13 09:09:47,2022-04-25,36.58,134-811,서울특별시 강동구 길동 ***-* 동서울오네뜨,N,,3240000-134-2022-00486,,3240000,"서울특별시 강동구 양재대로***길 **, *층 ***호 (길동, 동서울오네뜨)",05303,03,폐업,전자상거래(통신판매업),,,,
,,텍사스바이브,2026-04-13,201606.445832012,460001.632075829,2026-04-14 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-13 12:57:41,2023-08-17,,142-771,서울특별시 강북구 수유동 *** 수유벽산아파트,N,,3080000-134-2023-00117,,3080000,"서울특별시 강북구 삼각산로 ***-*, *동 ****호 (수유동, 수유벽산아파트)",01042,03,폐업,전자상거래(통신판매업),,,,
,,주신(주),2026-04-13,191285.015028707,442649.873938101,2026-04-14 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-13 13:14:03,2022-10-24,,150-909,서울특별시 영등포구 대림동 **** 신대림자이,N,,3180000-134-2022-00398,,3180000,"서울특별시 영등포구 시흥대로 ***-*, ***호 (대림동, 신대림자이)",07445,03,폐업,전자상거래(통신판매업),,,,
,,주식회사 인피니티8,2026-04-13,202407.97558606,443592.823707003,2026-04-14 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-13 09:23:39,2025-02-21,,137-858,서울특별시 서초구 서초동 ****-** *층 **-*호,N,,3210000-134-2025-00046,,3210000,"서울특별시 서초구 강남대로**길 *, *층 **-*호 (서초동)",06621,03,폐업,전자상거래(통신판매업),,,,
,,더웰,2026-04-13,180064.764835475,473284.337047264,2026-04-14 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-13 10:43:52,2023-11-02,,413-814,경기도 파주시 금촌동 **-** 세성빌딩,N,,4060000-134-2023-00428,,4060000,"경기도 파주시 금정**길 **, ***-***호 (금촌동)",10929,03,폐업,전자상거래(통신판매업),,,,
