사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
(주)로버트월터스코리아,,법인,198591.48750042,451623.0201872,2026-04-14 03:03:03,U,20,영업중,2026-04-13 15:10:06,2010-10-01,,서울특별시 중구 을지로2가 204 삼화타워,2011301010314500006,3010000,"서울특별시 중구 을지로5길 16, 삼화타워 19층 (을지로2가)",04539,01,영업/정상,유료,02-6454-7000
(주)코니언정보,,법인,209637.078215509,449832.485937903,2026-04-14 03:03:03,U,20,영업중,2026-04-13 13:35:29,2023-08-29,,서울특별시 광진구 광장동 114 크레스코빌딩,2023304023414500010,3040000,"서울특별시 광진구 아차산로78길 44, 크레스코빌딩 814호 (광장동)",04969,01,영업/정상,유료,02-713-8801
잡링크,,개인,206906.987423398,455572.822339958,2026-04-14 03:03:03,U,20,영업중,2026-04-13 14:21:20,2025-12-02,,서울특별시 중랑구 중화동 305-19,2025306021514500003,3060000,"서울특별시 중랑구 동일로 807, 지층 (중화동)",02017,01,영업/정상,유료,02-2208-0130
현대인력소개센터,,개인,208363.613570045,454684.297990068,2026-04-14 03:03:03,U,20,영업중,2026-04-13 10:30:08,2025-12-09,,서울특별시 중랑구 망우동 518-36 예수제자교회,2025306021514500004,3060000,"서울특별시 중랑구 봉우재로 202, 예수제자교회 1층 (망우동)",02174,01,영업/정상,유료,02-436-6363
주식회사 아르케,,법인,192159.739088714,449994.937476945,2026-04-14 03:03:03,U,20,영업중,2026-04-13 15:41:26,2021-01-05,,서울특별시 마포구 합정동 426-7 오벨리움 빌딩,2021313022314500002,3130000,"서울특별시 마포구 월드컵로 31, 오벨리움 빌딩 7층 (합정동)",04023,01,영업/정상,유료,02-2646-1357
큰사랑나눔간병회,,개인,193474.524265901,457801.177396397,2026-04-14 03:03:03,U,20,영업중,2026-04-13 17:28:09,2015-03-16,,서울특별시 은평구 불광동 432번지 23호,2015311015514500003,3110000,"서울특별시 은평구 연서로 301, 2층 (불광동)",,01,영업/정상,유료,02-2235-8799
인사이트베이,,개인,195266.07314617,448799.641804029,2026-04-14 03:03:03,U,20,영업중,2026-04-13 14:08:07,2025-06-30,,서울특별시 마포구 도화동 559 마포트라팰리스,2025313027814500011,3130000,"서울특별시 마포구 마포대로 53, 마포트라팰리스 16층 제비 1612호 (도화동)",04158,01,영업/정상,유료,
(주)굿모닝인력,,법인,202116.938316772,452677.080019826,2026-04-14 03:03:03,U,20,영업중,2026-04-13 15:29:20,2009-11-30,,서울특별시 동대문구 신설동 76번지 35호  원용빌딩 301호,2009305012314500008,3050000,"서울특별시 동대문구 왕산로 11, 301호 (신설동, 원용빌딩)",,01,영업/정상,유료,02-926-0909
제이와이파트너스(주),,법인,204495.850456815,444496.466999163,2026-04-14 03:03:03,U,20,영업중,2026-04-13 14:03:48,2012-09-12,,서울특별시 강남구 대치동 899-2 201호,2016322016314500012,3220000,"서울특별시 강남구 선릉로82길 20, 2층 201호 (대치동)",06198,01,영업/정상,유료,
(주)아비스간병인협회직업소개소,,법인,204469.51446846,442797.361773867,2026-04-14 03:03:03,U,20,영업중,2026-04-13 13:25:19,1998-04-17,,서울특별시 강남구 도곡동 467-19 현대비전21 617호,1998322008111500005,3220000,"서울특별시 강남구 언주로30길 10, 현대비전21 617호 (도곡동)",06295,01,영업/정상,유료,02-3462-0838
(주)제이앤씨에이치알,,법인,202759.33,443984.855,2026-04-14 03:03:03,U,20,영업중,2026-04-13 13:37:46,2012-12-03,,서울특별시 강남구 역삼동 823-10 3층,2023322025014500044,3220000,"서울특별시 강남구 테헤란로8길 11-4, 3층 (역삼동)",06234,01,영업/정상,유료,02-565-4050
한국서치 주식회사,,법인,202774.809896051,444038.448180267,2026-04-14 03:03:03,U,20,영업중,2026-04-13 17:49:00,2023-10-14,,서울특별시 강남구 역삼동 823-49 에이동 5층,2023322025014500051,3220000,"서울특별시 강남구 테헤란로10길 8, 에이동 5층 (역삼동)",06234,01,영업/정상,유료,02-6952-2928
(주)스카우트파트너스,,법인,203897.370090198,444486.277361813,2026-04-14 03:03:03,U,20,영업중,2026-04-13 16:14:55,2012-08-23,,서울특별시 강남구 역삼동 707-7,2012322016314500053,3220000,"서울특별시 강남구 테헤란로44길 5, 5,6층 (역삼동)",06211,01,영업/정상,유료,02-2051-3123
맨쉬컨설팅주식회사,,법인,202924.728431526,444079.368714251,2026-04-14 03:03:03,U,20,영업중,2026-04-13 17:40:00,2015-07-15,,서울특별시 강남구 역삼동 735-29,2015322016314500037,3220000,"서울특별시 강남구 테헤란로16길 9, 4~5층 (역삼동)",06235,01,영업/정상,유료,02-6952-9944
