자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
398195106650,(주)교원,,2142745000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 16:48:21,316639756894,,2020-09-14,,서울특별시 중구 을지로*가 * 내외빌딩,2020301016523200015,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
1591172669639,(주)교원프라퍼티,,16157935000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 18:06:49,121327570116,,2021-11-05,,서울특별시 중구 을지로*가 * 내외빌딩,2021301016523200009,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,
2431985312121,(주)에스원,,18999589000,197525.216075161,450904.122723876,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:21:36,675654511326,,2010-05-10,,서울특별시 중구 순화동 ***번지 삼성생명에스원빌딩,2010301010023200027,3010000,"서울특별시 중구 세종대로*길 **, 삼성생명에스원빌딩 (순화동)",04511,,01,영업/정상,,,02-2131-7263
1828593433460,(주)교원라이프,,5975000000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:14:26,1754382406547,,2010-09-14,,서울특별시 중구 을지로*가 *번지 내외빌딩,2010301010023200042,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,
148382107420,홈앤서비스(주),,32150000000,197728.372836574,451030.853936909,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 19:29:57,110020920021,,2017-06-22,,서울특별시 중구 태평로*가 *** 부영 태평빌딩,2017301013023200014,3010000,"서울특별시 중구 세종대로 **, 부영 태평빌딩 *층 (태평로*가)",04513,,01,영업/정상,,,02-6266-3953
194629706186,주식회사 교원구몬,,607500000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:40:05,160102154898,,2020-06-11,,서울특별시 중구 을지로*가 *번지 내외빌딩,2020301016523200012,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
691113767988,(주)승산,,9329475000,200423.418748471,448324.779015334,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:01:31,268675605668,,2011-05-23,,서울특별시 용산구 한남동 *** 일신빌딩,2021302015023200007,3020000,"서울특별시 용산구 한남대로 **, 일신빌딩 *층 (한남동)",04418,,01,영업/정상,,,070-4612-7104
7070979628,(주) 종로아카데미,,5176627000,188309.626961151,446993.871604846,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 14:04:35,8796953375,,2007-08-30,,서울특별시 양천구 목동 ***-*** 서원빌딩,2021314016723200014,3140000,"서울특별시 양천구 오목로 ***, 서원빌딩 *층 (목동)",08003,,01,영업/정상,,,070-7455-6330
10310236559,(주)디에스이앤티,,7823527367,189921.671894763,445990.538307199,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:02:44,2486709192,,2015-11-26,,서울특별시 영등포구 문래동*가 ** 하우스디 비즈,2016318016323200064,3180000,"서울특별시 영등포구 선유로*길 **, 하우스디 비즈 ***호 (문래동*가)",07285,,01,영업/정상,,,070-7012-1400
1986833637298,주식회사 엘지헬로비전,2026-04-13,926583625062,190075.380363452,453345.947683972,2026-04-14 03:03:03,U,05,타시군구이관,2026-04-13 10:42:42,1060250012236,,2018-12-04,,,2017313020123200003,3130000,"서울특별시 마포구 월드컵북로**길 **, *층 (상암동, 드림타워)",03923,,05,제외/삭제/전출,,,070-8130-1560
