자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
366702193,주식회사 아르노바이오젠,,300000000,190967.257864999,442305.216740774,2026-04-14 22:18:03,I,01,정상영업,2026-04-13 16:30:17,310557292,,2026-04-13,,서울특별시 구로구 구로동 ****-* 파트너스타워*차,2026316015924200004,3160000,"서울특별시 구로구 디지털로**가길 **, 파트너스타워*차 ***호 (구로동)",08393,,01,영업/정상,,,02-852-4444
200000000,메타라이프연구소주식회사,,200000000,201070.374374053,442706.851934959,2026-04-14 22:18:48,I,01,정상영업,2026-04-13 15:04:52,0,,2026-04-13,,서울특별시 서초구 서초동 ****-* 서초이오빌,2026321015324200004,3210000,"서울특별시 서초구 효령로**길 **, *층 ***-**호 (서초동, 서초이오빌)",06652,,01,영업/정상,,,02-403-2001
1986833637298,주식회사 엘지헬로비전,,926583625062,190913.359944738,460832.059013055,2026-04-14 21:18:31,I,01,정상영업,2026-04-13 10:47:55,1060250012236,,2018-12-04,,경기도 고양시 덕양구 동산동 *** 삼송 더샵 미디어시티,2026395005224200003,3940000,"경기도 고양시 덕양구 동송로 **, MBN미디어센터 **층 (동산동)",10595,,01,영업/정상,,,070-8130-3271
,에스제이컴퍼니,,,179867.687196662,461402.023019802,2026-04-14 21:18:31,I,01,정상영업,2026-04-13 09:48:27,,,2026-04-13,,경기도 고양시 일산동구 장항동 *** 웨스턴돔*,2026396012824200002,3940000,"경기도 고양시 일산동구 정발산로 **, 웨스턴돔* *층 티*-***호 (장항동)",10403,,01,영업/정상,,,
691113767988,(주)승산,,9329475000,200423.418748471,448324.779015334,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:03:21,268675605668,,2011-05-23,,서울특별시 용산구 한남동 *** 일신빌딩,2021302015024200004,3020000,"서울특별시 용산구 한남대로 **, 일신빌딩 *층 (한남동)",04418,,01,영업/정상,,,34736081
640070437185,(주) 웅진(서울콜센터),,42213540000,200480.177581939,452225.923030749,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 09:50:33,224099037472,,2014-01-10,,서울특별시 종로구 종로*가 ***-* 한덕빌딩,2025300024524200002,3000000,"서울특별시 종로구 종로**길 **, 한덕빌딩 *층 (종로*가)",03125,,01,영업/정상,,,02-2119-1251
1828593433460,(주)교원라이프,,5975000000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:15:41,1754382406547,,2010-09-14,,서울특별시 중구 을지로*가 *번지 내외빌딩,2010301010024200018,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-397-9140
148382107420,홈앤서비스(주),,32150000000,197728.372836574,451030.853936909,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 19:30:55,110020920021,,2017-06-22,,서울특별시 중구 태평로*가 *** 부영 태평빌딩,2017301013024200010,3010000,"서울특별시 중구 세종대로 **, 부영 태평빌딩 *층 (태평로*가)",04513,,01,영업/정상,,,02-6266-3953
194629706186,주식회사 교원구몬,,607500000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:41:13,160102154898,,2020-06-11,,서울특별시 중구 을지로*가 *번지 내외빌딩,2020301016524200007,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
398195106650,(주)교원,,2142745000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 16:49:39,316639756894,,2020-09-14,,서울특별시 중구 을지로*가 * 내외빌딩,2020301016524200013,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
