신청일자,항목값1,사업장명,업소구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
2026-04-07,관급봉투,주식회사 비투비코리아,지정,,203843.574261234,414598.066498303,2026-04-14 21:53:19,I,2026-04-13,11,영업,2026-04-13 11:07:35,2026-04-13,경기도 화성시 병점구 반정동 130-1,,경기도 화성시 병점구 반정동 130-1,576000014202600009,5530000,경기도 화성시 병점구 반정로204번길 50 (반정동),18374,,01,영업/정상,,,
2026-04-10,관급봉투,세븐일레븐 월산부영점,지정,,229942.620403213,461425.628529802,2026-04-14 21:23:10,I,2026-04-13,11,영업,2026-04-13 09:32:36,2026-04-13,경기도 남양주시 화도읍 월산리 1528 남양주월산사랑으로부영1단지,,경기도 남양주시 화도읍 월산리 1528 남양주월산사랑으로부영1단지,399000014202600022,3990000,"경기도 남양주시 화도읍 경춘로2290번길 6, 남양주월산사랑으로부영1단지 상가2동 1층 103호",12190,,01,영업/정상,,,
2026-04-07,관급봉투,지에스25 광명한라점,지정,,189449.539101151,438287.421170067,2026-04-14 21:23:11,I,2026-04-13,11,영업,2026-04-13 14:07:08,2026-04-13,경기도 광명시 소하동 1343-1,,경기도 광명시 소하동 1343-1,390000014202600009,3900000,"경기도 광명시 오리로 500, 1층 115호 (소하동)",14316,,01,영업/정상,,,
2026-04-08,관급봉투,주식회사 플라터너스,지정,,187147.929934277,441194.090012413,2026-04-14 21:23:11,I,2026-04-13,11,영업,2026-04-13 14:13:34,2026-04-13,경기도 광명시 광명동 787-4 광명아크포레자이위브,,경기도 광명시 광명동 787-4 광명아크포레자이위브,390000014202600010,3900000,"경기도 광명시 새터로 44-7, 1120동 제비3-132,133호 (광명동, 광명아크포레자이위브)",14272,,01,영업/정상,,,
2026-04-09,관급봉투,주아킹 광명시장점,지정,,187432.313841199,441809.583175124,2026-04-14 21:23:11,I,2026-04-13,11,영업,2026-04-13 14:17:32,2026-04-13,경기도 광명시 광명동 126-19,,경기도 광명시 광명동 126-19,390000014202600011,3900000,"경기도 광명시 오리로 940, 1층 일부호 (광명동)",14217,,01,영업/정상,,,
2026-04-09,관급봉투,씨유 광명아이파크점,지정,,187375.3366065,442329.36711297,2026-04-14 21:23:11,I,2026-04-13,11,영업,2026-04-13 14:22:41,2026-04-13,경기도 광명시 광명동 88-14 광명센트럴아이파크,,경기도 광명시 광명동 88-14 광명센트럴아이파크,390000014202600012,3900000,"경기도 광명시 광이로 49, 147호 (광명동, 광명센트럴아이파크)",14211,,01,영업/정상,,,
2026-04-13,관급봉투,지에스25 장기미래도점,지정,,170133.959707402,460879.734392947,2026-04-14 21:23:12,I,2026-04-13,11,영업,2026-04-13 18:07:12,2026-04-13,,,경기도 김포시 장기동 1869-5 청송마을 모아미래도엘가,409000014202600012,4090000,"경기도 김포시 김포한강2로 273, 517동 109호,110호 (장기동, 청송마을 모아미래도엘가)",10082,,01,영업/정상,,,
2026-04-09,관급봉투,원주소비자생활협동조합 무실지점,지정,,282143.07569671,426463.489317021,2026-04-14 21:23:15,I,2026-04-13,11,영업,2026-04-13 10:20:24,2026-04-13,강원특별자치도 원주시 무실동 1641-9,,강원특별자치도 원주시 무실동 1641-9,419100014202600032,4191000,강원특별자치도 원주시 시청로 82 (무실동),26388,,01,영업/정상,,,033-735-1891
2022-12-22,관급봉투,세븐일레븐 합정중앙점,지정,,191942.934909051,450080.69863151,2026-04-14 03:03:03,U,2022-12-26,11,영업,2026-04-13 10:12:57,2022-12-26,,,서울특별시 마포구 합정동 432-49,313000014202200068,3130000,"서울특별시 마포구 월드컵로7길 44, 1층 (합정동)",04022,,01,영업/정상,,,
2023-01-30,관급봉투,(주)오피스디포코리아,지정,,190144.892942247,453302.04990022,2026-04-14 03:03:03,U,2023-01-31,11,영업,2026-04-13 10:28:06,2023-01-31,"서울특별시 마포구 상암동 1596 상암DMC푸르지오시티, S-City",,"서울특별시 마포구 상암동 1596 상암DMC푸르지오시티, S-City",313000014202300003,3130000,"서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 1층 (상암동)",03924,,01,영업/정상,,,02-515-4377
2025-02-17,관급봉투,씨유 성산시영아파트점,지정,,191263.451931121,452207.500653521,2026-04-14 03:03:03,U,2025-02-20,11,영업,2026-04-13 10:16:59,2025-02-20,,,서울특별시 마포구 성산동 446 성산시영아파트,313000014202500006,3130000,"서울특별시 마포구 월드컵북로 262, 성산시영아파트 1층 111, 112호 (성산동)",03935,,01,영업/정상,,,
