축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,축산물판매업,성남농협 본점(한우직거래),식육판매업,2026-04-06,211388.480709308,436792.365438246,2026-04-14 03:03:03,U,0004,말소,2026-04-13 17:37:50,,2026-03-17,12,,경기도 성남시 중원구 성남동 3210 성남농협,식육판매업,378000000920260027,3780000,L00,"경기도 성남시 중원구 광명로 3, 성남농협 (성남동)",13355,,04,취소/말소/만료/정지/중지,,,033-345-9007
,축산물판매업,성남농협 수내역지점(한우직거래),식육판매업,2026-04-06,209960.145649314,430596.868672123,2026-04-14 03:03:03,U,0004,말소,2026-04-13 17:38:10,,2026-03-17,12,,경기도 성남시 분당구 수내동 19-1 성남농협,식육판매업,378000000920260028,3780000,L00,"경기도 성남시 분당구 백현로101번길 22, 성남농협 (수내동)",13595,,04,취소/말소/만료/정지/중지,,,033-345-9007
,축산물판매업,성남농협 정자지점(한우직거래),식육판매업,2026-04-06,209919.125,429643.019999999,2026-04-14 03:03:03,U,0004,말소,2026-04-13 17:38:27,,2026-03-17,12,,경기도 성남시 분당구 정자동 65-5 현대빌딩,식육판매업,378000000920260029,3780000,L00,"경기도 성남시 분당구 느티로 73, 현대빌딩 (정자동)",13610,,04,취소/말소/만료/정지/중지,,,033-345-9007
,축산물판매업,가보정육점,식육판매업,,193570.567945,387396.927309559,2026-04-14 03:03:03,U,0000,정상,2026-04-13 16:54:55,,2013-11-04,52,,경기도 평택시 안중읍 안중리 281-8,식육판매업,391000000920130043,3910000,000,경기도 평택시 안중읍 안현로서2길 30,17936,,01,영업/정상,,,
,축산물판매업,(주)은자푸드,식육판매업,,203459.158308526,451831.887563369,2026-04-14 03:03:03,U,0000,정상,2026-04-13 21:09:11,,1996-08-01,33.93,,서울특별시 성동구 마장동 481-5 1층,식육판매업,303000000919960138,3030000,L00,"서울특별시 성동구 마장로35나길 5, 1층 (마장동)",04752,,01,영업/정상,,,
,축산물판매업,춘천철원화천양구 축산농협 하나로마트(강남점),식육판매업,2026-04-08,263244.686473259,484697.696269724,2026-04-14 03:03:03,U,0002,폐업,2026-04-13 13:34:03,,1996-05-17,0,,강원특별자치도 춘천시 온의동 515,식육판매업,418000000919960018,4181000,L00,강원특별자치도 춘천시 경춘로 2342 (온의동),,,03,폐업,,,
,축산물판매업,주식회사 세원프레시,식육판매업,,205647.528274503,451946.020382458,2026-04-14 03:03:03,U,0000,정상,2026-04-13 12:01:06,,2023-05-12,92.6,,서울특별시 동대문구 장안동 164-11 1층,식육판매업,305000000920230013,3050000,L00,"서울특별시 동대문구 한천로20길 3, 1층 (장안동)",02626,,01,영업/정상,,,
,축산물판매업,빙그레이화대리점,우유류판매업,,199930.67937036,452732.540439309,2026-04-14 03:03:03,U,0000,정상,2026-04-13 10:17:30,,1998-12-05,0,,서울특별시 종로구 연건동 295-1,우유류판매업,300000000919980012,3000000,000,"서울특별시 종로구 율곡로13길 27, 1층 (연건동)",03081,,01,영업/정상,,,07634222
,축산물판매업,대연생고깃간,축산물유통전문판매업,,205330.801583742,456321.00040521,2026-04-14 03:03:03,U,0000,정상,2026-04-13 15:41:31,,2021-05-10,37.82,,서울특별시 성북구 석관동 288-14,축산물유통전문판매업,307000000920210012,3070000,000,서울특별시 성북구 돌곶이로22나길 29 (석관동),02784,,01,영업/정상,,,
,축산물판매업,주식회사 테크푸드,축산물유통전문판매업,,195743.278987166,449398.489851057,2026-04-14 03:03:03,U,0000,정상,2026-04-13 18:05:14,,2025-08-29,29.6,,서울특별시 마포구 공덕동 473 KPX빌딩,축산물유통전문판매업,313000000920250014,3130000,L00,"서울특별시 마포구 마포대로 137, KPX빌딩 14층 7호 (공덕동)",04143,,01,영업/정상,,,
,축산물판매업,주식회사 미트뱅크아이몰,축산물유통전문판매업,,169915.001021534,455495.508050559,2026-04-14 03:03:03,U,0000,정상,2026-04-13 12:49:21,,2024-02-01,15,,인천광역시 서구 마전동 982-1 프라임타워 922호,축산물유통전문판매업,356000000920240010,3560000,L00,"인천광역시 서구 완정로 144, 프라임타워 9층 922호 (마전동)",22635,,01,영업/정상,,,032-561-8325
,축산물판매업,싱싱유통,식육판매업,2026-04-13,214559.785348757,462204.094797577,2026-04-14 03:03:03,U,0005,전출폐업,2026-04-13 14:08:04,,2016-09-02,154,,,식육판매업,399000000920160064,3990000,000,경기도 남양주시 진건읍 사릉로달음2길 4,12131,,05,제외/삭제/전출,,,
