건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,,0,노보텔 앰배서더 서울 동대문 호텔,관광호텔,,,,,200314.646974736,451554.066925226,2026-05-15 03:03:03,U,01,영업,0,0,2026-05-14 16:53:50,2018-06-14,"24,504.67",100-196,서울특별시 중구 을지로6가 58-5,N,0,3010000-201-2018-00007,3010000,서울특별시 중구 을지로 238 (을지로6가),04561,01,영업/정상,관광호텔,02-3425-8000,5,0,20,0,331
0,,0,노보텔 앰배서더 서울 동대문 레지던스,숙박업(생활),,,,,200314.646974736,451554.066925226,2026-05-15 03:03:03,U,01,영업,0,0,2026-05-14 16:48:17,2018-06-14,"19,995.98",100-196,서울특별시 중구 을지로6가 58-5,N,0,3010000-214-2018-00001,3010000,서울특별시 중구 을지로 238 (을지로6가),04561,01,영업/정상,숙박업(생활),02-3425-8000,1,1,20,5,192
2,,1,키이토,숙박업 기타,,,,,202523.058175237,460018.651678321,2026-05-15 03:03:03,U,01,영업,,0,2026-05-14 13:48:01,1970-10-16,62.59,142-876,서울특별시 강북구 수유동 168-40,N,,3080000-201-1970-00089,3080000,서울특별시 강북구 한천로140길 72 (수유동),01055,01,영업/정상,숙박업 기타,,1,1,2,0,10
0,,0,삼성여인숙,여관업,,,,,191184.801116484,446615.612121017,2026-05-15 22:09:00,I,01,영업,,14,2026-05-14 14:05:02,2003-02-26,221.00,150-800,서울특별시 영등포구 당산동1가 160-3,N,,3180000-201-2003-00232,3180000,서울특별시 영등포구 영신로 157-2 (당산동1가),07267,01,영업/정상,여관업,26339267,0,0,0,0,0
0,,0,소피텔 앰배서더 서울호텔 앤 서비스드 레지던스,숙박업(생활),,,,,209337.104501753,445744.864426145,2026-05-15 03:03:03,U,01,영업,0,0,2026-05-14 14:38:51,2021-07-08,"14,654.94",138-934,서울특별시 송파구 신천동 29-1 KT송파타워,N,0,3230000-214-2021-00001,3230000,"서울특별시 송파구 잠실로 209, KT송파타워 7층~14층 (신천동)",05552,01,영업/정상,숙박업(생활),02-2040-3188,7,0,14,0,160
0,,0,호텔발리3,여관업,2026-05-14,,,,206722.560341712,416672.56861055,2026-05-15 03:03:03,U,02,폐업,,0,2026-05-14 11:03:38,2002-08-17,"2,522.03",443-814,경기도 수원시 영통구 영통동 1010-5,N,,5610000-201-2002-00005,3740000,경기도 수원시 영통구 반달로35번길 23 (영통동),16705,03,폐업,여관업,031-273-0951,2,0,9,0,54
15,자가,2,hotel AMARE(호텔아마레),여관업,,,,,197332.44004568,419931.886193428,2026-05-15 03:03:03,U,01,영업,,0,2026-05-14 10:41:31,2006-07-12,"5,782.30",441-819,경기도 수원시 권선구 구운동 928-5 hotel AMARE,N,,3760000-201-2006-00001,3740000,"경기도 수원시 권선구 서부로1934번길 26, hotel AMARE 지하2~12층 일부, 13~15층호 (구운동)",16405,01,영업/정상,여관업,031-293-3160,1,1,15,2,55
2,임대,0,인앤인 펜션,숙박업(생활),2026-04-30,,,,254405.944908947,460576.384947402,2026-05-15 03:03:03,U,02,폐업,0,6,2026-05-14 14:31:03,2019-12-05,238.53,476-852,경기도 양평군 단월면 석산리 143,N,0,4170000-214-2019-00005,4170000,경기도 양평군 단월면 석산로 1551,12525,03,폐업,숙박업(생활),031-775-2580,1,0,2,0,0
3,자가,0,AUGUST(어거스트),관광호텔,,,※ 공중위생관리법에 따른 숙박업소라 하더라도 관광숙박업소로 등록된 경우에는 관광진흥법 소관 (공중위생관리법:위생관리만 해당),,243779.529878746,466611.569694143,2026-05-15 03:03:03,U,01,영업,,0,2026-05-14 17:10:45,2018-12-07,"1,512.99",477-854,경기도 가평군 설악면 사룡리 133-3,N,,4160000-201-2018-00005,4160000,경기도 가평군 설악면 자잠로282번길 96,12460,01,영업/정상,관광호텔,,1,0,3,0,26
0,,0,스테이몰리,여인숙업,,,,,179823.093867257,464729.196987681,2026-05-15 03:03:03,U,01,영업,,9,2026-05-14 10:47:35,1973-07-27,124.15,411-875,경기도 고양시 일산서구 일산동 637-17,N,,4100100-201-1973-00003,3940000,경기도 고양시 일산서구 일청로8번길 35 (일산동),10342,01,영업/정상,여인숙업,031-975-3038,0,0,0,0,0
3,임대,1,아미고모텔,여관업,,,,,180579.051344781,442539.131164155,2026-05-15 03:03:03,U,01,영업,,0,2026-05-14 16:34:23,2005-04-25,426.00,,경기도 부천시 원미구 심곡동 173-10,N,,3871000-201-2005-00533,3860000,경기도 부천시 원미구 부천로3번길 29 (심곡동),14637,01,영업/정상,여관업,032-613-4545,2,0,3,0,17
0,,0,더스테이 안산,여관업,,,,,187394.268559851,423017.978619109,2026-05-15 03:03:03,U,01,영업,,0,2026-05-14 13:35:21,1989-05-29,717.26,426-857,경기도 안산시 상록구 이동 594-7,N,,3930000-201-1989-01004,3930000,경기도 안산시 상록구 도매시장로 24 (이동),15511,01,영업/정상,여관업,,0,0,0,0,23
